"subclass","11","12","13","14","15","1","2","3","4","5","lipidName","Class"
"AcCa(UnknownPattern)",22800000,15800000,11500000,10100000,15400000,26400000,16600000,27400000,2848244.116,10900000,"AcCa(10:1)","AcCa"
"AcCa(UnknownPattern)",37400000,45500000,22200000,28300000,40800000,50700000,33100000,39500000,20100000,18800000,"AcCa(10:3)","AcCa"
"AcCa(UnknownPattern)",66900000,96500000,76800000,88600000,1.05e+08,1.16e+08,1.44e+08,1.48e+08,1.06e+08,1.11e+08,"AcCa(14:0)","AcCa"
"AcCa(UnknownPattern)",49700000,58200000,74200000,39800000,66400000,4.9e+07,42700000,63600000,44900000,40900000,"AcCa(14:1)","AcCa"
"AcCa(UnknownPattern)",6.59e+08,9.45e+08,7.72e+08,6.74e+08,8.76e+08,1.65e+09,1.57e+09,1.4e+09,1.32e+09,1.19e+09,"AcCa(16:0)","AcCa"
"AcCa(UnknownPattern)",6.14e+08,8.92e+08,7.05e+08,6.46e+08,7.36e+08,1.48e+09,1.55e+09,1.27e+09,1.19e+09,1.17e+09,"AcCa(18:0)","AcCa"
"AcCa(UnknownPattern)",21200000,13100000,30500000,13500000,36900000,14700000,39700000,32100000,11800000,13700000,"AcCa(18:3)","AcCa"
"AcCa(UnknownPattern)",2.51e+08,1.94e+08,2.84e+08,2.31e+08,1.83e+08,3.03e+08,3.4e+08,3.19e+08,1.91e+08,1.6e+08,"AcCa(20:0)","AcCa"
"AcCa(UnknownPattern)",62800000,75500000,79600000,55400000,79800000,1.25e+08,1.28e+08,1.15e+08,74700000,77400000,"AcCa(20:4)","AcCa"
"AcCa(UnknownPattern)",71300000,39200000,66100000,37100000,38100000,67700000,5.5e+07,4e+07,33600000,27200000,"AcCa(22:0)","AcCa"
"AcCa(UnknownPattern)",1.16e+08,84200000,1.28e+08,1.03e+08,89900000,1.55e+08,1.55e+08,1e+08,68100000,40300000,"AcCa(22:1)","AcCa"
"AcCa(UnknownPattern)",26700000,7082673.622,16900000,13500000,28600000,39200000,56100000,45900000,13100000,7970084.12,"AcCa(22:2)","AcCa"
"AcCa(UnknownPattern)",5510571.253,1087708.051,8225902.652,6220722.141,7467002.376,7694137.542,6900322.439,3650670.964,4705028.263,4672646.733,"AcCa(22:3)","AcCa"
"AcCa(UnknownPattern)",922844.833,1592686.345,2392479.659,1581542.222,2957594.703,9244294.389,6192147.847,9974293.103,3594062.447,3472066.743,"AcCa(22:4)","AcCa"
"AcCa(UnknownPattern)",46200000,39100000,50900000,53700000,42400000,1.01e+08,79800000,56200000,54300000,39300000,"AcCa(24:0)","AcCa"
