"subclass","48hrs_1","12hrs_1","24hrs_1","24hrs_2","24hrs_3","24hrs_4","24hrs_5","Veh_1","Veh_2","Veh_3","Veh_4","48hrs_2","Veh_5","48hrs_3","48hrs_4","48hrs_5","12hrs_2","12hrs_3","12hrs_4","12hrs_5"
"SM(40:3)",2.92e+08,2.1e+08,1.89e+08,2.62e+08,2.3e+08,2.5e+08,3.04e+08,1.6e+08,1.37e+08,1.37e+08,1.5e+08,2.69e+08,1.41e+08,3.1e+08,2.93e+08,2.12e+08,1.69e+08,1.65e+08,2.47e+08,1.77e+08
"SM(40:7)",1.14e+08,82300000,79900000,99200000,1.37e+08,83800000,1.4e+08,66500000,84600000,75400000,90900000,1.7e+08,72700000,1.2e+08,61400000,36100000,48600000,87100000,29700000,42400000
"SM(42:1)",1.1003e+10,9.314e+09,8.615e+09,8.092e+09,4.795e+09,8.852e+09,9.073e+09,1.6542e+10,1.2245e+10,1.743e+10,1.7311e+10,1.0878e+10,1.3331e+10,7.368e+09,7.839e+09,8.128e+09,8.268e+09,7.429e+09,8.166e+09,5.484e+09
"SM(42:2)",85528800000,75418400000,63545300000,7.7518e+10,50748669980.009,73527600000,79398300000,85570100000,61921400000,102348500000,83074700000,90901200000,87205300000,65727800000,78956400000,75379300000,61702100000,52903200000,78421100000,66799700000
"SM(42:3)",21630700000,12703831261.236,12507041907.579,16501423533.28,14415100000,13604773831.301,17413600000,12006390597.24,11709740838.608,20212600000,12009385043.516,23224500000,14510200000,18612800000,20228800000,18930600000,10416700000,10408792680.401,12900284706.656,11204821868.396
"SM(42:4)",2.246e+09,1.496e+09,1.685e+09,1.397e+09,1.116e+09,1.69e+09,1.726e+09,2.753e+09,2.233e+09,2.685e+09,2.692e+09,1.948e+09,2.456e+09,1.632e+09,1.483e+09,1.441e+09,1.683e+09,1.508e+09,1.47e+09,1.184e+09
"SM(42:5)",8.86e+08,6.28e+08,4.28e+08,4.83e+08,4.28e+08,4.4e+08,5.26e+08,462400000,385400000,6.69e+08,518300000,7.92e+08,565900000,9.49e+08,1.009e+09,6.21e+08,4.81e+08,5.13e+08,9.15e+08,4.59e+08
"SM(42:6)",5.07e+08,3.47e+08,2.61e+08,3.27e+08,3.78e+08,2.59e+08,3.35e+08,2.36e+08,2.57e+08,2.59e+08,2.93e+08,4.75e+08,2.87e+08,3.75e+08,3.56e+08,3.19e+08,2.9e+08,2.2e+08,3.04e+08,2.4e+08
"SM(44:1)",639872.399,1296100.671,368342.277,960696.812,69271.7648,811413.036,830330.085,2349569.767,1092025.844,1833269.795,2270093.508,69271.7648,2064680.955,556708.886,384403.127,612584,399129.754,1351675.193,1451013.447,346358.824
"SM(44:2)",1.59e+08,1.03e+08,1.28e+08,1.26e+08,44900000,1.16e+08,1.62e+08,1.99e+08,76600000,2.01e+08,1.81e+08,2.34e+08,1.55e+08,1.44e+08,1.54e+08,1.44e+08,1.07e+08,57300000,1.21e+08,96800000
"SM(44:3)",1.96e+08,1.02e+08,1.17e+08,1.62e+08,1.09e+08,1.04e+08,1.52e+08,1.18e+08,92500000,1.35e+08,1.15e+08,2.34e+08,1.18e+08,1.74e+08,1.64e+08,1.47e+08,75900000,81400000,88900000,78100000
"SM(44:4)",9.02e+08,4.24e+08,5.23e+08,6.34e+08,3.74e+08,5.73e+08,7.85e+08,8.31e+08,8.14e+08,7.8e+08,1.04e+09,5.58e+08,6.54e+08,5.4e+08,4.62e+08,6.95e+08,5.64e+08,5.6e+08,6.94e+08,3.54e+08
"SM(44:5)",3.46e+09,3.53e+09,3.34e+09,3.46e+09,2.81e+09,3.51e+09,3.55e+09,3.27e+09,2.87e+09,3.3e+09,3.1e+09,3.23e+09,3.27e+09,3.12e+09,3.17e+09,3.34e+09,3.25e+09,3.04e+09,3.58e+09,3.32e+09
"SM(44:6)",1.17e+09,7.04e+08,6.76e+08,8.83e+08,7.01e+08,5.9e+08,7.49e+08,5e+08,5.64e+08,7.69e+08,6.24e+08,1.08e+09,6.93e+08,1.03e+09,1.14e+09,1.07e+09,6.24e+08,4.85e+08,6.91e+08,6.43e+08
"SPH(16:0)",3.97e+08,2.07e+08,2.38e+08,4.55e+08,2.94e+08,2.81e+08,5.49e+08,7.43e+08,2.84e+08,5.39e+08,2.77e+08,5.51e+08,2.01e+08,1.67e+08,5.46e+08,1.98e+08,2.38e+08,1.77e+08,1.88e+08,1.74e+08
"SPH(16:1)",99900000,80200000,1.22e+08,92100000,84800000,66400000,71800000,8.3e+07,63600000,70100000,48500000,81500000,70800000,64600000,65900000,5.6e+07,51500000,60500000,5.5e+07,62100000
"SPH(18:0)",5.4e+07,84700000,50200000,48500000,33800000,65200000,67900000,28700000,23600000,30200000,3.3e+07,50100000,58600000,1.19e+08,4.3e+07,91200000,45900000,67200000,1.2e+08,99800000
"SPH(18:1)",1.1e+08,1.16e+08,7e+07,87900000,1.14e+08,73200000,85100000,74100000,71200000,50600000,65500000,1.19e+08,68500000,1.71e+08,1.39e+08,1.65e+08,85400000,1.01e+08,1.1e+08,1.27e+08
"SPH(20:0)",42300000,49400000,43500000,43900000,65400000,39600000,37400000,38500000,48900000,36100000,40300000,32200000,39900000,45800000,42600000,45100000,4.7e+07,4.7e+07,49600000,52900000
"SPH(22:1)",88900000,59600000,55700000,63100000,1.21e+08,60900000,54500000,58500000,74600000,67600000,59700000,91300000,62600000,99300000,71600000,64100000,81400000,65100000,50600000,76800000
"TG(24:0)",1708027.591,39100000,26900000,29600000,36300000,34600000,29200000,30500000,1708027.591,23700000,34100000,8540137.957,32800000,9836026.492,21800000,16500000,60300000,45100000,29300000,32200000
"TG(24:5)",2e+09,1.65e+09,1.46e+09,1.52e+09,1.98e+09,1.54e+09,1.87e+09,1.52e+09,1.38e+09,1.56e+09,1.52e+09,1.94e+09,1.58e+09,2.31e+09,2.44e+09,1.83e+09,1.82e+09,1.81e+09,1.61e+09,1.58e+09
"TG(28:0)",44200000,72200000,4.5e+07,72100000,47600000,78800000,68700000,1.04e+08,94100000,1.11e+08,1.05e+08,65100000,1.24e+08,71600000,57700000,64900000,65300000,6.8e+07,90400000,1.06e+08
"TG(30:4)",1.3e+07,12300000,12400000,12400000,12300000,1.3e+07,14100000,12600000,11300000,13200000,11100000,13300000,14200000,13600000,11600000,1.2e+07,14900000,1.2e+07,10900000,12100000
"TG(32:0)",67500000,65300000,70300000,1.05e+08,23400000,88300000,1.19e+08,2.8e+07,13200000,17800000,40800000,35200000,55200000,2.2e+07,67800000,78100000,1.26e+08,1.15e+08,56200000,77600000
"TG(32:4)",2.78e+08,1.38e+08,4.98e+08,3.6e+08,5.02e+08,3.55e+08,4.27e+08,2.66e+08,2.61e+08,1.03e+08,1.4e+08,3.22e+08,1.32e+08,4.19e+08,3.73e+08,3.73e+08,1.92e+08,3.56e+08,4.13e+08,1.66e+08
"TG(34:3)",65400000,61400000,71600000,1.05e+08,21200000,85400000,1.06e+08,30500000,16200000,17800000,38600000,37300000,51300000,2.1e+07,68600000,87100000,9.6e+07,84100000,51300000,81300000
"TG(34:4)",1256422.2,3991437.33,1853029.639,6364500.864,9777774.721,2079726.846,2054617.83,4212790.584,3443251.366,5873472.891,3656902.677,25800000,1552184.8,9105760.157,7893389.292,5959013.749,6641711.112,10800000,2817946.205,1703550.383
"TG(34:6)",34860635.498,21795759.489,19443758.312,30368899.73,21002913.652,25466367.633,23926962.182,23574542.129,17695267.244,25631667.448,26242483.773,28214171.179,23779686.351,29787919.964,34500720.491,37171395.254,27049948.7,25397327.556,35224704.524,29523262.164
"TG(36:1)",6142944.7,1.88e+08,3.6e+07,65100000,9.2e+07,68400000,63300000,24300000,6461084.505,9647607.44,3.2e+07,8771218.995,36700000,16100000,20400000,21200000,92900000,84800000,1.21e+08,2.21e+08
"TG(36:2)",19287488.806,431074371.939,130400000,228800000,257400000,211900000,244500000,83522254.1072,41811270.536,48122254.1072,115105097.612,33522254.1072,118522254.1072,38685424.859,66007707.79,121700000,288375428.41,295600000,366500000,503300000
"TG(36:3)",19700000,46200000,35600000,48500000,53600000,45300000,33400000,3e+07,14900000,35100000,18700000,1.9e+07,29900000,11400000,5637156.527,31600000,64100000,48300000,56800000,72900000
"TG(36:4)",14900000,70200000,84400000,22900000,56800000,35500000,1.41e+08,14100000,25200000,27500000,54300000,32600000,21100000,25800000,70100000,93600000,57600000,1.16e+08,61900000,22700000
"TG(38:2)",39100000,2.79e+08,1.04e+08,1.09e+08,2.81e+08,2.32e+08,1.71e+08,61500000,23200000,17200000,82100000,64200000,91100000,42800000,92400000,95800000,1.74e+08,2.15e+08,2.63e+08,3.24e+08
"TG(38:3)",1.1e+07,93500000,47500000,82800000,1.07e+08,82600000,76400000,26100000,9845656.405,12200000,26800000,15400000,42500000,9509567.272,17900000,39800000,1.03e+08,78700000,1.15e+08,1.51e+08
"TG(38:4)",842472.1586,67300000,2.7e+07,4.5e+07,55100000,43900000,40100000,17100000,9861927.19,5611573.887,1.7e+07,5083616.657,28400000,4212360.793,9789474.601,16600000,53500000,56500000,57700000,94600000
"TG(40:0)",1.71e+08,75800000,7.4e+07,1.27e+08,70300000,1.05e+08,1.23e+08,62800000,63500000,69300000,71600000,2.31e+08,7.3e+07,1.94e+08,2.4e+08,2.37e+08,93500000,68300000,59800000,67800000
"TG(40:1)",2.1e+07,1.74e+08,42900000,59100000,6.7e+07,89300000,1.04e+08,49200000,963362.8002,4816814.001,1.06e+08,25600000,50900000,19900000,33300000,89400000,1.31e+08,23800000,1.82e+08,1.58e+08
"TG(40:2)",6.9e+07,2.69e+08,1.37e+08,1.83e+08,2.54e+08,2.28e+08,2.57e+08,1.01e+08,5e+07,42100000,2.36e+08,66400000,1.73e+08,79400000,1.12e+08,1.95e+08,2.41e+08,2.89e+08,2.58e+08,2.52e+08
"TG(40:3)",33200000,77600000,70600000,32500000,1.03e+08,1.26e+08,46400000,33500000,15400000,672442.869,35900000,57400000,53400000,19500000,6.8e+07,22300000,3.8e+07,38600000,88100000,93400000
"TG(40:4)",8192595.358,2.5e+07,21400000,12100000,62100000,6.1e+07,22500000,14700000,2764828.926,552965.7852,7926823.629,2.3e+07,23400000,4155603.123,21400000,16900000,14200000,16200000,40200000,42700000
"TG(42:1)",6.83e+08,1.22e+09,8.86e+08,9.78e+08,6.65e+08,9.74e+08,7.52e+08,3.68e+08,2.9e+08,3.47e+08,4.9e+08,4.2e+08,5.4e+08,7.43e+08,8.03e+08,6.74e+08,1.47e+09,1.11e+09,1.06e+09,1.04e+09
"TG(42:2)",8.89e+08,2.281e+09,1.399e+09,1.648e+09,1.144e+09,1.624e+09,1.516e+09,8.61e+08,467800000,5.72e+08,1.313e+09,8.23e+08,1.099e+09,9.68e+08,1.56e+09,1.981e+09,2.309e+09,1.944e+09,2.558e+09,2.203e+09
"TG(42:6)",4766962.384,18200000,6636614.582,24700000,5.3e+07,25200000,43300000,11800000,9504839.661,6091400.723,39700000,13600000,27500000,20700000,1.6e+07,46300000,2.2e+07,26900000,39600000,17200000
"TG(44:0)",13100000,27300000,2040000,10800000,19400000,10200000,27200000,2040000,2040000,2040000,1.3e+07,12200000,17500000,18800000,33300000,14700000,2040000,28600000,24400000,18100000
"TG(44:1)",1285266574.2382,1677600000,1695200000,2200100000,1488361582.113,2030700000,2504200000,1150600000,967695422.0384,775282003.593,1375371529.3172,1040536506.622,1034447836.435,1633702684.33,1984600000,1915227635.649,2324200000,2855700000,2.055e+09,2178958058.414
"TG(44:2)",2.998e+09,9.74e+09,6.872e+09,7.45e+09,5.31e+09,6.74e+09,6.93e+09,3.709e+09,3.026e+09,3.627e+09,5.42e+09,2.28e+09,6.014e+09,3.62e+09,4.6e+09,5.77e+09,7.95e+09,9.4e+09,9.51e+09,8.7e+09
"TG(44:3)",3.694e+09,7.02e+09,5.13e+09,5.96e+09,4.213e+09,4.929e+09,4.661e+09,3.553e+09,2555900000,3243400000,4.647e+09,2.622e+09,4.781e+09,3.433e+09,3.998e+09,5.001e+09,9.857e+09,1.001e+10,7.44e+09,1.044e+10
"TG(44:4)",563843079.739,277400000,255120123.711,277769310.889,218977043.972,262865823.516,275977043.972,228893161.985,272643079.739,277215398.696,266300000,476943079.739,253527559.216,543859204.282,577643079.739,492300000,291085219.86,325800000,245800000,245200000
"TG(44:5)",73600000,5.07e+08,1.89e+08,2.85e+08,2.33e+08,2.19e+08,2.91e+08,2.48e+08,1.1e+08,1.71e+08,3.17e+08,62400000,2.11e+08,1.39e+08,1.62e+08,1.98e+08,3.83e+08,3.83e+08,4.46e+08,4.68e+08
"TG(44:6)",6921993.211,9.9e+07,26200000,22300000,24500000,53200000,74500000,57600000,1384398.642,13900000,1.14e+08,18700000,62300000,19400000,33900000,1.03e+08,77700000,23800000,30900000,14900000
"TG(46:1)",1521500000,3.025e+09,2012300000,2.441e+09,1287700000,2.212e+09,2.367e+09,1385200000,1305300000,1273800000,1818600000,1631700000,2046400000,1068800000,1885300000,2.012e+09,2.389e+09,2.74e+09,3.262e+09,2.843e+09
"TG(46:2)",86300000,68500000,7.1e+07,50500000,62200000,71600000,44100000,63600000,31300000,63200000,33900000,90500000,56500000,79900000,66300000,37800000,52900000,49700000,60900000,5.9e+07
"TG(46:4)",6.03e+08,1.838e+09,1.294e+09,1.631e+09,1.268e+09,1.381e+09,1.524e+09,9.31e+08,493200000,8.42e+08,1.201e+09,6.46e+08,1.152e+09,4.59e+08,7.19e+08,1.308e+09,1.789e+09,1.652e+09,2.669e+09,1.652e+09
"TG(46:6)",55140000,188900000,107600000,162700000,180700000,152500000,178100000,122240000,50400000,85340000,252240000,103240000,162100000,122240000,174800000,395500000,1.67e+08,152900000,2.58e+08,185600000
"TG(46:7)",13115617.569,121900000,42617702.04,81700000,62800000,50843575.136,78800000,86300000,26300000,5.4e+07,109700000,17918612.708,60400000,27817875.68,2.9e+07,68500000,87700000,109600000,151700000,102400000
"TG(48:0)",2.04e+09,1.48e+09,1.88e+09,1.73e+09,1.58e+09,1.85e+09,1.77e+09,9.18e+08,7.89e+08,7.23e+08,8.73e+08,1.71e+09,8.15e+08,2.36e+09,2.13e+09,1.7e+09,1.2e+09,1.44e+09,1.2e+09,1.44e+09
"TG(48:1)",3.53e+09,6.55e+09,4.02e+09,3.96e+09,4.46e+09,4.42e+09,4.08e+09,2.34e+09,1.588e+09,1.746e+09,2.65e+09,2.76e+09,2.8e+09,4.24e+09,3.92e+09,3.44e+09,5.25e+09,5.95e+09,6.74e+09,6.52e+09
"TG(48:2)",7.026e+09,1.8287e+10,9.485e+09,1.0501e+10,9.872e+09,1.1244e+10,1.0625e+10,6088500000,3.22e+09,4.058e+09,7.069e+09,6.148e+09,8.174e+09,8.437e+09,10166700000,9.973e+09,1.4608e+10,1.4562e+10,2.0055e+10,1.639e+10
"TG(48:3)",3.5e+09,1.23e+10,6.12e+09,7.71e+09,6.54e+09,7.77e+09,7.85e+09,4.38e+09,2.29e+09,2.63e+09,5.78e+09,3.36e+09,5.62e+09,3.57e+09,4.76e+09,6.11e+09,1.05e+10,9.64e+09,1.66e+10,1.24e+10
"TG(48:4)",3.715e+09,1.4366e+10,6.636e+09,9.719e+09,6267900000,8.977e+09,9.763e+09,4.549e+09,3.102e+09,3.331e+09,6.544e+09,4.283e+09,5.308e+09,3.915e+09,5.657e+09,9068900000,1.2425e+10,1.2112e+10,1.9636e+10,1.427e+10
"TG(48:5)",4.55e+09,7.34e+09,4.56e+09,5.78e+09,5.1e+09,5.32e+09,5.69e+09,4.34e+09,3.053e+09,3.681e+09,6.07e+09,3.657e+09,4.96e+09,3.91e+09,4.96e+09,5.67e+09,8.21e+09,7.17e+09,1.093e+10,8.55e+09
"TG(48:6)",2.76e+09,1.44e+09,1.59e+09,1.53e+09,1.36e+09,1.57e+09,1.7e+09,2.03e+09,1.99e+09,2.22e+09,1.74e+09,3.49e+09,1.58e+09,3.3e+09,3.1e+09,2.17e+09,1.72e+09,1.27e+09,1.2e+09,1.14e+09
"TG(48:7)",2.85e+08,4.35e+08,4.43e+08,5.49e+08,4.25e+08,4.37e+08,3.91e+08,4.03e+08,2.76e+08,4.69e+08,3.34e+08,1.52e+08,4.52e+08,3.15e+08,3.76e+08,3.77e+08,5.17e+08,4.96e+08,4.22e+08,4.06e+08
"TG(48:9)",45500000,55900000,21700000,42800000,36200000,1.9e+07,4.3e+07,61700000,34300000,71100000,87700000,28300000,65400000,27300000,26100000,55800000,4.5e+07,40400000,64800000,43700000
"TG(50:0)",1.74e+09,1.08e+09,1.68e+09,1.46e+09,1.09e+09,1.26e+09,1.58e+09,9.29e+08,1.03e+09,8.12e+08,8.95e+08,1.54e+09,8.67e+08,2.34e+09,2.55e+09,2.05e+09,1e+09,1.17e+09,9.31e+08,9.34e+08
"TG(50:1)",2.15e+10,2.61e+10,2.72e+10,2.67e+10,2.42e+10,2.69e+10,2.72e+10,1.18e+10,1.09e+10,1.14e+10,1.31e+10,1.81e+10,1.35e+10,2.76e+10,2.73e+10,2.51e+10,2.49e+10,2.52e+10,2.33e+10,2.62e+10
"TG(50:2)",7.39e+08,2.519e+09,1243100000,1.987e+09,9.3e+08,1.693e+09,1.87e+09,944200000,510300000,904200000,1.565e+09,576400000,2073400000,739600000,792700000,1344600000,2.727e+09,2.115e+09,3.215e+09,2.82e+09
"TG(50:3)",2.5347e+10,5.1027e+10,2.8673e+10,3.4576e+10,2.9467e+10,3.1265e+10,3.269e+10,2.5063e+10,1.4146e+10,1.987e+10,2.7535e+10,1.846e+10,3.0663e+10,2.3521e+10,2.4251e+10,2.3817e+10,4.3703e+10,3.649e+10,5.076e+10,4.4673e+10
"TG(50:4)",15255600000,2.4178e+10,2.983e+10,3.325e+10,2.784e+10,3.2766e+10,2.9614e+10,18072800000,9049800000,12546100000,2.1616e+10,12332500000,2.3269e+10,15751700000,1.9045e+10,22092400000,2.2677e+10,1.4473e+10,1.7005e+10,2.4462e+10
"TG(50:5)",5.767e+09,2.4068e+10,1.296e+10,1.9163e+10,1.0689e+10,1.5681e+10,1.7866e+10,8.47e+09,5.55e+09,4.845e+09,1.0698e+10,6.102e+09,1.2583e+10,6.29e+09,7.786e+09,1.3208e+10,2.7823e+10,2.2879e+10,2.9515e+10,2.7867e+10
"TG(50:7)",1.57e+08,8.98e+08,3.3e+08,6.08e+08,2.82e+08,5.46e+08,1.91e+08,2.8e+08,1.73e+08,1.98e+08,5.48e+08,2.68e+08,4.21e+08,2.79e+08,4.76e+08,1.08e+09,7.67e+08,5.22e+08,2.96e+08,8.92e+08
"TG(52:0)",4.93e+08,1.31e+08,3.65e+08,2.07e+08,1.65e+08,2.62e+08,2.76e+08,2.74e+08,3.27e+08,2.16e+08,2.77e+08,3.5e+08,3.06e+08,5.68e+08,7.62e+08,4.33e+08,2e+08,2.38e+08,1.2e+08,1.66e+08
"TG(52:1)",1.32e+10,1.4e+10,1.57e+10,1.32e+10,1.03e+10,1.23e+10,1.51e+10,7.99e+09,8.02e+09,7.8e+09,8.98e+09,1.03e+10,1.05e+10,1.75e+10,1.82e+10,1.61e+10,1.36e+10,1.36e+10,1.2e+10,1.19e+10
"TG(52:2)",7.04e+10,9.57e+10,9.32e+10,9.17e+10,7.93e+10,8.49e+10,9.01e+10,7.48e+10,7.16e+10,7.07e+10,8.45e+10,6.18e+10,9.13e+10,7.89e+10,6.09e+10,8.29e+10,8.38e+10,9.45e+10,9.17e+10,8.25e+10
"TG(52:3)",9.35e+10,1.17e+11,1.11e+11,1.11e+11,1.07e+11,1.06e+11,1.05e+11,1.09e+11,1.03e+11,1.26e+11,1.19e+11,8.5e+10,1.23e+11,9.08e+10,8.86e+10,9.48e+10,1.4e+11,1.16e+11,1.11e+11,1.1e+11
"TG(52:4)",8.9724e+10,1.44123e+11,1.18679e+11,1.36282e+11,1.13561e+11,1.1592e+11,1.20281e+11,1.27618e+11,9.6361e+10,1.08416e+11,1.27045e+11,8.5998e+10,1.2838e+11,9.3859e+10,9.8834e+10,1.01356e+11,1.41328e+11,1.29559e+11,1.26754e+11,1.24738e+11
"TG(52:5)",2.7321e+10,4.985e+10,4.149e+10,5.154e+10,6.7975e+10,4.631e+10,4.114e+10,6.9572e+10,5.6725e+10,2.5734e+10,3.596e+10,2.2354e+10,4.053e+10,3.8208e+10,2.1451e+10,2.796e+10,5.951e+10,4.786e+10,5.264e+10,5.002e+10
"TG(52:6)",1.316e+10,4.72e+10,3.118e+10,4.23e+10,3.264e+10,3.42e+10,3.37e+10,2.35e+10,1.171e+10,1.624e+10,3.32e+10,1.347e+10,3.07e+10,1.17e+10,1.405e+10,2.428e+10,4.67e+10,4.36e+10,5.48e+10,5.06e+10
"TG(52:7)",2.77e+09,1.38e+10,6.69e+09,6.76e+09,4.63e+09,5.46e+09,9.49e+09,5.87e+09,1.29e+09,1.61e+09,4.59e+09,2.71e+09,3.58e+09,1.1e+09,1.14e+09,9.18e+09,9.56e+09,7.57e+09,1.94e+10,2.04e+10
"TG(52:8)",8e+08,3.675e+09,9.65e+08,2.104e+09,1.742e+09,1.394e+09,1.991e+09,8.73e+08,8.55e+08,6.5e+08,2.218e+09,1.092e+09,1.761e+09,9.14e+08,1.707e+09,3.91e+09,4.094e+09,3.532e+09,2.163e+09,4.041e+09
"TG(54:0)",64900000,18100000,35400000,20600000,21300000,31300000,25900000,34400000,49600000,28100000,40700000,4.7e+07,42200000,71800000,62400000,43100000,24600000,33300000,15500000,19400000
"TG(54:1)",3.79e+09,1.73e+09,3.84e+09,2.05e+09,1.55e+09,3.08e+09,2.48e+09,2.53e+09,3.24e+09,2.29e+09,2.95e+09,2.16e+09,2.8e+09,4.32e+09,3.92e+09,2.96e+09,2.93e+09,2.68e+09,1.17e+09,1.83e+09
"TG(54:10)",115500000,690300000,310500000,403600000,417800000,451800000,489800000,257700000,1.13e+08,173200000,176500000,139200000,292500000,160900000,214700000,714300000,6.67e+08,6.76e+08,1136900000,863400000
"TG(54:11)",80100000,67700000,91500000,78400000,31200000,51600000,1.15e+08,88800000,88300000,1.22e+08,1.24e+08,1.31e+08,1.39e+08,24200000,1.42e+08,73400000,44900000,45500000,5.4e+07,52500000
"TG(54:2)",2.4909e+10,2.0454e+10,2.6533e+10,2.252e+10,1.6672e+10,2.1253e+10,2.2026e+10,1.8491e+10,1.9685e+10,1.7836e+10,2.064e+10,1.5979e+10,2.3904e+10,2.5735e+10,2.3128e+10,2.3672e+10,2.0008e+10,2.0986e+10,1.7656e+10,1.7514e+10
"TG(54:3)",5.6915e+10,2.176e+10,2.548e+10,5.687e+10,1.8469e+10,2.229e+10,5.17e+10,4.42e+10,4.3916e+10,4.001e+10,2.303e+10,4.3412e+10,5.327e+10,4.246e+10,4.689e+10,5.772e+10,5.436e+10,5.277e+10,5.66e+10,5.251e+10
"TG(54:4)",5.91e+10,1.5e+10,2.45e+10,5.9e+10,5.25e+10,5.66e+10,5.84e+10,5.22e+10,4.84e+10,4.92e+10,5.24e+10,5.92e+10,6.22e+10,4.93e+10,5.57e+10,6.29e+10,1.47e+10,1.38e+10,5.87e+10,1.54e+10
"TG(54:5)",2.33e+09,5.32e+08,2.54e+09,2.45e+09,2.2e+09,2.49e+09,2.56e+09,2.09e+09,1.78e+09,2.21e+09,2.49e+09,2.37e+09,6.88e+08,2.15e+09,1.44e+09,2.45e+09,2.96e+09,5.05e+08,6.06e+08,2.56e+09
"TG(54:6)",8.19e+10,9.741e+10,9.715e+10,9.852e+10,8.293e+10,9.401e+10,1.0528e+11,8.494e+10,6.888e+10,8.48e+10,9.563e+10,9.408e+10,9.923e+10,7.873e+10,9.64e+10,1.065e+11,1.0271e+11,1.0502e+11,1.0259e+11,9.659e+10
"TG(54:7)",2.73e+10,4.875e+10,5e+10,6.74e+10,4.71e+10,5.56e+10,6.07e+10,5.43e+10,3.11e+10,4.66e+10,6.9e+10,2.44e+10,7.34e+10,2.466e+10,2.75e+10,4.79e+10,7.12e+10,8.06e+10,7.68e+10,5.34e+10
"TG(54:8)",53900000,1.99e+08,1.25e+08,2.04e+08,1.68e+08,1.57e+08,1.15e+08,1.91e+08,1.4e+08,1.41e+08,1.9e+08,40200000,2.25e+08,51700000,1.45e+08,1.18e+08,2.03e+08,2.26e+08,1.82e+08,1.93e+08
"TG(56:1)",9.94e+08,426700000,1.055e+09,5.4e+08,436900000,7.85e+08,6.96e+08,1.026e+09,1.372e+09,7.58e+08,1.152e+09,5.6e+08,9.99e+08,1.04e+09,8.24e+08,6.21e+08,3.94e+08,6.55e+08,322700000,470400000
"TG(56:10)",2.28e+09,4.13e+09,5.28e+09,9.14e+09,6.82e+09,6.22e+09,7.02e+09,1.72e+09,1.5e+09,1.43e+09,2.01e+09,2.01e+09,3.26e+09,2.6e+09,3.31e+09,7.72e+09,5.25e+09,9.96e+09,1.36e+10,4.6e+09
"TG(56:11)",2.97e+08,1e+09,5.45e+08,7.32e+08,3.3e+08,7.56e+08,5.44e+08,3.33e+08,1.05e+08,68200000,2.29e+08,1.35e+08,4.56e+08,1.18e+08,1.81e+08,6.11e+08,9.81e+08,5.84e+08,1e+09,1.48e+09
"TG(56:2)",7.53e+09,3.61e+09,7.36e+09,4.76e+09,3.63e+09,6.66e+09,5.37e+09,5.27e+09,6.58e+09,4.46e+09,6.54e+09,4.19e+09,6.52e+09,7.36e+09,5.95e+09,5.76e+09,4.95e+09,4.97e+09,3.32e+09,3.67e+09
"TG(56:3)",1.44e+10,4.66e+09,6.7e+09,6.56e+09,4.76e+09,1.68e+10,6.95e+09,1.33e+10,4.04e+09,9.08e+09,4.71e+09,4.12e+09,1.45e+10,5.46e+09,5.78e+09,1.52e+10,1.32e+10,3.77e+09,8.04e+09,4.51e+09
"TG(56:4)",1.87e+10,8.44e+09,5.31e+09,1.06e+10,2.13e+09,1.28e+10,1.38e+10,1.25e+10,1.24e+10,1.22e+10,5.1e+09,1.57e+10,1.18e+10,1.6e+10,1.08e+10,1.6e+10,9.89e+09,2.55e+09,1.14e+10,7.98e+09
"TG(56:5)",2.08e+10,1.64e+10,1.55e+10,1.65e+10,1.36e+10,1.69e+10,1.82e+10,6.58e+09,4.07e+09,2.05e+10,2.03e+10,4.01e+09,2.12e+10,5.9e+09,7.33e+09,1.9e+10,1.58e+10,1.68e+10,1.78e+10,1.51e+10
"TG(56:6)",3.5974e+10,3.7307e+10,3.7221e+10,3.7588e+10,3.5414e+10,3.7962e+10,4.1676e+10,3.368e+10,2.9683e+10,3.8768e+10,3.821e+10,3.3215e+10,4.0303e+10,3.4729e+10,3.6638e+10,4.2388e+10,3.8741e+10,3.7203e+10,3.7528e+10,3.6132e+10
"TG(56:7)",2.627e+10,2.7316e+10,2.538e+10,2.737e+10,2.4928e+10,2.536e+10,2.927e+10,1.9715e+10,2.0016e+10,2.0934e+10,2.2936e+10,2.3798e+10,2.5975e+10,2.9108e+10,3.2373e+10,3.39e+10,2.6725e+10,2.6613e+10,2.837e+10,2.7792e+10
"TG(56:8)",6.0741e+10,8.588e+10,8.545e+10,9.493e+10,7.952e+10,8.581e+10,8.846e+10,6.748e+10,6.348e+10,7.795e+10,8.03e+10,6.9766e+10,8.162e+10,7.3268e+10,8.8084e+10,1.1125e+11,9.246e+10,8.556e+10,8.696e+10,8.476e+10
"TG(56:9)",6.92e+08,2.04e+09,1.2e+09,1.705e+09,1.746e+09,2.4e+09,1.538e+09,1.038e+09,9.58e+08,1.422e+09,1.346e+09,5.86e+08,2.2e+09,1.158e+09,7.83e+08,1.577e+09,3e+09,2.76e+09,1.95e+09,3e+09
"TG(58:10)",2.79e+10,3.56e+10,4.08e+10,4.94e+10,3.55e+10,4.42e+10,5.12e+10,2.61e+10,2.23e+10,2.8e+10,2.99e+10,2.95e+10,3.01e+10,2.86e+10,3.54e+10,5.73e+10,3.51e+10,3.32e+10,3.89e+10,3.7e+10
