,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,A,A,B,B,B,,
Alignment ID,Average Rt(min),Average Mz,Metabolite name,Adduct type,Post curation result,Fill %,MS/MS assigned,Reference RT,Reference m/z,Formula,Ontology,INCHIKEY,SMILES,Annotation tag (VS1.0),RT matched,m/z matched,MS/MS matched,Comment,Manually modified for quantification,Manually modified for annotation,Isotope tracking parent ID,Isotope tracking weight number,Total score,RT similarity,Dot product,Reverse dot product,Fragment presence %,S/N average,Spectrum reference file name,MS1 isotopic spectrum,MS/MS spectrum,SXY_FDUhhuang_164_pos,SXY_FDUhhuang_165_pos,SXY_FDUhhuang_166_pos,SXY_FDUhhuang_167_pos,SXY_FDUhhuang_170_pos,SXY_FDUhhuang_181_pos,1,1
206,2.849,476.2793,LPE 18:2,[M-H]-,,0.167,TRUE,1.24,476.27826,C23H44NO7P,LPE,DBHKHNGBVGWQJE-HZJYTTRNNA-N,CCCCC\C=C/C\C=C/CCCCCCCC(=O)OCC(O)COP(O)(=O)OCCN,410,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,100,100,63,79.6,100,275.1,SXY_FDUhhuang_170_neg,476.2793:1276 477.28265:248 478.28601:372,256.06836:36 279.23398:168 372.98318:36 431.38953:42 476.28024:84,18918,22,9216,15930,27090,9610,13464.54561,9328.309383
1477,3.189,764.53046,PC 31:0,[M+HCOO]-,,0.167,TRUE,5.22,764.54474,C39H78NO8P,PC,LLHISNQVRRYJGL-UHFFFAOYNA-N,CCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCC)COP([O-])(=O)OCC[N+](C)(C)C,420,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,80,100,65.8,79.6,100,522.65,SXY_FDUhhuang_165_neg,764.53046:6387 765.53381:4642 766.53717:9029,137.00868:18 243.20648:18 255.2323:2527 256.2352:729 303.22256:21 303.2348:138 304.23483:63 331.25333:42 364.98557:18 377.2449:105 448.31195:115 450.30444:42 465.32257:63 466.33395:231 467.32217:63 518.98022:18 704.51129:20 704.55597:1547 705.56183:859 706.60565:42 763.08472:21 764.57367:434,1148,119569,933,1172,2261,604,20947.44769,48317.60637
1619,2.096,778.55524,PC 32:0|PC 16:0_16:0,[M+HCOO]-,found in higher mz's MsMs_1628,0.167,TRUE,5.52,778.56036,C40H80NO8P,PC,KILNVBDSWZSGLL-UHFFFAOYNA-N,CCCCCCCCCCCCCCCC(=O)OCC(COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCC,410,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,100,99.9,60.1,92.3,100,6901.91,SXY_FDUhhuang_165_neg,778.55524:121310 779.55859:78173 780.56195:21517,78.9555:21 152.99669:21 168.03391:63 168.043:279 224.05836:21 224.06676:283 227.19206:63 227.20052:125 242.07901:63 253.22147:18 254.40164:84 254.41507:63 255.23253:17311 256.23541:3995 256.75671:42 259.42313:42 283.26071:84 284.26517:63 303.23505:63 329.23944:42 329.24707:63 391.20697:21 391.2236:42 462.2894:63 462.29846:364 463.29446:105 480.30762:786 481.31052:254 658.98755:18 715.56653:119 716.17841:63 717.17377:63 717.57208:42 718.54205:7897 719.50891:277 719.54651:7043 719.68951:42 720.49524:84 720.54797:63 778.56097:1859,74628,1249192,71383,122663,124504,52677,282507.7402,474468.9708
1625,19.824,778.57251,PC 32:0|PC 16:0_16:0,[M+HCOO]-,,0.167,TRUE,5.52,778.56036,C40H80NO8P,PC,KILNVBDSWZSGLL-UHFFFAOYNA-N,CCCCCCCCCCCCCCCC(=O)OCC(COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCC,410,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,86.4,99,9.3,55,100,433.95,SXY_FDUhhuang_167_neg,778.57251:6635 779.57586:4049 780.57922:2216,123.11897:36 233.017:36 255.24384:84 267.0188:36 286.97543:42 304.97473:42 331.22058:42 331.26398:729 332.26572:289 352.98187:36 382.23495:36 428.98477:36 444.97681:36 446.9827:42 452.97061:36 464.30988:126 476.98361:36 490.95889:36 496.9989:42 512.97363:42 514.99976:84 534.99725:84 546.96985:42 558.96881:42 572.99384:42 579.99042:36 588.95844:42 592.96936:42 612.93628:42 618.98804:84 626.01343:36 632.9585:42 638.98035:126 640.98212:36 652.95825:42 661.02429:36 671.00299:42 679.00763:84 690.98181:42 696.01764:36 699.01532:126 710.99548:42 718.50848:42 718.58374:84 719.56189:84 733.51617:84 758.98694:84 776.05396:42 778.57697:484,71529,43296,13546,81844,59736,11681,46938.74349,29523.941
1682,2.824,788.55402,PC 33:2,[M+HCOO]-,,0.333,TRUE,4.85,788.54474,C41H78NO8P,PC,NMEXJTZWBAWBCO-VQTQWEQBNA-N,CCCCCCCC\C=C/CCCCCCCC(=O)OC(COC(=O)CCCCCCC\C=C/CCCCC)COP([O-])(=O)OCC[N+](C)(C)C,420,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,83.7,100,35,66,94.4,1813.96,SXY_FDUhhuang_167_neg,788.54889:11853 789.55224:6889 790.5556:7569,117.06667:42 135.11253:36 168.03447:42 177.15936:36 192.18591:36 229.19351:84 249.19081:84 274.22504:36 279.22418:126 281.24637:542 282.24957:168 283.2428:210 322.30219:36 327.23502:733 328.23575:338 403.96735:36 419.25772:84 435.32373:36 460.31421:84 464.32333:84 478.3035:42 478.32803:313 479.33197:168 643.0174:36 673.5769:36 702.50854:42 719.53766:36 726.54712:84 728.54901:232 728.56036:294 729.58698:561 730.56885:126 733.51068:36 785.9328:42 788.55847:879,22149,13637,30463,177227,195192,30031,78116.75391,84145.82786
855,2.211,690.5014,PE 32:0|PE 16:0_16:0,[M-H]-,similar chromatogram in higher mz_962; similar chromatogram in higher mz_1085,0.167,TRUE,5.28,690.50793,C37H74NO8P,PE,SLKDGVPOSSLUAI-UHFFFAOYNA-N,CCCCCCCCCCCCCCCC(=O)OCC(COP(O)(=O)OCCN)OC(=O)CCCCCCCCCCCCCCC,410,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,100,100,79.6,94.5,100,182.95,SXY_FDUhhuang_165_neg,690.5014:1229 691.50475:661 692.50811:182,141.01657:18 196.04945:21 251.19797:21 255.23439:287 260.90045:18 438.29199:18 452.27426:42 610.99847:42 671.08533:18 690.50848:181,168,10842,58,195,191,142,1932.742747,4364.765547
1096,2.844,718.5354,PE 34:0|PE 16:0_18:0,[M-H]-,found in higher mz's MsMs_1098,0.5,TRUE,5.86,718.53925,C39H78NO8P,PE,RPJZYOHZALDGKI-UHFFFAOYNA-N,CCCCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(O)(=O)OCCN,410,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,100,100,72.3,90.7,100,3800.9,SXY_FDUhhuang_164_neg,718.53107:14919 719.53442:8343 720.53778:2615,122.00676:42 196.0325:84 237.2169:42 255.23117:2377 256.23407:582 277.21176:42 279.23135:538 283.26184:1033 284.26392:168 422.34668:126 440.34177:42 440.35062:126 452.2536:42 480.31042:168 659.49274:42 718.4718:41 718.53949:1112,204022,191,71743,29834,298797,163081,127944.6255,114296.1351
1097,2.764,718.53613,PE 34:0|PE 16:0_18:0,[M-H]-,,0.167,TRUE,5.86,718.53925,C39H78NO8P,PE,RPJZYOHZALDGKI-UHFFFAOYNA-N,CCCCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(O)(=O)OCCN,410,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,100,100,79.9,89.7,100,7850.02,SXY_FDUhhuang_166_neg,718.53613:23560 719.53948:14274 720.54284:4347,84.22755:36 255.23091:3609 256.23605:522 277.21362:42 279.24258:126 283.26602:1402 284.26572:210 417.23938:36 422.35611:168 434.26044:42 440.34827:84 448.35992:36 462.29846:84 469.05905:36 480.30142:374 659.50555:42 718.53729:1972 718.59369:164,44354,88,333038,9948,25278,36331,74839.35782,127541.2129
1098,2.895,718.54462,PE 34:0|PE 16:0_18:0,[M-H]-,,0.333,TRUE,5.86,718.53925,C39H78NO8P,PE,RPJZYOHZALDGKI-UHFFFAOYNA-N,CCCCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(O)(=O)OCCN,410,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,100,100,78.9,86.8,100,3848.87,SXY_FDUhhuang_170_neg,718.54462:12906 719.54797:7984 720.55133:2822,140.00978:84 177.14838:36 254.39786:42 255.23322:2720 256.23611:486 258.85916:36 279.23093:210 283.26135:1291 284.26105:268 441.36176:84 474.99084:36 480.31079:168 718.54504:908,31493,132,35570,156890,205278,22551,75318.89754,84239.33233
1086,2.24,716.51947,PE 34:1|PE 16:0_18:1,[M-H]-,,0.167,TRUE,5.37,716.52356,C39H76NO8P,PE,FHQVHHIBKUMWTI-ZCXUNETKNA-N,CCCCCCCCCCCCCCCC(=O)OCC(COP(O)(=O)OCCN)OC(=O)CCCCCCC\C=C/CCCCCCCC,410,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,100,100,82.6,91.6,100,10140.51,SXY_FDUhhuang_165_neg,716.51947:50450 717.52282:28579 718.52618:8128,78.95805:63 121.99914:42 122.00999:21 140.01236:190 168.04857:42 196.03415:240 253.21939:211 255.23045:2931 256.23111:609 279.22107:18 280.33109:84 281.24796:9209 282.25119:1959 283.26328:105 426.98215:21 434.26645:132 435.26987:63 450.79651:21 452.27524:376 453.28131:122 460.28888:63 461.28873:63 478.28687:21 714.15656:63 715.17297:42 716.52814:4201,4348,481047,3710,2762,4022,2492,83063.49491,194972.6619
1087,2.81,716.54059,PE 34:1|PE 16:0_18:1,[M-H]-,found in higher mz's MsMs_1650,0.333,TRUE,5.37,716.52356,C39H76NO8P,PE,FHQVHHIBKUMWTI-ZCXUNETKNA-N,CCCCCCCCCCCCCCCC(=O)OCC(COP(O)(=O)OCCN)OC(=O)CCCCCCC\C=C/CCCCCCCC,410,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,91.4,100,31.2,87.6,100,582.24,SXY_FDUhhuang_181_neg,716.53699:1353 717.54034:817 718.5437:21679,78.95784:84 95.93454:36 140.00925:168 255.22714:42 255.2361:168 269.2417:42 281.24701:396 282.25259:260 283.2529:84 419.02667:36 434.30154:42 636.9798:36 657.50659:36 670.55072:42 716.53778:208 716.58282:670,17609,156,22877,10739,17190,22346,15152.70388,8555.33154
1220,2.272,730.53571,PE 35:1|PE 17:0_18:1,[M-H]-,,0.5,TRUE,5.66,730.53925,C40H78NO8P,PE,UAKUCJGIIYSFFK-ZPHPHTNENA-N,CCCCCCCCCCCCCCCCC(=O)OCC(COP(O)(=O)OCCN)OC(=O)CCCCCCC\C=C/CCCCCCCC,410,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,100,99.9,74,84.4,100,1128.32,SXY_FDUhhuang_166_neg,730.53571:11546 731.53906:7425 732.54242:2155,94.0418:36 152.99609:42 267.23083:84 269.25293:312 270.24606:126 276.7309:36 281.23721:207 281.24426:1112 282.24982:420 295.26129:84 405.25681:36 460.27759:42 728.14197:36 730.53284:369 730.55176:486,32800,470,126043,2488,15092,24231,33520.72569,46994.18489
1192,2.111,728.52325,PE 35:2|PE 17:0_18:2,[M-H]-,found in higher mz's MsMs_1686,0.167,TRUE,5.31,728.52356,C40H76NO8P,PE,UJCJWIHZUHMDIT-OHNCOSGTNA-N,CCCCCCCCCCCCCCCCC(=O)OCC(COP(O)(=O)OCCN)OC(=O)CCCCCCC\C=C/C\C=C/CCCCC,410,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,100,99.9,39,76.6,100,273.43,SXY_FDUhhuang_165_neg,728.52325:4752 729.5266:3527 730.52996:1239,96.96938:36 187.10788:36 259.23337:42 260.24408:36 269.26559:84 270.26337:42 279.23267:268 282.1214:36 303.22778:902 304.24005:126 376.24591:36 408.99249:36 436.21854:42 436.28009:210 563.01941:36 683.55194:36 728.52014:125 728.54663:379,1152,54443,340,1151,710,672,9744.841777,21899.64313
1314,2.931,744.55194,PE 36:1|PE 18:0_18:1,[M-H]-,,0.333,TRUE,5.96,744.55487,C41H80NO8P,PE,JQKOHRZNEOQNJE-ZZEZOPTANA-N,CCCCCCCCCCCCCCCCCC(=O)OCC(COP(O)(=O)OCCN)OC(=O)CCCCCCC\C=C/CCCCCCCC,410,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,100,100,83.7,90.4,100,55040.43,SXY_FDUhhuang_170_neg,744.55194:393502 745.55529:228824 746.55865:59262,78.95255:42 78.96252:241 96.9688:126 122.00298:126 130.0439:36 140.01144:1267 152.99751:84 169.04559:36 196.03481:876 197.03593:84 214.04079:42 214.04283:84 255.2377:298 280.23288:84 280.34094:459 281.24841:60055 282.25162:10268 282.3577:84 283.26608:15619 283.66763:84 284.26578:3582 303.23566:84 309.2829:411 310.2731:84 416.01382:36 452.30197:42 460.28574:309 461.28558:126 462.29559:552 463.30066:126 478.27747:84 478.29587:287 479.29974:210 480.30466:1954 481.30139:450 685.53711:84 742.11621:126 743.14471:126 744.55286:24449,1176735,3142,1098681,2462640,6386960,846951,1995851.378,2292005.666
1315,19.795,744.55347,PE 36:1|PE 18:0_18:1,[M-H]-,found in higher mz's MsMs_1319,0.167,TRUE,5.96,744.55487,C41H80NO8P,PE,JQKOHRZNEOQNJE-ZZEZOPTANA-N,CCCCCCCCCCCCCCCCCC(=O)OCC(COP(O)(=O)OCCN)OC(=O)CCCCCCC\C=C/CCCCCCCC,410,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,100,99,64.2,91.2,100,780.6,SXY_FDUhhuang_165_neg,744.55347:28238 745.55682:18605 746.56018:4990,62.98654:36 140.00992:42 168.04399:84 192.98454:36 196.03502:84 223.00217:36 260.99927:36 278.98279:42 280.33423:84 281.2464:3801 282.24725:791 283.26642:1288 284.26376:261 289.11932:42 327.01154:36 335.99536:36 352.99051:42 356.9873:36 393.97656:36 421.00266:36 445.06619:36 460.26523:42 466.97461:42 470.98819:42 478.30258:84 480.29297:84 480.3114:126 483.98972:36 488.99353:42 496.98685:42 509.97241:36 514.97791:42 517.00159:84 519.03888:42 526.97351:42 533.02637:42 536.96271:126 539.02588:42 549.013:42 556.96411:42 558.98236:42 574.96045:42 581.02509:42 584.95465:42 595.00409:42 598.97369:84 601.0116:84 614.94922:42 624.97498:42 641.00714:42 649.97894:36 659.13196:36 664.9873:126 685.51965:84 701.02716:36 704.98517:84 725.00653:126 727.4754:42 743.09595:42 744.53467:434 744.54999:1715 744.96729:84,7351,417222,1748,1336,5397,1551,72434.14594,168928.6844
1316,2.835,744.55371,PE 36:1|PE 18:0_18:1,[M-H]-,found in higher mz's MsMs_1755,0.667,TRUE,5.96,744.55487,C41H80NO8P,PE,JQKOHRZNEOQNJE-ZZEZOPTANA-N,CCCCCCCCCCCCCCCCCC(=O)OCC(COP(O)(=O)OCCN)OC(=O)CCCCCCC\C=C/CCCCCCCC,410,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,100,100,86,88.6,100,88116.55,SXY_FDUhhuang_166_neg,744.55371:731414 745.55706:418421 746.56042:109496,72.20112:36 78.96034:395 96.96641:84 108.70934:36 122.0019:210 134.98788:84 140.01031:2087 141.01314:168 144.99268:42 171.4149:36 178.02589:126 192.71228:36 196.03749:1636 197.03864:168 214.04362:42 214.05183:126 255.22295:42 255.2319:344 256.23929:126 267.23816:42 269.24646:84 280.22922:126 280.33725:451 281.24942:168080 282.25031:18881 283.26474:36040 284.27155:4823 292.70468:84 295.26419:168 301.22208:84 309.26923:167 309.27908:947 310.28412:255 388.99188:36 404.25543:126 406.26074:84 419.25235:126 460.28134:503 461.27219:168 462.29724:1300 463.29929:247 478.28836:548 479.29529:210 480.30637:3802 481.31235:899 671.51709:36 685.52484:168 698.57178:84 709.27716:36 742.06531:84 742.10352:168 743.12433:227 744.52484:214 744.55927:73297,6053251,1521,10521834,380273,2421040,5740812,4186455.099,4028780.675
1317,3.288,744.55499,PE 36:1|PE 18:0_18:1,[M-H]-,,0.167,TRUE,5.96,744.55487,C41H80NO8P,PE,JQKOHRZNEOQNJE-ZZEZOPTANA-N,CCCCCCCCCCCCCCCCCC(=O)OCC(COP(O)(=O)OCCN)OC(=O)CCCCCCC\C=C/CCCCCCCC,410,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,100,100,29.2,88.7,100,303.13,SXY_FDUhhuang_165_neg,744.55499:11309 745.55834:8468 746.5617:3022,140.01195:84 196.03552:168 246.99944:36 267.26114:42 279.22726:4887 280.23627:1070 281.24475:1501 282.24561:371 283.26242:785 284.25504:84 303.21234:42 303.23679:168 307.25674:84 309.2742:126 446.28168:42 446.29947:294 464.31161:310 465.3219:126 480.30957:126 685.53241:84 726.51263:42 726.53912:168 727.53406:126 744.54425:564,17757,247990,11568,5429,5311,9258,49552.32153,97323.06393
1294,2.412,742.53528,PE 36:2|PE 18:0_18:2,[M-H]-,,0.167,TRUE,5.6,742.53925,C41H78NO8P,PE,YDTWOEYVDRKKCR-MLWYYCKJNA-N,CCCCCCCCCCCCCCCCCC(=O)OCC(COP(O)(=O)OCCN)OC(=O)CCCCCCC\C=C/C\C=C/CCCCC,410,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,100,99.9,85.9,90.3,100,82861.68,SXY_FDUhhuang_165_neg,742.53528:418577 743.53863:227463 744.54199:61826,57.11957:9 78.95782:379 96.96915:88 122.00034:144 134.9781:11 140.01031:1332 152.99289:53 178.01656:11 178.02405:82 196.02377:31 196.03752:1214 197.0367:105 210.03946:9 214.04778:130 255.22301:21 255.23196:42 261.21762:188 278.32779:198 278.39569:21 279.23434:85052 280.23633:11790 280.73917:32 281.24951:645 281.96054:32 282.25037:105 282.34232:106 282.38239:21 283.26245:23463 283.99258:32 284.26691:4218 284.52954:32 285.44614:21 287.35034:21 290.76373:21 307.25433:42 307.26172:89 308.26346:42 402.23837:42 406.27502:32 419.2439:11 419.25537:32 452.27396:11 458.26706:313 459.26474:122 462.29443:608 463.29346:169 476.2442:10 476.27176:334 477.28268:128 478.29163:32 478.7612:32 480.30658:2463 481.30948:724 740.09875:67 740.13312:105 741.10291:81 741.12585:63 741.20221:21 741.47729:32 742.53973:40425 742.79968:21,25765,4718948,16143,14685,21335,11367,801373.7389,1919218.11
1295,2.127,742.53729,PE 36:2|PE 18:0_18:2,[M-H]-,,0.5,TRUE,5.6,742.53925,C41H78NO8P,PE,YDTWOEYVDRKKCR-MLWYYCKJNA-N,CCCCCCCCCCCCCCCCCC(=O)OCC(COP(O)(=O)OCCN)OC(=O)CCCCCCC\C=C/C\C=C/CCCCC,410,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,100,99.9,85.1,90.9,100,60535.43,SXY_FDUhhuang_166_neg,742.53687:283270 743.54022:158102 744.54358:43837,52.21309:7 70.94985:7 78.95636:200 84.60918:7 96.96059:17 96.96611:51 121.99843:67 140.00989:736 141.01105:17 146.09071:7 152.99242:42 168.04575:17 178.01787:17 178.02724:54 186.24232:7 196.03493:739 197.0341:34 205.19321:7 214.05118:53 247.6319:7 255.23112:34 256.24075:17 261.21677:79 265.25943:17 278.32922:150 279.03653:17 279.23343:43998 279.34363:17 279.91843:17 280.12973:17 280.23541:6785 280.5173:17 280.70297:17 280.8111:17 280.87695:25 281.14505:17 281.24622:771 281.4086:17 281.75702:17 281.88892:17 282.24707:147 282.34845:68 282.40738:17 282.74701:17 282.87204:17 282.96881:17 283.26389:13305 283.46463:17 284.25177:130 284.26596:2384 284.85291:17 287.48972:17 288.53497:17 291.11453:17 303.18207:7 307.26068:99 308.26489:25 402.23135:17 406.26233:25 419.25107:8 419.25681:34 458.24142:8 458.26547:201 459.26913:55 460.2709:17 462.29584:371 463.29486:105 476.27621:156 477.2749:62 478.29611:42 478.7626:17 480.30798:1647 481.31088:445 685.51544:8 723.06549:17 740.09229:53 740.1228:67 741.08496:64 741.19196:17 741.57391:17 742.54089:22555 743.02649:17,3913342,10442,2802974,279545,2568164,2825563,2066671.592,1562155.206
1296,2.169,742.53735,PE 36:2|PE 18:0_18:2,[M-H]-,,0.333,TRUE,5.6,742.53925,C41H78NO8P,PE,YDTWOEYVDRKKCR-MLWYYCKJNA-N,CCCCCCCCCCCCCCCCCC(=O)OCC(COP(O)(=O)OCCN)OC(=O)CCCCCCC\C=C/C\C=C/CCCCC,410,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,100,99.9,85.5,90.4,100,45646.62,SXY_FDUhhuang_170_neg,742.53735:260077 743.5407:150093 744.54406:42843,71.01256:11 78.95642:242 96.96343:11 96.96896:64 119.98925:9 121.99854:125 140.01003:876 149.30142:9 152.99429:86 168.04047:21 178.0274:32 196.03906:775 197.03627:42 204.31812:9 214.0473:88 255.2314:84 255.25381:21 259.22766:21 261.2193:151 278.3342:173 278.39273:21 279.09543:21 279.23373:52433 280.23572:7671 280.42361:21 281.24652:525 282.24976:143 282.33932:70 282.38174:21 282.80627:21 283.2453:71 283.26419:14445 284.0889:21 284.26392:2215 285.05215:21 287.12857:21 304.97571:11 307.26596:214 308.26279:53 393.73172:9 402.24026:42 406.27127:21 419.24579:21 458.263:241 459.26666:53 460.2865:21 462.29337:525 463.30746:92 473.05811:9 476.27371:136 477.28772:53 478.30588:32 478.79694:21 480.30545:1620 481.30835:377 738.1441:9 740.1123:121 740.13519:65 741.09351:62 741.12024:71 742.54175:25444,3913342,32088,2801973,1523482,2568164,2828234,2277880.529,1337853.579
1297,3.118,742.53833,PE 36:2|PE 18:0_18:2,[M-H]-,,0.167,TRUE,5.6,742.53925,C41H78NO8P,PE,YDTWOEYVDRKKCR-MLWYYCKJNA-N,CCCCCCCCCCCCCCCCCC(=O)OCC(COP(O)(=O)OCCN)OC(=O)CCCCCCC\C=C/C\C=C/CCCCC,410,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,100,100,73.5,86.5,100,2721.14,SXY_FDUhhuang_165_neg,742.53833:14097 743.54168:9309 744.54504:11920,78.95406:42 140.01527:42 279.22961:2257 280.2363:456 281.24475:369 283.25061:167 283.26242:608 284.2645:168 306.24927:126 455.02905:42 480.29114:42 675.50427:84 723.034:36 742.52814:916,993,263089,1167,1415,2161,872,44949.51128,106867.2207
1293,2.81,742.53278,PE 36:2|PE 18:1_18:1,[M-H]-,,0.833,TRUE,5.47,742.53925,C41H78NO8P,PE,MWRBNPKJOOWZPW-CLFAGFIQNA-N,CCCCCCCC\C=C/CCCCCCCC(=O)OCC(COP(O)(=O)OCCN)OC(=O)CCCCCCC\C=C/CCCCCCCC,410,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,100,100,62.5,90.4,100,1167.48,SXY_FDUhhuang_170_neg,742.52936:5796 743.53271:3810 744.53607:187499,78.96008:42 140.0132:210 214.04709:36 279.23346:1249 280.23541:281 281.24625:888 283.25211:167 283.26154:683 284.27307:126 307.25336:36 342.12296:36 438.31668:36 460.32217:42 478.31766:36 480.30804:126 584.02148:36 697.57635:84 708.00531:36 742.49896:42 742.54102:806 742.58691:917,109980,17945,133401,71824,103842,86421,87235.25488,39909.23848
1444,19.897,758.56104,PE 37:1|PE 19:0_18:1,[M-H]-,,0.167,TRUE,6.25,758.57056,C42H82NO8P,PE,IEXMVEPNTXOSEP-ZZEZOPTANA-N,CCCCCCCCCCCCCCCCCCC(=O)OCC(COP(O)(=O)OCCN)OC(=O)CCCCCCC\C=C/CCCCCCCC,410,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,96.3,99.1,28.7,78.1,100,359.11,SXY_FDUhhuang_166_neg,758.56104:1478 759.56439:899 760.56775:536,130.98665:21 139.00423:18 150.99486:21 168.0351:21 168.04054:84 169.04597:63 170.99059:18 194.96219:21 229.10263:18 281.23959:146 282.2475:63 295.26373:63 297.27292:42 298.28247:63 303.23627:18 405.01398:18 409.11557:21 457.98087:18 474.97348:18 494.30725:21 534.99799:21 565.65326:42 684.40387:18 712.54553:21 739.11279:18 741.56738:21 758.55829:105 758.60077:160 758.62781:335 758.97565:42,11219,5645,22086,1261,7499,3385,8515.729797,7479.079689
1551,2.791,772.57678,PE 38:1|PE 18:0_20:1,[M-H]-,,0.333,TRUE,6.54,772.58618,C43H84NO8P,PE,DBYSGBYABPVNGO-ZPHPHTNENA-N,CCCCCCCCCCCCCCCCCC(=O)OCC(COP(O)(=O)OCCN)OC(=O)CCCCCCCCC\C=C/CCCCCCCC,410,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,100,99.9,29.5,76.3,100,1015.42,SXY_FDUhhuang_181_neg,772.57678:6326 773.58013:4115 774.58349:2724,94.98998:36 196.03268:42 249.00507:36 259.2345:84 279.23398:168 280.23596:84 281.24445:747 282.25238:210 283.25504:168 298.24161:36 303.23175:292 307.26892:42 309.28149:126 321.5376:36 327.23318:168 446.30054:42 462.2865:42 464.30981:126 481.02148:36 490.32812:84 508.33865:84 713.52466:84 717.53656:36 726.54675:210 727.55304:84 750.55157:126 772.56201:125 772.57764:557,46039,377,109287,11975,143718,117210,71434.35874,59970.83716
1554,20.259,772.58289,PE 38:1|PE 18:0_20:1,[M-H]-,,0.667,TRUE,6.54,772.58618,C43H84NO8P,PE,DBYSGBYABPVNGO-ZPHPHTNENA-N,CCCCCCCCCCCCCCCCCC(=O)OCC(COP(O)(=O)OCCN)OC(=O)CCCCCCCCC\C=C/CCCCCCCC,410,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,100,99.1,64.7,85.1,100,540.95,SXY_FDUhhuang_164_neg,772.58289:3451 773.58624:2443 774.5896:1013,140.00322:21 140.00986:42 148.99803:18 168.04044:63 255.16692:18 281.24249:63 283.26251:164 309.25961:21 309.27441:452 309.3139:42 310.28192:164 346.97086:18 404.21674:21 462.28329:42 464.98401:18 480.31375:42 490.28745:18 514.00671:18 593.02753:18 693.01575:18 713.56836:63 726.59839:63 756.54285:18 772.59174:236 772.63074:347,49269,689,44323,3295,31779,32547,26983.4426,20512.57088
1552,2.839,772.58087,PE 38:1|PE 20:0_18:1,[M-H]-,,0.5,TRUE,6.54,772.58618,C43H84NO8P,PE,VDNXNFMAFDYQSI-UZYVYHOENA-N,CCCCCCCCCCCCCCCCCCCC(=O)OCC(COP(O)(=O)OCCN)OC(=O)CCCCCCC\C=C/CCCCCCCC,410,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,100,99.9,31.9,82.4,100,849.28,SXY_FDUhhuang_167_neg,772.58368:4214 773.58703:3240 774.59039:2277,140.00937:42 259.25217:36 279.22876:274 280.23541:84 281.24155:271 282.23767:84 283.26392:126 303.22617:42 309.26349:42 311.29245:84 325.21017:36 439.00211:36 463.31396:84 490.31064:36 502.97955:42 608.97064:36 705.47882:36 713.55847:126 726.54681:126 727.53418:126 767.59003:42 772.59302:304,43212,1001,17374,83408,149372,122001,69394.67329,59041.76021
