"CL(76:13)",2697955.037,3012576.207,1745317.033,1016891.825,1522118.444,3644665.5,1551652.812,2297640.372,1314346.532,1330682.081
"CL(76:2)",22100000,22400000,24300000,22400000,21500000,28400000,23400000,20800000,27800000,26200000
"CL(76:20)",7785256.241,5288797.394,3583332.244,9695894.356,9549810.906,4072788.767,1.2e+07,5622418.093,5439649.013,4863333.619
"CL(76:3)",5950489.587,6415340.51,4698945.511,6027301.223,6975452.187,5829249.162,7270722.176,6250671.432,7388986.839,6166241.29
"CL(76:4)",781568.097,1447105.704,2233245.229,3008185.522,2874590.014,2053509.715,947570.174,2353354.939,1884852.592,1534982.794
"CL(76:5)",46500000,50800000,5.7e+07,44300000,48900000,57300000,42600000,51400000,45600000,41600000
"CL(76:6)",24500000,29300000,49800000,30300000,30900000,3.8e+07,22100000,32900000,30300000,24200000
"CL(76:7)",26600000,47600000,49800000,45100000,76700000,36900000,40700000,34400000,24500000,32600000
"CL(76:8)",4.21e+08,3.66e+08,4.13e+08,4.45e+08,4.37e+08,4.57e+08,4.07e+08,4.14e+08,3.84e+08,3.24e+08
"CL(76:9)",3386205.412,4839015.918,2740317.674,4466098.783,4341696.1,1764816.795,1972278.871,4113323.607,3694010.298,2235072.829
"CL(78:0)",4.09e+08,3.92e+08,5e+08,5.33e+08,4.43e+08,3.91e+08,3.62e+08,4.02e+08,4.54e+08,4.39e+08
"CL(78:10)",9.98e+09,1.07e+10,1.11e+10,1.19e+10,1.11e+10,1.19e+10,1.03e+10,1.1e+10,1.23e+10,1.27e+10
"CL(78:11)",536074.88,3907622.857,1780204.028,2440772.76,2685145.992,2839871.9,2698728.16,720803.182,1333934.293,1867837.979
"CL(78:12)",83200000,95500000,90900000,1.01e+08,90600000,1.15e+08,89200000,1.05e+08,1.13e+08,1.18e+08
"CL(78:13)",22600000,24200000,29100000,61100000,29200000,29500000,2.5e+07,17100000,11700000,11200000
"CL(78:15)",6127611.57,3549530.593,3370222.99,935286.834,3938605.263,5696133.437,3428157.908,3654307.265,3675823.105,3033086.612
"CL(78:2)",1.6e+09,1.3e+09,1.41e+09,1.72e+09,1.39e+09,1.48e+09,1.55e+09,1.37e+09,1.4e+09,1.44e+09
"CL(78:3)",2.808e+09,2829900000,3055700000,3616900000,3445500000,2856100000,2726300000,2562900000,2608400000,2499800000
"CL(78:4)",2.86e+08,2.37e+08,3.02e+08,2.87e+08,2.7e+08,2.45e+08,3.02e+08,2.44e+08,2.12e+08,1.74e+08
"CL(78:5)",286900000,272300000,282900000,273700000,241800000,276100000,289100000,2.8e+08,258400000,267400000
"CL(78:6)",1.46e+10,1.39e+10,1.49e+10,1.37e+10,1.42e+10,1.47e+10,1.43e+10,1.55e+10,1.5e+10,1.38e+10
"CL(78:7)",3.6e+09,3.34e+09,3.21e+09,3.17e+09,3.08e+09,3.49e+09,3.91e+09,3.99e+09,3.8e+09,3.28e+09
"CL(78:8)",51900000,56400000,86800000,60100000,77400000,7.1e+07,44100000,38200000,68800000,39600000
"CL(78:9)",5.26e+09,5.28e+09,6.03e+09,5.69e+09,5.61e+09,5.82e+09,5.42e+09,4.68e+09,4.39e+09,3.93e+09
"CL(80:10)",27900000,35600000,39600000,29400000,26100000,33100000,27800000,26900000,32800000,37800000
"CL(80:11)",55200000,54600000,74900000,58100000,48400000,66900000,61100000,61600000,62300000,66300000
"CL(80:12)",160100000,156300000,162400000,164700000,1.59e+08,158100000,151900000,153700000,167800000,178100000
"CL(80:2)",4.2e+07,40500000,52400000,44900000,51100000,4.8e+07,41400000,37300000,39400000,36300000
"CL(80:4)",17500000,14700000,18300000,12200000,14200000,16100000,19800000,18400000,17600000,20200000
"CL(80:5)",60800000,53500000,63600000,59700000,64900000,63500000,55900000,67700000,60200000,59600000
"CL(80:6)",1673249.317,2239280.357,3395126.903,1057724.191,3440233.343,2038192.198,1704425.679,1841115.94,856158.348,420282.488
"CL(80:7)",27500000,48300000,44500000,58700000,61800000,62800000,37800000,33200000,40500000,34900000
"CL(80:8)",63500000,99500000,90200000,1.02e+08,99500000,1.14e+08,81400000,80100000,89600000,93500000
"CL(80:9)",21400000,10200000,12300000,20300000,1.9e+07,21700000,2.3e+07,26300000,1.3e+07,24400000
"CL(82:10)",6.44e+09,9.48e+09,8.64e+09,9e+09,8.69e+09,9.04e+09,7.36e+09,8.36e+09,9.14e+09,1.04e+10
"CL(82:11)",236711.4328,1651326.061,3303999.197,236711.4328,2159642.82,2133250.676,236711.4328,1727875.771,2235002.417,2636156.032
"CL(82:12)",1.76e+09,2.11e+09,2.27e+09,1.89e+09,2.18e+09,1.99e+09,1.74e+09,1.51e+09,2.1e+09,1.99e+09
"CL(82:13)",27300000,29600000,19300000,11600000,26500000,12300000,21700000,21700000,22200000,14400000
"CL(82:4)",66900000,47800000,54800000,52100000,55500000,50200000,58100000,76600000,53700000,51200000
"CL(82:5)",3.23e+08,2.44e+08,2.6e+08,2.56e+08,2.73e+08,2.61e+08,3.02e+08,3.1e+08,2.83e+08,2.77e+08
