ms2name,DIFF,LipidIon,LipidGroup,Class,FattyAcid,FA1,FA2,FA3,FA4,IonFormula,CalMz,RT-(min),VIP,Fold Change,P-value,Cold-1,Cold-2,Cold-3,Cold-4,Cold-5,Cold-6,Cold-7,Cold-8,RT-1,RT-2,RT-3,RT-4,RT-5,RT-6,RT-7,RT-8,QC-1,QC-2,QC-3,QC-4,QC-5
POS2906,,TG(18:1/18:1/18:2)+H,TG(54:4)+H,TG,(18:1/18:1/18:2),(18:1),(18:1),(18:2),,C57 H103 O6,883.775,22.6276,0.229512,1.13228,0.384418051,3.20E+08,3.80E+08,3.70E+08,2.20E+08,4.10E+08,4.40E+08,4.80E+08,2.10E+08,2.20E+08,2.50E+08,4.70E+08,2.70E+08,2.40E+08,3.90E+08,3.40E+08,3.20E+08,4.30E+08,3.20E+08,2.50E+08,3.30E+08,2.30E+08
POS2907,,TG(18:1/18:1/18:2)+NH4,TG(54:4)+NH4,TG,(18:1/18:1/18:2),(18:1),(18:1),(18:2),,C57 H106 O6 N1,900.801,22.6276,2.74435,0.98081,0.827560271,6.90E+10,6.90E+10,9.20E+10,7.90E+10,6.70E+10,9.60E+10,7.30E+10,9.10E+10,6.60E+10,6.30E+10,9.50E+10,9.30E+10,######,7.20E+10,6.50E+10,9.30E+10,6.80E+10,9.40E+10,6.20E+10,9.60E+10,6.30E+10
POS2908,,TG(18:1/18:1/18:2)+NH4,TG(54:4)+NH4,TG,(18:1/18:1/18:2),(18:1),(18:1),(18:2),,C57 H106 O6 N1,900.801,23.0325,0.948223,0.91692,0.658311211,1.10E+10,1.30E+10,5.50E+09,1.20E+10,1.00E+10,4.60E+09,4.40E+09,4.70E+09,9.00E+09,9.50E+09,8.60E+09,1.10E+10,1.20E+10,4.60E+09,5.40E+09,1.20E+10,1.20E+10,4.30E+09,1.10E+10,4.60E+09,5.00E+09
POS2939,,TG(18:0e/18:2/18:2)+NH4,TG(54:4e)+NH4,TG,(18:0e/18:2/18:2),(18:0e),(18:2),(18:2),,C57 H108 O5 N1,886.822,23.6706,0.284551,1.34089,0.003051096,1.30E+08,1.30E+08,1.40E+08,1.70E+08,1.60E+08,1.50E+08,2.20E+08,1.60E+08,9.70E+07,1.20E+08,1.10E+08,1.20E+08,1.20E+08,1.40E+08,1.20E+08,1.10E+08,1.30E+08,1.50E+08,1.60E+08,1.20E+08,1.10E+08
POS2980,,TG(18:1/18:1/18:3)+H,TG(54:5)+H,TG,(18:1/18:1/18:3),(18:1),(18:1),(18:3),,C57 H101 O6,881.759,17.4774,0.402183,0.67359,0.061561762,5.40E+07,9.40E+07,5.30E+07,3.30E+07,7.80E+07,4.00E+07,4.30E+07,9.50E+07,1.00E+08,7.20E+07,5.80E+07,8.90E+07,5.80E+07,1.50E+08,1.20E+08,7.00E+07,7.00E+07,5.40E+07,5.60E+07,5.30E+07,5.20E+07
POS2982,,TG(18:1/18:1/18:3)+H,TG(54:5)+H,TG,(18:1/18:1/18:3),(18:1),(18:1),(18:3),,C57 H101 O6,881.759,17.976,0.627101,0.36275,5.15E-06,2.10E+07,2.90E+07,3.20E+07,2.20E+07,3.40E+07,4.60E+07,4.70E+07,3.60E+07,1.10E+08,8.60E+07,1.30E+08,1.00E+08,7.20E+07,8.40E+07,6.70E+07,8.60E+07,5.90E+07,1.10E+08,5.70E+07,5.60E+07,5.80E+07
POS2987,,TG(18:1/18:2/18:2)+NH4,TG(54:5)+NH4,TG,(18:1/18:2/18:2),(18:1),(18:2),(18:2),,C57 H104 O6 N1,898.786,19.3645,0.163117,1.19586,0.081432663,1.20E+08,1.40E+08,1.20E+08,1.20E+08,1.60E+08,1.20E+08,1.10E+08,1.00E+08,1.10E+08,6.50E+07,1.20E+08,1.10E+08,8.60E+07,1.30E+08,7.40E+07,1.20E+08,1.10E+08,1.10E+08,5.00E+07,1.40E+08,8.50E+07
POS2991,,TG(18:1/18:1/18:3)+H,TG(54:5)+H,TG,(18:1/18:1/18:3),(18:1),(18:1),(18:3),,C57 H101 O6,881.759,21.6446,0.156416,1.00334,0.985495349,6.60E+08,7.20E+08,3.30E+08,3.50E+08,7.20E+08,6.80E+08,7.50E+08,3.10E+08,6.90E+08,7.10E+08,6.90E+08,3.30E+08,3.70E+08,7.90E+08,2.40E+08,6.80E+08,4.90E+08,6.50E+08,7.00E+08,2.90E+08,3.30E+08
POS2992,,TG(18:1/18:1/18:3)+NH4,TG(54:5)+NH4,TG,(18:1/18:1/18:3),(18:1),(18:1),(18:3),,C57 H104 O6 N1,898.786,21.6446,2.88384,0.98229,0.441056181,######,######,######,######,######,######,######,######,######,######,######,######,######,######,######,######,######,######,######,######,######
POS2995,Y,TG(16:0/18:1/20:4)+NH4,TG(54:5)+NH4,TG,(16:0/18:1/20:4),(16:0),(18:1),(20:4),,C57 H104 O6 N1,898.786,22.1128,2.8319,0.91417,0.023671198,1.60E+10,1.50E+10,1.70E+10,1.60E+10,1.80E+10,1.70E+10,1.70E+10,1.80E+10,1.90E+10,2.00E+10,1.80E+10,2.00E+10,1.60E+10,1.80E+10,1.60E+10,1.90E+10,1.80E+10,1.70E+10,1.90E+10,1.70E+10,1.70E+10
POS2997,,TG(18:1/18:2/18:2)+NH4,TG(54:5)+NH4,TG,(18:1/18:2/18:2),(18:1),(18:2),(18:2),,C57 H104 O6 N1,898.786,23.1122,0.91084,0.56844,0.172510876,2.30E+08,2.30E+08,4.80E+08,3.70E+08,3.30E+08,4.80E+08,1.50E+09,4.10E+08,3.40E+08,3.00E+08,3.50E+08,1.60E+09,5.80E+08,1.40E+09,7.70E+08,1.90E+09,2.70E+08,2.90E+08,4.40E+08,4.60E+08,4.20E+08
POS3077,,TG(18:1/18:2/18:3)+H,TG(54:6)+H,TG,(18:1/18:2/18:3),(18:1),(18:2),(18:3),,C57 H99 O6,879.744,16.5087,0.310381,0.59379,0.026603073,1.10E+07,2.30E+07,2.70E+07,1.80E+07,1.90E+07,2.50E+07,9582071,6.00E+07,6.10E+07,3.40E+07,3.60E+07,4.80E+07,3.90E+07,4.00E+07,3.10E+07,3.40E+07,2.60E+07,2.60E+07,6.90E+07,3.30E+07,7.60E+07
POS3078,,TG(18:1/18:2/18:3)+H,TG(54:6)+H,TG,(18:1/18:2/18:3),(18:1),(18:2),(18:3),,C57 H99 O6,879.744,16.9165,0.833343,0.35116,1.37E-07,4.70E+07,5.50E+07,3.50E+07,2.80E+07,4.70E+07,8.40E+07,4.00E+07,4.40E+07,1.50E+08,1.20E+08,1.20E+08,1.50E+08,1.10E+08,1.60E+08,1.20E+08,1.50E+08,8.50E+07,8.50E+07,7.70E+07,9.00E+07,8.50E+07
POS3079,,TG(18:1/18:2/18:3)+H,TG(54:6)+H,TG,(18:1/18:2/18:3),(18:1),(18:2),(18:3),,C57 H99 O6,879.744,17.2399,0.476897,0.46001,0.005329681,1.60E+07,4.30E+07,3.00E+07,2.10E+07,5.20E+07,3.80E+07,3.60E+07,3.30E+07,1.30E+08,5.30E+07,4.80E+07,8.20E+07,5.00E+07,6.30E+07,4.60E+07,1.10E+08,6.50E+07,4.20E+07,4.30E+07,4.90E+07,4.30E+07
POS3081,,TG(18:1/18:2/18:3)+H,TG(54:6)+H,TG,(18:1/18:2/18:3),(18:1),(18:2),(18:3),,C57 H99 O6,879.744,20.5357,0.295412,0.99092,0.942372466,6.40E+08,3.60E+08,7.40E+08,5.70E+08,6.00E+08,7.00E+08,5.10E+08,6.50E+08,3.80E+08,7.20E+08,3.70E+08,7.00E+08,4.40E+08,6.60E+08,7.60E+08,7.70E+08,3.80E+08,4.20E+08,4.00E+08,3.70E+08,7.70E+08
POS3082,,TG(18:1/18:2/18:3)+NH4,TG(54:6)+NH4,TG,(18:1/18:2/18:3),(18:1),(18:2),(18:3),,C57 H102 O6 N1,896.77,20.5357,6.49827,0.93462,0.273473974,9.50E+10,9.20E+10,######,9.60E+10,9.40E+10,######,######,1.00E+11,######,7.00E+10,######,######,######,######,######,######,######,######,######,9.90E+10,7.20E+10
POS3083,,TG(54:6)+Na,TG(54:6)+Na,TG,(18:1/18:2/18:3),(18:1),(18:2),(18:3),,C57 H98 O6 Na1,901.726,20.5357,0.293111,0.96481,0.887950502,1.80E+09,1.40E+09,5.20E+08,5.70E+08,7.50E+08,1.70E+09,6.30E+08,6.70E+08,7.60E+08,1.10E+09,5.60E+08,7.90E+08,1.80E+09,9.40E+08,6.60E+08,1.70E+09,9.90E+08,8.70E+08,8.40E+08,9.40E+08,6.50E+08
POS3084,,TG(18:1/18:2/18:3)+H,TG(54:6)+H,TG,(18:1/18:2/18:3),(18:1),(18:2),(18:3),,C57 H99 O6,879.744,20.7676,0.258006,0.84937,0.421756031,4.90E+07,2.00E+08,2.50E+08,8.90E+07,2.30E+08,1.90E+08,6.90E+07,1.80E+08,1.70E+08,1.40E+08,1.40E+08,1.10E+08,1.80E+08,2.50E+08,2.50E+08,2.50E+08,1.40E+08,4.70E+07,1.10E+08,1.50E+08,2.50E+08
POS3085,,TG(16:0/18:2/20:4)+H,TG(54:6)+H,TG,(16:0/18:2/20:4),(16:0),(18:2),(20:4),,C57 H99 O6,879.744,21.1707,0.20912,1.2427,0.181614884,4.40E+07,5.80E+07,5.00E+07,6.00E+07,1.10E+08,4.80E+07,5.40E+07,7.00E+07,3.50E+07,4.80E+07,3.30E+07,4.20E+07,6.80E+07,6.00E+07,5.10E+07,6.00E+07,6.00E+07,6.20E+07,5.30E+07,6.60E+07,5.50E+07
POS3086,Y,TG(16:0/18:2/20:4)+NH4,TG(54:6)+NH4,TG,(16:0/18:2/20:4),(16:0),(18:2),(20:4),,C57 H102 O6 N1,896.77,21.1707,3.20723,0.8437,0.002898741,1.20E+10,1.30E+10,1.30E+10,1.10E+10,1.20E+10,1.10E+10,1.40E+10,1.10E+10,1.30E+10,1.20E+10,1.50E+10,1.30E+10,1.50E+10,1.60E+10,1.60E+10,1.50E+10,1.30E+10,1.40E+10,1.30E+10,1.40E+10,1.30E+10
POS3087,,TG(16:0/16:0/22:6)+NH4,TG(54:6)+NH4,TG,(16:0/16:0/22:6),(16:0),(16:0),(22:6),,C57 H102 O6 N1,896.77,21.7448,0.258158,0.98323,0.837934217,2.70E+09,3.30E+09,2.80E+09,2.10E+09,3.60E+09,2.50E+09,3.40E+09,2.70E+09,3.20E+09,3.10E+09,2.40E+09,3.80E+09,2.60E+09,2.70E+09,2.70E+09,3.00E+09,2.80E+09,2.80E+09,3.80E+09,2.90E+09,2.70E+09
POS3120,,TG(16:0e/16:0/22:6)+NH4,TG(54:6e)+NH4,TG,(16:0e/16:0/22:6),(16:0e),(16:0),(22:6),,C57 H104 O5 N1,882.791,23.0412,0.296315,1.03432,0.655258741,2.70E+08,3.60E+08,3.60E+08,4.30E+08,3.70E+08,4.30E+08,3.50E+08,4.70E+08,3.60E+08,4.70E+08,3.40E+08,3.90E+08,3.10E+08,3.50E+08,3.90E+08,3.40E+08,4.00E+08,3.50E+08,3.40E+08,3.70E+08,3.40E+08
POS3121,,TG(54:6p)+NH4,TG(54:6p)+NH4,TG,(54:6p),(54:6p),,,,C57 H102 O5 N1,880.775,22.1375,0.181562,1.02227,0.8669688,5.10E+07,7.70E+07,7.20E+07,7.30E+07,7.10E+07,1.10E+08,5.30E+07,1.10E+08,8.00E+07,1.10E+08,7.00E+07,9.00E+07,6.70E+07,6.90E+07,5.90E+07,6.20E+07,9.90E+07,5.30E+07,4.80E+07,7.70E+07,8.80E+07
POS3122,,TG(18:2p/18:1/18:3)+Na,TG(54:6p)+Na,TG,(18:2p/18:1/18:3),(18:2p),(18:1),(18:3),,C57 H98 O5 Na1,885.731,23.5809,0.181044,0.9597,0.663257146,2.10E+08,2.10E+08,2.30E+08,2.30E+08,3.20E+08,3.00E+08,2.40E+08,2.00E+08,2.80E+08,3.50E+08,2.30E+08,2.80E+08,1.90E+08,2.40E+08,2.40E+08,2.10E+08,2.20E+08,2.50E+08,2.10E+08,3.00E+08,2.00E+08
POS3146,,TG(18:3/18:2/18:2)+H,TG(54:7)+H,TG,(18:3/18:2/18:2),(18:3),(18:2),(18:2),,C57 H97 O6,877.728,19.5436,0.430601,0.82186,0.097885365,1.70E+08,1.40E+08,2.20E+08,2.20E+08,2.20E+08,2.30E+08,1.90E+08,2.30E+08,2.70E+08,2.80E+08,3.10E+08,2.90E+08,1.80E+08,3.00E+08,1.70E+08,1.80E+08,2.80E+08,2.50E+08,1.30E+08,2.30E+08,2.70E+08
POS3147,,TG(18:3/18:2/18:2)+NH4,TG(54:7)+NH4,TG,(18:3/18:2/18:2),(18:3),(18:2),(18:2),,C57 H100 O6 N1,894.755,19.5436,6.23475,0.79081,0.031893373,2.90E+10,2.40E+10,3.60E+10,3.40E+10,3.50E+10,4.00E+10,2.90E+10,2.80E+10,3.30E+10,3.20E+10,3.50E+10,5.00E+10,3.00E+10,4.80E+10,4.90E+10,4.60E+10,4.30E+10,4.10E+10,3.40E+10,3.30E+10,3.30E+10
POS3148,Y,TG(18:3/18:2/18:2)+Na,TG(54:7)+Na,TG,(18:3/18:2/18:2),(18:3),(18:2),(18:2),,C57 H96 O6 Na1,899.71,19.5436,1.18833,0.67405,0.003117321,7.30E+08,7.40E+08,6.80E+08,1.00E+09,1.10E+09,6.80E+08,6.70E+08,7.50E+08,8.80E+08,1.40E+09,1.40E+09,1.40E+09,7.40E+08,1.00E+09,1.30E+09,1.30E+09,9.90E+08,1.20E+09,7.10E+08,1.20E+09,6.90E+08
POS3151,Y,TG(18:3/18:2/18:2)+NH4,TG(54:7)+NH4,TG,(18:3/18:2/18:2),(18:3),(18:2),(18:2),,C57 H100 O6 N1,894.755,20.2351,2.21596,0.73113,0.000519152,2.60E+09,3.20E+09,2.50E+09,2.20E+09,3.10E+09,2.60E+09,2.60E+09,2.40E+09,3.50E+09,2.90E+09,3.40E+09,3.10E+09,3.50E+09,4.10E+09,3.80E+09,4.50E+09,3.30E+09,3.10E+09,3.20E+09,3.00E+09,3.20E+09
POS3171,Y,TG(18:3/18:2/18:3)+NH4,TG(54:8)+NH4,TG,(18:3/18:2/18:3),(18:3),(18:2),(18:3),,C57 H98 O6 N1,892.739,19.0057,1.78476,0.57874,5.29E-06,8.30E+08,9.40E+08,1.10E+09,9.10E+08,1.10E+09,5.80E+08,9.70E+08,8.40E+08,1.40E+09,1.80E+09,1.40E+09,1.60E+09,1.50E+09,1.40E+09,1.60E+09,1.90E+09,1.40E+09,1.30E+09,1.20E+09,1.40E+09,1.30E+09
POS3152,,TG(18:3/18:2/18:2)+NH4,TG(54:7)+NH4,TG,(18:3/18:2/18:2),(18:3),(18:2),(18:2),,C57 H100 O6 N1,894.755,20.5079,0.488679,0.88169,0.113957956,1.40E+09,1.50E+09,1.60E+09,1.40E+09,1.70E+09,1.50E+09,1.40E+09,1.80E+09,2.00E+09,1.80E+09,1.30E+09,2.20E+09,1.50E+09,1.50E+09,1.50E+09,2.10E+09,1.40E+09,1.80E+09,1.40E+09,1.50E+09,1.60E+09
POS3169,,TG(16:1p/18:3/20:3)+Na,TG(54:7p)+Na,TG,(16:1p/18:3/20:3),(16:1p),(18:3),(20:3),,C57 H96 O5 Na1,883.715,22.8972,0.431072,1.05189,0.784562355,3.00E+08,6.00E+08,5.60E+08,3.20E+08,5.80E+08,4.20E+08,3.50E+08,1.80E+08,2.60E+08,3.50E+08,5.90E+08,2.80E+08,2.70E+08,6.00E+08,3.30E+08,4.70E+08,5.90E+08,4.20E+08,5.50E+08,3.30E+08,5.30E+08
POS3540,Y,TG(16:0/18:1/22:6)+NH4,TG(56:7)+NH4,TG,(16:0/18:1/22:6),(16:0),(18:1),(22:6),,C59 H104 O6 N1,922.786,21.7593,1.04422,1.10192,0.053922754,3.70E+09,4.50E+09,4.20E+09,4.00E+09,4.80E+09,4.20E+09,3.80E+09,4.60E+09,4.40E+09,4.10E+09,3.20E+09,3.90E+09,3.90E+09,3.60E+09,3.70E+09,3.90E+09,4.40E+09,3.80E+09,3.90E+09,4.00E+09,4.20E+09
POS3172,,TG(14:0/18:2/22:6)+NH4,TG(54:8)+NH4,TG,(14:0/18:2/22:6),(14:0),(18:2),(22:6),,C57 H98 O6 N1,892.739,19.3978,0.510772,1.02513,0.874091832,8.40E+08,9.80E+08,1.30E+09,9.80E+08,1.40E+09,1.60E+09,1.00E+09,1.60E+09,1.30E+09,1.40E+09,8.30E+08,2.10E+09,8.80E+08,8.80E+08,9.80E+08,1.10E+09,1.10E+09,1.20E+09,1.10E+09,1.20E+09,1.20E+09
POS3174,,TG(16:1p/18:3/20:4)+Na,TG(54:8p)+Na,TG,(16:1p/18:3/20:4),(16:1p),(18:3),(20:4),,C57 H94 O5 Na1,881.699,21.981,0.0889871,0.95252,0.41607475,5.60E+08,5.80E+08,6.20E+08,6.00E+08,6.40E+08,5.10E+08,5.30E+08,5.00E+08,6.40E+08,6.70E+08,6.30E+08,6.00E+08,4.00E+08,5.80E+08,6.00E+08,6.30E+08,5.90E+08,5.50E+08,6.30E+08,6.10E+08,6.40E+08
POS3175,,TG(18:2p/18:3/18:4)+Na,TG(54:9p)+Na,TG,(18:2p/18:3/18:4),(18:2p),(18:3),(18:4),,C57 H92 O5 Na1,879.684,20.9781,0.246415,0.84851,0.206165407,4.20E+08,4.40E+08,5.60E+08,4.50E+08,4.40E+08,5.10E+08,6.30E+08,3.20E+08,3.40E+08,7.00E+08,7.10E+08,3.50E+08,6.40E+08,5.70E+08,4.60E+08,6.80E+08,5.10E+08,6.40E+08,6.10E+08,6.70E+08,4.20E+08
POS3176,,TG(16:0/16:0/23:0)+NH4,TG(55:0)+NH4,TG,(16:0/16:0/23:0),(16:0),(16:0),(23:0),,C58 H116 O6 N1,922.88,25.2661,0.414549,1.65399,0.045385492,1.20E+08,2.80E+08,1.20E+08,1.60E+08,6.90E+07,1.20E+08,1.40E+08,1.40E+08,1.60E+08,6.90E+07,8.10E+07,7.60E+07,1.30E+08,5.10E+07,6.30E+07,6.00E+07,1.40E+08,1.40E+08,8.00E+07,7.80E+07,1.40E+08
POS3182,,TG(16:0/18:1/21:0)+NH4,TG(55:1)+NH4,TG,(16:0/18:1/21:0),(16:0),(18:1),(21:0),,C58 H114 O6 N1,920.864,24.7637,0.593461,1.07406,0.211014781,1.50E+09,1.70E+09,1.60E+09,1.60E+09,1.50E+09,1.60E+09,1.80E+09,1.50E+09,1.20E+09,1.50E+09,1.60E+09,1.50E+09,1.80E+09,1.40E+09,1.30E+09,1.90E+09,1.70E+09,1.70E+09,1.60E+09,1.50E+09,1.70E+09
POS3185,,TG(55:10)+H,TG(55:10)+H,TG,(55:10),(55:10),,,,C58 H93 O6,885.697,18.619,0.301933,0.81946,0.066214751,1.80E+08,2.20E+08,1.30E+08,1.40E+08,2.00E+08,1.10E+08,1.40E+08,1.30E+08,2.00E+08,1.50E+08,1.90E+08,1.70E+08,1.90E+08,2.00E+08,1.70E+08,2.50E+08,1.80E+08,1.70E+08,1.80E+08,2.00E+08,1.70E+08
POS3186,,TG(19:0/18:1/18:1)+NH4,TG(55:2)+NH4,TG,(19:0/18:1/18:1),(19:0),(18:1),(18:1),,C58 H112 O6 N1,918.848,22.4377,0.157744,1.06827,0.247579378,2.10E+08,2.40E+08,2.00E+08,2.20E+08,1.80E+08,2.20E+08,2.20E+08,1.70E+08,1.80E+08,2.10E+08,1.80E+08,1.80E+08,1.90E+08,2.40E+08,1.80E+08,1.90E+08,2.10E+08,1.70E+08,2.20E+08,2.10E+08,1.90E+08
POS3189,,TG(19:0/18:1/18:1)+NH4,TG(55:2)+NH4,TG,(19:0/18:1/18:1),(19:0),(18:1),(18:1),,C58 H112 O6 N1,918.848,23.6393,0.142365,1.04315,0.459101185,2.30E+09,2.50E+09,3.20E+09,2.60E+09,2.40E+09,2.10E+09,2.70E+09,2.20E+09,2.20E+09,2.60E+09,2.50E+09,2.40E+09,2.30E+09,2.30E+09,2.20E+09,2.70E+09,2.50E+09,2.40E+09,2.20E+09,2.60E+09,2.40E+09
POS3190,,TG(19:0/18:1/18:1)+NH4,TG(55:2)+NH4,TG,(19:0/18:1/18:1),(19:0),(18:1),(18:1),,C58 H112 O6 N1,918.848,24.2636,0.762875,0.9947,0.96787444,4.20E+09,3.70E+09,8.10E+09,8.10E+09,8.10E+09,6.20E+09,8.10E+09,7.00E+09,6.90E+09,5.10E+09,7.80E+09,7.00E+09,8.00E+09,3.80E+09,6.30E+09,8.80E+09,7.90E+09,8.10E+09,7.60E+09,8.20E+09,8.10E+09
POS3208,,TG(19:1/18:1/18:1)+NH4,TG(55:3)+NH4,TG,(19:1/18:1/18:1),(19:1),(18:1),(18:1),,C58 H110 O6 N1,916.833,21.396,0.196642,0.96351,0.723025781,2.30E+08,2.40E+08,2.40E+08,2.30E+08,2.00E+08,1.70E+08,2.40E+08,1.20E+08,2.10E+08,1.70E+08,2.40E+08,2.40E+08,2.50E+08,1.40E+08,2.50E+08,2.20E+08,2.50E+08,2.10E+08,2.20E+08,2.10E+08,2.10E+08
POS3212,,TG(19:0/18:1/18:2)+NH4,TG(55:3)+NH4,TG,(19:0/18:1/18:2),(19:0),(18:1),(18:2),,C58 H110 O6 N1,916.833,23.6714,0.592389,0.98617,0.82268071,9.80E+09,9.60E+09,1.10E+10,1.40E+10,1.00E+10,9.10E+09,1.20E+10,1.20E+10,9.70E+09,1.10E+10,1.10E+10,1.10E+10,1.00E+10,1.30E+10,1.20E+10,1.10E+10,1.10E+10,1.10E+10,9.50E+09,1.10E+10,1.10E+10
POS3230,,TG(19:1/18:1/18:2)+NH4,TG(55:4)+NH4,TG,(19:1/18:1/18:2),(19:1),(18:1),(18:2),,C58 H108 O6 N1,914.817,22.9811,2.11611,1.30485,0.059646927,1.10E+10,5.70E+09,1.10E+10,1.20E+10,1.10E+10,1.10E+10,1.10E+10,1.00E+10,5.10E+09,7.20E+09,1.20E+10,1.10E+10,5.80E+09,6.00E+09,1.00E+10,6.20E+09,1.20E+10,6.50E+09,1.10E+10,1.10E+10,1.10E+10
POS3232,,TG(19:1/18:1/18:3)+NH4,TG(55:5)+NH4,TG,(19:1/18:1/18:3),(19:1),(18:1),(18:3),,C58 H106 O6 N1,912.801,19.3503,0.303262,1.07098,0.663845153,1.30E+08,1.20E+08,1.90E+08,1.60E+08,1.50E+08,3.10E+08,1.30E+08,3.00E+08,1.90E+08,2.10E+08,1.80E+08,1.80E+08,1.40E+08,1.50E+08,1.60E+08,1.90E+08,2.80E+08,2.70E+08,1.50E+08,1.80E+08,1.90E+08
POS3235,,TG(19:1/18:2/18:2)+NH4,TG(55:5)+NH4,TG,(19:1/18:2/18:2),(19:1),(18:2),(18:2),,C58 H106 O6 N1,912.801,21.0396,0.281841,0.91306,0.597740942,2.00E+08,3.10E+08,2.30E+08,1.20E+08,2.70E+08,2.80E+08,2.20E+08,1.70E+08,1.80E+08,1.50E+08,2.70E+08,1.40E+08,2.20E+08,3.90E+08,3.70E+08,2.40E+08,2.50E+08,3.40E+08,1.40E+08,1.40E+08,2.10E+08
POS3236,,TG(19:1/18:2/18:2)+NH4,TG(55:5)+NH4,TG,(19:1/18:2/18:2),(19:1),(18:2),(18:2),,C58 H106 O6 N1,912.801,22.1023,0.740752,0.93913,0.174815701,4.10E+09,4.10E+09,4.60E+09,4.90E+09,4.30E+09,4.50E+09,5.00E+09,4.50E+09,4.20E+09,5.50E+09,5.40E+09,4.60E+09,4.50E+09,4.90E+09,4.30E+09,4.80E+09,4.70E+09,4.50E+09,4.70E+09,4.70E+09,4.80E+09
POS3239,,TG(19:1/18:2/18:2)+H,TG(55:5)+H,TG,(19:1/18:2/18:2),(19:1),(18:2),(18:2),,C58 H103 O6,895.775,23.6433,0.20449,0.89225,0.003645052,2.80E+08,3.10E+08,2.80E+08,2.90E+08,2.40E+08,2.90E+08,2.60E+08,2.90E+08,3.20E+08,3.40E+08,3.10E+08,2.90E+08,2.90E+08,3.10E+08,3.10E+08,3.10E+08,2.50E+08,2.90E+08,2.10E+08,3.20E+08,1.70E+08
POS3242,,TG(19:1/18:2/18:3)+NH4,TG(55:6)+NH4,TG,(19:1/18:2/18:3),(19:1),(18:2),(18:3),,C58 H104 O6 N1,910.786,21.1287,0.439469,0.84039,0.284018263,4.60E+08,4.50E+08,4.30E+08,5.10E+08,7.30E+08,4.30E+08,5.70E+08,4.10E+08,4.70E+08,4.80E+08,6.60E+08,4.20E+08,5.70E+08,1.10E+09,5.40E+08,5.10E+08,5.10E+08,4.10E+08,4.60E+08,4.60E+08,5.10E+08
POS3244,,TG(17:0/18:2/20:4)+NH4,TG(55:6)+NH4,TG,(17:0/18:2/20:4),(17:0),(18:2),(20:4),,C58 H104 O6 N1,910.786,21.7906,0.321355,0.93861,0.552024342,2.20E+08,2.10E+08,2.50E+08,1.50E+08,2.40E+08,2.70E+08,1.30E+08,2.90E+08,2.70E+08,2.00E+08,1.90E+08,2.70E+08,2.70E+08,2.50E+08,2.00E+08,2.10E+08,2.40E+08,2.50E+08,3.40E+08,2.70E+08,1.80E+08
POS3246,,TG(16:0/17:0/22:6)+NH4,TG(55:6)+NH4,TG,(16:0/17:0/22:6),(16:0),(17:0),(22:6),,C58 H104 O6 N1,910.786,22.362,0.294849,0.71765,0.000221416,6.80E+07,8.50E+07,8.80E+07,7.30E+07,9.60E+07,7.50E+07,7.80E+07,8.80E+07,1.30E+08,1.10E+08,9.30E+07,1.10E+08,9.00E+07,1.30E+08,1.20E+08,1.30E+08,1.10E+08,1.60E+08,9.00E+07,9.30E+07,9.20E+07
POS3247,,TG(19:1/18:2/18:3)+H,TG(55:6)+H,TG,(19:1/18:2/18:3),(19:1),(18:2),(18:3),,C58 H101 O6,893.759,22.9693,0.259697,0.91759,0.068838949,3.70E+08,3.30E+08,3.70E+08,3.30E+08,3.40E+08,3.50E+08,3.90E+08,3.40E+08,4.00E+08,4.10E+08,4.20E+08,3.10E+08,3.60E+08,4.20E+08,3.60E+08,3.80E+08,3.40E+08,3.80E+08,3.70E+08,3.70E+08,2.90E+08
POS3248,,TG(55:7)+Na,TG(55:7)+Na,TG,(55:7),(55:7),,,,C58 H98 O6 Na1,913.726,18.439,0.531169,0.69961,0.0649734,2.50E+08,2.50E+08,1.50E+08,2.70E+08,2.30E+08,6.30E+07,2.70E+08,1.40E+08,2.10E+08,2.00E+08,2.90E+08,3.90E+08,1.70E+08,3.20E+08,4.50E+08,3.00E+08,1.20E+08,1.80E+08,2.30E+08,1.90E+08,3.50E+08
POS3252,,TG(18:2/17:1/20:4)+NH4,TG(55:7)+NH4,TG,(18:2/17:1/20:4),(18:2),(17:1),(20:4),,C58 H102 O6 N1,908.77,20.6808,0.165703,0.95893,0.568932982,3.20E+08,3.10E+08,4.00E+08,3.10E+08,3.50E+08,3.80E+08,3.50E+08,3.70E+08,4.30E+08,3.90E+08,2.40E+08,4.00E+08,3.10E+08,3.30E+08,4.20E+08,3.90E+08,3.20E+08,3.70E+08,3.50E+08,4.80E+08,3.70E+08
POS3253,,TG(16:0/17:1/22:6)+NH4,TG(55:7)+NH4,TG,(16:0/17:1/22:6),(16:0),(17:1),(22:6),,C58 H102 O6 N1,908.77,21.1156,0.64035,0.6984,0.005087591,1.50E+08,1.60E+08,1.80E+08,1.90E+08,1.70E+08,2.60E+08,1.70E+08,1.50E+08,3.40E+08,2.20E+08,2.20E+08,2.00E+08,2.20E+08,3.30E+08,2.30E+08,2.90E+08,2.70E+08,1.70E+08,1.90E+08,2.10E+08,1.90E+08
