ms2name,DIFF,LipidIon,LipidGroup,Class,FattyAcid,FA1,FA2,FA3,FA4,IonFormula,CalMz,RT-(min),VIP,Fold Change,P-value,Cold-1,Cold-2,Cold-3,Cold-4,Cold-5,Cold-6,Cold-7,Cold-8,RT-1,RT-2,RT-3,RT-4,RT-5,RT-6,RT-7,RT-8,QC-1,QC-2,QC-3,QC-4,QC-5
POS1,,AcCa(14:0)+H,AcCa(14:0)+H,AcCa,(14:0),(14:0),,,,C21 H42 O4 N1,372.311,2.3649,0.0756576,1.70281,0.002358281,3534498,3121652,2608377,3293474,2513275,2693467,3891474,2326859,3533525,1543810,1524113,1711288,2022256,1140161,1383441,1225798,2258060,2273753,2311398,2585131,1836419
POS2,,AcCa(16:0)+H,AcCa(16:0)+H,AcCa,(16:0),(16:0),,,,C23 H46 O4 N1,400.342,3.14765,0.147672,1.69787,0.012061562,1.30E+07,1.30E+07,9573686,1.50E+07,9466439,8223704,1.60E+07,9161511,1.50E+07,5794389,5478075,5238929,6983087,4061527,8349138,3976100,8697150,9171509,9249491,9191939,7434436
POS3,,AcCa(18:0)+H,AcCa(18:0)+H,AcCa,(18:0),(18:0),,,,C25 H50 O4 N1,428.373,4.40213,0.169301,2.32612,1.79E-05,8605102,7773805,6286416,8875497,7103523,4567574,9748656,6891555,4219527,2538640,2547375,2431331,4065052,2999722,4685874,2242932,5309350,5416675,5177791,6136762,5262272
POS4,,AcCa(18:1)+H,AcCa(18:1)+H,AcCa,(18:1),(18:1),,,,C25 H48 O4 N1,426.358,3.32768,0.185721,2.64608,0.002058374,1.10E+07,1.20E+07,7937526,1.40E+07,7671259,8046677,2.20E+07,6895556,7585712,3554512,3744226,3392087,6123711,2699817,4549719,2311386,7192486,7492186,7443279,7936853,6178341
POS5,,AcCa(18:2)+H,AcCa(18:2)+H,AcCa,(18:2),(18:2),,,,C25 H46 O4 N1,424.342,2.69359,0.135113,2.60935,0.005115805,5769500,6027432,4279688,7064418,4447004,4861443,1.30E+07,3487614,3294187,2313914,2684059,2055301,3492608,1220169,2549635,1306597,4153704,3893552,4432472,4242293,3619214
NEG100,,Cer(d16:0+pO/26:2)-H,Cer(d42:2+pO)-H,Cer,(d16:0+pO/26:2),(d16:0+pO),(26:2),,,C42 H80 O4 N1,662.609,15.3995,0.0399282,1.47849,0.019798926,831648,861094,1219960,1098064,1760694,1166751,1214081,1510579,334672,508194,720791,952867,964520,1047452,1182822,824313,779838,828222,847668,282974,597189
NEG101,,Cer(d18:1/24:2)-H,Cer(d42:3)-H,Cer,(d18:1/24:2),(d18:1),(24:2),,,C42 H78 O3 N1,644.599,14.8783,0.0901298,1.55532,0.000534773,3915051,3228968,3954093,4352130,4587220,4024974,4200346,4179834,1379095,2214074,2294860,2070115,2649113,3470583,4001670,2779608,2441004,1946756,2690446,1521247,1773116
NEG102,,Cer(d18:1/24:2)+HCOO,Cer(d42:3)+HCOO,Cer,(d18:1/24:2),(d18:1),(24:2),,,C43 H80 O5 N1,690.604,14.8783,0.548094,1.47352,0.00488248,1.70E+08,1.50E+08,1.90E+08,1.80E+08,2.00E+08,1.70E+08,2.10E+08,2.30E+08,6.20E+07,1.00E+08,1.10E+08,1.10E+08,1.20E+08,2.00E+08,1.90E+08,1.30E+08,1.10E+08,1.20E+08,1.30E+08,7.00E+07,1.10E+08
NEG103,,Cer(d18:2/24:2)+HCOO,Cer(d42:4)+HCOO,Cer,(d18:2/24:2),(d18:2),(24:2),,,C43 H78 O5 N1,688.589,13.8482,0.109852,1.48064,0.018182096,5926652,7279493,9772087,7123219,1.00E+07,9420402,1.00E+07,1.20E+07,3000553,4867595,5295453,5608061,5009165,9863207,9126981,5983204,4297667,5358074,4997384,2420125,5712372
NEG104,,Cer(d18:1/25:1)+HCOO,Cer(d43:2)+HCOO,Cer,(d18:1/25:1),(d18:1),(25:1),,,C44 H84 O5 N1,706.635,16.647,0.0679593,1.2676,0.016917048,4434479,3724583,5129210,5110207,4803673,3980865,5335985,5180530,2014111,2981071,3955139,3726697,3912813,4665660,4341973,4143528,3773356,3907857,4442369,2234351,4065793
NEG105,,Cer(d50:2+pO)+HCOO,Cer(d50:2+pO)+HCOO,Cer,(d50:2+pO),(d50:2+pO),,,,C51 H98 O6 N1,820.74,19.7547,0.00010933,2.38796,6.33E-08,2134936,2338674,3011196,2435224,2313766,2455245,2786062,2690324,936081,513928,1339293,1321529,1156581,943816,1295577,937806,1967054,1695604,1766663,792289,1679886
NEG106,,Cer(d52:2+pO)+HCOO,Cer(d52:2+pO)+HCOO,Cer,(d52:2+pO),(d52:2+pO),,,,C53 H102 O6 N1,848.771,21.001,0.00011008,2.31908,8.15E-07,1381972,1148250,1377746,1340234,1317319,1187631,1639595,1128706,375504,199264,696094,669695,773419,604860,544585,673483,935583,848546,783414,584887,1156207
NEG107,,Cer(d18:0+pO/34:3)+HCOO,Cer(d52:3+pO)+HCOO,Cer,(d18:0+pO/34:3),(d18:0+pO),(34:3),,,C53 H100 O6 N1,846.756,19.8524,0.00010662,2.71669,2.13E-07,2244047,2783906,3355981,3392350,2526469,3059805,3286627,2969268,998761,331181,1270871,1451851,1382678,1099358,1398225,760902,2006630,2116477,1747256,955146,1906677
NEG108,,Cer(d52:4+hO)+HCOO,Cer(d52:4+hO)+HCOO,Cer,(d52:4+hO),(d52:4+hO),,,,C53 H98 O6 N1,844.74,18.7928,0.00010224,3.33208,3.79E-07,1370525,1829267,2604794,2096001,1880151,2498195,2323900,2280904,653269,203096,949043,795059,809504,473503,502218,681336,1488333,1335384,1192066,767433,953600
NEG109,,Cer(d56:2+pO)+HCOO,Cer(d56:2+pO)+HCOO,Cer,(d56:2+pO),(d56:2+pO),,,,C57 H110 O6 N1,904.834,23.0098,0.00011074,2.33442,3.67E-07,4771455,5385227,4859992,5396586,4191777,4214391,6135319,3849420,2736220,1685635,2424539,2064846,2531527,1620103,1818247,1741484,3578683,3477578,3291473,1974431,3409357
NEG110,,Cer(d18:0+pO/38:3)+HCOO,Cer(d56:3+pO)+HCOO,Cer,(d18:0+pO/38:3),(d18:0+pO),(38:3),,,C57 H108 O6 N1,902.818,22.1754,0.00011023,2.67558,6.11E-08,3846533,4380727,4328452,4636216,3496987,4258366,5358814,4057200,1426759,732933,2060137,1802272,2342023,1411098,1573675,1494411,3224589,3040908,2954658,1819798,2992404
NEG111,,Cer(d18:1+hO/38:3)+HCOO,Cer(d56:4+hO)+HCOO,Cer,(d18:1+hO/38:3),(d18:1+hO),(38:3),,,C57 H106 O6 N1,900.803,21.225,0.00010555,3.69974,1.95E-07,1152126,1208273,1589529,1422236,980259,1618263,1583889,1149582,351858,109950,480209,546962,544698,331495,341977,186067,902132,799575,861905,464076,995542
NEG112,,Cer(d57:2+pO)+HCOO,Cer(d57:2+pO)+HCOO,Cer,(d57:2+pO),(d57:2+pO),,,,C58 H112 O6 N1,918.85,23.4108,0.00011229,2.61827,1.29E-07,3448811,4041612,3764948,3984727,3209524,2814424,4538067,3258858,1517828,828427,1955121,1344678,1714068,1228054,1218719,1292414,2697766,2716986,2467457,1538582,2819418
NEG113,,Cer(d18:0+pO/39:3)+HCOO,Cer(d57:3+pO)+HCOO,Cer,(d18:0+pO/39:3),(d18:0+pO),(39:3),,,C58 H110 O6 N1,916.834,22.6847,0.00010924,2.48232,5.35E-08,3012677,3213915,3637454,3452645,2543606,3267791,3595356,3269190,1504201,762094,1946448,1204371,1720634,1002171,1150023,1181183,2273007,2267318,1958660,1330621,2473445
NEG114,,Cer(d58:2+pO)+HCOO,Cer(d58:2+pO)+HCOO,Cer,(d58:2+pO),(d58:2+pO),,,,C59 H114 O6 N1,932.865,23.7377,0.00011453,2.65792,4.36E-08,7439728,8651443,7743905,8288517,6906691,6065856,9286886,6621565,2771996,1830148,3822820,2979005,3718968,2670821,2658233,2500004,5374071,5356568,5125834,2788709,5496257
NEG116,,Cer(d18:0+pO/40:3)+HCOO,Cer(d58:3+pO)+HCOO,Cer,(d18:0+pO/40:3),(d18:0+pO),(40:3),,,C59 H112 O6 N1,930.85,22.9756,0.00010672,2.92839,1.16E-05,1.10E+07,1.80E+07,1.40E+07,2.20E+07,1.60E+07,1.20E+07,1.40E+07,1.20E+07,4328177,2532076,8829883,5102857,7070508,3877455,3962013,4475610,1.30E+07,8587280,8391397,4808015,1.30E+07
NEG119,,Cer(d18:0+pO/40:4)+HCOO,Cer(d58:4+pO)+HCOO,Cer,(d18:0+pO/40:4),(d18:0+pO),(40:4),,,C59 H110 O6 N1,928.834,22.1535,0.00010197,2.50378,2.48E-06,4084608,4672215,6235519,6691263,4877758,5659982,5262614,5873139,2296112,1150315,3292482,1956813,3559791,1505405,1658119,1897649,3774325,3642478,3425509,1939940,3906279
NEG123,,Cer(d59:2+pO)+HCOO,Cer(d59:2+pO)+HCOO,Cer,(d59:2+pO),(d59:2+pO),,,,C60 H116 O6 N1,946.881,24.085,0.00010821,2.1373,5.98E-06,995352,1036871,1043152,1102315,1188797,718823,1404748,1007824,458131,352552,529283,426704,752940,442944,462452,550985,818616,866214,784328,347823,763886
NEG125,,Cer(d59:3+hO)+HCOO,Cer(d59:3+hO)+HCOO,Cer,(d59:3+hO),(d59:3+hO),,,,C60 H114 O6 N1,944.865,23.446,0.00011134,2.50033,2.20E-07,3716097,3986252,4272888,4723772,3395164,3430762,4688469,3692427,1618202,921232,2418780,1473970,2245816,1279041,1454844,1348757,2905166,2957603,2687298,1825699,2838211
NEG126,,Cer(d59:4+hO)+HCOO,Cer(d59:4+hO)+HCOO,Cer,(d59:4+hO),(d59:4+hO),,,,C60 H112 O6 N1,942.85,22.791,0.00010917,2.97595,1.56E-07,3924332,4178894,4871108,5812020,3842349,4419073,5513347,4487085,1559388,802078,2200143,1738519,2406450,1020556,1482601,1239472,3147966,3174771,2614619,1813702,3235646
NEG127,,Cer(d60:2+pO)+HCOO,Cer(d60:2+pO)+HCOO,Cer,(d60:2+pO),(d60:2+pO),,,,C61 H118 O6 N1,960.896,24.3268,0.0001075,2.11035,7.51E-06,997435,1241584,1111753,1299661,1191214,785365,1507639,1081955,512239,331270,566507,473359,714463,553824,501860,713805,904353,1049549,898812,431274,904946
NEG128,,Cer(d60:3+hO)+HCOO,Cer(d60:3+hO)+HCOO,Cer,(d60:3+hO),(d60:3+hO),,,,C61 H116 O6 N1,958.881,23.7686,0.00011028,2.62696,5.23E-07,6346102,7258415,7113379,8986938,6135755,6544813,9556649,6373639,2373915,1650383,3299501,2863089,4023528,2799494,2864062,2324921,5268823,5084048,4916352,2971520,4764940
NEG132,,Cer(d60:4+hO)+HCOO,Cer(d60:4+hO)+HCOO,Cer,(d60:4+hO),(d60:4+hO),,,,C61 H114 O6 N1,956.865,23.0037,0.0001111,2.96888,4.14E-08,5255464,6495962,7415400,7903334,5585787,5709398,7573320,6062484,1980871,1300088,2880833,2575482,2738974,1910513,2287808,1840849,4128931,4302675,4355228,2667140,4233217
NEG134,,Cer(d60:5+hO)+HCOO,Cer(d60:5+hO)+HCOO,Cer,(d60:5+hO),(d60:5+hO),,,,C61 H112 O6 N1,954.85,22.2089,0.00010612,3.1322,1.44E-06,5888689,7411658,9933355,1.00E+07,7741651,7388707,1.10E+07,7594293,2569338,1414161,3323367,2471962,3892607,2674120,3257327,2061013,5240330,6217292,5909898,2931535,5421608
NEG55,,Cer(d14:0/19:1)+HCOO,Cer(d33:1)+HCOO,Cer,(d14:0/19:1),(d14:0),(19:1),,,C34 H66 O5 N1,568.495,11.9151,0.132074,1.32824,0.044568079,1.40E+07,1.20E+07,1.30E+07,1.40E+07,1.30E+07,1.20E+07,1.60E+07,1.50E+07,3479739,7259476,9510730,9159353,1.10E+07,1.50E+07,1.60E+07,1.10E+07,7334572,5847298,6520823,4451562,7034850
NEG57,,Cer(d34:0)+HCOO,Cer(d34:0)+HCOO,Cer,(d18:0/16:0),(d18:0),(16:0),,,C35 H70 O5 N1,584.526,12.8507,0.115903,1.17505,0.310338897,3.00E+07,2.80E+07,3.60E+07,3.90E+07,3.50E+07,3.10E+07,4.10E+07,4.90E+07,9780693,2.30E+07,2.30E+07,2.80E+07,3.80E+07,4.70E+07,4.60E+07,3.10E+07,2.40E+07,2.30E+07,2.80E+07,1.30E+07,2.50E+07
NEG58,,Cer(d18:1/16:0)-H,Cer(d34:1)-H,Cer,(d18:1/16:0),(d18:1),(16:0),,,C34 H66 O3 N1,536.505,12.469,0.0525313,1.1299,0.301035231,1.80E+07,1.60E+07,1.90E+07,1.90E+07,1.60E+07,1.90E+07,1.80E+07,2.40E+07,9191225,1.30E+07,1.40E+07,1.50E+07,1.70E+07,2.50E+07,2.20E+07,1.60E+07,1.60E+07,1.40E+07,1.40E+07,9192675,1.50E+07
NEG59,,Cer(d18:1/16:0)+HCOO,Cer(d34:1)+HCOO,Cer,(d18:1/16:0),(d18:1),(16:0),,,C35 H68 O5 N1,582.51,12.469,0.461685,1.20864,0.131348434,5.30E+08,4.70E+08,5.70E+08,5.50E+08,5.40E+08,5.40E+08,6.00E+08,7.30E+08,2.10E+08,3.90E+08,4.00E+08,4.30E+08,4.70E+08,7.20E+08,6.40E+08,5.10E+08,4.30E+08,4.10E+08,4.40E+08,2.70E+08,4.40E+08
NEG62,,Cer(d18:2/16:0)+HCOO,Cer(d34:2)+HCOO,Cer,(d18:2/16:0),(d18:2),(16:0),,,C35 H66 O5 N1,580.495,11.5079,0.174171,1.29905,0.022439699,3.00E+07,2.80E+07,3.00E+07,3.20E+07,3.00E+07,2.90E+07,3.40E+07,3.50E+07,1.00E+07,1.90E+07,2.20E+07,2.30E+07,2.70E+07,3.60E+07,2.90E+07,2.50E+07,2.30E+07,2.00E+07,2.50E+07,1.40E+07,2.20E+07
NEG63,,Cer(d18:1/18:0)-H,Cer(d36:1)-H,Cer,(d18:1/18:0),(d18:1),(18:0),,,C36 H70 O3 N1,564.536,13.586,0.174149,1.90757,0.001282419,1.50E+07,7430309,1.00E+07,1.10E+07,9473729,7364559,9402017,1.00E+07,1648116,2758461,4609566,4201803,6512673,8366800,8486219,5296514,6057508,6983060,7462224,2389634,4766638
NEG64,,Cer(d18:1/18:0)+HCOO,Cer(d36:1)+HCOO,Cer,(d18:1/18:0),(d18:1),(18:0),,,C37 H72 O5 N1,610.542,13.586,0.872585,1.88647,0.001619266,3.90E+08,1.90E+08,2.70E+08,2.80E+08,2.50E+08,1.90E+08,2.50E+08,2.80E+08,5.00E+07,7.60E+07,1.20E+08,1.20E+08,1.70E+08,2.30E+08,2.10E+08,1.40E+08,1.70E+08,1.80E+08,1.80E+08,7.30E+07,1.50E+08
NEG65,,Cer(d18:2/18:0)+HCOO,Cer(d36:2)+HCOO,Cer,(d18:2/18:0),(d18:2),(18:0),,,C37 H70 O5 N1,608.526,12.6156,0.116667,1.33281,0.027346034,1.90E+07,1.20E+07,1.50E+07,1.40E+07,1.20E+07,1.40E+07,1.40E+07,1.50E+07,4559464,7499429,9523007,1.10E+07,1.40E+07,1.40E+07,1.40E+07,1.10E+07,7546391,7409853,8338715,5722790,8517902
NEG66,,Cer(d18:1/19:0)+HCOO,Cer(d37:1)+HCOO,Cer,(d18:1/19:0),(d18:1),(19:0),,,C38 H74 O5 N1,624.557,14.1968,0.128111,1.50533,0.003338551,9426657,6562703,9179954,9940235,9315877,7402890,1.00E+07,7837750,2113329,4325617,5190885,5898278,6494148,8018109,7756006,6762321,5507313,6044879,6516655,2949166,5787579
NEG68,,Cer(d18:1/20:0)+HCOO,Cer(d38:1)+HCOO,Cer,(d18:1/20:0),(d18:1),(20:0),,,C39 H76 O5 N1,638.573,14.7837,0.41012,1.79633,8.11E-05,6.30E+07,4.60E+07,6.30E+07,6.40E+07,6.70E+07,5.10E+07,6.80E+07,6.00E+07,1.30E+07,2.30E+07,3.00E+07,3.30E+07,3.70E+07,4.80E+07,4.60E+07,3.80E+07,3.20E+07,3.40E+07,3.70E+07,1.80E+07,3.00E+07
NEG69,,Cer(d18:2/20:0)+HCOO,Cer(d38:2)+HCOO,Cer,(d18:2/20:0),(d18:2),(20:0),,,C39 H74 O5 N1,636.557,13.7243,0.208528,1.73844,0.000247164,1.70E+07,1.30E+07,2.10E+07,2.00E+07,2.10E+07,2.00E+07,2.00E+07,1.80E+07,4392853,6476760,9395253,1.10E+07,1.40E+07,1.40E+07,1.40E+07,1.20E+07,1.10E+07,1.10E+07,1.30E+07,5580197,1.10E+07
NEG71,,Cer(d16:0/23:1)+HCOO,Cer(d39:1)+HCOO,Cer,(d16:0/23:1),(d16:0),(23:1),,,C40 H78 O5 N1,652.589,15.419,0.136622,1.49466,0.005194421,9957016,7650965,1.10E+07,1.10E+07,1.20E+07,8592095,1.30E+07,1.10E+07,2867815,4611435,6620007,6526962,8303325,1.00E+07,9269837,8327390,7663722,8385539,8498502,3424136,6699307
NEG72,,Cer(d18:2/21:0)+HCOO,Cer(d39:2)+HCOO,Cer,(d18:2/21:0),(d18:2),(21:0),,,C40 H76 O5 N1,650.573,14.354,0.0836372,1.37992,0.01353745,3450888,3210967,5125758,4966558,5222774,3695208,5106150,3554448,1552703,2471712,2985506,3145457,3684562,4034434,3565469,3440437,2456812,3479653,2916446,1296667,2322662
NEG73,,Cer(d18:0+pO/22:0)+HCOO,Cer(d40:0+pO)+HCOO,Cer,(d18:0+pO/22:0),(d18:0+pO),(22:0),,,C41 H82 O6 N1,684.615,15.3476,0.0688854,1.85273,8.07E-05,1543237,1302851,1510703,1286445,1820273,1236487,2013406,1377471,572255,443493,896480,640457,990101,1045899,958365,978923,1116879,865733,1017505,529717,889558
NEG74,,Cer(d18:1/22:0)-H,Cer(d40:1)-H,Cer,(d18:1/22:0),(d18:1),(22:0),,,C40 H78 O3 N1,620.599,16.0633,0.0984847,1.67736,0.000602826,3931907,3329278,4148574,4390791,4437446,3209846,4685865,3923500,1075907,1524335,2011213,1828250,3290514,3406742,3264831,2709865,2401968,2895522,2893535,1601746,2620726
NEG75,,Cer(d18:1/22:0)+HCOO,Cer(d40:1)+HCOO,Cer,(d18:1/22:0),(d18:1),(22:0),,,C41 H80 O5 N1,666.604,16.0633,0.659564,1.62216,0.001674155,1.90E+08,1.50E+08,1.90E+08,2.10E+08,2.20E+08,1.60E+08,2.60E+08,1.80E+08,5.00E+07,8.30E+07,1.00E+08,1.10E+08,1.60E+08,1.70E+08,1.60E+08,1.20E+08,1.30E+08,1.40E+08,1.50E+08,8.00E+07,1.30E+08
NEG77,,Cer(d18:2/22:0)-H,Cer(d40:2)-H,Cer,(d18:2/22:0),(d18:2),(22:0),,,C40 H76 O3 N1,618.583,14.7593,0.0475525,1.64611,0.003064559,1047607,923520,1106689,1166437,1195113,1211551,1707409,1324686,207081,489681,632454,864273,1137964,948692,915006,687225,700600,809847,909791,207753,701851
NEG78,,Cer(d18:2/22:0)+HCOO,Cer(d40:2)+HCOO,Cer,(d18:2/22:0),(d18:2),(22:0),,,C41 H78 O5 N1,664.589,14.7593,0.112284,1.26382,0.075042463,1.40E+07,1.10E+07,1.30E+07,1.40E+07,1.40E+07,1.10E+07,1.50E+07,1.20E+07,4074143,7154102,8608217,1.10E+07,1.20E+07,1.50E+07,1.50E+07,1.10E+07,7652439,7926083,8230421,4221323,7012540
NEG79,,Cer(d18:2/22:0)+HCOO,Cer(d40:2)+HCOO,Cer,(d18:2/22:0),(d18:2),(22:0),,,C41 H78 O5 N1,664.589,15.0087,0.290466,1.44378,0.001997135,5.10E+07,4.50E+07,5.40E+07,5.70E+07,5.50E+07,5.00E+07,6.50E+07,5.30E+07,1.80E+07,2.80E+07,3.30E+07,3.80E+07,5.00E+07,4.80E+07,4.20E+07,4.20E+07,3.50E+07,3.60E+07,4.00E+07,2.10E+07,3.50E+07
NEG80,,Cer(d18:1/22:2)+HCOO,Cer(d40:3)+HCOO,Cer,(d18:1/22:2),(d18:1),(22:2),,,C41 H76 O5 N1,662.573,13.7421,0.100699,1.53244,0.006389409,5998309,4830564,6230217,6419418,6876127,6036989,7109449,8128793,1626561,3066435,3229295,3935662,4345645,6269351,6984018,4234272,4200352,4309528,4876311,1787163,3596382
NEG81,,Cer(d18:1/23:0)-H,Cer(d41:1)-H,Cer,(d18:1/23:0),(d18:1),(23:0),,,C41 H80 O3 N1,634.614,16.7354,0.0638858,1.50909,0.003100231,1953696,1524411,1960560,2042982,2212029,1520495,2440688,2103492,478977,1024771,1303426,1292858,1322825,1880571,1631954,1506896,1385603,1345968,1500094,829949,1555408
NEG82,,Cer(d18:1/23:0)+HCOO,Cer(d41:1)+HCOO,Cer,(d18:1/23:0),(d18:1),(23:0),,,C42 H82 O5 N1,680.62,16.7354,0.467477,1.58178,0.000398535,9.40E+07,7.60E+07,1.00E+08,1.10E+08,1.10E+08,7.90E+07,1.20E+08,1.00E+08,3.20E+07,5.00E+07,6.00E+07,6.10E+07,6.90E+07,8.20E+07,7.70E+07,7.10E+07,6.80E+07,7.30E+07,7.70E+07,4.20E+07,7.10E+07
NEG85,,Cer(d18:2/23:0)+HCOO,Cer(d41:2)+HCOO,Cer,(d18:2/23:0),(d18:2),(23:0),,,C42 H80 O5 N1,678.604,15.3743,0.0900804,1.22026,0.101748857,1.10E+07,9141067,1.20E+07,1.20E+07,1.20E+07,9634840,1.30E+07,1.20E+07,4327957,6261254,8490766,8590126,9927762,1.30E+07,1.20E+07,1.10E+07,8595102,9798968,1.00E+07,4341094,7789499
NEG87,,Cer(d18:2/23:0)+HCOO,Cer(d41:2)+HCOO,Cer,(d18:2/23:0),(d18:2),(23:0),,,C42 H80 O5 N1,678.604,15.6127,0.274829,1.47747,0.002739054,4.20E+07,4.10E+07,5.20E+07,5.50E+07,4.90E+07,4.40E+07,5.20E+07,5.60E+07,2.00E+07,2.30E+07,2.90E+07,3.00E+07,4.30E+07,5.30E+07,3.70E+07,3.00E+07,3.20E+07,3.30E+07,3.80E+07,1.70E+07,3.20E+07
NEG88,,Cer(d18:0+pO/24:0)+HCOO,Cer(d42:0+pO)+HCOO,Cer,(d18:0+pO/24:0),(d18:0+pO),(24:0),,,C43 H86 O6 N1,712.646,16.6707,0.0500136,2.10815,0.009038814,183219,1091566,1392956,1094643,1486982,812450,1893452,1173192,552289,507741,549605,722194,628374,236517,941810,191552,568521,852914,1057807,515389,922513
NEG90,,Cer(d18:1/24:0)-H,Cer(d42:1)-H,Cer,(d18:1/24:0),(d18:1),(24:0),,,C42 H82 O3 N1,648.63,17.4199,0.0886191,1.69715,0.000157678,3493384,2459579,3818050,3417277,4019882,3201601,3519660,4433247,1112099,1795591,1645380,2576957,2214622,2832998,2387925,2146395,2306781,2840891,2900843,1344665,2339136
NEG91,,Cer(d18:1/24:0)+HCOO,Cer(d42:1)+HCOO,Cer,(d18:1/24:0),(d18:1),(24:0),,,C43 H84 O5 N1,694.635,17.4199,0.602629,1.61532,0.000106364,1.70E+08,1.30E+08,1.70E+08,1.60E+08,1.80E+08,1.40E+08,1.90E+08,1.90E+08,6.10E+07,8.30E+07,8.50E+07,1.10E+08,1.10E+08,1.40E+08,1.30E+08,1.00E+08,1.20E+08,1.40E+08,1.30E+08,6.30E+07,1.20E+08
NEG93,,Cer(d18:0+pO/24:1)+HCOO,Cer(d42:1+pO)+HCOO,Cer,(d18:0+pO/24:1),(d18:0+pO),(24:1),,,C43 H84 O6 N1,710.63,15.2694,0.0532812,1.44185,0.003409024,1829631,1396893,1951717,1434307,1460970,1378621,1967327,1247150,826167,1053769,946181,743401,1417653,1460707,1282653,1054462,1324212,1073220,1215361,585422,1055118
NEG95,,Cer(d18:1/24:1)-H,Cer(d42:2)-H,Cer,(d18:1/24:1),(d18:1),(24:1),,,C42 H80 O3 N1,646.614,15.9814,0.119079,1.38418,0.010718206,8634338,8538485,7771473,8408639,9942102,7916914,1.00E+07,9510144,2909432,4899798,5678006,5466681,6559067,9455776,9165598,7109443,7506391,6834404,6540970,3772773,5900856
NEG96,,Cer(d18:1/24:1)+HCOO,Cer(d42:2)+HCOO,Cer,(d18:1/24:1),(d18:1),(24:1),,,C43 H82 O5 N1,692.62,15.9814,0.910691,1.45808,0.003748351,4.30E+08,4.30E+08,4.60E+08,4.60E+08,4.80E+08,3.70E+08,5.20E+08,4.40E+08,1.40E+08,2.30E+08,2.70E+08,2.70E+08,3.10E+08,4.50E+08,4.50E+08,3.40E+08,3.40E+08,3.40E+08,3.60E+08,2.00E+08,3.20E+08
NEG97,,Cer(d18:2/24:0)-H,Cer(d42:2)-H,Cer,(d18:2/24:0),(d18:2),(24:0),,,C42 H80 O3 N1,646.614,16.245,0.0346577,1.38852,0.139748003,1408312,1078823,1298239,1356953,1312550,473885,2524713,2007370,748107,725186,1018981,1377834,1382572,1450560,362824,1187957,1258665,923299,1051154,441339,1017972
NEG98,,Cer(d18:2/24:0)+HCOO,Cer(d42:2)+HCOO,Cer,(d18:2/24:0),(d18:2),(24:0),,,C43 H82 O5 N1,692.62,16.245,0.328665,1.41531,0.002436136,7.50E+07,6.40E+07,7.10E+07,9.00E+07,8.40E+07,7.30E+07,8.90E+07,9.40E+07,3.60E+07,3.90E+07,5.40E+07,5.70E+07,7.30E+07,6.60E+07,7.60E+07,5.10E+07,5.60E+07,6.20E+07,5.90E+07,3.20E+07,4.90E+07
POS11,,Cer(d18:1/16:0)+H,Cer(d34:1)+H,Cer,(d18:1/16:0),(d18:1),(16:0),,,C34 H68 O3 N1,538.519,12.4881,0.592137,1.2338,0.081550899,5.00E+08,4.40E+08,5.40E+08,5.30E+08,5.30E+08,4.60E+08,5.40E+08,6.30E+08,1.80E+08,4.80E+08,3.20E+08,4.00E+08,4.00E+08,6.30E+08,5.50E+08,4.30E+08,4.50E+08,4.60E+08,4.50E+08,4.50E+08,4.40E+08
POS12,,Cer(d18:1/16:0+O)+H,Cer(d34:1+O)+H,Cer,(d18:1/16:0+O),(d18:1),(16:0+O),,,C34 H68 O4 N1,554.514,12.0248,0.117648,1.68062,0.004167922,6789317,6679698,7693386,5888735,6983939,5435383,8195867,9374360,1009680,4953120,2719379,3449880,4100660,7666266,5991508,4049832,4963496,5582569,5484055,5409628,5487173
POS13,,Cer(d18:2/16:0)+H,Cer(d34:2)+H,Cer,(d18:2/16:0),(d18:2),(16:0),,,C34 H66 O3 N1,536.504,11.5372,0.138015,1.2353,0.065107307,2.10E+07,2.60E+07,2.80E+07,2.90E+07,3.40E+07,2.60E+07,2.40E+07,3.00E+07,1.10E+07,2.40E+07,1.60E+07,2.30E+07,2.60E+07,2.90E+07,2.90E+07,2.00E+07,2.10E+07,2.30E+07,2.40E+07,2.10E+07,2.20E+07
POS14,,Cer(d18:1/16:1)+H,Cer(d34:2)+H,Cer,(d18:1/16:1),(d18:1),(16:1),,,C34 H66 O3 N1,536.504,12.0193,0.139503,1.78616,0.000692973,7263220,8694082,8172106,6887176,9070685,6432679,9038400,1.00E+07,1392644,5525328,3441196,3628031,4178319,7742461,6684382,4148402,6303614,6696850,5750467,6084811,6982260
POS15,,Cer(d18:1/17:0)+H,Cer(d35:1)+H,Cer,(d18:1/17:0),(d18:1),(17:0),,,C35 H70 O3 N1,552.535,13.0337,0.173899,1.64126,0.00261513,1.40E+07,1.00E+07,1.20E+07,1.00E+07,1.30E+07,7782630,1.30E+07,1.10E+07,2381111,7947745,4814346,4941106,6774207,1.10E+07,1.00E+07,7427688,9013338,9677705,8072312,9353377,9238754
POS16,,Cer(d18:0/18:0)+H,Cer(d36:0)+H,Cer,(d18:0/18:0),(d18:0),(18:0),,,C36 H74 O3 N1,568.566,14.0093,0.128406,1.55231,0.004838554,9548600,7197739,8194549,8065224,7578694,5545996,9761540,8010681,2218744,4855961,3373005,4693137,6218108,8181148,7371302,4255095,6751856,6307917,5436680,6107548,6934632
