"","p.log","fc.log"
"TG(16:0/13:0/18:2)",1.02915203613814,0.39435
"TG(15:0/14:0/18:2)",0.167638941931638,-0.075043
"TG(11:0/18:1/18:2)",0.0810159668382334,-0.05115
"TG(11:0/18:2/18:2)",0.85110839903973,-0.39829
"TG(47:4)",0.429170548525586,-0.74235
"TG(16:0/11:2/20:3)",0.612416522916051,-0.17319
"TG(18:2/11:1/18:2)",0.852935444195005,-0.51706
"TG(18:0e/14:0/16:0)",0.146022759174884,0.051867
"TG(18:0p/14:0/16:0)",0.0312177251375363,0.015226
"TG(16:0/14:0/18:1)",0.0664706686040742,0.016488
"TG(16:1/14:0/18:1)",0.444614211968368,0.12928
"TG(16:0/14:0/18:2)",0.0560612986513835,-0.084437
"TG(48:5)",3.86308007401517,0.47484
"TG(18:1/12:2/18:2)",0.0575718149391446,-0.047601
"TG(18:2/12:2/18:2)",0.0197579518515487,-0.018942
"TG(18:2/10:1/20:4)",0.00655861114858751,0.006259
"TG(16:0/16:0/17:0)",1.23161490506415,0.35317
"TG(15:0/13:0/21:1)",0.491873858096251,0.20016
"TG(15:0/16:0/18:1)",2.79124937790766,-0.25251
"TG(20:0/10:2/19:0)",0.476565745708792,0.11548
"TG(15:0/16:0/18:2)",2.25859248158437,-0.25901
"TG(16:0/10:2/23:1)",0.811904023705555,0.21478
"TG(15:0/16:1/18:2)",1.5170267354568,-0.19564
"TG(16:0/14:4/19:0)",0.295767621028792,0.17374
"TG(15:0/16:1/18:3)",0.220576316575916,-0.16636
"TG(18:2/13:0/18:2)",2.31790593819535,-0.45091
"TG(18:0e/16:0/16:0)",0.19940011503972,0.057587
"TG(16:0e/16:0/18:1)",0.437195399687627,0.074001
"TG(16:0e/16:0/18:2)",1.36234539100343,0.28189
"TG(16:0/16:1/18:3)",3.91655241305053,-1.2303
"TG(18:4/16:0/16:0)",5.44680050999445,-1.6431
"TG(14:0/18:2/18:2)",0.503862210227512,0.19572
"TG(16:0/14:0/20:4)",0.540540596205619,-0.47145
"TG(18:4/16:0/16:1)",4.27131085970629,-1.4588
"TG(18:1/14:2/18:2)",0.249579128965723,-0.2002
"TG(16:0/12:0/22:6)",0.123788764485826,0.12301
"TG(16:0e/12:0/22:6)",0.529319822639222,0.51791
"TG(18:3/14:2/18:2)",1.71648747872589,-0.75207
"TG(10:0/18:2/22:6)",0.393537579175669,-0.31179
"TG(16:0/16:0/19:0)",1.63840404481031,0.47782
"TG(16:0/17:0/18:1)",1.56732860175093,-0.13411
"TG(15:0/18:1/18:1)",0.645583845782931,0.13669
"TG(16:0/17:0/18:2)",0.353836038525313,-0.093867
"TG(16:0/17:1/18:2)",1.90763672558766,0.4361
"TG(16:0/17:1/18:3)",0.221008571416954,-0.11189
"TG(15:0/18:3/18:3)",0.935351154304153,-0.33024
"TG(18:4/15:0/18:2)",1.6369540468781,-0.72572
"TG(16:0/13:0/22:6)",0.0501081862389202,-0.0369
"TG(15:0/14:0/22:6)",2.62612295133911,-0.32296
"TG(22:3/11:2/18:2)",1.82162735565653,-0.61123
"TG(20:5/13:0/18:2)",0.500293629038066,-0.37931
"TG(11:0/18:2/22:5)",1.19358355994732,-0.30146
"TG(20:0e/16:0/16:0)",0.446436368518311,0.1289
"TG(18:0e/16:0/18:1)",0,0
"TG(18:0/16:0/18:2)",1.02280430528344,-0.7444
"TG(16:0e/18:1/18:1)",1.67571634229119,0.43217
"TG(18:0p/16:0/18:2)",3.01627082640852,0.40742
"TG(16:0e/18:2/18:2)",1.92267735135755,0.43706
"TG(18:4/16:0/18:1)",7.39367530733593,-1.8989
"TG(52:5)",0.00716848486493548,-0.0023213
"TG(52:6)",0.418999497361027,-0.27219
"TG(16:0/14:0/22:6)",0.0580458776640561,0.025153
"TG(16:0e/14:0/22:6)",0.0961055063154027,0.085836
"TG(18:4/16:1/18:3)",3.93093623592601,-0.79482
"TG(12:0/18:2/22:6)",0.0239069397382425,0.038577
"TG(16:1p/18:3/18:4)",0.588717405380494,-0.26593
"TG(16:1p/18:4/18:4)",0.57563588785105,-0.20958
"TG(16:0/16:0/21:0)",1.86225088375889,0.65869
"TG(16:0/18:1/19:0)",0.0802670489928947,-0.015682
"TG(17:0/18:1/18:1)",0.364794669929583,-0.11736
"TG(19:1/17:1/17:1)",0.406493022115241,0.17195
"TG(17:0/18:2/18:2)",0.300865996785978,-0.071281
"TG(18:1/17:1/18:3)",0.169940415169945,-0.032697
"TG(53:6)",0.319320025847852,-0.21546
"TG(15:0/16:0/22:6)",6.14677825087922,-0.5356
"TG(18:4/17:1/18:2)",3.58310369981953,-0.87507
"TG(18:2/13:0/22:6)",2.59215038781367,-0.91634
"TG(18:0/16:0/20:0)",2.08517870914374,0.73621
"TG(18:0/18:0/18:1)",1.01707400312792,0.14018
"TG(18:2p/18:4/18:4)",0.268817362250542,-0.095101
"TG(20:0e/16:0/18:1)",0.158577080407433,0.038372
"TG(18:0e/18:1/18:1)",0.750118199158968,0.16094
"TG(18:0/18:1/18:2)",0.129705035796628,0.093495
"TG(18:0e/18:1/18:2)",1.63381080536303,0.33304
"TG(18:0e/18:2/18:2)",2.5446651572476,0.4273
"TG(16:0/18:1/20:4)",1.38254768079689,-0.12374
"TG(54:6)",0.0480021412988795,-0.047653
"TG(16:0/16:0/22:6)",0.0777924150776249,-0.024768
"TG(16:0e/16:0/22:6)",0.159145656008124,0.043356
"TG(54:6p)",0.044961921950855,0.023574
"TG(18:2p/18:1/18:3)",0.168919973015516,-0.058299
"TG(16:1p/18:3/20:3)",0.102521492984312,0.071479
"TG(14:0/18:2/22:6)",0.0565166618082367,0.03462
"TG(16:1p/18:3/20:4)",0.336965844501702,-0.065235
"TG(18:2p/18:3/18:4)",0.69040895835267,-0.23924
"TG(16:0/16:0/23:0)",1.38721827073849,0.73571
"TG(16:0/18:1/21:0)",0.367459496376766,0.069263
"TG(55:10)",1.14517580915252,-0.28214
"TG(19:1/18:1/18:1)",0.113325260352051,-0.04256
"TG(19:0/18:1/18:2)",0.0804664179071869,-0.019651
"TG(19:1/18:1/18:2)",1.24312013661612,0.38568
"TG(19:1/18:1/18:3)",0.156907456069844,0.089886
"TG(17:0/18:2/20:4)",0.220331995228675,-0.079727
"TG(16:0/17:0/22:6)",3.65655508669453,-0.48796
"TG(55:7)",1.2100671776105,-0.52167
"TG(18:2/17:1/20:4)",0.243188015816295,-0.060754
"TG(16:0/17:1/22:6)",2.30746321299519,-0.51961
"TG(55:8)",1.05842756703295,-0.36388
"TG(16:0/16:0/24:0)",2.12757139141681,1.0049
"TG(16:0/18:1/22:0)",0.430691931725228,-1.1813
"TG(12:0p/22:5/22:5)",2.0182338700023,-0.20976
"TG(20:0e/18:0/18:1)",0.258434330747234,0.081196
"TG(20:0p/18:0/18:1)",1.28777792842084,0.21488
"TG(20:0/18:1/18:1)",0.119116151900185,0.064317
"TG(18:0/18:1/20:1)",0.118402058838117,-0.089498
"TG(20:0/18:1/18:2)",0.218412059436103,-0.074478
"TG(20:0e/18:1/18:2)",0.804979268591082,0.152
"TG(20:0e/18:2/18:2)",0.941724609238275,0.19817
"TG(18:0/18:1/20:4)",0.362176632756183,-0.070605
"TG(18:1/18:2/20:3)",0.441081315352534,0.084064
"TG(16:0/18:2/22:4)",0.1894968420962,-0.052202
"TG(18:0/16:0/22:6)",1.08970579820586,-0.28414
"TG(18:0e/16:0/22:6)",0.440044645157405,-0.093659
"TG(56:6p)",0.625822500700526,-0.15403
"TG(20:3/18:2/18:2)",0.846828946436776,0.37627
"TG(18:1/18:2/20:4)",1.04092704319085,-0.10497
"TG(16:0/18:2/22:6)",2.22702471253868,0.25192
"TG(16:0e/18:1/22:6)",1.02328291114534,0.16285
"TG(18:1p/18:3/20:3)",0.564186548835528,-0.15717
"TG(20:5/18:2/18:2)",7.34577171545223,-0.74846
"TG(16:0e/18:2/22:6)",0.363191224298452,0.07722
"TG(12:0p/22:4/22:4)",0.0225522902851637,0.0071127
"TG(18:3/18:2/20:4)",1.09269006322882,-0.63905
"TG(16:1/18:2/22:6)",0.558141887437512,0.11407
"TG(16:0/18:3/22:6)",0.867677071049307,-0.1602
"TG(20:1p/18:4/18:4)",0.654311842869496,-0.20136
"TG(25:0/16:0/16:0)",1.59994020124551,0.80735
"TG(16:0/18:1/23:0)",1.2403768933716,0.22146
"TG(18:1/18:1/21:0)",0.931275619429803,0.29653
"TG(18:1/18:2/21:0)",0.0700082248595379,-0.024045
"TG(18:1/18:2/21:1)",0.112339673280633,0.043657
"TG(18:2/18:2/21:1)",0.634052820757013,-0.18091
"TG(19:1/18:1/20:4)",0.0364058137589801,0.022601
"TG(16:0/19:0/22:6)",0.278797144687089,0.13541
"TG(19:0/18:2/20:5)",0.613932456929897,-0.29993
"TG(22:5/17:1/18:2)",0.042200472124304,-0.011405
"TG(18:1/17:1/22:6)",0.00615672184519449,0.0027851
"TG(18:0/16:0/24:0)",2.14128386506996,1.1865
"TG(16:0/18:1/24:0)",1.49795779133597,0.31946
"TG(18:3/20:5/20:5)",0.244229082588054,-0.14636
"TG(16:0/18:1/24:1)",0.358280731893016,0.13662
"TG(20:0e/18:1/20:1)",1.61496165680659,0.41674
"TG(20:1/18:1/20:1)",0.607116906860378,0.16466
"TG(58:3e)",1.69329498005493,0.26679
"TG(58:3p)",0.511471423500772,0.17139
"TG(18:1/18:2/22:2)",0.301500672104957,-0.27877
"TG(18:1/18:1/22:4)",0.995560305922513,0.3061
"TG(18:0/18:0/22:6)",1.34525937508853,-0.29956
"TG(58:6e)",1.87536771568297,-0.42234
"TG(20:1/18:2/22:4)",2.15361242148204,0.54057
"TG(18:0e/18:1/22:6)",0.17905075958192,-0.038208
"TG(18:0p/18:1/22:6)",2.3756088505075,0.39061
"TG(22:4/18:2/18:2)",0.611452746971107,0.3431
"TG(18:1/18:1/22:6)",0.489489062429659,0.25987
"TG(58:9e)",0.420781519000742,0.060626
"TG(14:0p/22:4/22:5)",0.0128725674630922,0.0045583
"TG(25:0/16:0/18:1)",2.14871037252894,0.3887
"TG(18:1/18:1/23:0)",1.32223825877082,0.21365
"TG(18:1/18:2/23:0)",1.32170262443654,0.15335
"TG(18:1/18:2/23:1)",0.473327784512755,-0.26691
"TG(18:2/18:2/23:1)",0.0633372232424589,0.0096502
"TG(18:3/18:2/23:1)",0.733097532842026,0.23232
"TG(19:1/18:2/22:5)",0.0173936343967985,0.0075141
"TG(26:0/16:0/18:0)",3.20718961634353,1.4142
"TG(26:0/16:0/18:1)",2.08686479614668,0.455
"TG(22:4/18:2/20:4)",3.68110222279617,0.48543
"TG(18:2/20:4/22:6)",0.848028951328671,0.20219
"TG(16:0/22:6/22:6)",1.65238119615275,0.31521
"TG(20:5/18:2/22:6)",0.0844861356012473,-0.033947
"TG(18:1/18:1/24:0)",1.38176978479577,0.27528
"TG(18:1/18:1/24:1)",0.288940559039091,0.085021
"TG(18:1/18:2/24:1)",0.259092313871165,0.18471
"TG(18:1/18:2/24:2)",1.24924349777854,0.2303
"TG(24:1/18:2/18:2)",0.265547735323246,0.069963
"TG(24:2/18:2/18:2)",1.04137192587638,0.53051
"TG(20:0e/18:1/22:6)",1.831783003307,-0.29639
"TG(20:1/18:1/22:6)",0.635314624514206,0.46949
"TG(20:3/18:2/22:4)",2.43489729035235,0.41504
"TG(27:0/16:0/18:1)",2.77221133196375,0.51542
"TG(25:0/18:1/18:1)",2.05071609525797,0.36754
"TG(25:0/18:1/18:2)",0.925137270569009,0.24855
"TG(25:1/18:1/18:2)",0.230831471086329,-0.095578
"TG(25:1/18:2/18:2)",1.06925981133081,0.12262
"TG(28:0/16:0/18:1)",2.26322875318214,0.60033
"TG(22:2/18:2/22:6)",4.63488920016464,0.61345
"TG(22:5/18:2/22:6)",4.02343112104506,0.7856
"TG(18:1/22:6/22:6)",2.85921269461391,0.62504
"TG(18:2/22:6/22:6)",1.64552760035164,0.67088
"TG(26:1/18:1/18:1)",2.14369161546214,0.31137
"TG(26:1/18:1/18:2)",0.545968310098347,0.27496
"TG(24:1/18:2/20:3)",0.326988244786551,0.12638
"TG(24:1/18:2/20:4)",0.543036537620836,0.38674
"TG(18:1/22:2/22:5)",1.5441423187991,0.57642
"TG(22:3/18:2/22:4)",1.18433455286537,0.39374
"TG(29:0/16:0/18:1)",3.29544151333707,0.7146
"TG(29:1/16:0/18:1)",1.95005442597198,0.34772
"TG(27:1/18:1/18:1)",2.19856090295518,0.35646
"TG(27:1/18:1/18:2)",1.22348721260156,0.37478
"TG(27:1/18:2/18:2)",0.189655200208606,0.047306
"TG(30:1/16:0/18:1)",1.04603986698102,0.31246
"TG(28:1/18:1/18:1)",2.40824311088456,0.442
"TG(28:1/18:1/18:2)",1.60936957287529,0.22651
"TG(28:1/18:2/18:2)",0.84952689411206,0.17743
"TG(18:1/22:4/24:1)",0.1425947296936,0.10154
"TG(22:4/18:2/24:2)",1.83858105379435,0.603
"TG(29:0/18:0/18:1)",3.79087132668278,1.0134
"TG(29:1/18:1/18:1)",1.33526662800542,0.27951
"TG(29:1/18:1/18:2)",1.15340174737815,0.3444
"TG(29:1/18:2/18:2)",0.557088545253883,0.14923
"TG(30:0/18:0/18:1)",3.40623785839328,1.01
"TG(30:0/18:1/18:1)",3.23757271833717,0.48092
"TG(30:0/18:1/18:2)",0.592514401153667,0.2078
"TG(30:1/18:1/18:1)",1.96032455545517,0.33313
"TG(30:1/18:1/18:2)",0.701341488120555,0.21239
"TG(30:1/18:2/18:2)",0.757820371419843,0.11838
"TG(67:1)",3.92084293404699,1.4984
"TG(67:2)",2.68865327449406,0.48325
"TG(67:3)",1.94005878089163,0.3713
"TG(67:5)",0.477951113911401,0.14958
"TG(68:1)",2.97688681419747,1.2147
"TG(68:2)",3.02011222894273,0.57154
"TG(68:3)",2.55450911867171,0.42768
"TG(68:4)",0.346132375361149,0.11582
"TG(30:1/18:2/20:1)",0.999720874455195,0.2576
"TG(30:1/18:2/20:2)",0.870502061230499,0.20122
"TG(30:1/18:2/20:3)",0.0806533715132939,0.047958
"TG(69:2)",2.42118392678526,0.65896
"TG(69:3)",1.88645829740865,0.39623
"TG(27:1/18:1/24:2)",1.72520240614551,0.40393
"TG(69:5)",0.860212332871283,0.2074
"TG(70:2)",2.93220490060344,0.69515
"TG(70:3)",2.52107620077761,0.57575
"TG(70:4)",1.84395064045798,0.41823
"TG(70:5)",1.59911988220087,0.34445
"TG(30:0/18:2/22:4)",0.937768280848953,0.34104
"TG(71:4)",2.01723736966033,0.51625
"TG(71:5)",1.12729319522499,0.31928
"TG(72:3)",2.47548921287394,0.62149
"TG(72:4)",2.24070179361125,0.5174
"TG(72:5)",1.97224728620536,0.45792
"Cer(d18:1/16:0)",0.834599728194144,0.26495
"Cer(d18:1/18:0)",3.01462092793034,0.9472
"Cer(d18:1/19:0)",2.07737019410373,0.57928
"Cer(d18:1/20:0)",4.392626584668,0.86736
"Cer(d18:1/22:0)",3.70722121895733,0.72549
"Cer(d18:1/23:0)",3.43213096811478,0.61783
"Cer(d18:1/24:0)",3.65023847052358,0.68736
"Cer(d18:1/24:1)",2.95637753501347,0.56171
"Cer(d18:1/24:2)",2.66545991671486,0.57679
"Cer(d18:2/16:0)",1.61270161488533,0.37677
"Cer(d18:2/18:0)",2.94192166745133,0.70884
"Cer(d18:2/20:0)",4.56192578697252,0.79023
"Cer(d18:2/22:0)",2.7168667880459,0.52419
"Cer(d18:2/23:0)",2.94812135656373,0.47596
"Cer(d18:2/24:0)",2.5885936899525,0.50175
"Cer(d18:2/24:2)",1.40397622897683,0.52327
"CerG1(d18:1/24:1)",3.3340149036217,0.83928
"CerG1(d28:1)",0.176704850465418,0.26552
"CerG1(d30:1)",0.894475903426224,0.15768
"Co(Q9)",2.91115806006669,0.59806
"DG(16:0/18:2)",3.58159584089479,0.69636
"DG(18:1/18:2)",3.42483131280213,0.75618
"DG(18:1/22:5)",2.66651126716174,1.3392
"DG(18:2/18:2)",3.41302864050127,0.73368
"DG(18:3/18:2)",0.404754788394283,0.12883
"DG(28:0e)",0.365488044949729,0.22772
"DG(28:0p)",0.360608884185863,0.27441
"DG(32:1p)",0.00652639702616091,-0.0034391
"DG(32:2p)",0.0165823107042815,-0.0033946
"DG(33:1p)",1.38443888304763,-0.21812
"DG(34:1e)",0.769816281068431,0.22277
"DG(34:1p)",0.287957416190181,0.10436
"DG(34:2p)",0.761720737285724,-0.094215
"DG(34:3p)",0.30592214082577,-0.097024
"DG(36:1e)",0.56420113307159,-0.15545
"DG(36:2p)",0.17812946931223,0.041027
"LPC(14:0)",2.49551731177977,0.69681
"LPC(16:0)",3.63958058894584,0.57304
"LPC(16:1)",3.232779863568,0.68167
"LPC(17:0)",2.55384336626274,0.44253
"LPC(18:0)",6.36823959854756,1.0265
"LPC(18:1)",2.55118865237532,0.66976
"LPC(18:2)",2.5654778328959,0.96103
"LPC(18:3)",3.52370270753666,0.55528
"LPC(19:0)",2.64543248984974,0.68716
"LPC(20:0)",1.55029191683479,0.36321
"LPC(20:2)",2.91375605140561,0.71728
"LPC(20:3)",6.20799006914024,0.95897
"LPC(20:4)",2.65359649701834,0.94245
"LPC(22:6)",3.52718896323803,1.1313
"LPE(16:0)",4.10920959467811,0.90689
"LPE(16:1)",2.69759098666374,0.52369
"LPE(17:0)",3.94820829056196,1.184
"LPE(18:0)",5.7183696971916,1.3826
"LPE(18:1)",3.50936723526494,0.77077
"LPE(18:2)",2.16219440243227,1.0501
"LPE(20:1)",2.67827998988525,0.691
"LPE(20:4)",3.29005203021755,1.2021
"LPE(22:5)",0.460748706015794,0.27707
"LPE(22:6)",4.51789031121423,1.1442
"LPI(18:0)",3.6508844919536,1.1292
"LPS(18:0)",0.738759258538017,-0.24163
"PC(16:0/16:0)",1.06529904478926,0.21558
"PC(16:0/18:3)",3.79194022487988,0.9769
"PC(16:0/20:5)",3.14511725642201,1.0369
"PC(18:0/18:0)",3.64284097197767,0.98619
"PC(18:0/20:4)",4.87417199478235,0.77237
"PC(18:0e/18:2)",3.49273694490641,0.81038
"PC(18:2/18:2)",2.3330519117974,0.7217
"PC(18:2/20:4)",3.98100320980506,1.0416
"PC(32:1)",0.887634156032594,0.37197
"PC(32:1e)",3.1189706176797,0.7291
"PC(34:1)",4.30732249200295,0.76725
"PC(34:3)",4.22917701097548,1.1128
"PC(35:3)",2.6380214001408,0.88779
"PC(36:3)",4.27363173330332,0.81969
"PC(36:4)",3.13074043026604,0.74758
"PC(36:4p)",4.25456906509526,1.035
"PC(36:5)",3.20546731332585,1.168
"PC(38:4)",5.91259567657336,1.0088
"PC(38:4e)",4.22934795342419,1.1881
"PC(38:4p)",2.42621972176082,0.96886
"PC(38:5)",2.28693369534171,0.50667
"PC(38:6)",1.87597675328017,1.2348
"PC(39:5)",3.51061916062111,1.004
"PC(40:4)",4.91399301406122,1.1322
"PC(40:5)",4.18174979875208,0.78759
"PC(40:6)",5.65120316149479,1.422
"PC(40:7)",3.11583186339604,0.95566
"PE(16:0/18:1)",4.53155807248901,1.2745
"PE(16:0p/18:1)",3.36914491897712,0.80249
"PE(16:0p/20:3)",3.24587836073667,1.0704
"PE(16:0p/20:4)",2.60449594289271,0.64178
"PE(16:0p/20:5)",2.20361776534858,0.38049
"PE(16:0p/22:5)",2.84835121651042,0.73026
"PE(16:0p/22:6)",3.95192270979881,0.87003
"PE(16:1/22:6)",3.22256445261499,0.88143
"PE(17:0/20:4)",4.94240637416141,1.2023
"PE(17:0/22:6)",4.61626518173544,1.2511
"PE(18:0/18:1)",5.28492106722021,1.4639
"PE(18:0/18:2)",5.13992907015835,1.152
"PE(18:0/20:4)",5.14079252598215,1.1402
"PE(18:0/22:4)",2.19756780688901,0.6158
"PE(18:0/22:5)",2.30405074358594,0.65269
"PE(18:0p/20:4)",3.66127361885125,0.64386
"PE(18:0p/22:4)",3.48641643838389,0.86678
"PE(18:0p/22:5)",3.32880273726654,0.88958
"PE(18:0p/22:6)",3.82244722920653,0.8463
"PE(18:1/18:1)",4.2985970898495,1.1366
"PE(18:1/18:2)",3.61590665797178,0.62769
"PE(18:1/22:6)",3.19339390811074,0.54453
"PE(18:1p/22:6)",3.04983130161172,0.8945
"PE(18:2/18:2)",4.88064570340053,1.5448
"PE(18:2/20:4)",3.82932361738313,1.1599
"PE(18:2/22:6)",4.41927027514795,1.7291
"PE(20:0p/20:4)",2.94578878184709,0.61981
"PE(20:0p/22:6)",3.78604403831236,0.74692
"PE(21:4)",0.082231324677571,-0.11521
"PE(34:3)",4.04843198750044,1.0196
"PE(36:2)",0.25014019726176,0.41527
"PE(38:1)",3.58200288141603,0.59794
"PG(18:1/18:2)",4.45443591554916,1.2147
"PG(18:2/18:2)",3.3263413946883,0.91956
"PG(34:1p)",0.559275179595357,0.14561
"PI(16:0/20:4)",3.97747808406904,0.67531
"PI(16:0/20:5)",3.32662277237675,1.4912
"PI(18:0/20:3)",2.60491309586881,1.1442
"PI(18:0/20:4)",4.1821619501548,0.86687
"PI(18:0/20:5)",4.70659580326463,1.2543
"PI(18:1/18:1)",3.80111066218019,2.1528
"PI(18:1/20:4)",3.12035024756283,0.80856
"PI(36:3)",3.34866695538072,1.5227
"PS(16:0/22:6)",4.47105939415844,0.79215
"PS(18:0/18:1)",3.34537059538328,0.80426
"PS(18:0/20:4)",0.271931864884111,-0.062841
"PS(18:0/22:4)",3.78462730910576,0.89616
"PS(18:0/22:5)",1.85987631983124,0.26129
"PS(18:0/22:6)",4.71928425458855,0.74162
"PS(18:1/18:1)",2.70847596173774,0.46626
"PS(18:1/22:6)",2.74613292080209,0.61958
"PS(18:1/24:0)",2.78039616423031,0.77173
"PS(38:3)",3.19537213011418,0.67164
"PS(38:4p)",0.0805566674329424,0.092532
"PS(40:1)",1.79979695607035,0.46457
"SM(d32:1)",1.6025962387522,0.26038
"SM(d33:1)",2.96898455904078,0.36773
"SM(d34:0)",2.49906066199799,0.26946
"SM(d34:1)",4.70744544920476,0.82208
"SM(d34:1+pO)",4.43858907411767,0.5439
"SM(d36:1)",2.98174708369932,0.68979
"SM(d38:1)",4.80554858295582,0.82241
"SM(d39:1)",2.90732329587089,0.3505
"SM(d40:0)",3.23785873126338,0.53152
"SM(d41:0)",0.692357102302289,-0.10988
"SM(d41:1)",4.38019448108551,0.38014
"SM(d41:2)",0.771972971472738,0.34986
"SM(d42:0)",3.48819050363662,0.60733
"SM(d42:1)",3.26629205777426,0.49456
"SM(d42:2)",3.90060601254704,0.52462
"SM(d42:2+pO)",0.178318871329361,-0.12794
"SQDG(37:6)",0.47413330388452,0.14015
"TG(10:0/10:0/12:0)",0.3521534054689,0.45721
"TG(10:0/12:0/12:0)",0.540401774923905,0.63258
"TG(10:0/12:0/14:0)",0.0587975627019182,-0.019167
"TG(10:0/18:1/18:3)",0.260057387552767,0.35394
"TG(11:0/12:0/18:2)",0.228978887315763,-0.17258
"TG(12:0/14:0/18:2)",0.0984254006411477,0.1371
"TG(12:0/18:2/18:2)",0.0140639839766625,0.014562
"TG(12:0/18:2/18:3)",0.0238139424138601,-0.037281
"TG(12:0/18:2/20:5)",1.1038939113294,-0.6457
"TG(14:0/18:2/18:3)",0.3720798029407,-0.19196
"TG(15:0/14:0/16:0)",0.214664361938373,-0.18281
"TG(15:0/16:0/16:1)",0.381063860900388,-0.13895
"TG(15:0/18:1/18:2)",4.02915214222679,-0.20945
"TG(15:0/18:1/18:3)",2.41764045401561,-0.30514
"TG(15:0/18:2/18:3)",2.17003266071155,-0.39457
"TG(15:0/18:2/20:5)",3.86033562624808,-0.76537
"TG(15:0/18:2/22:6)",0.762896974202064,-0.6898
"TG(16:0/10:1/18:2)",0.233633343768766,-0.3201
"TG(16:0/12:0/18:2)",0.202245971902781,0.16046
"TG(16:0/12:0/18:3)",0.310634352136997,0.29892
"TG(16:0/14:0/18:3)",0.382350091060326,0.17764
"TG(16:0/16:0/16:0)",0.340234482470013,0.54498
"TG(16:0/16:0/18:1)",0.249368935139173,-0.03157
"TG(16:0/16:0/18:2)",0.0861969388177148,-0.070479
"TG(16:0/16:0/18:3)",0.200990843825815,0.018224
"TG(16:0/16:0/24:1)",0.997055192901655,0.19114
"TG(16:0/16:1/18:1)",0.118427093317889,-0.027157
"TG(16:0/18:1/18:1)",2.17940406361599,-0.048094
"TG(16:0/18:1/18:2)",0.0762096229391076,-0.22652
"TG(16:0/18:1/18:3)",1.57361304130494,-0.13112
"TG(16:0/18:1/22:6)",1.25312482793085,0.13878
"TG(16:0/18:2/18:2)",0.356532126671708,0.4024
"TG(16:0/18:2/18:3)",0.588761874519471,-0.26903
"TG(16:0/18:2/20:4)",2.35180292087084,-0.24558
"TG(16:0/9:0/18:1)",0.0655909434268359,-0.046294
"TG(16:0/9:0/18:2)",1.14731710367396,-0.42502
"TG(16:1/18:1/18:2)",0.543180858856357,0.39449
"TG(16:1/18:1/18:3)",1.89091624003973,-0.14095
"TG(16:1/18:2/18:3)",4.62016526629414,-0.47603
"TG(16:1/9:0/18:2)",1.54704277046266,-0.41673
"TG(17:0/18:1/18:2)",1.39895200451667,-0.13006
"TG(17:0/18:1/18:3)",0.153414202619122,0.085509
"TG(17:0/18:1/22:6)",0.207730368532691,0.081942
"TG(18:0/16:0/16:0)",1.7028829139687,0.54314
"TG(18:0/16:0/18:0)",0,0
"TG(18:0/16:0/18:1)",0.26078021035168,-0.059379
"TG(18:0/18:1/18:1)",0.0301906066961881,-0.0032751
"TG(18:1/12:0/18:3)",0.152109050703772,0.16185
"TG(18:1/14:0/18:3)",0.693830634394699,0.2319
"TG(18:1/18:1/18:1)",0.143994885822085,-0.040499
"TG(18:1/18:1/18:2)",0.427328705073071,0.18463
"TG(18:1/18:1/22:5)",1.31296501631227,0.30948
"TG(18:1/18:2/18:2)",0.803582680016101,-0.84521
"TG(18:1/18:2/18:3)",1.73149018738114,1.6273
"TG(18:1/18:2/20:2)",0.276689937563215,0.13237
"TG(18:1/18:2/22:1)",1.17978869507076,-0.31719
"TG(18:1/18:2/22:6)",2.25631588095447,0.22239
"TG(18:2/10:1/18:2)",0.0826059356966604,-0.089917
"TG(18:2/14:2/18:2)",0.153565934989666,-0.10681
"TG(18:2/17:1/18:2)",3.78318146859391,-0.33386
"TG(18:2/17:1/22:6)",2.17434551915248,-0.29999
"TG(18:2/18:2/20:4)",1.40068380911074,-0.25809
"TG(18:2/18:2/22:6)",0.870210704002429,0.13791
"TG(18:3/12:1/18:2)",0.154844619933466,0.15038
"TG(18:3/13:0/18:2)",2.50843864396034,-0.67111
"TG(18:3/17:1/18:2)",3.46320497861958,-0.67905
"TG(18:3/18:2/18:2)",1.50156322041509,-0.34104
"TG(18:3/18:2/18:3)",7.73117283210845,-0.92663
"TG(18:3/18:2/22:6)",1.40782260203759,-0.44672
"TG(18:4/16:0/18:2)",1.4360762978809,-0.31187
"TG(18:4/16:1/18:2)",0.823593722848359,-0.44915
"TG(19:0/18:1/18:1)",0.00993785829413479,-0.0053832
"TG(19:1/18:2/18:2)",0.692357102302289,-0.085576
"TG(19:1/18:2/18:3)",0.544704399561652,-0.25154
"TG(20:1/18:1/18:2)",0.28333230231519,0.095474
"TG(26:0/18:1/18:1)",3.06531440653252,0.47114
"TG(26:1/18:2/18:2)",1.06558299234016,0.25688
"TG(29:0/18:1/18:1)",2.2281857097876,0.5047
"TG(30:0/16:0/18:1)",3.1386737079409,0.81214
"TG(4:0/12:0/18:2)",1.51367350084212,0.84432
"TG(4:0/16:0/18:3)",0.364031749688001,-0.34639
"TG(4:0/18:1/18:3)",1.04377146883723,-0.12623
"TG(4:0/18:2/19:1)",0.854596309954194,-0.45686
"TG(4:0/18:2/20:4)",0.0306538411039771,-0.0092333
"TG(4:0/18:3/18:3)",1.81377451406036,0.49681
"TG(4:0/18:3/19:1)",0.165395348872172,0.038474
