"","Sample430","Sample433","Sample439","Sample464","Sample191","Sample197","Sample270","Sample428","Sample429"
"Q92563",15061510.36,4962104.977,19217949.27,15101346.29,30574667.05,7296541.549,20361399,49091551.79,32326169.39
"O00584",48627403.63,14205193.38,61358352.41,27595394.79,44936832.28,18275361.97,48012674.53,42945836.15,48412202.58
"P61769",2830686595,673880394.7,1793618945,2428500004,2995716739,1057789216,2646126019,1077714251,2680034241
"Q13740",13568813.83,2376103.656,19426108.09,5962101.991,22937540.87,5119773.724,18985910.47,16299423.89,16771493.83
"Q9HDB5",765945.7803,1052757.516,1305893.687,3281803.052,2317487.494,885152.5846,1768018.848,6780578.149,5640825.022
"P19320",14064727.52,7075663.875,16996169.01,11470388.91,13024500.84,12260409.11,22475970.35,5362752.981,16675867.26
"P40189",25654397.13,8023614.773,25516084.95,13977112.67,19182823.83,11420868.72,14367613.49,28872661.86,25510735.59
"Q99674",14393975.33,3509950.668,16671872.77,3592952.468,14296929.7,7063626.332,22382762.66,19448734.3,23873438.11
"P00915",106733.631,27757704.13,9053939.811,1903062.906,13463698.93,211989.9291,672044.9584,63528.99644,3631566.249
"P61916",245306791.7,102671180.8,348234218.4,306933629.2,391706304,155180013,312374458.7,331882955.8,369019621.6
"Q14767",7155964.363,3879372.457,6946909.403,8551913.712,15536256.98,8303668.521,7568992.724,4645586.11,10876850.46
"O94919",4108038.319,1187198.832,6240807.248,5338709.748,27406332.66,1459674.553,12571586.96,10828567.84,6936625.054
"P07737",14041720.77,7629520.063,51990189.53,7588015.935,4882252.03,10034398.63,6269445.589,5484233.374,6719981.275
"Q01459",16870113.77,5047685.031,14710337.32,9706522.816,15807199.5,9007371.117,10920710.22,21118831.5,12921321.25
"Q9NPY3",4715510.939,6112953.047,4232275.086,4718951.735,4281490.503,4282851.573,2856317.526,506335.4393,9324369.67
"Q12841",22994273.19,14315455.03,50938641.88,43740170.36,46055869.18,14968250.63,60591881.44,43940691.31,57289025.16
"Q24JP5",14892822.36,7122180.953,19044192.38,12513270.62,18123966.59,7848320.138,12222442.79,17300446.98,10773813.3
"P23470",11029773.12,4754748.656,16361949.04,6111833.959,9691827.641,5291293.952,9596986.256,14076916.01,12284584.95
"P62937",12947499.43,3448027.328,58698002.16,10029610.48,8561840.913,7456703.33,15880915,7387074.439,7862046.608
"Q6UX71",30280233.37,17486465.16,49631285.33,35347043.74,27443071.47,30962625.12,23449539.59,44275017.85,32631022.5
"P26927",31924952.96,40881509.88,62263906.2,34140998.96,59367130.71,33401800.57,26524434.11,34184217.28,26436724.71
"P27918",8030343.722,37690254.5,7366168.127,6498170.15,6007824.023,37913869.3,14558446.18,3108125.192,12300030.2
"Q969P0",16869652.4,4256843.906,19407996.75,11308294.25,15170216.96,8625906.65,10035001.69,24816053.54,16391464.94
"O15031",4863944.692,1335728.086,5779931.686,3420266.223,3028417.98,2420704.816,2538280.137,5017637.111,3121779.577
"Q02985",7464420.529,10554208.75,2877053.128,10952804.83,5465453.69,12382040.04,8785641.504,2651639.025,14936200.89
"P15169",8180632.463,60073897.25,4154608.092,9593117.867,3811647.031,44368187.76,10626280.44,915826.4322,11431989.32
"P00338",3757480.045,7179325.438,16486188.78,3012373.314,2310411.594,7095857.931,5678295.464,5713365.992,6471337.899
"P00558",6883904.626,2517538.844,34619561.34,3516391.106,4751014.162,11967877.37,5026273.432,13006283.29,6374614.257
"P07711",6548390.142,7193318.688,10630982.97,16935040.27,24203243.21,11831054.85,24281839.41,29193450.24,26333375.53
"P05543",17548347.32,35066772.88,18654477.21,29777652.12,38047088.98,13864213.42,21271185.45,11619087.51,30796070.34
"P17677",11560550.47,3978600,22263962.98,6530303.188,8645187.622,6834842.609,29440698.3,13781659.74,41553473.69
"Q9BQ16",6298538.003,2316311.75,9269645.459,5888583.561,13835173.79,7125738.233,9621101.204,13526884.24,9031576.496
"P60174",2861583.916,3232904.172,20997945.07,4419068.192,12353139.77,1862698.363,4193021.007,12677703.65,12178051.34
"O00451",14591669.24,2800795,17875975.74,6443301.067,12866653.85,2660274.528,13566472.45,18196426.8,14322787.92
"P40925",6027527.008,3832097.188,17764518.16,6835468.184,13209372.54,11279389.07,6782133.433,14710723.3,15452885.12
"P08519",1799120.608,13093329.16,11276125.51,3253056.305,712840.7552,4870890.104,1981700.876,454516.1459,24746593.98
"P26992",7163311.612,1353544.781,9823225.978,3917194.238,18520175.96,1548970.821,10028233.2,16409281.46,10956854.42
"Q9HCB6",7019934.689,3533386.422,10919343.43,6129458.126,19428527.45,7490273.121,11403733.71,16096936.49,15008029.88
"Q9HAR2",1951726.096,837603.25,2524924.515,2316793.127,4015789.344,2036398.193,3035876.222,2266741.186,2745870.417
"Q562R1",800604.3893,1273932.375,7431398.103,1264896.695,583368.7638,619382.5453,712768.3618,456017.704,686752.884
"P34096",18455095.44,6423549.367,22120699.53,19212181.18,31188305.23,11742848.68,23499356.28,38155194.03,28220713.41
"Q8TEU8",26033672.38,5511744.984,29223494.38,11703579.02,9919541.931,10764692.14,16661490.77,43658882.15,21986948.56
"P01876",14420804.4,54031344.88,4232727.901,10209347.85,7509339.392,21967240.33,5440520.355,2378105.322,10796931.61
"P14625",3542918.732,3175152.453,10736210.57,3745848.532,3531586.373,4232518.184,5368467.857,4365077,1765525.896
"Q86YZ3",10773.036718,53865.18359,921932.7432,1469868.545,1050839.066,10773.036718,1264213.598,1997643.113,741803.0349
"P02652",761337886.2,1071398630,604979965.3,812835993.4,1133101247,1298673789,765952170.5,457465941.7,1444558872
"Q15582",10255200.54,9032344.688,13109104.29,13467447.84,17943409.82,10784541.06,12618565.4,14740161.54,13848952.47
"Q9HBR0",3107605.871,1450058.18,3816569.265,3037432.877,5728205.801,1984142.099,4010038.902,4711694.942,4747561.802
"P09603",30479044.57,9479544.938,23262111.92,23810401.62,37670106.03,13867953.99,25643750.8,27620771.89,36741244.64
"P22897",2479963.943,2477788.93,1635407.086,4155395.073,5908700.05,14965569.61,3709828.883,9630995.976,3845229.569
"P14151",13131241.97,13437961.69,47326034.97,12448537.81,10522240.19,20145797.17,24817867.77,9700950.519,18415427.23
"Q9NY47",3032634.735,581663.1016,2868541.02,1869064.401,3824472.431,901949.7799,3045716.884,6136167.457,4148587.781
"P06733",8405750.967,7813778.594,44758385.02,8306793.865,5915223.871,14759441.25,8354544.797,15252152.51,17002698.02
"O94769",4241367.682,2489619.68,11447032.46,4741372.221,3806623.807,6902606.417,2574714.659,5932362.831,3759194.649
"O94772",28706350.26,8029860.266,35234549.48,14939889.11,28787669.88,14854573.64,36177022.05,33333005.99,33098106.49
"P17936",1933688.682,9282751.406,4304127.286,2622726.369,3349617.867,5860162.903,3200772.122,3676613.831,4291906.353
"Q9NRN5",4897760.712,4219884.086,6592649.174,5427186.342,6359416.361,5415324.717,6949069.366,5579108.128,5415792.132
"P01210",62293146.6,22840797.38,60688988.18,44470023.94,132285659.3,56206467.71,102554108.5,117502891.4,93521721.67
"P11362",19033265.67,31711458.5,21129419.4,23384529.31,26172891.34,33741222.09,17998828.88,27573594.54,26999913.89
"P05160",1314704.457,12729020.88,1217981.709,2946579.694,1568470.614,7047360.011,1275992.667,594535.5086,3759190.65
"O95967",4930541.821,2733781.844,6018196.71,5587650.426,6239160.361,4611398.874,4752743.71,6017756.34,4043291.318
"P08253",6471525.186,5221491.438,10827862.8,11533026.02,10746749.68,5253789.467,7563195.951,7521794.29,9223054.18
"Q9UBR2",12364833.14,2746284.297,15652049.22,8864984.487,11445318.45,2637722.197,26027011.8,9489506.155,14963962.66
"P28799",6502431.507,3465011.953,16576611.27,5511660.832,6761892.328,4023687.414,10735660.05,4551737.785,6451142.756
"Q16849",15067022.05,4260848.555,19662628.2,8510656.131,35363447.46,8717537.937,31135421.85,32675224.62,21917029.97
"Q8NFZ8",14801931.24,2913833.715,19422516.82,9921163.497,45753634.96,5341202.663,19782669.59,20957173.01,15003595.77
"P33151",3741788.851,4830890.469,3238095.754,3332070.474,2911374.455,4128635.905,3065636.32,1947495.774,3998342.906
"P55058",37342685.63,53610406.5,53187735.66,22597224.69,65318267.74,54471811.26,40864350.43,30115090.7,43286713.88
"Q92765",8281944.24,2676612.563,6111799.473,6087101.354,6259190.998,6415028.191,6540701.492,9989663.46,9240390.273
"Q9BZR6",7330278.893,1286404.703,10423071.03,4989423.172,5601027.186,1328311.838,5250875.534,10773111.57,7827188.34
"A6NLU5",13116972.91,2382460.703,4736595.306,4356245.051,11390125.94,4977202.29,13642031.88,18408398.88,12779238.06
"P11142",9186167.951,7218861.883,21734477.26,6163556.296,8286883.413,6906758.088,9941075.113,14403761.21,15270406.06
"O75711",31206334.94,18072600.25,44780842.02,33640583.57,48806507.72,24559214.87,29049079.77,96789868.82,63508096.4
"Q13332",602507.7413,221678.1631,677254.387,243208.2839,4809820.306,261726.0406,1845988.955,431019.9979,1538693.03
"P17900",55767736.02,19781301.5,44272093.09,26164773.27,53878048.8,31545264.88,31663628.53,44281572.43,46609867.45
"P68871",357842.1607,24199872.75,17485038.55,2727173.656,3367106.912,1477276.565,909296.8148,192125.4043,2704673.5
"Q6NW40",3961918.742,2471353.914,4180551.557,2405013.559,2917353.433,1951334.691,3189715.321,3593042.182,2824624.225
"P04406",2696533.111,1164463.078,22236725.62,1450898.422,2023664.74,1569515.453,1543828.66,5820952.085,4819555.815
"Q16627",3390696.981,2647178.688,3082987.102,5501077.41,6325759.803,2917228.186,5631912.76,5826752.362,3868065.442
"P63104",7440230.655,9609197.719,40678429.16,6533270.191,7801578.713,9517019.494,14064084.4,6665098.101,15124929.47
"Q86UD1",6744238.915,3672747.813,5411431.275,7483420.09,7259556.902,4319531.074,5318820.942,7626632.9,2806244.973
"P35542",68132845.74,137231980.4,40137513.71,65705110.17,58796497.23,114324523.3,48071222.99,35920858.29,67470562.05
"P25774",5676710.446,3932085.898,5798335.843,9074448.846,7292354.018,5009979.117,6852963.506,3426986.381,4814123.415
"P18669",6241612.537,10609415.5,27621265.42,6057071.103,8971307.133,14972100.02,9706303.49,4951869.314,10630935
"P16035",25409763.9,11621472.88,31582160.35,36250914.34,26696292.23,18536288.49,21743393.05,38460936.67,29554682.3
"P10153",4973585.69,1512727.859,13902465.58,5985688.666,3251345.957,2980669.391,8363712.843,2722672.365,6147396.316
"P16070",144093609.8,85443744.48,310389239.2,202149293.3,201782119.3,120040335.6,285119157.1,179853389.9,180995339.5
"P51888",3967538.753,2620993.844,6966111.093,3433949.835,10040619.02,6933465.383,9498046.669,14337902.78,6975383.187
"P15151",9935557.622,6773319.75,8033170.754,7298409.209,9075353.655,8566923.366,9806678.139,10670561.17,11945460.51
"Q86UN3",9702743.65,2489419.219,11882759.2,4807016.924,9519105.675,3286044.867,10867975.49,9240496.851,10024138.16
"Q9Y5Y7",31244187.53,25367739.66,43170426,39486321.36,50054056.26,16100691.76,47823919.39,36529239.05,35407296.22
"P07108",15128789.98,3083281.5,16599644.14,12540049.3,19066570.83,7048848.888,17190505.31,19293012.38,17291057.54
"P12036",8812328.775,3692338.636,13965480.51,9727367.892,9231890.026,9820963.999,14065417.01,8707167.658,7561486.614
"P10721",6583745.578,2462232.953,6463572.087,6636301.553,9819021.227,3071860.278,4540908.783,12960375.64,10334349.13
"Q8N3J6",12788323.61,3521311.031,19726912.92,5687432.01,15949772.36,5094293.612,13698403.46,15200649.2,13311737.12
"O60241",4205526.358,1296625.453,4153536.629,2377109.205,4225324.128,2205740.902,4547729.724,7906219.196,5121915.905
"Q9NPD7",9128721.229,973412.5313,15669904.63,4907238.692,10598698.18,2276937.246,9184854.235,11028357.74,13140377.34
"P07333",11625003.13,7827477.656,27022034.32,16924107.14,24718577.69,7719414.079,35943795.88,16603826.65,15446552.48
"P35908",128761244.4,172501744,86763816.3,107308380.5,81713071.4,115402300.8,62015196.1,88357341.34,84118638.97
"O15354",13701598.83,6065652.219,16049166.01,8969875.815,24876047.77,11499761.46,17854036.47,18434933.15,23782821.14
"Q15904",22422353.48,10620156.06,52883442.47,35975613.64,38967311.12,26796326.85,40758845.23,62737049.85,45494927.28
"Q9Y2T3",1960978.089,532429.0313,2932914.722,915198.5365,3103203.183,305410.8682,1739520.285,4999025.83,3710971.352
"P25713",23271415.69,2112053.594,29085600.11,8640984.15,19710051.22,5021818.802,25133659.41,43014152.13,20610285.98
"Q6UX73",7301419.754,4661130.719,12283550.67,8828864.106,2911701.03,3058845.456,2605627.351,5049189.283,8321504.134
"P27169",20639288.44,47861749.13,9784328.558,16257074.22,13658636.44,41158332.9,16733343.81,6244849.997,21407939.43
"P07196",4645424.788,2507190.625,1876556.039,2354457.53,2530244.325,3981077.174,8004498.359,461404.6734,4851839.991
"Q8NFT8",13486990.88,3537839.063,17691848.34,9899073.436,16103177.72,5825420.704,10387059.41,21070175.72,18291337.21
"Q04721",2214350.31,807393.0977,2487794.927,1605557.293,2605651.644,777755.5129,2201479.823,1966704.278,2170340.87
"A6NGN9",6378507.067,1783071.313,8459875.49,4574559.303,16755775.82,2878073.753,6785186.197,14053676.43,11459651.63
"P14136",172820.3166,476015.8594,4105927.358,1093211.033,522497.4064,468443.8841,1466833.075,315697.2604,549962.3272
"P08637",11540861.21,8729337.875,25263059.49,14144832.12,19667044.79,7296929.138,37143631.14,7326811.606,13156114.57
"Q9BWQ8",10232524.24,1409205.547,12462380.61,4642628.63,17024856.86,1905648.639,11489521.86,7701295.574,5644596.8
"P06276",2198630.128,9290853.313,5381823.964,5213160.486,5094524.037,6791473.122,6305096.677,3599494.569,10087640.49
"Q14766",3687521.023,790612.2031,4594203.615,4686155.633,6601105.707,1564453.879,6542292.38,1095356.132,3311382.943
"P13647",27436.98704,27436.98704,137184.9352,981139.5709,307733.4779,27436.98704,359787.547,232006.954,27436.98704
"P04070",5946863.59,11705732,6392076.888,5779162.239,6389538.773,9803361.691,6725168.046,6320754.509,6878930.356
"P12111",5296175.942,3206159.313,6117346.29,5895046.484,7338797.979,2747974.042,6993091.741,6078102.456,7983018.959
"P01889",4474419.36,1207157.396,3817535.505,2995959.158,7721927.88,2480481.668,8742240.303,3152796.823,9177481.151
"Q08345",9844605.72,3193217.781,22241904.69,8830311.736,13771795.49,6281386.825,10674327.72,15094573.34,11803215.56
"Q6MZW2",1857492.786,304580.5508,4964659.019,1170565.085,2661664.267,222378.0637,1831770.164,4783920.014,2077502.487
"Q08ET2",5848429.707,866417.8438,173283.56876,173283.56876,6643475.419,3338935.597,3154824.424,3832269.121,1716487.455
"Q15485",30838.18658,1505291.25,30838.18658,413644.2716,282695.5092,10808110.86,296438.4583,154190.9329,4172187.496
"P13796",2633165.643,3225269.578,7949068.099,2165235.669,1376240.566,3187282.122,5019671.025,1865130.304,2261407.911
"Q9UBX5",6232040.321,2113185.086,8076217.08,6577065.502,8986337.691,5252661.144,8064151.643,8625209.809,5292386.469
"O60883",3631936.543,1211103.508,3645404.376,5945868.412,6053264.907,1716382.879,8427077.157,10474934.1,6916505.781
"Q9HC56",2137710.659,668893.4219,2264427.653,933898.4169,1766464.098,857730.8069,1508430.494,1883165.185,1634914.735
"P12955",792277.2555,2874758.438,2175669.028,908770.7451,1614194.971,1939141.594,2637271.979,1903140.23,2171520.142
"Q9UGM5",8360526.64,13148824.31,5113576.85,13301061.05,5342746.77,15062828.5,4654543.719,4235998.532,3507679.297
"P32119",2392895.831,15904481.75,8847160.358,4078815.706,5487740.016,3460874.989,2661314.476,6043558.223,3061852.886
"Q9UNN8",2995356.93,601938.2988,1871446.675,1160675.77,2704967.924,753307.1789,2721961.975,1743201.582,2401665.7
"O00462",3069601.923,1071978.031,6882072.299,2236142.917,4916447.904,775951.592,4827539.359,5938584.358,5051871.079
"P35052",837744.4727,518616.2891,992907.0018,1542239.351,1678676.861,949405.7591,2276032.081,3691734.186,2956334.175
"P07942",2488280.349,1837629.801,4030015.383,2615848.623,3389027.786,1819784.769,2516842.065,4308369.128,2223182.529
"P55287",2162760.963,1920283.172,2003123.014,4127794.799,3564745.525,2549771.887,6026686.576,3645703.99,1787512.78
"P20062",1124948.99,718574.2305,1404083.425,2175366.636,2153409.973,1129462.573,1550752.049,2638373.985,1413844.448
"O14498",12216138.81,9466392.938,14294030.08,10182766.75,11845921.67,12173189.94,8758984.73,10512489.23,9526913.641
"P04180",13205519.31,5381663.125,9973468.797,8218062.855,7285699.373,9566135.945,4732432.283,11796876.1,9325362.467
"Q16769",4286773.927,1779952.938,2090260.841,4509314.429,4139659.191,3212224.118,8053678.644,6555151.892,7623828.585
"P49908",32454466.23,23579013,23827615.17,43017810.48,37123860.92,23925778.49,24293079.58,23333215.62,36977807.18
"Q8WY21",9346088.642,703739.4844,9434042.653,2236921.787,9741158.805,1786772.883,6846088.055,11501402.44,7419534.144
"P47972",5486153.764,1788218.688,6990720.662,2285915.546,5561446.929,2408084.189,11990300.45,11367294.85,7245127.693
"P04040",98244.12442,5555859.375,2520966.174,521134.5461,2630012.189,171990.2474,1142589.817,515682.8556,7820741.163
"P04278",1999890.509,1887568.375,632410.8943,1183116.499,786970.6179,986702.5923,248244.4206,170635.5011,1720213.941
"P04066",6641634.311,630529.0625,11156553.96,5816726.382,1623826.262,4914438.34,9660249.806,6325332.444,3491997.557
"O14791",9485736.498,16618439.75,3026622.323,4188640.29,4553185.611,20352747.58,2987123.548,2815200.941,4371732.931
"Q9NPR2",8812869.913,4670804.844,11789692.67,4130873.629,5616112.336,3080482.409,7088069.038,11350009.83,2709762.42
"P04439",2098106.912,1622510.117,4306995.253,2114662.297,3445931.97,3158326.552,14662698.68,5961970.219,6299496.135
"P52799",5990923.234,2115803.25,7097435.898,5998162.602,9189025.334,3523216.097,6194298.812,8456507.587,14189582.6
"O94910",8266533.124,2122467.953,11843184.29,8279749.061,10698531.28,2636913.709,6714043.213,13653453.95,10641422.67
"Q99983",10619129.77,5251338.75,23314216.54,6949557.901,7431388.053,12310938.11,8582003.099,16795193.89,6975270.345
"P11279",12284264.95,3928549.367,17310147.29,8149695.79,9495198.789,6007339.759,14713191.15,10772905.61,12102028.6
"Q8IUK5",3195402.73,653420.6875,2998060.45,1539564.662,1531668.409,621173.3081,1868151.388,3911244.188,1780800.647
"P08779",766118.0122,217264.1563,1438960.503,4080706.667,837869.91,280824.9873,1444437.88,1517833.174,738215.5848
"Q14508",10704207.19,3135840.75,12329671.42,6627633.378,11604662.08,3569728.477,19882165.48,12361502.83,12896144.57
"P30101",1048560.98,941465.8281,3099628.294,1453865.936,2362512.205,1607871.893,1312788.438,2147393.542,3477514.633
"P29401",1325960.904,1909035.156,7439379.77,1426511.372,1580775.491,214321.4064,3035515.82,2056018.574,2249694.98
"Q9UPU3",8847915.552,2565254.469,9092762.221,5384777.121,9442413.261,3720952.969,5744825.275,12161310.54,12257384.92
"P13747",151146.3901,36889.30078,104309.1994,125451.4098,78505.43378,56134.65512,225067.7007,90201.99386,179223.4619
"Q6UW01",1321600.826,92043.82813,1864754.355,550999.4723,2155208.355,134566.9324,1273795.925,4239123.037,3162120.944
"Q5KU26",1236055.747,2300501.594,814653.3099,7490462.721,10032889.12,4669665.028,8778298.781,6217946.12,9640559.988
"P22304",1941938.985,800950.75,2931636.556,1148959.583,3017145.501,1384989.866,4186975.199,4305473.22,3536435.885
"Q5FWE3",7341575.177,1671949.594,5639320.284,5385043.929,9021849.547,2290003.272,6281118.525,9291389.739,8416741.095
"Q9UBX7",697078.249,442323.875,2007733.296,1689805.386,642559.4181,992935.366,1858478.998,2326971.533,1667097.907
"Q99969",9443187.654,8477666,8947145.33,20719868.58,14606898.85,6069596.672,8222384.316,14382752.9,12651161.1
"Q9HBW1",3590863.206,1589783,3754360.231,2349571.111,2721154.467,2295051.475,2501219.13,4240116.157,3179966.833
"P13987",133951252.5,41101282.13,104714004.2,104303430.2,149952834.5,44007709.1,118030596.1,167084622,132604953
"P98095",1801459.391,860102.2031,1933700.489,1896850.729,2023436.618,1825376.414,2348642.323,1832472.306,2453401.451
"Q9UHI8",332062.2754,164536.5313,3145724.73,372177.6619,483908.7663,171614.3035,645342.8911,261281.7629,4016104.204
"Q86Y38",4817130.829,764240.5313,7014549.705,2521963.133,4375013.368,1335608.439,6981231.688,4367831.208,6151849.819
"P09211",2543669.395,1238004.484,5518988.002,2115728.936,3204809.96,3054239.062,2425181.57,4368755.882,3073499.983
"P55268",514489.3925,157073.3906,696595.5561,198858.5879,755052.8114,398654.3647,360807.6042,1125536.573,508191.7655
"Q99784",3378179.14,1481371.688,4249150.131,1671974.715,1459478.916,1975624.028,2818208.399,3938085.486,3054033.052
"P21246",16374586.28,6722806.203,15695776.69,2138932.613,19812623.64,12900410.11,15231213.34,45317698.06,12052515.56
"Q9P0K1",34550998.2,10846095.38,28206076.01,22674359.5,45591267.92,13366452.25,32318006.2,73726763.19,60749709.56
"Q15293",1044467.551,765495.9375,1159317.825,1012700.913,1594309.18,696622.9166,1024365.718,1639682.515,1428870.814
"Q9GZX9",3229999.398,1649901.656,4943223.293,2264708.059,4203890.925,2233166.301,3817773.032,3430298.032,4229690.8
"P80108",2726244.48,6398007.875,1604434.771,1820637.671,3529740.345,7006386.367,3023928.822,1470971.294,2983983.595
"O95428",1296053.978,415395.0586,2153147.125,1557532.164,2222905.16,1086931.846,2372653.935,1294151.252,1984011.901
"P55291",497934.1999,17694.18359,344830.0027,205298.9727,877725.698,72354.41433,295124.2271,538915.7424,650180.7935
"Q05996",1449295.975,881837.2344,1931807.277,1448987.281,2554639.101,1142498.717,1145322.643,2582239.62,2864187.891
"Q96ID5",8920445.023,1078952.969,7048848.314,6003483.638,10602744.94,2119786.964,4536415.576,11850779.44,9832736.821
"P09668",17087329.21,5037448.906,21761805.65,4083687.42,12144505.88,4417518.978,14057786.59,7691652.921,16830889
"P20851",2848061.21,19911403.28,1728824.041,3533471.481,2486120.561,22761051.06,752763.0596,219769.1372,9241200.341
"Q15063",52933.78412,2294567.125,235961.4459,600850.7582,74889.28966,1191290.909,304760.2146,10586.756824,2630716.833
"Q9UNW1",3968223.656,5795536.063,5029319.271,4708390.057,3892770.933,6348884.336,3857726.786,4837289.995,4593671.912
"P00918",24784.63554,5559377.063,857184.5621,380881.4967,24784.63554,289812.7456,24784.63554,24784.63554,123923.1777
"Q03167",4365609.505,1876610.719,3499191.69,2826712.717,2461845.841,1652631.442,2636337.734,3500840.679,1453229.755
"P0DP25",4833517.24,2047009.5,17288959.93,3819427.658,7028895.395,3865338.655,8267328.157,5799836.811,12757315.94
"P63313",32466485.86,7016715.938,66091111.37,20901416.78,18529571.24,17144774.7,38567768.02,14778269.58,20201399.74
"Q14393",2851507.01,1484377.156,2914097.204,2506670.672,2397864.935,2166734.01,2797985.704,4912393.035,2049323.043
"Q9UQ52",2744588.874,149058.0156,3564696.928,1454309.803,2729395.698,203181.7311,2607578.264,4399647.764,2823807.644
"P08670",374148.2274,1193660.719,4478629.187,573645.515,847449.8981,1841724.5,484638.875,74073.09857,665555.6965
"Q16706",1361621.575,1555911.719,2731242.146,1182269.809,881165.3068,1621562.918,963250.1234,1612431.541,2005933.453
"Q9HCU0",3486283.286,2304566.813,3916046.279,3991245.964,4213029.553,3470287.713,4765918.16,3230233.609,8326583.298
"O75368",4682406.158,1174828.313,6483349.285,2118242.534,3412533.894,1908058.212,4892772.965,3242011.264,4126420.441
"P02656",12862959.69,38596508,11176162.03,7201326.567,9459358.032,35948205.66,5007819.914,11891806.58,12174227.02
"P31946",389481.1266,290312.0938,1645814.962,495578.9599,396435.2186,588689.3708,561648.9885,491823.3821,561325.9313
"Q13634",10183655.1,1628762,11446723.52,7935561.165,22774796.8,3511108.202,7140354.938,22094463.46,19918247.79
"Q9BRK5",1254602.18,1113629.625,3858548.455,1909501.877,3458296.564,222725.925,2764470.31,5812401.451,6426428.896
"Q9P0K9",1736405.165,440831.625,2319491.107,1455226.374,2036796.072,616072.84,1455066.667,2579148.093,1874249.116
"P35442",991132.3363,621134.2813,1486630.489,1488855.107,1901205.005,919125.8849,2862717.394,2134501.82,810588.2833
"Q9Y6N7",1666313.798,712243.125,2050778.39,1161694.479,2136355.884,839485.2653,1228921.192,2762908.45,1717986.778
"P10586",14201488.25,2599488.992,2664236.63,3235680.54,13791011.4,6522248.584,11466871.79,19557554.97,12852794.25
"Q14697",287354.5939,108689.3438,930440.355,135368.1401,346627.6459,220310.9573,407070.0444,886356.4086,270307.9473
"P22891",504506.9786,5618048.962,717044.6843,337668.0451,165573.9979,3297865.492,2706422.26,498016.7077,1532022.237
"P0DMV8",169238.6508,93285.08594,378327.9675,134449.252,409008.8044,109178.6344,139761.8781,165686.7035,374914.8792
"Q16653",6217672.187,2301308.969,8633907.592,6226184.668,13399196.32,3752063.709,4725731.938,9683091.112,8078559.682
"Q9UMF0",2389941.875,3247644.32,2718785.094,1087637.449,1239749.6,5206741.709,2548750.25,1775827.671,2390591.842
"O00391",4789332.044,5455009.625,4944497.856,5353125.991,7940362.61,4582795.948,8644161.547,4831747.217,4712027.841
"Q5T848",23251959.36,6659857.375,31254456.33,32412436.13,89307500.21,6476432.474,35480356.1,73195620.7,52690773.65
"Q8TAG5",28018584.22,5360620,27234524.52,9016041.048,23984890.81,9034506.453,22880988.52,25761529.77,25162737.97
"Q6ZVL6",10709837.93,2996608.602,4983573.214,6036737.482,10478231.73,3846115.371,10921355.53,10364485.96,12160088.32
"Q9UBG0",785370.2447,842603.25,553233.436,1136910.606,1769760.618,1373088.512,1648331.27,1012896.031,1193476.402
"P23582",4337495.886,976997.7813,5036410.923,3480736.106,8612827.34,1830033.02,4268970.246,5401854.984,8137701.809
"Q9Y646",1824585.112,503667.5,3566854.052,1632048.862,1863556.154,1206647.927,2587889.613,2561491.319,1396463.03
"Q5JRA6",595931.5361,176665.7656,1203136.175,997587.7561,863059.4432,210576.856,862759.573,1188966.712,893479.6021
"P41271",66210848.99,52494588,58787661.89,63867392.99,110499604.9,36109050.47,71717583.34,85495655.93,78824544.77
"Q8WVQ1",3483852.485,777635.0156,3752997.769,2578877.24,3583002.445,1369661.709,3128109.648,4243416.872,3508335.92
"P61981",11767059.19,15018173.49,41027800.36,11611605.4,17292749.12,13083007.73,29375874.23,20656753.57,17978485.65
"O43291",5626220.067,1096243.594,5790893.411,5008758.007,7489613.607,2178222.619,6397569.257,6503448.751,6248589.565
"P00505",330302.4579,283267.625,4720070.487,1986098.626,4133419.79,56653.525,329694.456,4179738.742,2811341.382
"Q9ULI3",3511126.377,1453295.375,4526351.55,2429786.873,4534281.079,1772038.082,3763946.301,2438473.174,5934221.487
"P22626",1329704.488,1178362.203,14913537.16,1310532.243,64225.83474,321129.1737,462688.5011,352739.4944,1164124.619
"O14786",3359904.14,1729960.375,3984452.793,2803409.784,3815809.982,3407966.563,4781301.328,3328511.218,3481754.296
"Q6EMK4",12082824.78,10663424,7256420.366,9178170.776,9415626.684,11548503.4,8268659.03,6952772.953,12530787.09
"Q8IWU5",22123000.77,8369342.125,21236970.01,11158860.59,24070301.68,11746410.76,16267144.65,26830342.99,33345716.39
"P62258",748428.3263,2075455.063,3692546.866,317208.6133,523190.0113,1415285.631,2299399.089,1329335.801,659248.3498
"P01871",95898.87359,6983108.438,289681.4773,1053540.805,673062.9955,5825345.991,8977390.395,46402.91942,9257414.223
"Q92485",985793.4762,232054.9844,2068724.589,1760299.594,1502258.067,330482.8425,891738.264,5027896.43,3555735.092
"O43827",1132630.12,60246.23516,301231.1758,1154532.504,430757.329,60246.23516,421734.4104,700374.8016,60246.23516
"P26842",4413719.965,697354.7813,2422508.804,5243782.347,6527908.477,2271683.811,7965660.687,322024.3543,6601040.489
"P29966",1407959.163,575274.0469,2838056.122,1291686.721,2230140.739,430897.9806,2896613.479,2730618.322,3220912.068
"P20138",1618693.861,786263.0313,2317121.597,1605954.445,706622.9463,542685.3783,1893231.54,1829804.523,631050.3005
