"","Sample430","Sample433","Sample439","Sample464","Sample191","Sample197","Sample270","Sample428","Sample429"
"Q9Y266",273362.267,486839.7188,519066.7212,32472.1684,321351.9597,5496.94215,27484.71075,378870.7936,5496.94215
"Q9NWZ8",296494.471,61745.75781,985802.0596,281690.1487,1076729.998,65385.04846,494363.7038,474600.3497,504910.9111
"Q13519",181966.0884,57229.30078,228291.2211,35142.92114,7028.584228,48654.26835,185984.5318,7028.584228,7028.584228
"Q8NC51",133092.8353,26618.56706,239538.8484,26618.56706,26618.56706,26618.56706,26618.56706,26618.56706,26618.56706
"P0DP04",3196012.308,2870268,3370565.938,10871776.4,6124847.556,3822726.688,6109323.727,5398104.523,6692759.279
"Q8TCT0",26776.56961,123402.8203,5355.313922,5355.313922,5355.313922,481924.5842,41291.56033,227150.8074,28401.21204
"Q96FK6",43306.73898,43306.73898,43306.73898,43306.73898,473521.7892,683843.9769,423648.2843,216533.6949,243787.4159
"O14668",872649.8938,229027.4961,690440.2997,160347.0547,289860.5082,441943.9501,500101.8449,552339.9233,774840.5374
"Q9H2B2",886570.6288,530937.8125,1898225.071,1748094.797,6518109.394,451266.0878,3789434.417,3138230.648,4687118.458
"O00299",97322.05942,121961.1328,628066.5872,114928.1957,110398.1317,139564.011,140333.8992,176167.0244,208632.6413
"P01178",743218.029,228598.2031,971252.0062,485577.61,954146.3356,357719.6489,669947.0018,887294.1734,1048525.355
"Q15828",2014356.258,1187108,1167288.496,1409574.338,1974806.039,1360763.285,1241420.314,1520831.431,3351417.965
"Q53EZ4",301091.6976,301091.6976,2972624.436,1505458.488,2313607.594,301091.6976,301091.6976,4488614.853,2962809.823
"Q02880",1721562.909,356181.75,2247103.954,1235098.87,2008349.521,489865.8296,2604233.084,2293264.84,71236.35
"O43157",1289.7429688,6448.714844,1289.7429688,26828.7451,867502.4823,303671.4083,1289.7429688,1289.7429688,40185.07158
"P21554",25111.2495,25111.2495,272164.8241,125556.2475,288927.8299,25111.2495,256084.6171,277414.0356,362615.5999
"P30533",104255.8231,8641.170874,132265.8519,89832.80446,43205.85437,8641.170874,119091.6507,166335.2805,174530.2041
"Q16775",29203.29375,65969.76563,145896.3404,77631.27556,36854.99366,80968.90197,79579.16528,72762.56456,116041.028
"A8MTW9",100220.7743,7458.760946,61473.412,37293.80473,251809.3511,7458.760946,115633.2018,147109.5653,60971.69109
"P55786",120746.6672,57034.89453,495760.4201,88189.78171,109081.1413,96099.38592,139840.0428,250179.9637,11406.978906
"Q99497",1990423.241,1298247.375,4422056.733,2118982.357,2624255.976,1317485.887,2128992.593,2808430.532,3358753.973
"Q9BY66",54202420.75,59581624,56694804.73,83638854.77,82511941.23,96367611.75,122233128.9,266459351.9,98589885.15
"Q8IYE1",10067643.43,5951854.5,12591333.63,10066888.24,36798362.72,5702030.783,5772521.398,5607967.844,7965623.972
"Q8IV08",725648.5299,139838.4219,722174.5369,102724.7177,214448.538,267804.888,117604.4255,188618.2998,231140.6783
"Q01082",3283277.232,1141423,4338934.901,2207479.998,228284.6,2621603.01,3918615.363,5289931.594,4584497.01
"Q9NTI5",2576940.79,9612072,423704.9663,875958.0597,429407.0343,5476132.714,1365496.498,252376.0303,1399147.059
"Q9UPN3",2702248.568,5193297.453,2335974.996,4060407.364,1928202.58,3180396.088,4057653.379,1970219.609,2767176.929
"Q9UKG1",1361361.499,1883927.625,594728.12,383549.9229,76709.98458,1775425.129,1419304.886,716141.0199,1120026.096
"Q86UN2",474072.8794,115662.1875,902356.1045,338277.8399,550016.8136,130575.4889,866198.2603,842271.7243,713444.1627
"Q8N6Q3",7358888.802,2554357.25,4811113.682,4500435.012,510871.45,5527081.748,9154499.159,6272148.463,3973972.368
"Q8IYR6",267804.4357,74499.52344,300014.5136,104811.2,14899.904688,104775.7258,316709.4696,324661.5858,294592.1911
"P00492",284773.5675,179729.875,685243.9841,226197.2628,290689.6169,300430.0176,303471.7044,384696.5732,310513.3317
"Q9Y4F3",633194.0553,850451.625,526283.5388,767992.165,530099.3593,581527.113,466804.4692,504261.3675,571106.3777
"Q9BZE9",1924496.886,2295328.25,1086867.689,1969550.364,1102180.958,2995586.41,2153704.511,761601.2815,1919350.11
"O43866",552648.0226,858445.0625,199103.4927,171638.4586,206535.932,1736130,178983.5041,60151.99348,419504.0985
"Q9HBT6",191512.4229,84344.92188,389920.1678,97641.06881,267570.2368,262981.4975,211682.6969,195643.1149,370255.1223
"P19256",7486.879276,80455.82031,37434.39638,278428.675,216907.2841,240175.369,418740.2214,283680.7207,288884.755
"Q13867",763515.5761,624666.25,1220653.722,367611.7714,886274.2962,305009.8084,828200.3297,763133.266,833187.5064
"P51530",33641177.82,9946093.25,39133594.58,24138089.43,70016133.7,14552159.57,42889444.58,56289795.22,56512297.67
"P98172",1705320.531,298224.2552,1928701.376,2286726.481,298224.2552,298224.2552,1491121.276,1754350.155,298224.2552
"Q8NDI1",1691357.677,716386.25,3535078.421,1969302.09,2038368.429,1502420.073,2227165.806,2257534.592,2234549.307
"Q86SF2",432415.9869,287068.2813,454891.3914,569106.7206,696351.6324,803467.6335,664755.4986,1028556.907,705168.1509
"Q17RQ9",333214.0052,585636.5625,259207.3281,561750.631,120854.7495,293686.8926,271025.9545,896449.2037,24170.9499
"O15357",7928635.891,2395415.75,11174038.91,4185171.473,16042077.26,6760847.637,8558235.891,16766337.37,11648550.27
"P48169",72277.43472,14455.486944,14455.486944,14455.486944,91365.75701,14455.486944,120867.6515,182909.7957,153725.2711
"Q8NEZ4",468420.9138,4545925,11172474.84,430887.6388,439082.5642,1446880.198,4239759.282,470938.1301,960398.3885
"O43300",267339.1294,170431.8594,290983.4205,235734.4315,460660.2342,227408.7491,498351.8341,490582.2216,431683.2253
"Q7Z7G0",1458768.787,1338490.375,1479845.527,1814758.449,1440631.975,1690622.65,1863055.625,1248164.209,1718345.311
"Q68D85",246883.3305,48000.34766,226494.7471,140801.1869,232133.7144,88124.38489,198376.2355,307368.1722,218335.2442
"Q9UDY6",6751.10397,6751.10397,6751.10397,6751.10397,46053.87397,62484.08546,6751.10397,33755.51985,68225.66466
"P80303",22111.09844,110555.4922,238104.2101,22111.09844,352603.437,226079.1376,328080.6009,346741.5431,510987.5303
"Q96KR4",79203.0831,15840.61662,144013.0455,138562.7042,472249.9426,15840.61662,205374.8588,373263.8005,375041.6
"Q96NZ9",1213554.717,650433.125,894402.8958,698947.0573,892575.0258,293365.0092,469142.2897,545136.6508,917408.3627
"Q12840",5586072.812,4682111.063,7690244.72,4915452.304,34661121.9,7885311.247,13446749.99,9849140.658,14726040.35
"Q69YL0",2899699.384,3844197.75,3931572.089,8859245.169,12521870.43,4892295.698,6628626.732,2362067.891,9078857.439
"Q01973",496823.5532,2684526,38571.37088,38571.37088,38571.37088,4083638.252,259224.0527,38571.37088,192856.8544
"Q02742",224791.7611,105327,203040.6597,136508.5264,984216.1331,21065.4,604708.3118,834240.8784,562834.5432
"Q8WYK1",5510.712072,52172.89453,27553.56036,30197.18739,300045.8242,147086.0244,130761.1178,61230.94983,121180.7079
"Q05823",38553.78246,38553.78246,192768.9123,38553.78246,487624.3197,38553.78246,38553.78246,265211.3196,38553.78246
"P54707",300895.8479,25764.73586,228979.1663,25764.73586,25764.73586,25764.73586,130701.2491,258736.1447,128823.6793
"Q9BXP2",108756.4837,3851152.25,38420.61301,47329.36424,102222.9838,2629248.381,154738.697,7684.122602,774503.2337
"P30048",19845.159518,19845.159518,224302.7286,113614.4086,19845.159518,293604.9388,99225.79759,182967.2262,173030.3041
"Q8IVU3",392980.7006,113078.9844,613725.8401,604263.8928,1109929.803,175033.9253,649586.571,1323226.421,1210345.049
