"lipidName","Cold-1","Cold-2","Cold-3","Cold-4","Cold-5","Cold-6","Cold-7","Cold-8","RT-1","RT-2","RT-3","RT-4","RT-5","RT-6","RT-7","RT-8","QC-1","QC-2","QC-3","QC-4","QC-5"
"DG(18:2/20:4)",5.3e+07,4e+07,7e+07,6e+07,7.4e+07,4.2e+07,5e+07,7.1e+07,3.5e+07,4e+07,2.6e+07,3.3e+07,3.8e+07,5.5e+07,4.4e+07,4.6e+07,4.7e+07,5e+07,4.5e+07,5e+07,4.7e+07
"DG(16:0/22:6)",1.1e+08,1.2e+08,2e+08,1.6e+08,2.2e+08,7.2e+07,7.8e+07,1.2e+08,9e+07,6.4e+07,4.5e+07,7.9e+07,6.1e+07,1.4e+08,8.9e+07,9.4e+07,1e+08,1.1e+08,1e+08,1.1e+08,1.1e+08
"DG(20:5/18:2)",1.2e+07,1.1e+07,1.5e+07,1.2e+07,2e+07,6890497,9614702,1.3e+07,6189849,9365476,6211763,8159878,7668862,1.6e+07,1.1e+07,1.2e+07,1.2e+07,1.2e+07,1.1e+07,1.1e+07,1.2e+07
"DG(40:1e)",3.8e+07,3.6e+07,3.3e+07,4.1e+07,3.7e+07,3.5e+07,7.1e+07,6.8e+07,2.1e+07,6e+07,3.4e+07,3e+07,4e+07,5.3e+07,5.1e+07,4e+07,4.1e+07,3.8e+07,3.1e+07,3.8e+07,4.3e+07
"DG(18:1/22:4)",8921729,1e+07,1.1e+07,1.4e+07,1.2e+07,1.6e+07,1.2e+07,1.5e+07,6706999,4938735,4839391,5155587,6214191,5576169,4645399,5594645,8690360,8451719,7911372,8202143,8801159
"DG(18:0/22:6)",1.6e+07,1.5e+07,1.7e+07,1.6e+07,2.1e+07,1e+07,1.3e+07,1.6e+07,9057069,8705825,6565660,7742712,9714543,1.4e+07,1.2e+07,1.1e+07,1.3e+07,1.3e+07,1.1e+07,1.2e+07,1.2e+07
"DG(22:5/18:2)",2e+07,1.6e+07,2.7e+07,2.6e+07,2.5e+07,1.8e+07,1.7e+07,2.7e+07,1e+07,1.1e+07,8272913,1.1e+07,1.2e+07,1.4e+07,1.5e+07,1.2e+07,1.7e+07,1.8e+07,1.7e+07,1.7e+07,1.7e+07
"DG(18:1/22:6)",4.8e+07,4.3e+07,6.6e+07,5.6e+07,7.2e+07,3.3e+07,3.7e+07,5.2e+07,2.5e+07,3.3e+07,1.6e+07,2.4e+07,2.5e+07,3.6e+07,3.2e+07,3.1e+07,3.6e+07,3.8e+07,3.5e+07,4.1e+07,3.9e+07
"DG(18:2/22:6)",4.7e+07,3.8e+07,6.1e+07,5.2e+07,6.4e+07,3.5e+07,4.2e+07,6.1e+07,2.4e+07,2.7e+07,1.9e+07,2.3e+07,2.4e+07,3.6e+07,3.2e+07,3e+07,3.8e+07,3.9e+07,3.8e+07,4.1e+07,3.8e+07
"DG(56:4)",1.2e+08,1.3e+08,1.6e+08,1.4e+08,5.4e+08,1.4e+08,9.9e+07,2.7e+08,1.4e+08,5.3e+08,1.5e+08,2.1e+08,4.2e+08,1.1e+08,9.8e+07,2.1e+08,1.2e+08,1.2e+08,1.5e+08,1.3e+08,1.2e+08
"DG(26:0p)",9967758,7534982,3.4e+07,2.4e+07,3.2e+07,1e+08,1.8e+07,9.9e+07,7.3e+07,7.3e+07,1.1e+07,8.7e+07,6097398,7520535,7404563,1.8e+07,3.2e+07,3.2e+07,3.3e+07,3.2e+07,3.4e+07
"DG(28:1p)",1.7e+08,1.5e+08,3e+08,3.7e+08,2.9e+08,4.8e+08,2.4e+08,5e+08,4.2e+08,5.2e+08,2.5e+08,4e+08,1.5e+08,1.5e+08,1.8e+08,2.1e+08,3.2e+08,3.2e+08,3.1e+08,2.7e+08,3.3e+08
"DG(30:1e)",6e+08,6e+08,5.9e+08,5.9e+08,6.8e+08,7.1e+08,6e+08,7.7e+08,6.1e+08,7.4e+08,5.8e+08,7.7e+08,6.1e+08,5.6e+08,4.6e+08,5.6e+08,7e+08,6.6e+08,5.7e+08,7e+08,7e+08
"DG(30:1p)",3.2e+08,4.1e+08,4.1e+08,3.5e+08,3.4e+08,4.9e+08,3.1e+08,5.3e+08,4.6e+08,4.7e+08,3e+08,4.2e+08,3.2e+08,2.9e+08,3.1e+08,3e+08,4e+08,4e+08,3.3e+08,3.4e+08,4.4e+08
"DG(31:1p)",4.2e+07,5.3e+07,5.8e+07,5.4e+07,6.9e+07,5.2e+07,6.6e+07,5.2e+07,7.3e+07,8.1e+07,6.5e+07,7.5e+07,5.1e+07,5e+07,7.1e+07,7e+07,6.4e+07,6.4e+07,6.9e+07,6.8e+07,5.4e+07
"DG(16:0/16:1)",1.7e+07,1.5e+07,2.6e+07,2.5e+07,3.5e+07,2e+07,1.1e+07,2.2e+07,1.3e+07,9104027,8493662,1.3e+07,9883473,1.2e+07,9450214,1.1e+07,1.4e+07,1.5e+07,1.4e+07,1.4e+07,1.2e+07
"FA(20:4)",5068305,4062261,5850977,5407837,5854570,5376502,8044717,5130649,2143922,2879870,3728889,3320680,3394031,3761325,4992507,4044172,4437779,4804078,4520603,1916171,3359065
"LPC(16:0e)",6253476,5199194,6326568,5510643,7259444,4367821,6625568,6947714,3346358,3827741,3627931,2782622,2874812,5231904,5813691,3868986,4597779,5124476,4836898,4849467,4121071
"LPC(18:0e)",1782814,1238067,1876756,1582276,1798913,1182466,1957933,1735587,697844,830832,844989,361643,638046,1186707,1247331,862861,1301965,1348077,1314142,1316448,1078225
"LPC(18:0p)",4041341,2781937,3304990,3055643,4468689,2269512,3244809,4409091,2146312,2599461,2140238,1591923,1782163,3361181,3993771,2689699,2912887,2819781,2551705,2957676,2392444
"LPC(20:1)",3646863,2174078,2899845,2995584,3117524,2638246,4168266,2936949,2314883,2482827,2772610,2113142,1919021,2001187,2925640,2547294,2985232,2685974,2665050,2856712,2552904
"LPC(22:5)",8478732,2801797,2956969,2649552,3245207,2311087,4108296,3548781,347969,2096197,1463502,1217646,1181702,1665592,1944618,1199759,2043165,3120886,2170761,1278444,2384961
"LPC(24:0)",3430870,3159113,2475750,2713382,2510283,2101648,3425401,2669802,2140642,1852479,1780319,1661044,2026258,2392477,2667922,1679275,2471507,2325655,2153175,2551568,2106957
"LPE(18:0p)",9915387,6646026,9666350,9516253,9240560,7468040,1.6e+07,8724547,1180546,5033139,6309648,4544568,5944159,6517242,8230001,7535355,8296765,8674055,8409495,3251295,7635706
"LPE(18:3)",926941,545507,642681,598576,811621,354199,927034,558971,35903.9,148602,165730,132897,135994,298154,210263,213437,407413,459737,387738,170831,400547
"LPE(19:0)",1100732,788216,978854,1050543,922442,723721,1203339,801541,130737,348172,466110,429109,375041,447938,494923,734366,776034,689637,736189,313192,744346
"LPE(20:3)",1304098,761209,804585,1142167,2180079,1271423,1989547,1121360,465274,500705,531786,950749,657677,603176,877675,829411,1088968,907845,819728,257283,947802
"LPE(20:5)",1736811,1382296,936881,984486,1727585,620608,1505859,929772,481804,215337,483086,567579,412099,738431,621253,773533,868232,858946,787641,342042,753232
"LPE(22:4)",4258793,3547176,1933332,1728956,2835515,665266,535947,2401546,2110840,550544,950783,1379211,889378,2584493,1510819,1959174,1594464,1606296,1740756,727034,1565126
"LPE(16:0p)",1648740,1872838,1650697,1816037,2064455,1499565,2782287,2315074,1494056,1436083,1173955,977952,1167886,1457136,1956467,1649171,1570346,1558651,1535459,1640333,1251771
"LPG(18:1)",1194605,1093264,808517,1198945,1356746,526199,1673246,955094,753438,395561,501191,436273,526112,587587,971716,535208,795911,657728,585462,305198,596663
"LPG(18:2)",904444,578965,758920,645890,783920,541118,1104725,794196,565107,428169,460390,341445,363470,475300,576216,427463,683122,703674,716830,250650,579388
"LPI(16:0)",2072207,1260118,1598188,1070836,1801424,429951,1263933,1080511,1024843,256522,478344,581968,500513,872110,747912,681893,1109343,1169547,1044236,364181,980748
"LPI(18:1)",1918127,687346,1532354,1633057,1531479,252734,1613374,836877,836374,283913,308506,488902,573712,767479,648682,669463,862007,870379,842844,298698,876276
"LPI(20:4)",2688935,1269028,1529818,1496038,1979678,1416198,2538858,1394282,587281,873491,1218223,877608,913026,941125,1413769,1008197,1553914,1627919,1467672,606283,1315948
"LPS(20:4)",533696,321199,293285,370196,467461,290590,393310,347307,243907,260389,326949,292695,374855,411434,429776,219039,401404,459939,333998,130875,374904
"LPS(22:6)",1541351,874064,1090235,940632,999855,801602,1302410,864093,359468,574966,661156,690076,610753,679186,948017,742827,1046720,962460,881836,383734,911038
"MGDG(16:0/16:3)",1733107,1407563,1783640,1724715,1863257,1647328,1850017,2048638,497243,935404,1084871,1247202,1147874,1248215,1260270,1253239,1277344,1197582,1252090,701992,1166424
"MGDG(16:0/17:3)",3803008,2612802,4003641,3542459,4461723,4275881,4244798,5364416,1512468,2866000,2171048,3594388,2346162,2967015,2682605,2759862,3045820,3648874,3094476,1382683,3177529
"MGDG(16:0/18:1)",2798217,2960290,1922455,2506627,2174413,1490117,2665880,2102412,752598,807992,894773,1437917,1769133,2246412,1977109,1512796,1805158,1766785,1566118,912857,1769987
"MGDG(41:5)",9172103,2641286,2477078,2950998,2779832,9257404,2823923,2068805,1389205,6159030,2132739,1870917,7655973,6716882,2028765,1815512,9431763,1986509,2014059,1011930,2234548
"MGDG(42:5)",1e+07,1.3e+07,9498029,1.1e+07,1e+07,9314046,1.1e+07,1.2e+07,5966531,6217686,6518654,6577114,6521678,7994818,8201309,6186913,8329725,7236106,9537248,5574744,1.2e+07
"MGDG(44:4)",4.3e+07,4.8e+07,3.1e+07,4.1e+07,3.5e+07,2.1e+07,4.2e+07,2.5e+07,1.2e+07,1.1e+07,1.2e+07,1.6e+07,2.4e+07,3e+07,2.4e+07,1.9e+07,2.3e+07,2.4e+07,2.5e+07,1.2e+07,2.2e+07
"MGDG(44:5)",1e+07,1.3e+07,9974935,1.2e+07,1.1e+07,6562894,1.2e+07,8639464,3869432,2460669,3555754,4385461,5335437,8237339,7351851,5170910,6154375,6751096,7337191,2573136,5313483
"PA(34:0)",4882041,9210582,3485696,4360725,8225247,2133366,5773232,1.1e+07,4694062,1415744,2384588,2589114,4907571,2753202,7139736,2804860,3965899,4069873,3018390,1811961,3955947
"PA(18:0/18:1)",7257000,1.2e+07,4063620,6796418,1e+07,3058028,8129814,1.1e+07,8983002,1419424,3324457,4666127,8719063,4302193,1.1e+07,5298414,5668676,5234252,5092121,2551980,6073032
"PA(18:0/18:2)",2.1e+07,4.4e+07,1.1e+07,2.4e+07,3.3e+07,8965836,2.7e+07,3.5e+07,1.5e+07,4637434,1.1e+07,1.3e+07,2.6e+07,1.1e+07,3.2e+07,1.2e+07,1.4e+07,1.5e+07,1.6e+07,5402962,1.4e+07
"PA(38:2)",9470116,2.2e+07,7122594,1.2e+07,1.6e+07,7802340,1.3e+07,2.6e+07,1.3e+07,3314227,7574959,9154120,1.8e+07,5579548,1.9e+07,8535827,1.1e+07,1.1e+07,1.1e+07,5600245,9892427
"PA(18:0/20:4)",7149737,1.2e+07,3788163,5583096,8727632,2677471,6595218,1.1e+07,3204297,1087544,2997874,2106079,5340261,1816467,7914686,3479156,4208615,4928726,3425688,1075872,4566549
"PC(16:0/14:0)",4.7e+07,3.4e+07,3.1e+07,3.2e+07,3.7e+07,2.9e+07,3.1e+07,4.2e+07,2.9e+07,2.2e+07,1.9e+07,2.8e+07,2.1e+07,2.9e+07,3.8e+07,2.6e+07,3.1e+07,2.9e+07,3e+07,1.5e+07,3.2e+07
"PC(16:1/14:0)",3401199,1632021,1717392,1704035,2800723,970308,1212939,1658389,1017660,473636,553078,1164545,428229,1314492,1353226,1015427,1294569,1281718,1251356,563432,1230112
"PC(16:0e/16:0)",1.4e+07,1.1e+07,1.3e+07,1.1e+07,1.5e+07,1e+07,1.4e+07,1.5e+07,1.2e+07,7513795,1.1e+07,8960244,1e+07,1.3e+07,1.8e+07,9905877,1.2e+07,1.1e+07,1.1e+07,5516242,1.2e+07
"PC(16:0p/16:0)",5655071,5626950,4098158,4494149,4002355,3791898,4448939,3656919,3104109,1536077,2769318,2898642,3301332,4028135,4628282,3384465,3259993,3026724,3591726,1598370,3184271
"PC(16:0/16:1)",1.7e+08,1.2e+08,9.8e+07,9.7e+07,1.3e+08,7e+07,9.6e+07,1e+08,6.8e+07,3.5e+07,6.1e+07,8.5e+07,6.6e+07,8.7e+07,8.3e+07,8.4e+07,9.5e+07,8.7e+07,9.6e+07,4.5e+07,1e+08
"PC(16:1/16:1)",2.2e+07,1.6e+07,1.5e+07,1.4e+07,2.2e+07,1.1e+07,1.6e+07,1.5e+07,6644819,4982178,6035634,8039976,5630639,8773385,9052342,8149146,1.5e+07,1.4e+07,1.4e+07,7033715,1.4e+07
"PC(15:0/18:2)",6660988,5631372,5742803,4626472,5740441,3188134,7408665,5086809,2333357,2333424,4019215,2968978,3297625,4870701,5488079,3600952,4998303,4050342,4413285,2092593,5211836
"PC(18:0/16:0)",4.8e+07,4.4e+07,4.5e+07,4.4e+07,4.8e+07,3.9e+07,4.9e+07,5.5e+07,3.8e+07,2.8e+07,3.7e+07,3.8e+07,4.1e+07,4.5e+07,5.6e+07,3.7e+07,4.3e+07,3.9e+07,4.1e+07,2.2e+07,4.3e+07
"PC(18:0e/16:0)",3350773,3052696,2746124,2859907,2809915,1851742,3241591,2667229,1514886,1122682,1587518,1468856,1471671,1865826,2578298,1644044,2456475,2276033,2061178,936046,2191485
"PC(18:0p/16:0)",2.7e+07,2e+07,1.9e+07,1.9e+07,2.3e+07,1.5e+07,2.4e+07,2.4e+07,1.5e+07,1e+07,1.3e+07,1.3e+07,1.6e+07,2e+07,2.9e+07,1.5e+07,1.9e+07,1.7e+07,1.8e+07,8349493,1.9e+07
"PC(16:0/18:1)",9.1e+08,8e+08,6.8e+08,7.2e+08,7.9e+08,5.3e+08,7.5e+08,7.5e+08,4.4e+08,3.3e+08,4.6e+08,5.4e+08,5.4e+08,5.8e+08,6.4e+08,5.2e+08,6.3e+08,6.1e+08,5.8e+08,3.2e+08,6.2e+08
"PC(16:0/18:2)",1.5e+09,1.2e+09,1.2e+09,1.2e+09,1.3e+09,9e+08,1.4e+09,1.2e+09,5.9e+08,5.9e+08,8.7e+08,8.5e+08,7.9e+08,8.6e+08,9.2e+08,7.6e+08,1.1e+09,9.7e+08,9.7e+08,5.8e+08,1e+09
"PC(16:0e/18:2)",1.6e+07,1.1e+07,1.5e+07,1.2e+07,1.4e+07,1.1e+07,1.9e+07,1.1e+07,5998533,6182923,7909281,6724765,6317570,7999979,1.1e+07,9946969,1e+07,1e+07,1.1e+07,5417167,1.2e+07
"PC(16:1/18:2)",6.5e+07,5.6e+07,5.2e+07,5e+07,6.2e+07,3.1e+07,5.3e+07,4.6e+07,1.7e+07,1.6e+07,2.5e+07,3.2e+07,2.7e+07,2.6e+07,3.4e+07,2.7e+07,4.1e+07,4e+07,4.2e+07,1.9e+07,3.9e+07
"PC(14:0/20:4)",7811394,3059586,2680014,2707591,3991254,2115949,2843849,3470386,1703437,1143809,1466685,1562339,1374405,1864752,2501579,1317964,2521048,3186175,2366880,955306,2521242
"PC(17:0/18:1)",1.6e+07,1.4e+07,1.4e+07,1.5e+07,1.5e+07,1.1e+07,1.6e+07,1.5e+07,8933388,6558063,1e+07,1.1e+07,1.1e+07,1.1e+07,1.3e+07,1.1e+07,1.3e+07,1.2e+07,1.2e+07,5872930,1.3e+07
"PC(17:0/18:2)",3.4e+07,3.1e+07,3.6e+07,3.7e+07,3.7e+07,2.8e+07,4.5e+07,3.5e+07,1.6e+07,1.9e+07,2.7e+07,2.3e+07,2.8e+07,2.4e+07,2.9e+07,2.2e+07,3.1e+07,2.7e+07,2.7e+07,1.6e+07,3.1e+07
"PC(20:0e/16:0)",1489181,1398794,1100812,1275950,1235123,730576,1316210,992248,491321,346318,407685,664657,832892,1052940,884741,793849,840988,895077,1323842,363822,717867
"PC(18:1/18:1)",1.5e+09,1.5e+09,1.5e+09,1.6e+09,1.7e+09,1.4e+09,1.9e+09,1.8e+09,7.3e+08,7.4e+08,1.1e+09,9.4e+08,1e+09,1e+09,1.1e+09,8.7e+08,1.3e+09,1.2e+09,1.2e+09,7e+08,1.3e+09
"PC(18:1/18:2)",3.2e+08,3e+08,3.2e+08,3.6e+08,3.4e+08,2.3e+08,4.2e+08,3.3e+08,1.5e+08,1.5e+08,2.4e+08,2.2e+08,2.4e+08,2.1e+08,2.4e+08,1.9e+08,2.6e+08,3.4e+08,2.5e+08,1.4e+08,3.9e+08
"PC(16:0e/20:4)",1.9e+07,1.4e+07,1.6e+07,1.6e+07,1.8e+07,1.3e+07,1.9e+07,2.1e+07,7845242,8159118,1e+07,8032557,9545700,1.2e+07,1.7e+07,1.1e+07,1.4e+07,1.3e+07,1.1e+07,7285484,1.4e+07
"PC(16:0p/20:4)",1.4e+07,1.1e+07,1.1e+07,1.1e+07,1e+07,1e+07,1.4e+07,1.1e+07,3014757,6658975,8161278,5965739,7119217,7992270,9554486,6611929,8813337,7917448,8532654,5092111,8587824
"PC(16:1/20:4)",2.5e+07,1.2e+07,1.1e+07,9843879,1.3e+07,5742588,9902795,9716892,2800719,3895546,5656471,6240278,4849001,6112182,7900074,6195189,9639726,1e+07,1e+07,4855484,9997312
"PC(16:1/20:5)",1158443,749566,566046,498790,1122149,279626,493468,650904,352969,121946,281572,325689,215568,504712,436899,326389,604618,668367,558880,192619,542293
"PC(14:0/22:6)",2936987,867422,739520,648679,1018473,974208,710250,880276,423892,301414,764296,321996,330581,541081,726183,419328,783706,795143,778293,155476,786299
"PC(19:0/18:1)",3605317,3412795,3672020,5604603,3887967,2820974,4257538,3248703,2614672,1481004,2978958,2173261,906818,2557722,2603548,5052077,2934145,2844424,2721240,1299627,3020130
"PC(19:0/18:2)",1.9e+07,2e+07,2.1e+07,2.5e+07,2.3e+07,2e+07,2.9e+07,2.5e+07,1.4e+07,1.3e+07,1.8e+07,1.8e+07,1.5e+07,1.4e+07,1.5e+07,1.3e+07,1.9e+07,1.9e+07,1.8e+07,8315116,1.8e+07
"PC(19:1/18:2)",3832172,2441926,2546789,4264892,2896378,2405168,3731850,2450422,2719803,1654212,2526205,2108188,2597667,479949,2276724,2356793,2725791,2681052,624193,1479006,3547611
"PC(17:0/20:4)",8875727,6949938,7024898,6838882,7943497,6596150,8061748,8608635,3346493,4739712,5445759,4411017,5032332,5562968,5825755,4554348,6592417,6109386,6078256,2708303,6405259
"PC(16:0/22:1)",1.3e+07,1.4e+07,1.2e+07,1.4e+07,1.6e+07,7963666,1.5e+07,1.1e+07,6613795,4460393,4957727,7442960,1e+07,1e+07,9925343,8784592,1.1e+07,9618510,9675815,4856012,1.1e+07
"PC(20:0/18:2)",1.9e+07,2e+07,2.5e+07,2.1e+07,2.1e+07,1.7e+07,2e+07,2.9e+07,1.1e+07,1.1e+07,1.2e+07,1.2e+07,1.2e+07,1.5e+07,1.6e+07,1.3e+07,1.9e+07,2.3e+07,2.3e+07,1.1e+07,1.6e+07
"PC(18:0/20:3)",7.1e+07,6.9e+07,7.5e+07,7.6e+07,7.8e+07,7.1e+07,7.9e+07,9.6e+07,3.2e+07,3.7e+07,4.4e+07,4.8e+07,4.6e+07,4.7e+07,5.5e+07,4.1e+07,6e+07,5.9e+07,5.7e+07,2.9e+07,6.1e+07
"PC(16:0/22:4)",5.5e+07,3.2e+07,3.1e+07,3.3e+07,3.8e+07,2.6e+07,4.9e+07,4.1e+07,1.4e+07,1.9e+07,2.2e+07,2.1e+07,2e+07,2.7e+07,3.1e+07,2e+07,2.9e+07,2.5e+07,2.6e+07,1.5e+07,3.1e+07
"PC(18:0p/20:4)",1.6e+07,1e+07,1.1e+07,9089715,1.4e+07,8761272,1.3e+07,1.8e+07,7380036,6347000,6974509,5632480,1.8e+07,9065957,1.6e+07,7923704,1.1e+07,1e+07,9834038,5083194,1.1e+07
"PC(16:0/22:5)",1.4e+08,7.9e+07,1.2e+08,8e+07,8.6e+07,6e+07,8.4e+07,8.6e+07,3.4e+07,4.7e+07,5.9e+07,6.4e+07,6.3e+07,7e+07,8.5e+07,6.2e+07,7.8e+07,1e+08,7e+07,3.9e+07,7.8e+07
"PC(18:0/20:5)",5.9e+07,4.5e+07,4e+07,4.3e+07,4.6e+07,3.1e+07,4.5e+07,4e+07,1.2e+07,1.7e+07,2.4e+07,2.4e+07,2.1e+07,3e+07,2.9e+07,2.2e+07,3.1e+07,2.8e+07,3e+07,1.6e+07,3.2e+07
"PC(16:0/22:6)",2.7e+08,1.2e+08,9.5e+07,9.3e+07,1.1e+08,7.5e+07,1.1e+08,1e+08,2.5e+07,4.8e+07,6e+07,6.2e+07,5.4e+07,7.7e+07,9.4e+07,6.9e+07,9.5e+07,8.4e+07,8.4e+07,4.3e+07,9.5e+07
"PC(16:0e/22:6)",1e+07,3047318,2835585,7888735,4237419,3331913,4830377,3980370,1306583,1505758,1833979,1600493,2665387,5259924,4115382,2250261,2396796,5095127,2895595,1287266,3562291
"PC(16:1/22:6)",1.1e+07,3302037,2383010,2494862,3081562,1764187,2682776,2224984,323840,1006586,1482911,1011475,973636,2078907,2152439,1880442,2687040,2521196,2499728,1011549,2955598
"PC(19:0/20:4)",3315174,3555728,4072834,3720150,4135946,4116939,4192535,4689753,2301789,2717595,2901014,2543365,3378155,2735720,3519939,3082681,3769916,3645068,3143982,1591810,3332926
"PC(18:1/22:0)",1.3e+07,1.1e+07,7550039,1.1e+07,8537866,5911254,1e+07,7092898,2868721,2608013,3480940,4508586,6017843,8000980,6773789,4694759,8191904,8189687,7658749,3277475,6881647
"PC(18:0/22:4)",1.1e+07,9395543,8808664,8893836,1.1e+07,7729306,1.1e+07,1.2e+07,3885361,4543249,8652242,7386989,5083482,1.2e+07,8844984,5087674,1.3e+07,2537011,1.2e+07,1602622,7642696
"PC(18:0/22:5)",1.8e+07,1.6e+07,1.5e+07,1.5e+07,1.8e+07,1.4e+07,1.8e+07,1.8e+07,7368341,8643575,1.2e+07,1.2e+07,1e+07,1.4e+07,1.7e+07,1.3e+07,1.4e+07,1.3e+07,1.3e+07,6909839,1.5e+07
"PC(18:0/22:6)",9.2e+07,8.9e+07,7.9e+07,8.2e+07,9.2e+07,6.8e+07,1e+08,9.5e+07,2.1e+07,3.2e+07,4e+07,4.2e+07,4.2e+07,5e+07,6.1e+07,4.3e+07,7e+07,6.1e+07,6e+07,3.4e+07,7e+07
"PC(18:1/22:5)",6932771,5653486,4704196,5352305,3780375,1523005,5090026,4139244,1856924,703591,900203,2540600,3838266,4532965,3782529,2916105,3290683,4392800,3257291,2278768,3536432
"PC(18:2/22:6)",2.7e+07,1.8e+07,1.8e+07,1.9e+07,2.1e+07,1.4e+07,2.5e+07,2e+07,2527922,7171976,8656964,7926942,8245685,1e+07,1.2e+07,7955798,1.5e+07,1.6e+07,1.5e+07,5010871,1.7e+07
"PC(18:1/23:0)",1415536,1321186,1152296,1326076,1192290,490449,1132555,709462,369599,333354,235147,479842,971824,963580,783229,611616,1017005,998241,837365,289847,964053
"PC(18:1/24:0)",1.6e+07,1.4e+07,1e+07,1.3e+07,1.1e+07,6869428,1.5e+07,9596510,4173520,3912695,5209116,7276633,8345898,1e+07,8890742,8421153,9933330,1e+07,9687025,4784157,1.1e+07
"PC(20:4/22:6)",2814932,2553615,2445350,2537086,2698226,2329996,3777957,2930588,283101,937020,1140013,874176,1125179,1599532,1660022,1278848,1971357,2043818,1834429,1018495,2098797
"PC(24:0/18:2)",3082025,3610377,2222692,3013270,2463956,1567480,3328141,2008634,976134,784395,1011574,1520659,1613919,2311687,1900911,1695691,2462569,2473915,2029921,1185897,2302729
"PC(31:2)",8.9e+08,8.6e+08,7e+08,7.1e+08,1e+09,4.4e+08,9.5e+08,7.5e+08,1.8e+08,3.4e+08,3.3e+08,3.8e+08,3.3e+08,4.1e+08,4e+08,3.3e+08,5.8e+08,5.8e+08,5.5e+08,5.4e+08,5.8e+08
"PC(32:0)",4.7e+09,4.2e+09,3.6e+09,3.6e+09,4.5e+09,2.8e+09,4e+09,4.3e+09,2.5e+09,3.1e+09,2.5e+09,2.9e+09,2.6e+09,3.9e+09,4.3e+09,2.7e+09,3.6e+09,3.5e+09,3.3e+09,3.7e+09,3.4e+09
"PC(21:4)",875533,492712,2290250,820401,53859.2,827032,133786,1760753,1413109,29297.6,1047920,1197364,1148786,920922,807553,448082,2114828,2055587,1912968,1990427,1893661
"PC(28:0)",6621708,4889733,5514464,4500624,7034120,5108411,4032360,7514330,4356792,3986535,1715121,3450800,2013624,3581707,3433519,2723944,4141983,4096397,4363945,4469853,3557530
"PC(30:0e)",2.9e+07,2.4e+07,2.3e+07,2e+07,3.1e+07,1.6e+07,2.9e+07,2.5e+07,8689419,1.2e+07,6809747,1e+07,8475682,1.3e+07,1.9e+07,1e+07,1.8e+07,1.7e+07,1.7e+07,1.6e+07,1.8e+07
"PC(30:1)",1.7e+07,9408834,8197556,7718096,1.4e+07,5881386,6529833,9042645,6137868,4251236,3479390,5838197,3596884,6993381,7599429,6162946,7785512,6700989,7373881,7269173,7236499
"PC(31:0)",1.3e+08,9.7e+07,9.7e+07,8.2e+07,1.1e+08,6.6e+07,1.1e+08,1.1e+08,6.1e+07,8e+07,6e+07,6.7e+07,6.4e+07,9.9e+07,1.5e+08,7.2e+07,9e+07,9.1e+07,9.3e+07,9.9e+07,8.5e+07
"PC(33:3)",7.9e+08,7e+08,6.7e+08,7.6e+08,1e+09,3.7e+08,1e+09,7.8e+08,1.3e+08,3.3e+08,3.1e+08,3.2e+08,3.4e+08,3.3e+08,3.5e+08,2.6e+08,5.3e+08,5.2e+08,5e+08,4.9e+08,5.4e+08
"PC(34:0)",4.4e+08,4.7e+08,3.7e+08,4.2e+08,5.1e+08,3e+08,4.7e+08,4.2e+08,2.1e+08,2.8e+08,2e+08,2.2e+08,2.5e+08,3.2e+08,4e+08,2.3e+08,3.3e+08,3.3e+08,3.1e+08,3.6e+08,3.3e+08
"PC(32:0e)",2.2e+08,1.7e+08,1.5e+08,1.5e+08,2.1e+08,1.1e+08,2e+08,1.9e+08,8.8e+07,1e+08,7.9e+07,7e+07,7.9e+07,1.1e+08,1.7e+08,9.3e+07,1.4e+08,1.3e+08,1.3e+08,1.3e+08,1.3e+08
"PC(14:0/18:2)",7334395,6756144,5064144,4494074,8067150,3473432,5361652,4921281,2449428,2970034,1790796,2511881,2431731,3215179,3059915,3294699,3929063,3534558,3823123,3972615,3897964
"PC(32:2)",1.1e+08,8.2e+07,7.3e+07,6.6e+07,1.1e+08,4.9e+07,7.8e+07,7.8e+07,3.6e+07,3.7e+07,2.9e+07,3.8e+07,3.3e+07,4.4e+07,4.7e+07,4e+07,6.1e+07,6.1e+07,5.8e+07,6.2e+07,5.4e+07
"PC(32:3)",2.2e+07,1.7e+07,1.8e+07,1.7e+07,2.2e+07,1.8e+07,1.7e+07,2.5e+07,1.9e+07,2.1e+07,1.2e+07,1.6e+07,1.4e+07,2e+07,1.9e+07,1.7e+07,2e+07,1.9e+07,1.8e+07,1.7e+07,1.8e+07
"PC(33:1)",2.2e+08,1.6e+08,1.3e+08,1.3e+08,1.7e+08,7.8e+07,1.5e+08,1.3e+08,5.2e+07,8.2e+07,6.9e+07,7.9e+07,7.1e+07,1.1e+08,1.3e+08,8.4e+07,1.2e+08,1.1e+08,1.2e+08,1.2e+08,1.2e+08
"PC(33:4)",4.5e+07,4.2e+07,4.6e+07,5.3e+07,5.2e+07,3.6e+07,5.7e+07,4.6e+07,1.3e+07,2.7e+07,2.8e+07,2.6e+07,2.8e+07,2.7e+07,2.6e+07,2.3e+07,3.8e+07,3.8e+07,3.8e+07,3.7e+07,3.6e+07
