"gene","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"Cyp2d13 ",-0.870411875000004,15.2173911328125,-1.91717520949474,0.0719130015812613,0.309572671134744,-4.57918441325781
"Cyp2d12 ",-0.686466093749999,12.170541015625,-1.91545201615916,0.0721458692310828,0.309572671134744,-4.58194457491228
"F2rl1 ",0.804076562499999,5.1470918984375,1.91488215127982,0.0722230269184571,0.309572671134744,-4.58285702145725
"Pla2g16 ",0.635374609375003,6.75332463671875,1.91441770563527,0.0722859655789723,0.309572671134744,-4.58360054710238
"Adck5 ",-0.652794546875,6.74181884375,-1.91146743198559,0.072686909648138,0.309572671134744,-4.5883209291282
"Ndrg4 ",0.646489234375,4.47373044921875,1.91137875666515,0.0726989912789776,0.309572671134744,-4.58846273630273
"Gm13547 ",1.3219104375,7.15539228125,1.91120354516014,0.0727228683499767,0.309572671134744,-4.58874291749926
"Arsg ",-1.054046640625,9.1063884921875,-1.9110068851347,0.0727496766505563,0.309572671134744,-4.58905737761954
"Acbd5 ",-0.528476718749996,12.761994375,-1.91062494041519,0.0728017677316449,0.309572671134744,-4.58966804983527
"Sccpdh ",0.790043593750001,9.48306909765625,1.90650174059516,0.0733662232110763,0.311407719173101,-4.59625547677626
"Cml2 ",-0.810847343749998,14.456279765625,-1.90128640539924,0.0740857656051023,0.313893216659592,-4.60457474550513
"Lap3 ",-0.625281875000002,13.7304343359375,-1.8985614861622,0.0744642041281633,0.314487757013464,-4.6089156199266
"Gfm2 ",-0.63639225,9.30352191015625,-1.89834359465103,0.0744945391133046,0.314487757013464,-4.60926255530361
"Cenpa ",-0.674932828125,8.1198275390625,-1.89627082240357,0.0747836613929611,0.314701297747038,-4.61256162886355
"Clcn5 ",0.769547109375001,5.89611099609375,1.89557183746771,0.0748813844586099,0.314701297747038,-4.61367362912087
"Rps12 ",0.678829999999998,15.3060384375,1.89383012989603,0.0751253813411347,0.314701297747038,-4.61644333079691
"Ppp1r14b ",0.66482303125,8.9630574296875,1.89309013833111,0.0752292608238668,0.314701297747038,-4.61761958715796
"Creb3l2 ",1.316305859375,6.5258865,1.89285140170388,0.0752628017105779,0.314701297747038,-4.61799900890125
"Rnd2 ",1.083303609375,7.19760959375,1.89222397011157,0.0753510149535162,0.314701297747038,-4.61899603319894
"Usp18 ",-0.714690874999999,7.61122819140625,-1.89114942410094,0.0755023032025675,0.314772057657679,-4.62070305444805
"Grb10 ",1.07026321875,4.98474014453125,1.8856245394516,0.0762844328636851,0.316367095900444,-4.62947002516962
"Irx3 ",0.67997465625,6.1759522265625,1.88561859502223,0.0762852782441096,0.316367095900444,-4.6294794489869
"Fam69a ",-0.670708671874999,9.18427679296875,-1.88424578697277,0.0764807333876242,0.316367095900444,-4.63165527498479
"Mup21 ",-0.975057968750001,18.4954484765625,-1.88330977176669,0.0766142542502205,0.316367095900444,-4.63313822231932
"Stfa2 ",0.659153796875001,4.6849245390625,1.88314333487419,0.0766380178103999,0.316367095900444,-4.63340186180276
"Cytip ",0.736839390625,4.469850609375,1.88274405065419,0.0766950535516227,0.316367095900444,-4.63403427498975
"Gstp1 ",-0.963564062500001,14.518796171875,-1.8802039942138,0.0770587701543714,0.317308784660268,-4.63805536009695
"Gulo ",-0.847283593750001,13.0626318359375,-1.87834621822868,0.0773257569718138,0.317524643997976,-4.64099412744948
"Stk26 ",0.645543250000003,5.99580240625,1.87750027285302,0.0774476019112432,0.317524643997976,-4.64233168398946
"Rps18 ",0.749879843750003,15.69807640625,1.87695284909084,0.0775265402354001,0.317524643997976,-4.64319702889681
"Rpl37rt ",0.779047343749998,11.2216604492187,1.87607500436261,0.0776532740123091,0.317524643997976,-4.64458434876039
"Pygb ",0.556846187499998,5.68120225390625,1.87335201937706,0.0780475579481415,0.318517881032883,-4.64888499988319
"H2afx ",-0.662131578124999,7.479182046875,-1.87252219513214,0.078168067261591,0.318517881032883,-4.65019480994766
"D10Wsu102e ",0.590526187500002,6.7838877109375,1.87131039444178,0.0783443442776726,0.318681942087824,-4.65210686268066
"Lama3 ",0.748046890624999,3.6942289296875,1.8691774883739,0.0786554669459482,0.319392996628001,-4.65547034012056
"Hpcal1 ",0.7694621875,8.55176151171875,1.86753083980425,0.0788964079068344,0.319817099871476,-4.6580653115937
"Pcsk9 ",0.790496062500003,7.6312450625,1.86567476982956,0.079168774771913,0.320366907237637,-4.66098853005303
"Sgk2 ",-0.609621718750001,7.041932953125,-1.8616622318352,0.0797604350740352,0.320932117140855,-4.66730161190397
"P2ry1 ",-0.784764406250002,6.604427390625,-1.86110916266359,0.0798422926339639,0.320932117140855,-4.66817108263206
"Elf4 ",0.544916187499998,4.27927846875,1.85976502667774,0.080041542560831,0.320932117140855,-4.67028347389372
"Npc2 ",0.531631781250001,7.9724143359375,1.85949931211337,0.0800809831429156,0.320932117140855,-4.67070094259581
"Mthfd1l ",0.605287171874998,5.66813730859375,1.85923998559911,0.0801194920986838,0.320932117140855,-4.67110833739264
"Dpt ",-0.843373749999997,6.2988156484375,-1.85900801311616,0.0801539529600778,0.320932117140855,-4.67147272834182
"Afmid ",0.68615478125,10.8421080625,1.85824582301526,0.0802672730023651,0.320932117140855,-4.6726697957632
"Cenpi ",-0.605433343749999,4.12412909375,-1.85665621977387,0.0805040659744441,0.320990683429645,-4.67516533597423
"Ifit1 ",-0.747181874999999,6.27338286328125,-1.85620770527547,0.0805709898638951,0.320990683429645,-4.67586921273158
"Tmc5 ",0.912810750000001,4.1221317734375,1.85445868679365,0.0808324348313471,0.320990683429645,-4.67861297488318
"Sdhb ",-0.481489062499998,14.182914609375,-1.85324994882792,0.0810135558327008,0.320990683429645,-4.68050818659128
"Eci2 ",-0.528716406250005,13.0135372265625,-1.85083683925711,0.0813762159909983,0.320990683429645,-4.68428934410101
"C8a ",-1.378685,12.3482896132812,-1.85063121672133,0.0814071846639384,0.320990683429645,-4.68461138962455
"Serpinb6b ",-0.748494578125,7.76127637109375,-1.85017083341093,0.0814765604209501,0.320990683429645,-4.68533235584193
"B430306N03Rik ",0.65784625,5.5512755703125,1.85014946473746,0.0814797817612605,0.320990683429645,-4.68536581660595
"Kif20a ",-0.57153740625,3.712168328125,-1.84991642721464,0.0815149196076136,0.320990683429645,-4.68573070880069
"Pydc3 ",-0.675714999999999,6.23487465625,-1.84821832398819,0.0817713670179518,0.321249905888452,-4.68838870372629
"Itga6 ",1.006974171875,7.0489333046875,1.84766575335867,0.0818549696181843,0.321249905888452,-4.68925328224829
"BC023829 ",0.583330734375002,9.44048465234375,1.84547271086794,0.0821875158797887,0.321433391622427,-4.69268294833568
"Pla1a ",0.635519531250001,10.349555,1.84477482123385,0.0822935914669818,0.321433391622427,-4.69377380626733
"Gins2 ",-0.535296062500002,4.80018838671875,-1.84382017873794,0.0824388877435533,0.321433391622427,-4.69526555053683
"Igsf8 ",0.820080015625001,6.33167854296875,1.84374409547153,0.0824504773218431,0.321433391622427,-4.69538441799714
"Gm3934 ",-0.888690500000001,9.88838626171875,-1.84232541205248,0.0826668452867535,0.321741558981501,-4.69760028423197
"Ugt2b35 ",-0.694312656250002,12.1362124609375,-1.84111364244186,0.0828520525072176,0.321927626906154,-4.69949207955439
"Tgif1 ",0.655058437499997,6.57035659765625,1.83972950128758,0.0830640525801371,0.322217011912684,-4.7016519759604
"LOC100862025 ",-0.72018446875,6.33916580078125,-1.83857019389933,0.0832419841443882,0.322373502231903,-4.70346020488791
"Fam73a ",0.561613796874998,4.97600172265625,1.83439448095855,0.0838856634077502,0.323510337295842,-4.70996703976894
"Soat1 ",0.875153359375,7.89115055859375,1.83417295813023,0.0839199329329615,0.323510337295842,-4.71031195655111
"Myo9a ",-0.89184221875,6.078176171875,-1.83310902860156,0.0840846944485373,0.323510337295842,-4.71196813896146
"Agfg1 ",0.65345265625,10.072046484375,1.83224356051195,0.0842189320253008,0.323510337295842,-4.71331491492105
"Fgl1 ",0.9927025,17.1094205078125,1.83219860852696,0.0842259094112093,0.323510337295842,-4.71338485431492
"Xaf1 ",-0.655104156249998,6.30737969921875,-1.82920088029711,0.0846923629364227,0.3243187021041,-4.7180463646458
"Mcm10 ",-1.03762828125,10.4415342851562,-1.82906725795984,0.0847132077198929,0.3243187021041,-4.71825403169859
"Lyz2 ",1.33766078125,12.59346290625,1.82755586500787,0.0849492961726682,0.324592426167166,-4.72060223980386
"Zfp493 ",0.693579156249999,5.548464265625,1.82683706719677,0.0850617796272472,0.324592426167166,-4.7217185642283
