"gene","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"1700010K24Rik",1.81076959299529,-5.59805243264601e-07,0.0014426946682213,0.334443522271584,NA
"1700011B04Rik",0.62602575539655,-7.19276071351147e-08,0.00144269489965701,0.859050009798209,NA
"1700011D18Rik",1.50611934565595,7.54463471307343e-08,0.00144269480855971,0.793896758387845,NA
"1700011I03Rik",0.536936079377167,-1.34145557657899e-07,0.00144269492590601,0.662163757445792,NA
"1700011L22Rik",0.234001833673219,-2.39458159868904e-07,0.00144269498712761,0.667578953856419,NA
"1700012B07Rik",0.736785078274257,-5.39782079293294e-08,0.00144269489474959,0.884335561416574,NA
"1700012C08Rik",0.480687116270147,1.69640342402605e-07,0.00144269496219997,0.650240622743298,NA
"1700012C14Rik",0.544915478722561,-3.00626320162026e-07,0.00144269501151966,0.420630484735518,NA
"1700012D14Rik",47.3215914856866,1.66533727690529e-06,0.00144269330153499,0.197301005673168,0.999944505954311
"1700013D24Rik",0.350331692775345,2.72374010711317e-07,0.00144269501058912,0.525410233639118,NA
"1700013F07Rik",0.363276985815041,-2.80667731550314e-07,0.00144269499953109,0.534573806735458,NA
"1700015F17Rik",0.674940226712422,2.55163357718423e-07,0.0014426950203473,0.375834603299603,NA
"1700016A09Rik",7.53436108165518,8.15992049438227e-07,0.00144269376062345,0.395104150528517,0.999944505954311
"1700016B15Rik",0.826576569761128,-1.06691260210895e-07,0.00144269489399414,0.685749863204256,NA
"1700016D08Rik",0.857831667623139,8.90249033932263e-08,0.00144269490937719,0.751732442570363,NA
"1700016F12Rik",4.27104389047998,3.11499236591022e-07,0.00144269480734773,0.475980137649264,0.999944505954311
"1700016G14Rik",2.20240141486604,4.33620897459073e-07,0.00144269473902868,0.396032226069204,NA
"1700016H13Rik",1.01241034006863,2.6411643060544e-07,0.00144269502878305,0.282600912030933,NA
"1700016K19Rik",7.30378921027073,2.30458449163953e-07,0.00144269410387256,0.790016711949703,0.999944505954311
"1700016L21Rik",0.856536862809662,2.6032449981038e-07,0.00144269502601565,0.314726895125559,NA
"1700016P03Rik",0.329211768345884,-4.09082033954832e-09,0.00144269489858114,0.966447341449741,NA
"1700017B05Rik",1595.07655956165,-1.38266585241641e-07,0.00144269033315614,0.934694930372464,0.999944505954311
"1700018A14Rik",0.821356743910435,-4.48202363560637e-07,0.00144269490916571,0.310987138531805,NA
"1700018B08Rik",0.314862755181459,-2.54993008860243e-07,0.00144269499321505,0.586722823244408,NA
"1700018C11Rik",0.357253277116674,-2.60440601706497e-08,0.00144269490591653,0.999245159950641,NA
"1700018G05Rik",1.85608562345916,2.74487748203708e-07,0.00144269503824221,0.17577044720229,NA
"1700018L02Rik",99.9288724868193,-4.16951065655837e-07,0.00144269081186418,0.795017471413999,0.999944505954311
"1700018M17Rik",2.98557693047524,4.75457969696903e-07,0.00144269435097277,0.514405345637593,0.999944505954311
"1700019A23Rik",1.31416267046702,-1.29262351098003e-07,0.00144269474775695,0.782492878399804,NA
"1700019B03Rik",3.66092793896558,-4.04832200074328e-07,0.00144269442180662,0.560035147219754,0.999944505954311
"1700019D03Rik",65.0399581781072,1.11669924333755e-06,0.00144269457742296,0.135167299374652,0.999944505954311
"1700020A23Rik",1.63654626374315,-7.13512216591132e-08,0.00144269472885764,0.881388734177752,NA
"1700020D05Rik",13.2938552902004,5.5930850562614e-07,0.00144269136842066,0.726086990248232,0.999944505954311
"1700020I14Rik",2501.80399622066,3.64026032544736e-06,0.00144269580629161,0.703893692028893,0.999944505954311
"1700020L24Rik",970.817876730879,5.18808689233009e-07,0.0014426928766359,0.689203036527486,0.999944505954311
"1700020N18Rik",2.33763242594332,3.70569057550702e-07,0.00144269483889468,0.49820829422953,NA
"1700021A07Rik",4.95805071650884,7.39341957770437e-08,0.00144269456121272,0.904738972574721,0.999944505954311
"1700021F05Rik",1145.89231904796,-2.52682399345118e-06,0.00144269121784527,0.182927107561785,0.999944505954311
"1700021F13Rik",0.682321273309327,1.5923799616494e-07,0.00144269494925771,0.632687296683585,NA
"1700021J08Rik",36.6562660501037,-7.00690603453083e-07,0.00144269329922098,0.531516269411759,0.999944505954311
"1700022I11Rik",52.5354592441479,-1.75977566114216e-08,0.00144269428343314,0.973440822238693,0.999944505954311
"1700022N22Rik",10.8922499906981,1.58747407377833e-06,0.00144269412895544,0.120686579092002,0.999944505954311
"1700023F06Rik",5.35519542427839,7.21812596335133e-07,0.00144269438798772,0.335551879015821,0.999944505954311
"1700023H06Rik",0.81281524276581,-9.35256249755946e-08,0.0014426949065459,0.707953691917255,NA
"1700024J04Rik",0.280003216118304,-3.43975522926303e-09,0.00144269492145211,0.941758771736334,NA
"1700024P16Rik",3.14950181777781,3.25849138487337e-07,0.00144269494398893,0.31119568114928,0.999944505954311
"1700025A08Rik",2.89745145286902,6.4953807852186e-08,0.0014426943826488,0.939077683825935,0.999944505954311
"1700025B11Rik",0.548275326516073,2.47909090797732e-07,0.00144269501729642,0.413940664242416,NA
"1700025G04Rik",338.606273712939,1.29306624519319e-06,0.00144269068806046,0.484801709744231,0.999944505954311
"1700025N21Rik",4.39538264828648,1.95039814255432e-07,0.00144269480913455,0.646498853098764,0.999944505954311
"1700026F02Rik",0.501905712188235,2.43825899378994e-07,0.00144269501490729,0.439127742612982,NA
"1700027A07Rik",0.434929443427398,2.28737049295713e-07,0.00144269501049616,0.480108347573115,NA
"1700027J19Rik",884.041286819349,1.56864843364328e-06,0.00144269317287015,0.23347030539465,0.999944505954311
"1700028E10Rik",30.0124288893841,2.04454821675407e-06,0.0014426930702992,0.149838378411836,0.999944505954311
"1700028I16Rik",2.68255548900319,-4.77252249483523e-07,0.0014426946735489,0.389030082623823,0.999944505954311
"1700028J19Rik",13.1598526492257,8.41711479482434e-07,0.00144269226955277,0.509504356842693,0.999944505954311
"1700028K03Rik",21.1103162399874,-4.6676020785979e-07,0.00144269421976687,0.553866289510833,0.999944505954311
"1700028N14Rik",1.94861281477976,-2.22037682185624e-07,0.00144269448828303,0.728648562108893,NA
"1700029H14Rik",1.18114539674674,2.66106280470604e-07,0.00144269503146371,0.251847999292889,NA
"1700029I15Rik",253.722857046588,4.41820669873108e-06,0.00144269221448923,0.594302118490558,0.999944505954311
"1700029J07Rik",87.9381462927404,1.73315942606532e-06,0.0014426944818121,0.0679059309821836,0.999944505954311
"1700029N11Rik",0.748903098611813,-1.94567203013492e-08,0.001442694897368,0.956704626818253,NA
"1700030C10Rik",47.3747745006575,-1.34426106279853e-06,0.00144269086479157,0.38231433528672,0.999944505954311
"1700030J22Rik",19.7716561343741,-4.90522421087353e-07,0.00144269026986959,0.789908561602119,0.999944505954311
"1700030K09Rik",524.408313426127,5.77084964101586e-08,0.00144268710560579,0.98388849662716,0.999944505954311
"1700034H15Rik",13.5428193860287,1.28458539769036e-07,0.00144269295261627,0.959535285541983,0.999944505954311
"1700034I23Rik",1.28536826014322,-3.51655061003171e-07,0.00144269471685822,0.483315990549763,NA
"1700034P13Rik",11.9276904977863,-1.87287050476455e-08,0.00144269375291064,0.977221587241058,0.999944505954311
"1700036A12Rik",1.34501123828111,1.1921290355282e-07,0.00144269480154674,0.804221789416861,NA
"1700037C18Rik",197.978552186001,1.67007082735043e-06,0.00144269171385625,0.294372293399778,0.999944505954311
"1700037H04Rik",14563.8818188338,-3.36260646301412e-06,0.00144269239823254,0.0697348493972239,0.999944505954311
"1700040D17Rik",9.33094000942706,4.99462618624535e-07,0.00144269411050219,0.55705106645852,0.999944505954311
"1700040L02Rik",5.12571643627446,-5.56182555544541e-07,0.00144269466158977,0.296988127470951,0.999944505954311
"1700041G16Rik",10.8585098571134,1.04451324812459e-06,0.00144269372112061,0.436799593347494,0.999944505954311
"1700041M05Rik",2.74183106333145,5.37198449312006e-07,0.00144269505602504,0.0408919910748936,0.999944505954311
"1700041M19Rik",0.350331692775345,2.72374010711317e-07,0.00144269501058912,0.525410233639118,NA
"1700042O10Rik",0.365516884344049,2.26280580047236e-07,0.00144269500732594,0.517426265899155,NA
"1700045I11Rik",0.616410194888358,9.29527316591183e-08,0.00144269476891777,0.795689365320008,NA
"1700047G03Rik",43.5960954254743,6.01803038816552e-07,0.00144269151855269,0.660314932947982,0.999944505954311
"1700047I17Rik2",1147.32439847756,1.19952376596922e-06,0.00144268481281705,0.844570709906781,0.999944505954311
"1700047K16Rik",12.3788977583628,-1.55008426120647e-06,0.0014426928719062,0.267860202669903,0.999944505954311
"1700047M11Rik",18.26028890947,-3.33800611717441e-07,0.00144269383966018,0.758136550209752,0.999944505954311
"1700048M11Rik",5.33614345825322,-9.33476841210134e-08,0.00144269399964886,0.911965677867038,0.999944505954311
"1700048O20Rik",30.9456273712312,2.09907967552421e-07,0.00144269432562248,0.761036240895657,0.999944505954311
"1700051O22Rik",8.80324268884757,-7.66083869134847e-07,0.00144269391083562,0.426066088788739,0.999944505954311
"1700052K11Rik",299.023827939876,-1.68073923786757e-07,0.00144268871007162,0.933617267229653,0.999944505954311
"1700055D18Rik",73.4127758147755,-1.2089149272133e-06,0.0014426927443413,0.373933120763011,0.999944505954311
"1700056E22Rik",362.840005220098,-2.45404592217583e-07,0.00144269141911373,0.853527100540004,0.999944505954311
"1700056N10Rik",5.2255294211356,4.05788868353988e-07,0.00144269454789168,0.532137882909733,0.999944505954311
"1700058P15Rik",11.1820664640165,8.60882034009952e-08,0.00144269439468161,0.871833771462108,0.999944505954311
"1700060J05Rik",2.51085844107656,2.25863506622689e-09,0.00144269472925893,0.903975825330477,0.999944505954311
"1700061E17Rik",0.998231955504108,-6.15424303397399e-08,0.00144269486792151,0.862317594695632,NA
"1700061E18Rik",0.912672261595618,1.74923421358274e-07,0.00144269492191042,0.599993911412491,NA
"1700061G19Rik",13.5106155052937,3.51954420238038e-07,0.00144269316972324,0.783975209581732,0.999944505954311
"1700061I17Rik",1.15365981300364,-3.28971345751371e-07,0.00144269503224749,0.251550415742101,NA
"1700064H15Rik",1.90645215110763,3.76303862639463e-07,0.00144269455609554,0.548010881384673,NA
"1700064M15Rik",0.843675283390528,2.62228236333672e-07,0.00144269502535892,0.32228886887626,NA
"1700065D16Rik",2.6771157721854,3.56972189526893e-07,0.00144269496052144,0.229711892282729,0.999944505954311
"1700065J18Rik",0.512635959743884,2.13416049009583e-07,0.00144269501193142,0.442365129800554,NA
"1700066B19Rik",31.0160206607484,5.33510853783768e-07,0.0014426926005519,0.752691687658346,0.999944505954311
"1700066M21Rik",144.451841085652,1.36152831546138e-07,0.00144269359228697,0.901359134347335,0.999944505954311
"1700067K01Rik",28.1684532076334,-1.18532507232728e-06,0.00144269180264752,0.493799013687108,0.999944505954311
"1700069B07Rik",3.34422471630192,-1.09006183210733e-07,0.00144269416220909,0.880560003834409,0.999944505954311
"1700071M16Rik",1.16123226433934,-5.62092599971326e-08,0.00144269488968639,0.860893654418013,NA
"1700084C06Rik",5.81431364260096,-2.34803697475686e-07,0.00144269431909945,0.700041900778892,0.999944505954311
"1700084E18Rik",58.2121082532411,3.95121239745231e-07,0.00144269316177991,0.661232592244383,0.999944505954311
"1700084J12Rik",0.700747099171252,-5.06457668909589e-08,0.00144269490220087,0.801818774640906,NA
"1700086O06Rik",216.610494351116,-9.93134699057299e-07,0.0014426905191432,0.776424831685222,0.999944505954311
"1700086P04Rik",7.6453467209114,-3.83238866375857e-07,0.0014426938209961,0.684760138397732,0.999944505954311
"1700088E04Rik",75.3969097529649,3.72224177978124e-07,0.00144269283864139,0.788665817824385,0.999944505954311
"1700092C10Rik",1.01241034006863,2.6411643060544e-07,0.00144269502878305,0.282600912030933,NA
"1700092M07Rik",9.74672055817822,7.07956623780916e-07,0.00144269318764686,0.550166794596313,0.999944505954311
"1700093J21Rik",3.17931220243058,3.66759516761097e-07,0.00144269435322446,0.670402333401794,0.999944505954311
"1700093K21Rik",2.47274217410351,2.50061930342233e-07,0.00144269480046068,0.543509355834499,0.999944505954311
"1700096K18Rik",441.770804299398,5.76875142304906e-07,0.00144268923129665,0.78327035262303,0.999944505954311
"1700097M23Rik",0.425053036550047,2.33435942177387e-07,0.00144269500916795,0.504100698256781,NA
"1700097N02Rik",29.0287216431111,3.54722252644594e-07,0.00144269426392334,0.648870791120006,0.999944505954311
"1700099I09Rik",0.875829231938364,2.62155735922229e-07,0.00144269502726507,0.304473109506436,NA
"1700101I11Rik",11.3443956238801,3.45056221457712e-07,0.0014426944623161,0.606664841094528,0.999944505954311
"1700102P08Rik",13.1347327168053,1.1556615544586e-06,0.00144269358327742,0.325390946292396,0.999944505954311
"1700104B16Rik",0.965479842187321,-4.5019649852362e-07,0.00144269501710054,0.20932251794714,NA
"1700105P06Rik",6.97030362860074,-3.54246017093512e-07,0.00144269414495363,0.678024339531433,0.999944505954311
"1700108F19Rik",11.9553934164814,4.93607489930505e-07,0.00144269288987449,0.697778221899309,0.999944505954311
"1700109G14Rik",0.465672353879746,-1.81672764845202e-07,0.00144269493878246,0.654767564194662,NA
"1700109H08Rik",16.8282664236835,6.26928382320849e-08,0.00144269326539498,0.967156549608689,0.999944505954311
"1700109K24Rik",2.87313900216068,6.03528035547842e-08,0.00144269474211894,0.900062962222549,0.999944505954311
"1700110C19Rik",4.54519210719845,1.36149070804814e-06,0.00144269324910849,0.279115188818134,0.999944505954311
"1700110K17Rik",1.08814306644232,1.95893071958177e-07,0.0014426949315811,0.540641148614051,NA
"1700112D23Rik",2.64738803224052,5.27890503543746e-07,0.00144269475115433,0.309198161341457,0.999944505954311
"1700112E06Rik",231.684596091817,5.19098183206831e-07,0.00144269076955772,0.737604991085333,0.999944505954311
"1700112J16Rik",12.733855616394,2.58476421035841e-06,0.00144269302301075,0.0970086815849596,0.999944505954311
"1700113A16Rik",93.5279002628139,7.40696579465406e-06,0.00144269594440665,0.22561698735667,0.999944505954311
"1700113B19Rik",0.350331692775345,2.72374010711317e-07,0.00144269501058912,0.525410233639118,NA
"1700113H08Rik",1.2415825537327,1.33268348935288e-07,0.00144269492907192,0.658682347718261,NA
"1700120C14Rik",35.3679008456881,2.46196260464933e-07,0.00144268894366352,0.90861158138533,0.999944505954311
"1700120O09Rik",1.20149959414579,-2.10765212873183e-07,0.00144269482350834,0.604645834756261,NA
"1700122E12Rik",3.78167519790493,-6.64910864124106e-07,0.0014426944108433,0.694535956101968,0.999944505954311
"1700123L14Rik",5.31495249797054,-8.31278337921661e-07,0.001442693887461,0.401706565527129,0.999944505954311
"1700123M08Rik",11.0458480460974,3.41917849726986e-07,0.00144269405220317,0.695705974289272,0.999944505954311
"1700123O20Rik",1217.10533075992,2.15483824112899e-05,0.00144276272489886,0.292597339060262,0.999944505954311
"1700124L16Rik",4.58875192941915,7.73071968165989e-07,0.00144269435763323,0.306833828591205,0.999944505954311
"1700125H20Rik",0.347346520233562,2.8703677275172e-07,0.00144269501090829,0.534395934898032,NA
"1700126G02Rik",5.21459946907765,3.88536562292225e-07,0.00144269412656034,0.640694136897782,0.999944505954311
"1810006J02Rik",24.1647831035525,6.74004507862462e-07,0.00144269450789337,0.329484267051875,0.999944505954311
"1810008B01Rik",1.25041167218029,-3.30209993038399e-07,0.00144269483677453,0.369778799556255,NA
"1810008I18Rik",1.82931634365651,4.657873839581e-07,0.00144269503791433,0.0824518160343366,NA
"1810009A15Rik",1109.67653408295,3.61261472203867e-07,0.00144269171307002,0.820884466712846,0.999944505954311
