"gene","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"Stmn1 ",-2.101665578125,7.9365725546875,-6.97513009766078,2.05226244811376e-06,6.24474144926043e-05,5.08224620278611
"Ecsit ",1.95468578125,6.674444875,6.93785949437411,2.19977158434648e-06,6.60777541297922e-05,5.01275863224876
"S100a11 ",-3.37807078125,8.86187276953125,-6.92417516331704,2.25666017980974e-06,6.60893017266779e-05,4.98719613606446
"Cyp2b9 ",-5.6954030625,13.0973735,-6.91818432714285,2.28204443566797e-06,6.60893017266779e-05,4.97599684530104
"Acaa1a ",1.922046171875,11.5452004140625,6.91754346475728,2.28477739644085e-06,6.60893017266779e-05,4.97479851431713
"Cp ",-2.172119375,17.587971484375,-6.90070704577978,2.35780802142733e-06,6.73700511488322e-05,4.94329575312091
"Ly6d ",-7.57096778125,9.74859146484375,-6.83918635992976,2.64594983599688e-06,7.43700682888661e-05,4.82784332204781
"Acsl5 ",-2.38948921875,16.060854296875,-6.83511267951643,2.66627645593886e-06,7.43700682888661e-05,4.82017961030448
"Magix ",2.204027359375,5.98911395703125,6.79878403577257,2.85488002499635e-06,7.86939282184288e-05,4.75173194997219
"Id3 ",3.056169921875,6.55309273828125,6.79230931295312,2.88992319335349e-06,7.87336051398513e-05,4.73951323829678
"Them7 ",2.70333578125,7.29956580078125,6.76015350752969,3.07069735834256e-06,8.26970564436394e-05,4.67874324735701
"Ly6e ",-3.7267571875,14.035274765625,-6.74117130884798,3.18288599030646e-06,8.47443394919094e-05,4.64280123766493
"Tnfrsf12a ",-4.000934609375,10.43187125,-6.72335173440805,3.2920775811661e-06,8.66667165468784e-05,4.60901451181955
"Rtn4 ",-2.2024675,12.9101447265625,-6.70065818993547,3.43679003376415e-06,8.947110054566e-05,4.56592194804041
"Acta2 ",-2.29432,6.82926623046875,-6.66781065796399,3.65804799540288e-06,9.41846862992191e-05,4.50342009284509
"Mlkl ",-2.101250765625,9.1327197265625,-6.65448836613756,3.75195259750692e-06,9.45844047696964e-05,4.47802751230427
"Suox ",2.712789546875,9.5273327734375,6.65415830976422,3.75431056064096e-06,9.45844047696964e-05,4.47739810214551
"Lysmd2 ",-2.417625640625,5.50178195703125,-6.63533993125202,3.89132675074436e-06,9.69933891169579e-05,4.44148666038475
"Bub1 ",-2.03797540625,4.19802594921875,-6.61235570099407,4.06574196840993e-06,9.97374505565393e-05,4.39755827788864
"Wbp5 ",-2.545124609375,10.4085026992188,-6.60968170732747,4.08655367197088e-06,9.97374505565393e-05,4.3924428413417
"Pbld1 ",2.247916640625,10.359706953125,6.59942988993341,4.1673731240211e-06,0.000100661394119396,4.37282153256137
"Casc4 ",-2.309399125,10.642987046875,-6.55277893664952,4.55662912366674e-06,0.000108940633028073,4.28334958804753
"Hnf4aos ",2.285112984375,4.51586570703125,6.46770155435893,5.36660873250914e-06,0.000127009740002716,4.11940070631024
"Tceal8 ",-2.690831453125,10.3246431640625,-6.44169899485864,5.64289911340961e-06,0.000132213126227187,4.06909237246444
"Khdrbs3 ",2.114173625,6.970076625,6.4235973726038,5.8439089729679e-06,0.000134245176541954,4.03401526657049
"Rasgrp2 ",-1.909924765625,8.819504859375,-6.42125591500813,5.87044645349889e-06,0.000134245176541954,4.02947472051134
"Arpc1b ",-2.41045796875,10.8021052734375,-6.41629495924414,5.92708601800384e-06,0.000134245176541954,4.01985195918139
"Clec7a ",-2.6730125625,8.61565626953125,-6.41076399464253,5.99090145106255e-06,0.000134245176541954,4.00911955880874
"Bag4 ",2.11922346875,6.28422122265625,6.4085960184067,6.01610906398001e-06,0.000134245176541954,4.00491162381078
"Dmgdh ",2.38217734375,12.115756640625,6.40242144702975,6.08850633210063e-06,0.000134578965435017,3.99292354315016
"Abi3bp ",2.199894125,5.0579070625,6.37264651096627,6.45050571241666e-06,0.00014124798957189,3.93504126423273
"Pdia6 ",-2.0091675,14.1595077734375,-6.35933628092241,6.61947284344201e-06,0.000143605785853561,3.90912693926242
"Haus8 ",-2.30377021875,6.7773987578125,-6.34529898612574,6.80264362659031e-06,0.000146225633184414,3.88177078084359
"Alcam ",-2.28514296875,12.4459721875,-6.33556062411368,6.93279613601067e-06,0.000147668557697027,3.8627766392204
"Dhrs9 ",-3.283502359375,5.45279815625,-6.32420875751623,7.08777402820775e-06,0.00014960950043325,3.84061909763827
"Stom ",-1.83193046875,11.7979068359375,-6.30759652920283,7.32106267529836e-06,0.000153154016502001,3.80816225468933
"Sparcl1 ",1.922798703125,5.936385390625,6.29949452497853,7.43771121406563e-06,0.000154217321898724,3.79231898450809
"Slc35f5 ",-1.9118640625,13.849114296875,-6.29265991131063,7.53760836163143e-06,0.000154917687643004,3.77894712070126
"Ggt6 ",1.8693388125,5.08009623046875,6.24530456602521,8.26904795732442e-06,0.000168472864034879,3.68612262075871
"Kng2 ",-1.75576875,15.5526028515625,-6.23088529779402,8.50606529249335e-06,0.000171807853278551,3.6577981164397
"Pim1 ",2.07687971875,6.63299230078125,6.21927228513829,8.70206112234934e-06,0.000173866263521748,3.63496567886808
"Cyp4f17 ",1.712747828125,5.2772471875,6.21610117865096,8.75638885854299e-06,0.000173866263521748,3.62872778044638
"Txnrd2 ",1.59972459375,8.1820161640625,6.19057493611282,9.20669559639222e-06,0.000179899895228642,3.57846569022381
"Ccna2 ",-2.25423825,5.0345497265625,-6.1850546621199,9.30719065826586e-06,0.000179899895228642,3.56758455482981
"Car5a ",2.05983465625,9.630833453125,6.18121694989217,9.37772333897614e-06,0.000179899895228642,3.56001754476833
"Phyhd1 ",1.745578484375,9.1813559765625,6.18080671825416,9.38529556353442e-06,0.000179899895228642,3.55920855355202
"Ces2e ",-3.214868390625,14.2484179804687,-6.17762885234409,9.44416863556252e-06,0.000179899895228642,3.55294092570573
"Tmem71 ",-2.2000179375,4.94996715234375,-6.17015721899165,9.58409791100452e-06,0.000181093075850674,3.53819947212514
"Nat8 ",2.99308746875,6.7057881953125,6.13936053823539,1.01838861271687e-05,0.00019088676156765,3.47735911418418
"Nrxn1 ",2.008406,5.55633563671875,6.13148135660838,1.03434882458773e-05,0.000192339626667386,3.46177306280307
"Ctsc ",-2.02623796875,13.571954296875,-6.12245446194203,1.05295223536747e-05,0.000193966912073557,3.44390652142072
"Sult2a2 ",-3.628712921875,7.8267164140625,-6.11924147134125,1.05965705272793e-05,0.000193966912073557,3.43754457180813
"Gadd45g ",2.528421078125,7.1226081015625,6.11331458244103,1.07214127182626e-05,0.000194730775185187,3.42580530972974
"Pnpla7 ",-2.041371875,14.8493409765625,-6.09101416366912,1.12049328078247e-05,0.000201947365913333,3.38159356668709
"Tcf24 ",-3.17958034375,6.30082113671875,-6.07722498989198,1.15151404547861e-05,0.000205954000653159,3.35422284977344
"Avpr1a ",2.000800359375,7.1115396640625,6.07098614480704,1.16583967487514e-05,0.000206608607174486,3.34183084291497
"9130409I23Rik ",3.9959955625,8.90978575390625,6.06797903507872,1.17281027546763e-05,0.000206608607174486,3.33585608725595
"Spata1 ",2.124459703125,6.656431546875,6.06078770680165,1.18965532229691e-05,0.000208012120906095,3.32156296890977
"Ifi44 ",-2.27659034375,7.00552531640625,-6.03536021310123,1.25124949804987e-05,0.000217161301772656,3.27096997507167
"Plk3 ",2.47938446875,7.2440611484375,6.0152430019819,1.30231072079084e-05,0.000224361324912716,3.2308826884603
"Lactb ",1.52222965625,7.33804471875,5.99714624400945,1.35008312027882e-05,0.000230893777431625,3.19477629711126
"Afmid ",2.211603375,10.8421080625,5.98946891585215,1.37089358124946e-05,0.000231352975448745,3.17944569341548
"Tspan8 ",-4.458890109375,7.9180668203125,-5.98887523227561,1.37251658503524e-05,0.000231352975448745,3.17825986639053
"Sh3yl1 ",1.66803240625,4.7732974140625,5.98376367335463,1.38657288218919e-05,0.000232052875926376,3.1680481108242
"Slc19a2 ",2.071526515625,11.124209703125,5.97643092795306,1.40699741518093e-05,0.000233801059841768,3.15339298512425
"Arhgef37 ",1.99775434375,4.32508628515625,5.96643689444795,1.43533630570281e-05,0.000236830490440963,3.13340779830903
"Ces1b ",1.88598721875,8.86719831640625,5.95047648493346,1.48182196172181e-05,0.000242790829112882,3.10146472880456
"G6pdx ",-1.980309640625,8.40491184765625,-5.94390145699383,1.50142181061699e-05,0.000244293840435806,3.08829592182063
"Lrit2 ",2.165394453125,5.46132410546875,5.93726767789825,1.52146825758806e-05,0.00024584828465716,3.07500378708639
"Btg2 ",-1.852310875,6.87616097265625,-5.92975140573927,1.5445158496502e-05,0.000246038445219453,3.05993653843348
"Scnn1a ",2.75758153125,6.19963483984375,5.92896447139079,1.54694963318832e-05,0.000246038445219453,3.05835861533141
"H60b ",-3.14226421875,10.56769065625,-5.9266443969788,1.55414809613654e-05,0.000246038445219453,3.05370604904975
"Gdf10 ",2.144356890625,4.91265169140625,5.91957533084553,1.57629519611856e-05,0.000247869774799046,3.03952581161202
"Peli2 ",1.895042953125,7.17732130078125,5.91463051739537,1.59198059789501e-05,0.0002486673693912,3.02960291361724
"Akr1c19 ",3.2125945625,8.68119332421875,5.89198348135254,1.66590516734489e-05,0.000258491113052257,2.98411638719645
"Apol7a ",2.43847059375,8.18315798828125,5.88686581189915,1.68309577494681e-05,0.000259169632429017,2.973828465738
"Sult4a1 ",-1.950062015625,4.89915091796875,-5.88411811546041,1.69240092879383e-05,0.000259169632429017,2.96830346096559
"Slc17a2 ",1.608885703125,11.3039022460938,5.87847870648945,1.71166566849353e-05,0.000260417705277944,2.95696084948952
"Themis ",2.001885390625,6.52883317578125,5.86134332633286,1.77160248098257e-05,0.00026779771696401,2.92247139733122
"Hist1h3e ",-2.623207015625,8.6035833984375,-5.85559148917281,1.79220367281653e-05,0.000269175205474944,2.91088594717443
"Ifi27 ",-2.46329003125,10.8744160703125,-5.85140744301752,1.80734477295531e-05,0.000269720305925751,2.90245573150238
"Slc16a6 ",-2.722778875,7.9243042265625,-5.81800172355152,1.93306832588891e-05,0.000286656904275804,2.83506888155131
"Ptdss1 ",1.40061775,9.08804502734375,5.81148472436931,1.95862918860023e-05,0.000288620640810712,2.82190622756992
"Sardh ",2.32284584375,11.2457913007812,5.80825163884217,1.97143909517591e-05,0.000288692612499823,2.81537424970849
"Cyp3a41a ",-5.044938125,12.166762953125,-5.79843580733213,2.0108628529773e-05,0.00029263674934943,2.79553475728568
"Gria3 ",-2.48213184375,5.36738788671875,-5.7673052913646,2.14135975766307e-05,0.000309704068654603,2.7325349015838
"Bdh1 ",-1.4934996875,12.66455203125,-5.76231392247803,2.16308207672204e-05,0.000310926460476058,2.72242247052414
"Notum ",2.025848703125,6.15734009765625,5.75304884456409,2.20400790166686e-05,0.000314238219849748,2.70364337633293
"Pbld2 ",1.98066471875,8.36563748046875,5.75104916103989,2.21294521020949e-05,0.000314238219849748,2.69958888445941
"Slc25a21 ",2.286047234375,7.71805957421875,5.72874884611303,2.31518298120628e-05,0.000326775525600381,2.65434000712444
"Ddc ",2.536469765625,8.7657646953125,5.72496703833136,2.33299821814168e-05,0.000327087385922021,2.6466603748859
"Ssr2 ",-1.6864384375,13.4976623828125,-5.72237025074311,2.34531288241142e-05,0.000327087385922021,2.64138611749645
"Selo ",1.507431359375,9.43456959765625,5.71846203481105,2.36397315062688e-05,0.000327738999521821,2.63344669457949
"Slc15a5 ",2.481867171875,6.4755293828125,5.7102143466086,2.403856769446e-05,0.00033130802416541,2.61668560945245
"Slc35e3 ",1.7901105625,7.25105795703125,5.70265374870875,2.44102716315713e-05,0.000334463546390478,2.601313515325
"Acss3 ",2.28555203125,6.68642693359375,5.69004984316398,2.50431450880188e-05,0.000338374716114123,2.57567190651149
"Phlda1 ",3.103726015625,7.53466524609375,5.6894276037193,2.50748238971817e-05,0.000338374716114123,2.57440550936221
"Itih5 ",-2.624773203125,8.46499668359375,-5.68727676832238,2.51846434591747e-05,0.000338374716114123,2.5700277123648
