"Gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Selenow",28121.7518223511,-0.684481312923099,0.70287329643731,-0.97383314516651,0.330139392896971,0.99994115597459
"Tmem160",2679.48974899718,-0.670184312568166,0.688230197117598,-0.973779289800113,0.330166138268353,0.99994115597459
"Krt1",0.80059880700096,-3.18993410687515,3.27627021660768,-0.973648049756434,0.330231319888713,NA
"Olfr550",0.80059880700096,-3.18993410687515,3.27627021660768,-0.973648049756434,0.330231319888713,NA
"Gm44017",1.52459766126713,1.73921550074711,1.78629608940001,0.973643457581147,0.330233600787229,NA
"Rspo1",85.5683669726383,-0.644966120604686,0.662458039766191,-0.973595430787316,0.330257455941269,0.99994115597459
"Ctnnd2",33.4335745257919,-0.555510421158085,0.570605643939925,-0.973545262052421,0.330282376199579,0.99994115597459
"Treml4",55.3013560564475,0.823039720892873,0.845571403811355,0.973353305448929,0.330377737821947,0.99994115597459
"Flt4",728.108234682393,0.452179734740366,0.464625692408497,0.973212937055602,0.330447482350765,0.99994115597459
"Ppid",720.088018156749,-0.905637947581045,0.930735340315155,-0.973034877212665,0.330535968255256,0.99994115597459
"Cxx1c",666.168118522879,-0.718488796274185,0.738482317587312,-0.972926201701825,0.330589981514594,0.99994115597459
"Igfbp7",23632.7928063251,-0.556549620161698,0.57206807670979,-0.972873059728582,0.330616395902924,0.99994115597459
"Btnl7-ps",0.790382827188602,3.14625098760258,3.23420136269307,0.972806153597916,0.330649653751924,NA
"Prss12",176.100480237105,-0.432699725950116,0.444934573546388,-0.972501917531935,0.330800911397303,0.99994115597459
"Mrvi1",232.6682377681,-0.593467330962531,0.610489847745145,-0.972116625943105,0.330992531811978,0.99994115597459
"Gbp7",754.203161803391,-0.864097559399264,0.888896529742154,-0.972101398179512,0.331000106642635,0.99994115597459
"Dnajc9",844.638555397857,-0.47660288982512,0.490324730436531,-0.972014789873653,0.331043190823646,0.99994115597459
"Sp100",1882.76912019336,-0.911968091755948,0.938507622611043,-0.971721560682417,0.331189087590897,0.99994115597459
"Gm14461",0.78181551903496,-3.18379944093219,3.27648207419448,-0.971712760465788,0.331193466798806,NA
"Ndufab1-ps",141.265449558165,0.855140031495549,0.880069334827195,0.971673478048703,0.331213015168761,0.99994115597459
"Gm45420",0.73326076510275,-2.17718804010705,2.24076068057119,-0.971628991433422,0.331235154239405,NA
"Rft1",533.631333254235,0.502909328486466,0.517641938221932,0.971538995109106,0.331279944456534,0.99994115597459
"Clec11a",313.149491957113,-0.712581556873332,0.733515958643144,-0.971460195891939,0.331319165207876,0.99994115597459
"A930006L05Rik",2.32225803451182,2.00180795657155,2.06061813421083,0.971459933957244,0.331319295585695,NA
"Gm44951",1.72100669255963,-1.55604162439992,1.60200563680332,-0.971308457756043,0.331394698320438,NA
"Gm45759",1.07386627495067,-2.30556539125947,2.37414008514243,-0.971115986663084,0.33149052374415,NA
"Adora2a",1468.90047445638,-0.453936171541939,0.46748493285448,-0.971017758305466,0.331539435518888,0.99994115597459
"Gm43868",6.95423340798402,0.953028328428725,0.981759045429006,0.970735470038143,0.331680023953775,0.99994115597459
"Mboat4",6.14742673054061,-1.67359660058243,1.7243795377684,-0.97055002331349,0.331772403225232,0.99994115597459
"Fstl4",0.681749665539758,2.92683183184714,3.01587504291775,0.970475165647293,0.331809697873032,NA
"Rapgef6",918.742465890468,-0.822299908895739,0.847403340532585,-0.970376053012644,0.331859080695621,0.99994115597459
"Ccdc159",108.58474746417,-0.456932641722742,0.470975850582146,-0.970182741127712,0.33195541191565,0.99994115597459
"Sqle",477.737537970945,0.594106869931381,0.612545890050673,0.969897732694335,0.332097470336463,0.99994115597459
"Ccer2",0.804701364584321,-3.17779645965883,3.2766902368787,-0.969819003301921,0.332136718811078,NA
"Gm45863",0.804701364584321,-3.17779645965883,3.2766902368787,-0.969819003301921,0.332136718811078,NA
"Gm5640",0.804701364584321,-3.17779645965883,3.2766902368787,-0.969819003301921,0.332136718811078,NA
"Snord22",1.31716641854399,1.77344245779659,1.82876294475448,0.9697497769645,0.33217123226285,NA
"Gm23027",1.66263936251914,-1.64999106133149,1.70202594650518,-0.969427678067695,0.332331848215501,NA
"Zrsr2",423.992091786571,-0.464210859561407,0.478875971092473,-0.969375971198533,0.332357636733061,0.99994115597459
"Mir223",2.90089415323675,1.27005899568442,1.31024700924098,0.969327910483199,0.332381607910512,0.99994115597459
"Lbx2",51.7401390683057,-0.862586471760732,0.889972210686589,-0.969228546018611,0.332431171330236,0.99994115597459
"4930458D05Rik",137.455879690202,-0.474164969064972,0.489267395203846,-0.969132571908696,0.332479048158551,0.99994115597459
"Gm20406",7.33887316635517,-0.874581355338128,0.902447700973052,-0.969121373343987,0.332484634869439,0.99994115597459
"Gins1",141.937219623703,-0.497475537667251,0.513331195703398,-0.969112225851732,0.332489198391618,0.99994115597459
"Ctrl",57.4370768969963,-0.780371183121331,0.805249699540816,-0.969104593974178,0.332493005831371,0.99994115597459
"Nfu1",1959.18521676715,0.361689310791706,0.373296796603375,0.968905477043238,0.332592352507539,0.99994115597459
"Epg5",774.552051806606,0.390952067921657,0.403525101092739,0.96884200477979,0.332624025156474,0.99994115597459
"Gtf3c2",1501.53595353152,-0.385155748134426,0.397573437441103,-0.968766300418355,0.332661804167245,0.99994115597459
"Sult1e1",59.5847197059492,-2.97149209680795,3.06731099097726,-0.968761271859563,0.332664313684564,0.99994115597459
"Cd84",344.963020098839,-1.26438409055317,1.30518624479295,-0.96873844295972,0.332675706669101,0.99994115597459
"Tpst1",1987.66416191454,-0.442491811194923,0.456820406428689,-0.968634073626914,0.332727796409032,0.99994115597459
"Litaf",2641.37811115687,-0.377232773479093,0.389456377114345,-0.968613677028934,0.332737976771971,0.99994115597459
"Gm7993",15.4822045212376,0.584998886161389,0.603974119278858,0.968582704934236,0.332753435968141,0.99994115597459
"Samd5",85.3782093373335,-1.23736155464753,1.27793929972093,-0.968247517638544,0.33292076869395,0.99994115597459
"Enkd1",239.296553989431,-0.603396768260674,0.623203598242637,-0.968217722044904,0.332935645925531,0.99994115597459
"AC155273.1",5.15093430689218,-0.939340814513732,0.970204405507952,-0.968188568492367,0.332950202995125,0.99994115597459
"Gm37131",1.10599278493673,2.26260898221581,2.33699803385536,0.968168971234939,0.332959988607789,NA
"Card10",2687.89991642392,-0.643976599218167,0.665192947292804,-0.96810497140569,0.332991947308456,0.99994115597459
"Mst1r",790.657382406343,-0.717244630772766,0.740887880423775,-0.968087951934798,0.333000446417189,0.99994115597459
"Acot3",9.94718964627168,1.20225203514719,1.24194545188068,0.968039323568209,0.333024731009289,0.99994115597459
"4930412F12Rik",14.0049737702802,-0.562732057828822,0.581413529435203,-0.967868873597544,0.333109861299189,0.99994115597459
"E030026E10Rik",1.62339457287872,-2.2737233611936,2.34931008816366,-0.96782598970188,0.33313128163377,NA
"Irf9",1679.75524368544,-0.377195985758291,0.389799587687801,-0.967666456487881,0.333210975642477,0.99994115597459
"Alpl",799.115000759667,0.59737865018794,0.617375089379289,0.967610550643606,0.333238906035009,0.99994115597459
"Klhl10",16.8138141121483,-0.649531406879053,0.671283035964534,-0.96759693315618,0.333245709519823,0.99994115597459
"Rora",368.914257198135,0.921647039794456,0.952605267889788,0.967501514909832,0.333293384308484,0.99994115597459
"Serpina3c",2385.57310629385,-0.657424941662585,0.679540149019741,-0.967455628061039,0.333316312788612,0.99994115597459
"AI427809",37.7055520014215,-0.609485875796185,0.630048871137911,-0.96736285662319,0.333362671403321,0.99994115597459
"Gm44710",28.7075935701503,-0.480649025649824,0.49687242265388,-0.967348968740498,0.333369611645206,0.99994115597459
"AI314278",2.93146548622279,-1.82042512039942,1.8820092421322,-0.967277460517139,0.333405348184494,0.99994115597459
"Hist1h2aj",13.9646697210183,-0.813148513172989,0.840732061676192,-0.967191035336265,0.333448542836041,0.99994115597459
"Ccdc96",15.6886874888815,0.593338945674349,0.613486315995121,0.967159218069776,0.333464445774459,0.99994115597459
"Gm20707",43.8661301584871,-1.41905357368113,1.46729576830675,-0.967121697160424,0.333483200142271,0.99994115597459
"Tmed5",2658.26151335501,0.943038495495641,0.975217736039171,0.967003019577736,0.333542524161602,0.99994115597459
"Parp12",1123.45380530583,-0.356661315132143,0.368895822498153,-0.966834790149811,0.333626629601886,0.99994115597459
"Gm25890",3.67924508470287,-1.02910584610135,1.06473451861056,-0.96653750593556,0.33377528877013,0.99994115597459
"Pvt1",40.5614951508095,-0.735956078612045,0.761591298499586,-0.966339925445517,0.33387411398639,0.99994115597459
"Zfp691",492.973311206446,0.483406863077331,0.500371065057942,0.966096756656691,0.33399576732489,0.99994115597459
"Polr3a",603.514579412522,0.358674094323108,0.371281264796799,0.966044151243152,0.334022088707077,0.99994115597459
"Pkdrej",1.8614373247789,1.76160682525639,1.82359868891176,0.966005753331421,0.334041302139105,NA
"Pnpla5",23.2425400078918,0.901997020251065,0.933792318905339,0.965950353188227,0.334069024352686,0.99994115597459
"Ndufaf5",407.040041959839,0.455302275526003,0.471428531745316,0.965792786958374,0.334147878552808,0.99994115597459
"Dgki",0.785009239478477,-3.1645253679327,3.27715344306065,-0.965632346155033,0.334228183667577,NA
"Gm12589",0.785009239478477,-3.1645253679327,3.27715344306065,-0.965632346155033,0.334228183667577,NA
"Gm44658",0.785009239478477,-3.1645253679327,3.27715344306065,-0.965632346155033,0.334228183667577,NA
"Vstm2l",0.785009239478477,-3.1645253679327,3.27715344306065,-0.965632346155033,0.334228183667577,NA
"Gm37254",65.683608253955,-0.871911271733661,0.903078961512522,-0.965487303871348,0.334300792100495,0.99994115597459
"Gm44646",10.0731270506034,-1.24771391022055,1.29246082293124,-0.965378515219352,0.334355258572696,0.99994115597459
"Grifin",3.5630066541036,-1.72548990786823,1.7875221489334,-0.96529707835946,0.334396034753663,0.99994115597459
"1700010K24Rik",1.81076959299529,1.74452965229798,1.80742132084414,0.965203647970254,0.334442820152992,NA
"Ang",230.479219762483,-0.683276620451961,0.707931446398243,-0.965173427354133,0.334457954072282,0.99994115597459
"Kcnq5",46.7658929253715,-0.799756274704503,0.828816140256479,-0.964938103711417,0.334575814852778,0.99994115597459
"Nmi",402.484116469799,-0.587234721024351,0.60866346266421,-0.964793776932063,0.334648113508474,0.99994115597459
"Gm15319",0.694030407864234,-3.01541511789473,3.12549036656166,-0.964781446826847,0.334654290583914,NA
"Col4a3",35.6598414652963,-0.876482671789812,0.908762483692498,-0.964479374443885,0.334805644271511,0.99994115597459
"Papd4",474.190053440543,-0.7438952669808,0.77130113259929,-0.964468008070814,0.334811340265749,0.99994115597459
"Gm18859",1.54360648066067,1.45526823384471,1.50921652791864,0.964254105970912,0.334918543986478,NA
"Arrdc4",601.905529559248,-0.590075792934479,0.612102025707452,-0.964015422514711,0.335038193763218,0.99994115597459
"Gm26762",303.153723734052,0.68009594141151,0.705521623540391,0.96396186696406,0.335065044440328,0.99994115597459
"Ntrk2",4856.38708419976,-0.628408587998418,0.651927379830097,-0.963924215243409,0.335083922383423,0.99994115597459
"Gm12160",0.767451797602958,3.1180849530871,3.23499534523017,0.963860723226248,0.335115757770913,NA
"Ankrd33b",185.964217484063,-0.679972569182753,0.705587970140588,-0.963696375162503,0.33519817220727,0.99994115597459
"Rps8-ps4",15.3485496249082,-0.619833417016083,0.643373521066719,-0.963411450300898,0.335341082352505,0.99994115597459
"Gm10800",11.9912688577468,-2.392374904621,2.48336677672202,-0.963359471120438,0.335367157851484,0.99994115597459
"Cd24a",985.453263987494,-0.70971074657547,0.736713032676477,-0.963347619896301,0.335373103233495,0.99994115597459
"Uck1",10097.0955589929,0.54128462979876,0.561920860622729,0.963275556630699,0.335409256541834,0.99994115597459
"Gm16267",0.775384729325393,-3.15703971289124,3.27741655738219,-0.963270813342356,0.335411636282865,NA
"Gm6119",0.775384729325393,-3.15703971289124,3.27741655738219,-0.963270813342356,0.335411636282865,NA
"AC061963.2",1.39382758458861,-2.71843485389235,2.82233672908261,-0.96318586860327,0.335454255495208,NA
"Gm6157",0.892950544526363,2.42750701386254,2.52033890256403,0.96316690243243,0.335463771843407,NA
"Cyth1",1961.01517373314,0.676028010835612,0.7019321418816,0.96309596113301,0.335499368450831,0.99994115597459
"5730585A16Rik",2.55710208349866,-1.34505490945034,1.39660038286635,-0.963092181522807,0.335501265034949,0.99994115597459
"Jup",7350.83883204601,-0.665438992892452,0.690980915706317,-0.963035270246565,0.335529823582362,0.99994115597459
"1700023F06Rik",5.35519542427839,-1.24469971981161,1.29253872379017,-0.962988339847744,0.335553374820807,0.99994115597459
"Fabp7",9.15160118090074,-1.70606515523563,1.77176409293837,-0.962918913435151,0.335588217260803,0.99994115597459
"Anp32b",3475.07071206303,-0.593481386597516,0.616429477389788,-0.962772560959538,0.335661673556953,0.99994115597459
"Gm14296",100.210860647394,-1.04575931762204,1.08627897761736,-0.962698661365797,0.335698768700129,0.99994115597459
"Sc5d",3365.852778643,0.717728453361053,0.745669261995122,0.962529220315036,0.335783832446348,0.99994115597459
"Gosr1",1570.64454286232,0.346549706232241,0.360085552067081,0.962409361449973,0.335844013044197,0.99994115597459
"Eef1b2",5372.0501287211,-0.663436947251205,0.689355859841627,-0.962401258768764,0.335848081614566,0.99994115597459
"Gm16548",0.761404151825505,-3.15407513723271,3.27752112836196,-0.962335562062128,0.335881070838662,NA
"Rspo2",0.761404151825505,-3.15407513723271,3.27752112836196,-0.962335562062128,0.335881070838662,NA
"Tbx3",466.675699474345,0.408291054321025,0.424317267759458,0.962230588627567,0.335933786975089,0.99994115597459
"Gm27403",1.073765013742,-1.81752399804176,1.88887773304548,-0.962224270128554,0.335936960203565,NA
"AC155937.1",34.6188797389192,-0.863727522873708,0.897796519329564,-0.962052652552834,0.336023156054395,0.99994115597459
"mt-Nd2",216333.774873617,-1.82017433931832,1.8919891032949,-0.962042717977863,0.336028146183924,0.99994115597459
"Gm43088",6.30442134224773,-1.74778790252426,1.81722973702409,-0.961786980982634,0.336156619100005,0.99994115597459
"P4ha3",6.44822791865589,-1.50120874620974,1.5610320138504,-0.961677103922359,0.336211827023993,0.99994115597459
"Mrpl42",2242.71918623625,0.791320655588234,0.82289209852472,0.961633556825874,0.336233708954175,0.99994115597459
"Gm24865",1.59807039718487,-1.35668223827698,1.4109269953977,-0.961553817243797,0.336273779579836,NA
"Gm28913",6.84859822715544,-1.42016869586548,1.4772937624085,-0.961331274796768,0.336385627558858,0.99994115597459
"1600002K03Rik",339.504183331053,-0.441741896941881,0.459511367858075,-0.96132963804786,0.336386450263868,0.99994115597459
"Stom",3410.38765581126,0.422155531842012,0.439197063843596,0.961198438230789,0.336452401515272,0.99994115597459
"Vegfa",7176.1663404708,0.531515158713863,0.55301159495215,0.961128416773707,0.336487603159938,0.99994115597459
"Gm28911",6.73468825129488,-0.813949607688978,0.846899323266204,-0.96109370420778,0.336505054966373,0.99994115597459
"Per2",563.139373835122,0.496962249168573,0.517165302924051,0.960935017022121,0.336584842655838,0.99994115597459
"Vegfc",116.329585410158,-0.543411087931597,0.565538281160063,-0.960874101779499,0.336615473984386,0.99994115597459
"Brcc3",303.431332725946,-1.08340889830673,1.12771640897495,-0.960710414147027,0.336697793458019,0.99994115597459
"Wdr7",657.40680109507,0.386924421678426,0.402832333281082,0.96050984419973,0.336798678915337,0.99994115597459
"Gm43051",1.12072903868395,2.2792654403465,2.37321365263811,0.960413082830882,0.33684735624289,NA
"AC153497.1",15.3434219497098,0.589531399153383,0.613847502989638,0.960387386577565,0.336860283907233,0.99994115597459
"Pcdhb7",48.938771318864,-0.496867315337455,0.517445441590712,-0.960231312136027,0.336938811079375,0.99994115597459
"Sds",16.5441204421756,-1.08137201410886,1.12616707104157,-0.960223435683239,0.336942774343625,0.99994115597459
"Phgdh",12846.6023545143,-0.746847711953081,0.777875996219497,-0.960111528807657,0.336999086751969,0.99994115597459
"Gm43814",6.75707534204664,-1.70264008220195,1.7734873127112,-0.96005202292598,0.33702903303762,0.99994115597459
"Gm38210",1.42425631717495,-2.71206807345882,2.82527768081576,-0.959929741375281,0.337090576496819,NA
"Gm20682",1.07027535510767,2.22404446735341,2.31716515128957,0.959812668559971,0.337149505204952,NA
"Gm16845",113.624009474764,-0.614049876849557,0.639761679357134,-0.959810342917985,0.337150675886042,0.99994115597459
"Gm10433",12.8172652338302,1.41903670200408,1.47853226089849,0.959760391796756,0.33717582089997,0.99994115597459
"Gm15701",0.681485750709044,2.10368029301674,2.1919892412446,0.959712873327008,0.337199742454547,NA
"AC122305.4",0.757061885985392,-3.1451502860365,3.27783720739963,-0.959519978276043,0.337296860098562,NA
"Myh15",0.757061885985392,-3.1451502860365,3.27783720739963,-0.959519978276043,0.337296860098562,NA
"Tbp",505.344505371112,-0.487727112857538,0.508369250450355,-0.959395385195837,0.337359599031475,0.99994115597459
"Gm6420",0.683452639538098,-2.97901409079696,3.1058596713797,-0.959159268607139,0.337478516279344,NA
"Tagln",4634.9516261257,-0.647234129347342,0.674803181139848,-0.959145047677551,0.337485679337527,0.99994115597459
"Rps12-ps16",17.6075770206518,-1.27462839178006,1.3289890110013,-0.959096261314991,0.337510253688373,0.99994115597459
"Hspe1",3383.12765492557,0.440402326417544,0.459227718923805,0.959006410696684,0.337555515669416,0.99994115597459
"Gm15720",4.18661840730718,-1.93144540647899,2.01401905820484,-0.959000560898638,0.33755846262297,0.99994115597459
"Klra9",15.6330756485405,-2.03230294956031,2.11926924853776,-0.958964015998699,0.337576873226409,0.99994115597459
"Ighv1-26",141.455178848803,1.41394484784059,1.47454385891237,0.958903215590702,0.337607504708513,0.99994115597459
"Tpt1-ps6",35.9401767545155,-0.615880612168256,0.642277355404822,-0.958901332867436,0.337608453260327,0.99994115597459
"Chst5",0.777686026384078,3.10226043299697,3.23544813490197,0.958834851819057,0.337641948775631,NA
"Gm15978",0.777686026384078,3.10226043299697,3.23544813490197,0.958834851819057,0.337641948775631,NA
"Gm28095",0.777686026384078,3.10226043299697,3.23544813490197,0.958834851819057,0.337641948775631,NA
"Pnmal1",0.777686026384078,3.10226043299697,3.23544813490197,0.958834851819057,0.337641948775631,NA
"Gm13787",1.30841054909473,-1.96687582432174,2.0513350649839,-0.958827184254843,0.337645812104366,NA
"Akap12",1172.01727956018,-0.750837995482939,0.783205575985551,-0.958672944249814,0.337723532496339,0.99994115597459
"Zfp36l1-ps",2.73121587744001,-0.980999333265585,1.02352067525347,-0.958455805519167,0.33783296656747,0.99994115597459
"Atp6v1h",1671.18177617424,0.607879392375427,0.634315557616768,0.958323322006061,0.337899747097913,0.99994115597459
"Rpl10",13683.5998535425,-0.445356176579608,0.464843067577089,-0.958078559503851,0.338023146033705,0.99994115597459
"Gm26551",3.72843679704339,-1.57453245827564,1.64368895340204,-0.957926044959255,0.338100052072985,0.99994115597459
"Hook1",85.1564960147546,-1.15835685739829,1.20931992903969,-0.95785807343648,0.338134330591772,0.99994115597459
"Rnf165",33.3479147782001,-0.59997403244803,0.626479441283398,-0.957691494582697,0.33821834692074,0.99994115597459
"Dld",5053.96934607743,1.08507169718746,1.13336451574032,0.957389861882772,0.338370513619695,0.99994115597459
"2410006H16Rik",2637.58409076495,-0.686179567163839,0.716842719744747,-0.957224713683601,0.338453845673374,0.99994115597459
"Gm26541",574.337610502465,-0.821495214477797,0.858472106824453,-0.956927089357118,0.338604057060304,0.99994115597459
"Cd3g",785.055271849971,-1.44378937747367,1.50883910819404,-0.956887563182114,0.338624009191063,0.99994115597459
"Hscb",546.023696114694,-0.470473479320158,0.491717396138449,-0.956796491266887,0.338669983594124,0.99994115597459
"E130111B04Rik",3.49408240218428,1.4072882537337,1.47095305539918,0.956718671998541,0.33870927104603,0.99994115597459
"Hoxa1",60.8293485219555,-0.473442793845657,0.495027717536891,-0.956396535130126,0.338871934592415,0.99994115597459
"Cd300ld3",254.258647254389,0.599451136513961,0.626804612754157,0.956360442020351,0.33889016299069,0.99994115597459
"Slc13a3",241.130584665637,-0.845048408362845,0.883820425287253,-0.956131340920518,0.339005882464709,0.99994115597459
"2810032G03Rik",23.0995271696878,-0.492435060681132,0.515056968217161,-0.956078824417552,0.339032412238597,0.99994115597459
"Gm43292",3.47288824400682,1.57483736437427,1.64735662750535,0.955978406909438,0.339083143883006,0.99994115597459
"Vps26b",1178.23656894523,-0.400796168877174,0.419353658184245,-0.955747400923069,0.339199868251056,0.99994115597459
"Rad54l",306.767847946945,-0.478781465194132,0.50098068939353,-0.955688463309289,0.339229652799646,0.99994115597459
"Mmp8",4.44575759525436,1.68564520948852,1.76382675243023,0.95567504414252,0.339236434506923,0.99994115597459
"Dact3",247.35850335033,-0.584710959961163,0.611920616851753,-0.955534008593172,0.339307715564751,0.99994115597459
"Dnm3os",39.5379345182125,-1.01201560781789,1.05912129994743,-0.95552379870759,0.339312876136256,0.99994115597459
"Neto1",1.44555904534256,-2.72393369261045,2.85098965478058,-0.955434435913477,0.339358046576583,NA
"Zdhhc22",1.44555904534256,-2.72393369261045,2.85098965478058,-0.955434435913477,0.339358046576583,NA
"Gm44287",0.768347375685157,-3.13176862311218,3.27831471468762,-0.955298345543557,0.339426843933466,NA
"Nt5m",1042.64625004225,0.44534891756197,0.466247249879955,0.955177575152742,0.339487904118225,0.99994115597459
"Rps6",24808.1661859645,-0.56892943378729,0.595633013067753,-0.9551677313134,0.33949288136589,0.99994115597459
"Gm3055",39.5575311694129,-1.47484155204724,1.5440911870433,-0.955151848817512,0.339500911981191,0.99994115597459
"Dclre1c",181.647348828261,-0.941712255087553,0.98594491058989,-0.955136788042374,0.339508527225009,0.99994115597459
"Rps6-ps1",46.5052655061192,-0.843940090674885,0.883624651401298,-0.955088893611694,0.339532745017887,0.99994115597459
"Pola2",1073.4016194453,-0.350853177888454,0.367421692507777,-0.95490599777537,0.33962523639104,0.99994115597459
"4931428F04Rik",202.369735929588,-0.710128314883168,0.743680155189795,-0.954884045146984,0.339636339034983,0.99994115597459
"Trp53i13",1261.76409104343,-0.661585690061825,0.692851775827104,-0.954873341086621,0.339641752747721,0.99994115597459
"Gm45109",136.36924901238,-0.559166464114176,0.585724980583269,-0.954657019335856,0.339751172044163,0.99994115597459
"Gm13094",2.54902849533052,1.09688813833373,1.14913884291003,0.954530555729904,0.339815149998754,0.99994115597459
"Gm43069",0.768953939615826,-3.12923262512719,3.27840569630521,-0.954498288193515,0.339831475386326,NA
"Igkv11-114",0.768953939615826,-3.12923262512719,3.27840569630521,-0.954498288193515,0.339831475386326,NA
"Gm27907",16.6357378361614,1.14948699880042,1.20433122415041,0.954460845778808,0.339850419574094,0.99994115597459
"AC153821.2",0.763392436293362,3.08844198897289,3.23584752154616,0.954446082025881,0.339857889559087,NA
"Gm8814",1.3742312393713,-2.23665440667182,2.34368058302328,-0.954334145562876,0.339914529240148,NA
"Gm17477",5.46299350935634,-1.19637079644984,1.25382477785453,-0.954177025036138,0.339994042196652,0.99994115597459
"mt-Nd4",337623.890856859,-2.22284434940211,2.33008005478509,-0.95397767335815,0.340094943954023,0.99994115597459
"Gm17907",10.2430272337206,-1.76600098950985,1.85120592467067,-0.953973280862326,0.340097167429791,0.99994115597459
"Gstp2",1136.20635468499,-0.544504406577534,0.57085706863874,-0.953836672069164,0.340166323276932,0.99994115597459
"Eif4b",7420.85220509787,-0.341516324103219,0.358060306080133,-0.953795543108286,0.340187145869562,0.99994115597459
"Tmem67",79.7995963132054,-0.81556718535158,0.85507757390477,-0.953793211564696,0.340188326297844,0.99994115597459
"Ddc",16.5821245769219,-1.23849735649042,1.29858768675588,-0.953726397625426,0.340222154386929,0.99994115597459
"Arhgap28",138.947260260301,-0.64045643929633,0.671557957418159,-0.953687514564788,0.34024184198435,0.99994115597459
"Hepacam",28.6890148464152,-0.667258123841521,0.699879877790746,-0.953389495848631,0.340392761562061,0.99994115597459
"Gm5472",1.18562769773785,1.5080810057853,1.5820296586166,0.953257100820751,0.340459821450721,NA
"Gfra3",105.972127081875,-0.715430003275628,0.750618440067297,-0.953120740294478,0.340528898766432,0.99994115597459
"Zfp949",198.226965415293,-0.63529710364463,0.666545088242991,-0.953119473611708,0.340529540482824,0.99994115597459
"Mdp1",1875.25684237051,-0.37811384253166,0.396751698131422,-0.953023879450192,0.340577971845023,0.99994115597459
"Shq1",117.694510486267,0.612250778473305,0.642508915202613,0.952906277230775,0.340637559316087,0.99994115597459
"Cpped1",1229.04801596034,0.575800054805189,0.604371053270437,0.952726064045188,0.340728883883343,0.99994115597459
"Usp18",581.529245119043,-0.429789388891687,0.451260266540788,-0.952420190207107,0.340883923951665,0.99994115597459
"Gm5453",46.0718872488225,-0.729541690173082,0.766058977899195,-0.952330970878696,0.340929155586441,0.99994115597459
"Nat8l",13616.7496084315,0.535020393584484,0.561818178127091,0.952301677685222,0.340944007231552,0.99994115597459
"Pthlh",68.9991883336812,0.705290036666076,0.740743948294321,0.952137426556257,0.341027290206035,0.99994115597459
"Phf11a",54.3566185513556,-1.19033351900024,1.25039782289061,-0.9519638447934,0.341115318403143,0.99994115597459
"Spout1",779.685266174711,-0.456596665807399,0.479677453007395,-0.951882693140384,0.341156477680586,0.99994115597459
"Gm4524",21.2956780772784,1.81007831859089,1.90195312798753,0.951694493389614,0.341251942880947,0.99994115597459
"Rnf181",1992.73036499774,-0.415276333481033,0.436378087089797,-0.951643416035184,0.341277855057225,0.99994115597459
"Gm28529",138.251448627023,-0.520414143817965,0.546914814199591,-0.951545158965186,0.341327705631218,0.99994115597459
"Zfp992",85.5931273966234,-1.39688349112338,1.46837586764392,-0.951311937157304,0.341446049019903,0.99994115597459
"Top2b",1109.93745244554,-1.17080525560693,1.23090641141897,-0.95117325309667,0.341516433712926,0.99994115597459
"Foxd4",6.99975173792035,1.91530766029818,2.0139473322204,0.951021722194957,0.341593349027633,0.99994115597459
"Gm29707",8.15687242699807,-0.677938616303457,0.713107329274755,-0.950682440738527,0.341765604524985,0.99994115597459
"Gm6377",23.0922775534038,-2.92543629502092,3.07776432031017,-0.950506923391102,0.341854737682743,0.99994115597459
"Afap1l2",355.200274460365,-0.479710221267678,0.504783178932277,-0.950329252813784,0.34194497946363,0.99994115597459
"Cldnd2",2.6063515406084,-1.71277300952477,1.80236045817148,-0.950294377442347,0.341962695022133,0.99994115597459
"Kif5c",40.5990320891782,-0.759383509525503,0.799267658836795,-0.950099132786959,0.342061883824213,0.99994115597459
"Mtfr1l",2520.44287719577,0.456502750733809,0.480517894099388,0.95002237448287,0.342100883857777,0.99994115597459
"Ube2t",53.9812830606919,-0.567437422728664,0.597443061508224,-0.949776571672267,0.342225792645685,0.99994115597459
"2810004N23Rik",574.426558365493,-0.385990858421538,0.406421257543957,-0.949730978035249,0.342248965017492,0.99994115597459
"Snhg1",257.631336246901,-1.14673248028261,1.20743893498738,-0.949722960767864,0.34225303979289,0.99994115597459
"Gm26645",5.09030608881288,-1.66161117920413,1.74959845246751,-0.94971001881072,0.342259617606862,0.99994115597459
"Cat",33231.6416899879,0.427640068097677,0.45029417424269,0.94969043029901,0.342269573718984,0.99994115597459
"Mrps28",1464.23221703517,0.48410428719724,0.509753698644335,0.949682735965804,0.342273484513111,0.99994115597459
"Ntng2",926.379297043224,-0.830019901421126,0.874014925078378,-0.949663303915197,0.342283361357046,0.99994115597459
"Ptpro",180.520323473885,-0.467547263938892,0.492352345958135,-0.949619246820138,0.342305755193868,0.99994115597459
"Gm11261",1.41083013440114,-1.87708980698202,1.97672516952869,-0.949595743463706,0.342317702128004,NA
"Gm18856",1.07571007226811,2.76638739229503,2.91414357155975,0.949296877234625,0.342469641348812,NA
"Wnt10a",56.4414138016038,-0.973217385300249,1.02537952921619,-0.949128939646559,0.34255503728254,0.99994115597459
"Gm38137",1.49672967268237,-2.17929310023358,2.29618178708798,-0.949094323667359,0.342572641132128,NA
