"gene","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"Krtcap2 ",-2.31251328125,15.2006181640625,-4.29001490947821,0.000479791603324419,0.00239181218423216,-0.384020534449106
"Srr ",1.23023215625,9.829046171875,4.28332632037183,0.000486808930005416,0.00242164187474032,-0.39842696129463
"Fasn ",-3.08413634375,9.20076242578125,-4.28188951538008,0.000488329854734498,0.00242406112212485,-0.401521818080008
"Acsl1 ",1.8757221875,14.2384396875,4.27917412288396,0.000491217367686951,0.00243323951900746,-0.407370875454781
"Sirt3 ",1.51937371875,11.296545921875,4.27392765769642,0.000496845424664571,0.00245592580166475,-0.418672476699676
"Slc22a7 ",2.698724453125,6.1114316484375,4.27282723105837,0.000498034142146338,0.00245661893694499,-0.42104303112447
"Ccs ",1.63324921875,8.457751359375,4.26580508895263,0.000505687761158948,0.00248913114368785,-0.436170910512748
"Rgs2 ",-1.88564975,5.02513005078125,-4.26279019707168,0.000509010180693537,0.00250023239699152,-0.442666281557328
"Glipr1 ",-1.991845125,7.0558436640625,-4.26051454383845,0.000511532574191839,0.00250736573500309,-0.447569153907195
"Adck3 ",2.0972484375,13.39543875,4.25840102433923,0.000513886578539549,0.0025136456232112,-0.452122816195278
"Lgmn ",-1.55808578125,12.34665984375,-4.25576503477012,0.000516837863756338,0.00252281482246062,-0.457802301748098
"Spop ",1.5734909375,9.4045415859375,4.25456352955786,0.000518188765597287,0.00252415026568492,-0.460391108110779
"Pdp2 ",1.62703025,6.03857646484375,4.25220265219251,0.000520853609591267,0.00252689322081187,-0.465478031872918
"Als2 ",1.574521734375,8.59531642578125,4.25215384588445,0.000520908845775559,0.00252689322081187,-0.465583194895763
"Sgms2 ",1.833440265625,9.199960578125,4.25062685009761,0.000522640007705363,0.00253005276457369,-0.468873441024587
"Psd3 ",1.33411540625,8.4272135625,4.2453255616223,0.000528695394473347,0.00255408929742485,-0.480296613138062
"Mamdc2 ",1.424947953125,4.880638578125,4.24435996724937,0.000529805957714554,0.00255418798132757,-0.482377331679147
"Capns1 ",-1.4884684375,13.876362578125,-4.24241285422675,0.000532052579227147,0.00255975193661028,-0.486573142233906
"Itch ",1.28098453125,9.2804456953125,4.23932264058741,0.000535637929394102,0.00257172063231636,-0.493232366494922
"Sccpdh ",-1.755580171875,9.48306909765625,-4.23649616288537,0.000538938674494275,0.00258156032008655,-0.499323424824482
"Defb1 ",-2.9973290625,8.56018628125,-4.23568394551509,0.000539890976031759,0.00258156032008655,-0.501073782428205
"Stom ",-1.2291928125,11.7979068359375,-4.23228525869566,0.000543894328487972,0.00259026008926561,-0.508398215390664
"Gfm2 ",1.418804765625,9.30352191015625,4.23226231759513,0.000543921452803534,0.00259026008926561,-0.508447656002282
"Gm21209 ",1.4879774375,6.339598125,4.22487286618412,0.000552729890926341,0.00261350085492651,-0.524373264301015
"Epb41l4b ",1.485423125,11.8719277734375,4.22477832015283,0.000552843521931373,0.00261350085492651,-0.524577034791286
"Psg20 ",1.361864421875,3.595388421875,4.22469909656731,0.000552938755699303,0.00261350085492651,-0.524747781682111
"Them7 ",1.689318171875,7.29956580078125,4.22442903472904,0.000553263518584529,0.00261350085492651,-0.525329834209141
"Sec14l2 ",1.61712375,12.3922505078125,4.22090113837776,0.000557523744279197,0.0026283262230305,-0.532933478237976
"Cyp2c50 ",3.56060578125,15.280092859375,4.21949791284621,0.000559227458294448,0.00263106412607207,-0.535957900469406
"Cry1 ",1.457167234375,6.52628269921875,4.21282959025102,0.000567395946349758,0.002658682782628,-0.550330848955444
"Cyp3a41b ",-2.847091578125,11.9990941484375,-4.21205913851389,0.000568347464045395,0.002658682782628,-0.551991535388675
"Adck5 ",1.438438140625,6.74181884375,4.21193417116135,0.000568501952239277,0.002658682782628,-0.552260899850511
"Cd1d2 ",1.45675990625,9.76322537109375,4.20864092854915,0.00057258848304059,0.00267094921020814,-0.559359508465458
"Fbxo36 ",1.527637953125,6.6502009296875,4.20798592181393,0.000573404802703668,0.00267094921020814,-0.560771401770057
"Acot9 ",-1.5931169375,7.06145354296875,-4.20633260061578,0.000575470532969187,0.0026752528943389,-0.564335233227721
"Mtmr4 ",1.902802828125,7.14479310546875,4.20441071390247,0.000577881274094532,0.0026811402479277,-0.568478029204337
"Cd151 ",-1.43421546875,11.5236623828125,-4.20213257109108,0.000580752110312634,0.00268913477166502,-0.573388842969675
"Pdpr ",2.019139109375,5.07842766796875,4.2000275731476,0.000583417563343817,0.00269614862113326,-0.577926494415722
"Anxa4 ",-1.74011203125,11.816449296875,-4.195107254299,0.000589696228937202,0.0027197997330706,-0.588533274251835
"Rpl21 ",-1.1681403125,16.151478671875,-4.18899704547145,0.000597588390589815,0.00275078506709614,-0.601705610114269
"Ppib ",-2.00163625,15.0032347265625,-4.18138088936538,0.000607575251131195,0.00279127218313802,-0.618125187151334
"Cyp4f13 ",1.753701359375,7.48530211328125,4.17866772924772,0.000611173525256286,0.00280230835552931,-0.623974642523928
"Slc25a15 ",1.59321640625,11.8591543359375,4.17685023021831,0.000613595976890864,0.00280792065206112,-0.627893144336153
"Abat ",2.6069028125,11.7931474882812,4.17480281378482,0.000616336490099585,0.00281496373548407,-0.632307394467278
"Acox3 ",1.64717775,6.9253820234375,4.17389317298562,0.000617558027439102,0.0028150553663226,-0.63426860567465
"Tubb2a ",-3.539136453125,11.8622564335937,-4.17227022818827,0.00061974352094211,0.00281953217391721,-0.637767745421721
"Acadsb ",1.4710963125,9.7765195546875,4.16945354133116,0.000623555090356947,0.00283137514865567,-0.64384071979132
"3110057O12Rik ",1.4265904375,5.67011752734375,4.16552519136314,0.000628910534556638,0.00285016901830987,-0.652310671392988
"Olfr1442 ",1.420287640625,3.4146711796875,4.15919449497593,0.000637638954321785,0.00287611916715218,-0.665960702944986
"Epg5 ",1.743165453125,5.8923043828125,4.15887350842516,0.000638084756659303,0.00287611916715218,-0.66665281450924
"Dclre1c ",1.420613328125,5.2832557578125,4.15870477040683,0.00063831923470727,0.00287611916715218,-0.66701664804148
"Mki67 ",-1.757408390625,5.870234515625,-4.14799220714494,0.000653384831760303,0.00293835059657273,-0.690115689442395
"Srp54a ",-1.35183625,13.1217957421875,-4.14008839475947,0.000664729991829779,0.00298364438861527,-0.70715900655222
"Taf9 ",-1.84973046875,13.4620448828125,-4.13431751987433,0.000673138908219997,0.0030156108259263,-0.719603297966885
"Apoa4 ",-4.121826484375,17.7253065039062,-4.13329081214636,0.000674646163639835,0.00301659534619873,-0.721817312091226
"Cyp4f17 ",1.137131578125,5.2772471875,4.1270085572388,0.000683943262814107,0.00304931484796337,-0.735364654805279
"Ablim3 ",2.05104121875,5.62463037109375,4.12659042254082,0.000684566628266639,0.00304931484796337,-0.736266348714953
"Ifit1 ",-1.659938828125,6.27338286328125,-4.12374998129012,0.000688816426477664,0.00305761123358633,-0.742391696144328
"Cd5l ",-2.558904109375,12.2820401289062,-4.12360160648508,0.000689039151230722,0.00305761123358633,-0.742711664371916
"Krt20 ",-1.58916365625,4.8456696953125,-4.11561157955034,0.00070114085427175,0.00310543104264407,-0.759942224268966
"Gid4 ",1.633002984375,8.09168328125,4.11058627463049,0.000708861778116447,0.00313370404929591,-0.770779495281863
"Steap2 ",1.31725065625,6.01279351171875,4.10735417280063,0.00071387286168674,0.00314991358744262,-0.777749707510015
"Ang ",1.655631203125,9.111326296875,4.10494618493249,0.000717629439137006,0.00315544820137388,-0.782942695914588
"Calml4 ",-1.7002170625,5.5770468984375,-4.10482392829069,0.000717820696257907,0.00315544820137388,-0.783206351146935
"Isg15 ",-1.1607230625,4.7598700390625,-4.09912605027792,0.000726791655336795,0.00318890046526987,-0.795494285361672
"Ect2 ",-1.525326265625,5.97631724609375,-4.0950258503434,0.000733317032427132,0.00321151739621826,-0.804336750592994
"Snx10 ",-1.45035203125,12.0830524609375,-4.09355522145105,0.000735671870704158,0.00321581939003702,-0.807508308295355
"Ly6c2 ",-1.69899465625,6.01727323828125,-4.09220074249561,0.000737847467973308,0.0032193233099841,-0.810429380584138
"C2cd2 ",1.909254890625,7.5809559140625,4.09117477675626,0.000739499715430954,0.00322053500604967,-0.812641982572464
"Gzmd ",1.62456709375,4.67447295703125,4.08723965660388,0.00074587161812275,0.00324225825837032,-0.821128492520449
"Clybl ",1.10261028125,10.7823229609375,4.08122846764024,0.000755712183628421,0.00327237071839742,-0.834092294744276
"Fam25c ",3.19911071875,8.88468730078125,4.08068393000482,0.000756610052729818,0.00327237071839742,-0.835266651890567
"Vwa8 ",2.199199421875,11.0967147539062,4.08045437928499,0.000756988872971149,0.00327237071839742,-0.835761704052977
"Blnk ",-1.494721984375,5.8334605234375,-4.07887328094719,0.000759603307048887,0.00327762531936564,-0.839171521959797
"Wdr7 ",1.726725421875,7.02410699609375,4.07680012018023,0.000763045187932786,0.00328642440317374,-0.843642527694914
"Hist2h3c1 ",-1.4826021171875,9.22428067578125,-4.07421082858751,0.000767366036225488,0.00329292788072586,-0.849226625279339
"Hist2h3c2 ",-1.4826021171875,9.22428067578125,-4.07421082858751,0.000767366036225488,0.00329292788072586,-0.849226625279339
"Gm12185 ",-2.689476625,8.65250498046875,-4.07327087598529,0.000768940663233168,0.00329365260320898,-0.851253737286621
"Frk ",-1.17552240625,7.13440508984375,-4.0683498168429,0.000777237819397688,0.00332311717308172,-0.861866531490265
"Lrit1 ",1.518637734375,5.16986586328125,4.06193924743079,0.000788181820995792,0.00335719998335803,-0.875691555989728
"Dus1l ",1.21981028125,8.5316005078125,4.06059935924733,0.000790488796869221,0.00335719998335803,-0.878581145444092
"Efemp1 ",1.72655675,9.07752261328125,4.05938298591829,0.0007925889992285,0.00335719998335803,-0.881204359948826
"Klk1b11 ",-1.85727284375,5.81580105078125,-4.05904894925603,0.000793166733435536,0.00335719998335803,-0.881924738252754
"Ugdh ",2.18790975,11.6317168945312,4.05830574327248,0.000794453670211205,0.00335719998335803,-0.883527523655037
"Ifit3b ",-1.74169365625,9.23502435546875,-4.05814546076025,0.000794731491310865,0.00335719998335803,-0.883873185989107
"Mgll ",1.8570958125,8.100936234375,4.05728941425571,0.00079621695303137,0.00335719998335803,-0.885719318927655
"Rtp4 ",-1.378688859375,7.48409011328125,-4.05702732962869,0.0007966722965203,0.00335719998335803,-0.886284524999335
"Sos1 ",1.880726046875,9.4820347734375,4.05504997590195,0.000800116199154555,0.00336565934401997,-0.890548836501763
"Irs1 ",2.660210953125,5.2219413046875,4.05129978158137,0.000806689054921942,0.00338722662308622,-0.898636374577112
"Cib3 ",-2.910590421875,5.66854226953125,-4.05015776993885,0.00080870140747821,0.00338960178483264,-0.901099186487241
"Cib2 ",1.745782390625,5.3018615078125,4.04894200690991,0.000810849274979612,0.00339253544870934,-0.903721041592111
"Csrp3 ",1.9011945625,6.95130446484375,4.03764207526896,0.000831089578612402,0.00347102118126356,-0.928089591753289
"Gadd45g ",1.66913828125,7.1226081015625,4.03570729699941,0.000834605798813724,0.00347950424665579,-0.93226191525202
"9130409I23Rik ",2.651474546875,8.90978575390625,4.02630376106238,0.000851910051260631,0.00354533792203136,-0.952540175162525
"Tmeff2 ",-1.713894203125,8.12129390625,-4.02277191007126,0.000858502222806572,0.00356643742559539,-0.960156275733699
"Egln3 ",2.092334921875,5.54493275390625,4.02144155026435,0.000860998620921368,0.00356756911988084,-0.963025045076531
"Acsm1 ",1.8187065625,11.9182539023437,4.02100470781991,0.000861819941038223,0.00356756911988084,-0.963967042957303
"Xaf1 ",-1.439453484375,6.30737969921875,-4.01928388889763,0.000865062981321351,0.0035744852398074,-0.96767776567183
"Wdtc1 ",2.646420953125,8.47946631640625,4.01850131355918,0.000866541876316945,0.0035744852398074,-0.969365279740924
"Ces2a ",2.58674734375,13.0329370703125,4.01028623900312,0.00088222095828621,0.00362303751345457,-0.987079612769572
"Trim30a ",-1.8647383125,5.87342367578125,-4.00983187395717,0.000883096432953053,0.00362303751345457,-0.988059351246648
"Igfals ",1.931513875,8.8166160234375,4.00949167945013,0.000883752495072982,0.00362303751345457,-0.988792904717227
"Entpd5 ",1.8373628125,11.73612421875,4.0091057133894,0.00088449742112506,0.00362303751345457,-0.989625152961617
"Ear12 ",-2.2892488125,8.4932334296875,-4.00817479302697,0.000886296726123844,0.00362407195341739,-0.991632465532096
"Baz1b ",1.566145203125,8.54553865625,4.00266112440809,0.000897029437975362,0.00366156789751964,-1.00352122620117
"Hsd17b10 ",1.3822140625,14.75533640625,3.99866889246377,0.000904882107852263,0.00368719787599627,-1.01212921226541
"Ces1e ",1.94452265625,12.3124140703125,3.99615705897449,0.000909858260646534,0.00370103802898408,-1.01754509597048
"Dock4 ",1.581637546875,7.939742234375,3.98862339947972,0.000924948782179305,0.00375390432195476,-1.03378833041662
"Pi4ka ",1.58268865625,7.14890912890625,3.98807393846079,0.000926059196794645,0.00375390432195476,-1.03497298947652
"Scarb2 ",1.45416875,12.4680282421875,3.98685939688227,0.000928518443064506,0.00375737255975844,-1.03759157409034
"Ftl1 ",1.36666671875,16.3860176953125,3.98375943275226,0.000934825177709114,0.00376436952004596,-1.04427509397682
"Tmem184c ",-1.446432078125,9.1423145859375,-3.98350455213196,0.000935345633373292,0.00376436952004596,-1.04482461071468
"Tmem176b ",-2.1209715625,15.1661584765625,-3.98323427872159,0.000935897838812395,0.00376436952004596,-1.04540731300255
"Ggt6 ",1.192144375,5.08009623046875,3.98285461081912,0.00093667410592693,0.00376436952004596,-1.04622586524969
"AI506816 ",-1.824275703125,7.0345404765625,-3.98006780059774,0.000942391858540295,0.00378086322698615,-1.05223408183473
"Lgals3 ",-1.506281859375,5.20429298046875,-3.97122860813081,0.000960760648051099,0.00384796956988671,-1.07129018854533
"Mtmr11 ",-1.262849046875,4.72175241796875,-3.96445200866617,0.000975086577496218,0.00389868233971611,-1.08589882601374
"Bcl9l ",1.916939171875,5.60945973828125,3.96141566119692,0.000981574981586933,0.00391793898101905,-1.09244418670953
"Mgat2 ",-1.4231821875,12.16223328125,-3.95751159600132,0.000989981436479602,0.00394161888369923,-1.10085983448321
"Ide ",1.774530015625,10.6576931132812,3.9570998763102,0.000990872182031091,0.00394161888369923,-1.10174732708596
"Myl12a ",-1.66018475,11.2426316171875,-3.954164900165,0.000997245312315545,0.00396024706229716,-1.10807380262526
"Srp54b ",-1.20568015625,13.0803917578125,-3.95169992463931,0.00100262968177711,0.00397489229171534,-1.11338705300243
"Ifi27l2a ",-2.3506711875,5.26346986328125,-3.94588967963558,0.0010154371663211,0.00401886702819315,-1.12591058893543
"Vmn1r3 ",1.607252859375,3.949773453125,3.94412066961259,0.00101936913309325,0.00402762542805646,-1.12972342876474
"Unkl ",1.65059084375,5.93915894921875,3.94287138232057,0.00102215512861961,0.00403183411844402,-1.13241604700061
"Hist2h3b ",-1.37425740625,9.254528734375,-3.94110282069247,0.00102611222717239,0.00404064024918474,-1.13622781781097
"Agfg1 ",-1.4050995,10.072046484375,-3.93981795946454,0.00102899671115428,0.00404200439017283,-1.13899703356023
"Mettl7b ",1.9870096875,11.80793484375,3.93941237516807,0.00102990892912214,0.00404200439017283,-1.13987116822364
"Colec10 ",1.791164,8.25582296484375,3.93604890631107,0.00103750523189706,0.00406500795708164,-1.14712015052833
"Stard13 ",1.535271859375,6.45895698828125,3.93375003700667,0.00104272952219208,0.00407865654506851,-1.15207456514397
"Elmod3 ",1.737351546875,8.11768126953125,3.93031115532472,0.00105059391758594,0.00410256924817311,-1.1594856762428
"Acat2 ",1.1224046875,12.0567062890625,3.92904906754873,0.0010534951138217,0.00410705333058944,-1.16220553075045
"Aldh4a1 ",1.72667678125,10.8635547460937,3.92583567550601,0.00106091820524518,0.00412912185197585,-1.16913037723984
"Hint2 ",2.286553484375,9.67160788671875,3.9246930874587,0.00106357028006429,0.004132579048409,-1.17159259563874
"Gm21750 ",2.43377828125,6.0341801015625,3.92173256809983,0.00107047299382302,0.00415251361676713,-1.17797222815792
"Dnmbp ",1.712787171875,6.19234297265625,3.92003558833974,0.00107444991916936,0.00416105150514679,-1.18162896672122
"Ifitm3 ",-1.78299796875,14.37129390625,-3.91707793809595,0.00108141676149926,0.00417441291133247,-1.18800210561902
"Atg7 ",1.931881890625,6.15271358203125,3.91705822276725,0.0010814633534694,0.00417441291133247,-1.18804458749513
"Sh3bgrl ",-1.48088890625,11.89023671875,-3.91454591692183,0.00108741704775059,0.00419049036657836,-1.19345793908148
"Cdc42 ",-1.08945359375,15.4075587109375,-3.91263751325702,0.00109196159156559,0.00419461693630504,-1.19756994278351
"Rprd1a ",1.34335953125,7.31074680078125,3.9125927443381,0.00109206842985321,0.00419461693630504,-1.19766640454578
"Gm10768 ",1.854806296875,9.31785742578125,3.90687044702045,0.00110581110095695,0.00423829071720903,-1.20999560713993
"LOC100862125 ",1.5857375625,6.495699203125,3.90622071945326,0.00110738242189771,0.00423829071720903,-1.2113954528503
"4930452B06Rik ",-1.327091296875,4.26597573046875,-3.90560826751054,0.00110886564645716,0.00423829071720903,-1.21271497820701
"Cpox ",1.808185625,11.323567828125,3.90241814086148,0.00111662374231667,0.00426099255414976,-1.21958794209864
"Dynll1 ",-1.20548203125,8.75452246875,-3.89950158289181,0.00112376421036853,0.0042812675526723,-1.22587129055876
"Rpl32 ",-1.000978125,14.292341796875,-3.89319699848351,0.00113935641637078,0.00433362351226744,-1.23945295032974
"Cdc14b ",1.283268671875,9.8026721015625,3.87785280730968,0.00117821819703531,0.00447417380170784,-1.27250367245619
"Nat1 ",1.54260703125,6.28605582421875,3.87699503712401,0.00118042948170917,0.00447531759813038,-1.27435107499044
"Ndrg2 ",1.66151515625,15.1721936328125,3.87584083108102,0.00118341153306555,0.00447937515666007,-1.27683688534762
"Usp24 ",1.4398515625,8.40258050390625,3.86800445107754,0.00120385870054067,0.00454942086349482,-1.2937130260899
"Gabbr2 ",2.150249921875,7.6341496484375,3.86606290809303,0.00120897923025864,0.00456141439049274,-1.29789397383041
"Gm13235 ",2.387347546875,6.36421319921875,3.86463643847119,0.00121275524467614,0.00456830472391672,-1.30096568058297
"Srgap3 ",1.20689046875,3.96593503515625,3.85058756296351,0.00125058173917313,0.00469996916277224,-1.33121454730423
"Gm17305 ",1.681662296875,4.64857585546875,3.8497533377887,0.00125286473174888,0.00469996916277224,-1.33301052845403
"Pex5 ",1.662588015625,8.10270175390625,3.84943890840443,0.00125372630248939,0.00469996916277224,-1.33368744905119
"Rgs3 ",-1.48025325,8.88012314453125,-3.84591012040744,0.00126343639665601,0.00472880427694093,-1.34128418616478
"Rpl6 ",-1.04476875,14.4952826953125,-3.83899588651138,0.00128268124444931,0.00479317728188951,-1.35616783708973
"Whamm ",1.2826728125,8.685944578125,3.83192278833529,0.00130267229326395,0.00486012927247998,-1.37139171899058
"Cybb ",-1.883809328125,10.4255596015625,-3.82880604746239,0.00131158010279888,0.00488558375335101,-1.37809950630578
"Tcf24 ",-2.0024560625,6.30082113671875,-3.82735289205906,0.00131575413298402,0.00488704876403516,-1.38122683629642
"Cox20 ",-1.23380328125,14.084081015625,-3.82721704618718,0.00131614501498343,0.00488704876403516,-1.38151918566756
"Agbl5 ",1.429271875,5.02899365234375,3.82303911636523,0.00132822353839791,0.00492409454187707,-1.39051003305967
"Zfp36l2 ",2.031475453125,6.76592662890625,3.82192596513579,0.00133146038572728,0.00492829649882941,-1.39290540848503
"Aox3 ",3.304678171875,12.0009480703125,3.82039389897449,0.00133592828959795,0.00493703467275709,-1.39620216452483
"Kif20a ",-1.179918234375,3.712168328125,-3.81908533137311,0.00133975630322108,0.00494338428101889,-1.3990179172626
"Eci1 ",1.21788721875,10.454926671875,3.81371141472148,0.00135559242147583,0.00499395132628596,-1.41058072349545
"Dnajb1 ",1.17289953125,8.06092821875,3.81256493373032,0.00135899511746442,0.00499862725309127,-1.41304740742063
"Oip5 ",-1.3984458125,4.18599327734375,-3.81063173359873,0.00136475213845793,0.00501193457744031,-1.41720662071156
"Inhba ",-1.855700078125,6.4343353671875,-3.8096222090135,0.0013677681776916,0.00501486160416404,-1.41937851902013
"Klb ",1.4471996875,9.72810751171875,3.80882539327934,0.00137015344404455,0.00501486160416404,-1.42109276529766
"Gpx1 ",1.61064265625,17.5406765234375,3.80821940838998,0.00137197024680715,0.00501486160416404,-1.42239644661489
"Hmgn2 ",-1.162918953125,10.1536491992187,-3.80722468394036,0.00137495776084034,0.0050179533234407,-1.42453640807643
"Nags ",1.055629875,10.013039390625,3.80449286092817,0.001383195957547,0.00504016816257018,-1.43041320288348
"Ctsc ",-1.25833765625,13.571954296875,-3.80217680102511,0.0013902190636353,0.00505789327033776,-1.43539535531753
"Cyp2c37 ",3.04588078125,14.1682218085937,3.79488939777124,0.00141255077103305,0.00511704991059767,-1.45107007954085
"Hist1h2ao ",-1.6132105625,10.3085867519531,-3.79455717848324,0.00141357734797796,0.00511704991059767,-1.45178460828267
"Hist1h2ap ",-1.6132105625,10.3085867519531,-3.79455717848324,0.00141357734797796,0.00511704991059767,-1.45178460828267
"Slc47a1 ",1.080080828125,10.3497314101563,3.79402775918358,0.00141521482802701,0.00511704991059767,-1.45292326010045
"Ifitm2 ",-1.179711875,16.104320390625,-3.79257681053839,0.00141971231356225,0.00512540208116541,-1.45604383578911
"Mal2 ",-1.18283859375,12.8899490625,-3.78599849355626,0.00144028317056062,0.00518582074378994,-1.47019078039352
"Klf15 ",1.7440895,10.4523436171875,3.78581073925295,0.00144087464968299,0.00518582074378994,-1.47059452627307
"Spink1 ",-3.260357578125,8.00602969140625,-3.77885704393282,0.00146295281944704,0.0052572062208043,-1.4855466203047
"Oat ",3.69872421875,13.88424940625,3.77364170179983,0.00147973354216788,0.00530936552725781,-1.49675942011565
"Racgap1 ",-1.587994390625,4.53459340625,-3.77262479664945,0.00148302787174687,0.00531304939373536,-1.49894558560764
"1700019G17Rik ",1.328756765625,8.1685956171875,3.77169214223234,0.00148605571603157,0.00531576876742284,-1.50095058520865
"Hspa1b ",1.401019515625,5.70157622265625,3.76867261221966,0.00149590104840128,0.00534084874358361,-1.50744162745707
"Usp6nl ",1.431281375,8.576670578125,3.76814563497987,0.00149762596010859,0.00534084874358361,-1.50857441977336
"Fpgs ",1.211474203125,10.8189958007813,3.76729035378522,0.00150042971847185,0.00534271554768928,-1.51041290792833
"M6pr ",-1.1896665625,12.1439198046875,-3.76639794061924,0.00150336079944741,0.00534502936738283,-1.51233117738457
"Bsg ",-1.766635,16.7108670703125,-3.76373053205011,0.00151215594123786,0.00536815359139439,-1.51806463031272
"Ndrg3 ",1.36739215625,8.25025994921875,3.76185722292443,0.00151836347613698,0.00538203574067919,-1.52209100715197
"Slc22a1 ",1.2570409375,12.742554296875,3.76080827958149,0.00152185045628035,0.00538534136658822,-1.52434546914944
"Sepw1 ",1.57860403125,10.7128785546875,3.76019495981171,0.00152389301154417,0.00538534136658822,-1.52566363424675
"Dhtkd1 ",2.009702140625,6.01319116796875,3.74910817992509,0.00156129193218712,0.00550919728481088,-1.54948851896934
"Acot4 ",1.536635609375,7.28044587890625,3.74669958297093,0.00156953740500189,0.0055266193382991,-1.55466365956467
"Cbx3 ",-1.02379078125,12.8290107421875,-3.74628913313068,0.00157094685416441,0.0055266193382991,-1.55554552803742
"Cxadr ",-1.047647140625,9.20645853125,-3.74509021845796,0.00157507107345702,0.00553282087722608,-1.55812139722111
"Gm21732 ",2.639549828125,4.4969238046875,3.74226914354921,0.00158481821006578,0.00555872614698222,-1.56418219185412
"Hgf ",1.52550559375,8.74351768359375,3.73255322701983,0.00161885154954874,0.00566456634562243,-1.58505272592621
"Alg14 ",-1.164694203125,9.8019153984375,-3.73227719486388,0.00161982904462955,0.00566456634562243,-1.58564559226515
"4930402H24Rik ",1.278159,8.9218246640625,3.72741300952186,0.00163715137443766,0.00571661053697085,-1.59609230600873
"Epha7 ",1.47937178125,5.926340203125,3.72588943990058,0.00164261508532243,0.00572715348945009,-1.59936418639931
"Gm13242 ",1.989349984375,5.85197881640625,3.72520875643988,0.00164506198585074,0.00572716230735258,-1.60082592033317
"Tmem134 ",1.35539546875,11.023213828125,3.72348902931484,0.00165126024562178,0.00574021180340033,-1.60451883751336
"Gss ",-1.06983028125,9.9169010625,-3.72147803153531,0.00165853790831678,0.00575696936175737,-1.6088370216267
"Gm21921 ",2.366417640625,4.4999257890625,3.71644665533706,0.00167688680084994,0.00581204996211747,-1.61963984736208
"Ube2l6 ",-1.43027718750001,11.909891875,-3.71465054491726,0.00168348602473075,0.0058168502735166,-1.62349592229276
"Sh3pxd2a ",1.561095140625,6.488530921875,3.71396309168453,0.00168601870729253,0.0058168502735166,-1.6249717702053
"Paqr9 ",1.3900128125,11.7963737890625,3.71302229671899,0.00168949090870733,0.0058168502735166,-1.62699145794903
"Mir675 ",-1.68337203125,5.47642411328125,-3.71234968842263,0.00169197768853957,0.0058168502735166,-1.62843537526904
"Hist1h2ae ",-1.49676790625,7.7789780234375,-3.7121616045682,0.00169267372952236,0.0058168502735166,-1.62883913847275
"Cml2 ",1.58307984375,14.456279765625,3.71202817495009,0.00169316768524896,0.0058168502735166,-1.6291255731785
"Ano10 ",-1.605645640625,7.215455,-3.70986143104691,0.00170120914090221,0.00583591949799981,-1.63377680384075
"Nnmt ",3.551373828125,10.69742965625,3.70878289360779,0.00170522613408305,0.00584114741543362,-1.63609194231059
"Gm4581 ",-1.228484375,16.0295631640625,-3.70582156555448,0.00171630432501125,0.00587051245766621,-1.64244825173943
"Rmdn2 ",1.716836875,12.8501636328125,3.70327205562551,0.00172589948078495,0.00589472665230196,-1.64792021669138
"42431",1.34439140625,12.8122374609375,3.70155022941695,0.00173240990986236,0.00590834995459607,-1.65161552772235
"Apobec1 ",-1.165030140625,10.0975218867188,-3.69856554351383,0.00174375350976224,0.00592866943612348,-1.65802072726584
"Hsd3b7 ",1.38470984375,12.669931484375,3.69833553309961,0.00174463075915816,0.00592866943612348,-1.65851431294063
"LOC102641600 ",0.984347343750002,11.1114404492187,3.69770927080374,0.00174702152923944,0.00592866943612348,-1.65985821072141
"Eif2s2 ",-1.23210078125,14.1261966015625,-3.69732519518843,0.00174848936421738,0.00592866943612348,-1.66068238813686
"Lin7a ",1.65322228125,7.66675330859375,3.69499555244792,0.00175741906134589,0.00595033650395004,-1.66568131911569
"Gm20946 ",1.584728953125,3.77043569921875,3.69407812946094,0.0017609480954347,0.0059536816559935,-1.66764983093644
"Atg9a ",1.741697390625,8.0287584140625,3.69226135517868,0.00176795753767515,0.00596124172166444,-1.67154793079557
"Gngt1 ",2.12587534375,5.18214649609375,3.69217983073217,0.00176827272580315,0.00596124172166444,-1.67172284634247
"Mthfd1 ",1.544539421875,10.1963364726562,3.69089337581277,0.00177325382398608,0.00596944498505659,-1.67448295932651
"Tob1 ",1.39095015625,8.253830453125,3.6869664738712,0.00178854541472119,0.00600889230117548,-1.68290758633078
"Cbr3 ",-2.21237184375,5.39852903125,-3.68656885694718,0.0017901010781991,0.00600889230117548,-1.68376056677998
"Gm13152 ",3.1089734375,9.93264591796875,3.68251768743797,0.00180602832886397,0.00605368293923931,-1.69245071614358
"Slc12a7 ",2.036873203125,7.20343167578125,3.67686994584574,0.00182846881165506,0.00611234059569108,-1.70456398465028
"Amt ",1.322334609375,10.2794661289063,3.6768007369575,0.00182874552180087,0.00611234059569108,-1.7047124115175
"Nars2 ",1.3289293125,8.1680195234375,3.67488058370955,0.00183643933894443,0.00612461730355707,-1.70883029414628
"Cenpa ",-1.30788,8.1198275390625,-3.6745800172367,0.00183764659172028,0.00612461730355707,-1.70947485590945
"Plk3 ",1.514019,7.2440611484375,3.6731665900969,0.00184333437713425,0.00613484722389992,-1.71250586007944
"Txndc15 ",1.3101505625,10.4482480429687,3.67178325489363,0.00184891807622767,0.00614470220227154,-1.71547221221843
