"gene","R_log2FC_avg","R_n","R_up_pct","R_down_pct","P_log2FC_avg","P_n","P_up_pct","P_down_pct","P_R","p_value"
"Pla2g4f",1.11964182402969,9,1,0,1.04180328384589,4,1,0,-0.0778385401838007,0.461824853977176
"Pla2g4d",1.11964182402969,9,1,0,1.04180328384589,4,1,0,-0.0778385401838007,0.461824853977176
"Pla2g4a",1.11964182402969,9,1,0,0.6643271436065,1,1,0,-0.455314680423193,NA
"Pla2g4f",1.11964182402969,9,1,0,0.6643271436065,1,1,0,-0.455314680423193,NA
"Pla2g4d",1.11964182402969,9,1,0,0.6643271436065,1,1,0,-0.455314680423193,NA
"Pla2g4a",0.776719286381453,17,0.882352941176471,0,0.769848727248001,15,0.666666666666667,0,-0.00687055913345136,0.93687378769803
"Pla2g4b",0.776719286381453,17,0.882352941176471,0,0.769848727248001,15,0.666666666666667,0,-0.00687055913345136,0.93687378769803
"Pla2g4f",0.776719286381453,17,0.882352941176471,0,0.769848727248001,15,0.666666666666667,0,-0.00687055913345136,0.93687378769803
"Pla2g6",0.776719286381453,17,0.882352941176471,0,0.769848727248001,15,0.666666666666667,0,-0.00687055913345136,0.93687378769803
"Pla2g4d",0.776719286381453,17,0.882352941176471,0,0.769848727248001,15,0.666666666666667,0,-0.00687055913345136,0.93687378769803
"Pla2g4a",0.776719286381453,17,0.882352941176471,0,0.6643271436065,1,1,0,-0.112392142774952,NA
"Pla2g4b",0.776719286381453,17,0.882352941176471,0,0.6643271436065,1,1,0,-0.112392142774952,NA
"Pla2g4f",0.776719286381453,17,0.882352941176471,0,0.6643271436065,1,1,0,-0.112392142774952,NA
"Pla2g6",0.776719286381453,17,0.882352941176471,0,0.6643271436065,1,1,0,-0.112392142774952,NA
"Pla2g4d",0.776719286381453,17,0.882352941176471,0,0.6643271436065,1,1,0,-0.112392142774952,NA
"Pla2g4a",0.93255978178634,16,1,0,0.971202916601436,13,0.846153846153846,0,0.0386431348150962,0.765167922919353
"Pla2g4b",0.93255978178634,16,1,0,0.971202916601436,13,0.846153846153846,0,0.0386431348150962,0.765167922919353
"Pla2g4f",0.93255978178634,16,1,0,0.971202916601436,13,0.846153846153846,0,0.0386431348150962,0.765167922919353
"Pla2g4e",0.93255978178634,16,1,0,0.971202916601436,13,0.846153846153846,0,0.0386431348150962,0.765167922919353
"Pla2g6",0.93255978178634,16,1,0,0.971202916601436,13,0.846153846153846,0,0.0386431348150962,0.765167922919353
"Pla2g4d",0.93255978178634,16,1,0,0.971202916601436,13,0.846153846153846,0,0.0386431348150962,0.765167922919353
"Pla2g4a",0.93255978178634,16,1,0,0.6643271436065,1,1,0,-0.26823263817984,NA
"Pla2g4b",0.93255978178634,16,1,0,0.6643271436065,1,1,0,-0.26823263817984,NA
"Pla2g4f",0.93255978178634,16,1,0,0.6643271436065,1,1,0,-0.26823263817984,NA
"Pla2g4e",0.93255978178634,16,1,0,0.6643271436065,1,1,0,-0.26823263817984,NA
"Pla2g6",0.93255978178634,16,1,0,0.6643271436065,1,1,0,-0.26823263817984,NA
"Pla2g4d",0.93255978178634,16,1,0,0.6643271436065,1,1,0,-0.26823263817984,NA
"Pla2g4a",0.769848727248001,15,0.666666666666667,0,0.6643271436065,1,1,0,-0.105521583641501,NA
"Pla2g4b",0.769848727248001,15,0.666666666666667,0,0.6643271436065,1,1,0,-0.105521583641501,NA
"Pla2g4f",0.769848727248001,15,0.666666666666667,0,0.6643271436065,1,1,0,-0.105521583641501,NA
"Pla2g4e",0.769848727248001,15,0.666666666666667,0,0.6643271436065,1,1,0,-0.105521583641501,NA
"Pla2g4d",0.769848727248001,15,0.666666666666667,0,0.6643271436065,1,1,0,-0.105521583641501,NA
"Pla2g4a",0.769848727248001,15,0.666666666666667,0,0.6643271436065,1,1,0,-0.105521583641501,NA
"Pla2g4b",0.769848727248001,15,0.666666666666667,0,0.6643271436065,1,1,0,-0.105521583641501,NA
"Pla2g4f",0.769848727248001,15,0.666666666666667,0,0.6643271436065,1,1,0,-0.105521583641501,NA
"Pla2g4e",0.769848727248001,15,0.666666666666667,0,0.6643271436065,1,1,0,-0.105521583641501,NA
"Pla2g4d",0.769848727248001,15,0.666666666666667,0,0.6643271436065,1,1,0,-0.105521583641501,NA
"Pla2g4a",0.93255978178634,16,1,0,0.971202916601436,13,0.846153846153846,0,0.0386431348150962,0.765167922919353
"Pla2g4f",0.93255978178634,16,1,0,0.971202916601436,13,0.846153846153846,0,0.0386431348150962,0.765167922919353
"Pla2g4e",0.93255978178634,16,1,0,0.971202916601436,13,0.846153846153846,0,0.0386431348150962,0.765167922919353
"Pla2g4d",0.93255978178634,16,1,0,0.971202916601436,13,0.846153846153846,0,0.0386431348150962,0.765167922919353
"Pla2g4a",0.93255978178634,16,1,0,0.6643271436065,1,1,0,-0.26823263817984,NA
"Pla2g4f",0.93255978178634,16,1,0,0.6643271436065,1,1,0,-0.26823263817984,NA
"Pla2g4e",0.93255978178634,16,1,0,0.6643271436065,1,1,0,-0.26823263817984,NA
"Pla2g4d",0.93255978178634,16,1,0,0.6643271436065,1,1,0,-0.26823263817984,NA
"Pla2g4a",0.776719286381453,17,0.882352941176471,0,0.769848727248001,15,0.666666666666667,0,-0.00687055913345136,0.93687378769803
"Pla2g4b",0.776719286381453,17,0.882352941176471,0,0.769848727248001,15,0.666666666666667,0,-0.00687055913345136,0.93687378769803
"Pla2g4f",0.776719286381453,17,0.882352941176471,0,0.769848727248001,15,0.666666666666667,0,-0.00687055913345136,0.93687378769803
"Pla2g4e",0.776719286381453,17,0.882352941176471,0,0.769848727248001,15,0.666666666666667,0,-0.00687055913345136,0.93687378769803
"Pla2g4d",0.776719286381453,17,0.882352941176471,0,0.769848727248001,15,0.666666666666667,0,-0.00687055913345136,0.93687378769803
"Pla2g4a",0.776719286381453,17,0.882352941176471,0,0.6643271436065,1,1,0,-0.112392142774952,NA
"Pla2g4b",0.776719286381453,17,0.882352941176471,0,0.6643271436065,1,1,0,-0.112392142774952,NA
"Pla2g4f",0.776719286381453,17,0.882352941176471,0,0.6643271436065,1,1,0,-0.112392142774952,NA
"Pla2g4e",0.776719286381453,17,0.882352941176471,0,0.6643271436065,1,1,0,-0.112392142774952,NA
"Pla2g4d",0.776719286381453,17,0.882352941176471,0,0.6643271436065,1,1,0,-0.112392142774952,NA
"Pla2g4e",1.11964182402969,9,1,0,1.04180328384589,4,1,0,-0.0778385401838007,0.461824853977176
"Pla2g4d",1.11964182402969,9,1,0,1.04180328384589,4,1,0,-0.0778385401838007,0.461824853977176
"Pla2g4e",1.11964182402969,9,1,0,0.6643271436065,1,1,0,-0.455314680423193,NA
"Pla2g4d",1.11964182402969,9,1,0,0.6643271436065,1,1,0,-0.455314680423193,NA
"Lipn",0.0651138433296989,41,0.024390243902439,0.0487804878048781,0.850354569747929,15,0.733333333333333,0,0.78524072641823,9.21907286610354e-08
"Lipm",0.0651138433296989,41,0.024390243902439,0.0487804878048781,0.850354569747929,15,0.733333333333333,0,0.78524072641823,9.21907286610354e-08
"Lipn",0.0651138433296989,41,0.024390243902439,0.0487804878048781,0.6643271436065,1,1,0,0.599213300276802,NA
"Lipm",0.0651138433296989,41,0.024390243902439,0.0487804878048781,0.6643271436065,1,1,0,0.599213300276802,NA
"Liph",0.707482269835537,4,0.75,0,0.6643271436065,1,1,0,-0.0431551262290369,NA
"Pnpla5",0.0651138433296989,41,0.024390243902439,0.0487804878048781,0.850354569747929,15,0.733333333333333,0,0.78524072641823,9.21907286610354e-08
"Pnpla5",0.0651138433296989,41,0.024390243902439,0.0487804878048781,0.6643271436065,1,1,0,0.599213300276802,NA
"Daglb",0.850354569747929,15,0.733333333333333,0,0.6643271436065,1,1,0,-0.186027426141429,NA
"Dagla",0.850354569747929,15,0.733333333333333,0,0.6643271436065,1,1,0,-0.186027426141429,NA
"Pla2g1b",0.63744708536892,6,0.5,0.166666666666667,0.826234531188613,2,1,0,0.188787445819693,NA
"Pla2r1",0.63744708536892,6,0.5,0.166666666666667,0.826234531188613,2,1,0,0.188787445819693,NA
"Pla2g2a",0.63744708536892,6,0.5,0.166666666666667,0.826234531188613,2,1,0,0.188787445819693,NA
"Pla2g2d",0.63744708536892,6,0.5,0.166666666666667,0.826234531188613,2,1,0,0.188787445819693,NA
"Pla2g5",0.63744708536892,6,0.5,0.166666666666667,0.826234531188613,2,1,0,0.188787445819693,NA
"Pla2g3",0.63744708536892,6,0.5,0.166666666666667,0.826234531188613,2,1,0,0.188787445819693,NA
"Pla2g10",0.63744708536892,6,0.5,0.166666666666667,0.826234531188613,2,1,0,0.188787445819693,NA
"Pla2g2e",0.63744708536892,6,0.5,0.166666666666667,0.826234531188613,2,1,0,0.188787445819693,NA
"Pla2g2f",0.63744708536892,6,0.5,0.166666666666667,0.826234531188613,2,1,0,0.188787445819693,NA
"Pla2g12a",0.63744708536892,6,0.5,0.166666666666667,0.826234531188613,2,1,0,0.188787445819693,NA
"Pla2g1b",0.63744708536892,6,0.5,0.166666666666667,0.6643271436065,1,1,0,0.02688005823758,NA
"Pla2r1",0.63744708536892,6,0.5,0.166666666666667,0.6643271436065,1,1,0,0.02688005823758,NA
"Pla2g2a",0.63744708536892,6,0.5,0.166666666666667,0.6643271436065,1,1,0,0.02688005823758,NA
"Pla2g2d",0.63744708536892,6,0.5,0.166666666666667,0.6643271436065,1,1,0,0.02688005823758,NA
"Pla2g5",0.63744708536892,6,0.5,0.166666666666667,0.6643271436065,1,1,0,0.02688005823758,NA
"Pla2g3",0.63744708536892,6,0.5,0.166666666666667,0.6643271436065,1,1,0,0.02688005823758,NA
"Pla2g10",0.63744708536892,6,0.5,0.166666666666667,0.6643271436065,1,1,0,0.02688005823758,NA
"Pla2g2e",0.63744708536892,6,0.5,0.166666666666667,0.6643271436065,1,1,0,0.02688005823758,NA
"Pla2g2f",0.63744708536892,6,0.5,0.166666666666667,0.6643271436065,1,1,0,0.02688005823758,NA
"Pla2g12a",0.63744708536892,6,0.5,0.166666666666667,0.6643271436065,1,1,0,0.02688005823758,NA
"Pla2g1b",0.672661147859733,16,0.75,0,0.223966450403142,3,0.333333333333333,0,-0.448694697456591,0.227658251865237
"Pla2r1",0.672661147859733,16,0.75,0,0.223966450403142,3,0.333333333333333,0,-0.448694697456591,0.227658251865237
"Pla2g2a",0.672661147859733,16,0.75,0,0.223966450403142,3,0.333333333333333,0,-0.448694697456591,0.227658251865237
"Pla2g2d",0.672661147859733,16,0.75,0,0.223966450403142,3,0.333333333333333,0,-0.448694697456591,0.227658251865237
"Pla2g5",0.672661147859733,16,0.75,0,0.223966450403142,3,0.333333333333333,0,-0.448694697456591,0.227658251865237
"Pla2g10",0.672661147859733,16,0.75,0,0.223966450403142,3,0.333333333333333,0,-0.448694697456591,0.227658251865237
"Pla2g2e",0.672661147859733,16,0.75,0,0.223966450403142,3,0.333333333333333,0,-0.448694697456591,0.227658251865237
"Pla2g2f",0.672661147859733,16,0.75,0,0.223966450403142,3,0.333333333333333,0,-0.448694697456591,0.227658251865237
"Pla2g12a",0.672661147859733,16,0.75,0,0.223966450403142,3,0.333333333333333,0,-0.448694697456591,0.227658251865237
"Pla2g1b",0.672661147859733,16,0.75,0,0.6643271436065,1,1,0,-0.00833400425323239,NA
"Pla2r1",0.672661147859733,16,0.75,0,0.6643271436065,1,1,0,-0.00833400425323239,NA
"Pla2g2a",0.672661147859733,16,0.75,0,0.6643271436065,1,1,0,-0.00833400425323239,NA
"Pla2g2d",0.672661147859733,16,0.75,0,0.6643271436065,1,1,0,-0.00833400425323239,NA
"Pla2g5",0.672661147859733,16,0.75,0,0.6643271436065,1,1,0,-0.00833400425323239,NA
"Pla2g10",0.672661147859733,16,0.75,0,0.6643271436065,1,1,0,-0.00833400425323239,NA
"Pla2g2e",0.672661147859733,16,0.75,0,0.6643271436065,1,1,0,-0.00833400425323239,NA
"Pla2g2f",0.672661147859733,16,0.75,0,0.6643271436065,1,1,0,-0.00833400425323239,NA
"Pla2g12a",0.672661147859733,16,0.75,0,0.6643271436065,1,1,0,-0.00833400425323239,NA
"Pla2g1b",1.11964182402969,9,1,0,1.04180328384589,4,1,0,-0.0778385401838007,0.461824853977176
"Pla2r1",1.11964182402969,9,1,0,1.04180328384589,4,1,0,-0.0778385401838007,0.461824853977176
"Pla2g2a",1.11964182402969,9,1,0,1.04180328384589,4,1,0,-0.0778385401838007,0.461824853977176
"Pla2g2d",1.11964182402969,9,1,0,1.04180328384589,4,1,0,-0.0778385401838007,0.461824853977176
"Pla2g5",1.11964182402969,9,1,0,1.04180328384589,4,1,0,-0.0778385401838007,0.461824853977176
"Pla2g10",1.11964182402969,9,1,0,1.04180328384589,4,1,0,-0.0778385401838007,0.461824853977176
"Pla2g2e",1.11964182402969,9,1,0,1.04180328384589,4,1,0,-0.0778385401838007,0.461824853977176
"Pla2g2f",1.11964182402969,9,1,0,1.04180328384589,4,1,0,-0.0778385401838007,0.461824853977176
"Pla2g12a",1.11964182402969,9,1,0,1.04180328384589,4,1,0,-0.0778385401838007,0.461824853977176
"Pla2g1b",1.11964182402969,9,1,0,0.6643271436065,1,1,0,-0.455314680423193,NA
"Pla2r1",1.11964182402969,9,1,0,0.6643271436065,1,1,0,-0.455314680423193,NA
"Pla2g2a",1.11964182402969,9,1,0,0.6643271436065,1,1,0,-0.455314680423193,NA
"Pla2g2d",1.11964182402969,9,1,0,0.6643271436065,1,1,0,-0.455314680423193,NA
"Pla2g5",1.11964182402969,9,1,0,0.6643271436065,1,1,0,-0.455314680423193,NA
"Pla2g10",1.11964182402969,9,1,0,0.6643271436065,1,1,0,-0.455314680423193,NA
"Pla2g2e",1.11964182402969,9,1,0,0.6643271436065,1,1,0,-0.455314680423193,NA
"Pla2g2f",1.11964182402969,9,1,0,0.6643271436065,1,1,0,-0.455314680423193,NA
"Pla2g12a",1.11964182402969,9,1,0,0.6643271436065,1,1,0,-0.455314680423193,NA
"Pla2g1b",0.93255978178634,16,1,0,0.971202916601436,13,0.846153846153846,0,0.0386431348150962,0.765167922919353
"Pla2r1",0.93255978178634,16,1,0,0.971202916601436,13,0.846153846153846,0,0.0386431348150962,0.765167922919353
"Pla2g2a",0.93255978178634,16,1,0,0.971202916601436,13,0.846153846153846,0,0.0386431348150962,0.765167922919353
"Pla2g2d",0.93255978178634,16,1,0,0.971202916601436,13,0.846153846153846,0,0.0386431348150962,0.765167922919353
"Pla2g5",0.93255978178634,16,1,0,0.971202916601436,13,0.846153846153846,0,0.0386431348150962,0.765167922919353
"Pla2g3",0.93255978178634,16,1,0,0.971202916601436,13,0.846153846153846,0,0.0386431348150962,0.765167922919353
"Pla2g10",0.93255978178634,16,1,0,0.971202916601436,13,0.846153846153846,0,0.0386431348150962,0.765167922919353
"Pla2g2e",0.93255978178634,16,1,0,0.971202916601436,13,0.846153846153846,0,0.0386431348150962,0.765167922919353
"Pla2g2f",0.93255978178634,16,1,0,0.971202916601436,13,0.846153846153846,0,0.0386431348150962,0.765167922919353
"Pla2g12a",0.93255978178634,16,1,0,0.971202916601436,13,0.846153846153846,0,0.0386431348150962,0.765167922919353
"Pla2g1b",0.93255978178634,16,1,0,0.6643271436065,1,1,0,-0.26823263817984,NA
"Pla2r1",0.93255978178634,16,1,0,0.6643271436065,1,1,0,-0.26823263817984,NA
"Pla2g2a",0.93255978178634,16,1,0,0.6643271436065,1,1,0,-0.26823263817984,NA
"Pla2g2d",0.93255978178634,16,1,0,0.6643271436065,1,1,0,-0.26823263817984,NA
"Pla2g5",0.93255978178634,16,1,0,0.6643271436065,1,1,0,-0.26823263817984,NA
"Pla2g3",0.93255978178634,16,1,0,0.6643271436065,1,1,0,-0.26823263817984,NA
"Pla2g10",0.93255978178634,16,1,0,0.6643271436065,1,1,0,-0.26823263817984,NA
"Pla2g2e",0.93255978178634,16,1,0,0.6643271436065,1,1,0,-0.26823263817984,NA
"Pla2g2f",0.93255978178634,16,1,0,0.6643271436065,1,1,0,-0.26823263817984,NA
"Pla2g12a",0.93255978178634,16,1,0,0.6643271436065,1,1,0,-0.26823263817984,NA
"Pla2g1b",0.776719286381453,17,0.882352941176471,0,0.769848727248001,15,0.666666666666667,0,-0.00687055913345136,0.93687378769803
"Pla2r1",0.776719286381453,17,0.882352941176471,0,0.769848727248001,15,0.666666666666667,0,-0.00687055913345136,0.93687378769803
"Pla2g2a",0.776719286381453,17,0.882352941176471,0,0.769848727248001,15,0.666666666666667,0,-0.00687055913345136,0.93687378769803
"Pla2g2d",0.776719286381453,17,0.882352941176471,0,0.769848727248001,15,0.666666666666667,0,-0.00687055913345136,0.93687378769803
"Pla2g5",0.776719286381453,17,0.882352941176471,0,0.769848727248001,15,0.666666666666667,0,-0.00687055913345136,0.93687378769803
"Pla2g3",0.776719286381453,17,0.882352941176471,0,0.769848727248001,15,0.666666666666667,0,-0.00687055913345136,0.93687378769803
"Pla2g10",0.776719286381453,17,0.882352941176471,0,0.769848727248001,15,0.666666666666667,0,-0.00687055913345136,0.93687378769803
"Pla2g2e",0.776719286381453,17,0.882352941176471,0,0.769848727248001,15,0.666666666666667,0,-0.00687055913345136,0.93687378769803
"Pla2g2f",0.776719286381453,17,0.882352941176471,0,0.769848727248001,15,0.666666666666667,0,-0.00687055913345136,0.93687378769803
"Pla2g12a",0.776719286381453,17,0.882352941176471,0,0.769848727248001,15,0.666666666666667,0,-0.00687055913345136,0.93687378769803
"Pla2g1b",0.776719286381453,17,0.882352941176471,0,0.6643271436065,1,1,0,-0.112392142774952,NA
"Pla2r1",0.776719286381453,17,0.882352941176471,0,0.6643271436065,1,1,0,-0.112392142774952,NA
"Pla2g2a",0.776719286381453,17,0.882352941176471,0,0.6643271436065,1,1,0,-0.112392142774952,NA
"Pla2g2d",0.776719286381453,17,0.882352941176471,0,0.6643271436065,1,1,0,-0.112392142774952,NA
"Pla2g5",0.776719286381453,17,0.882352941176471,0,0.6643271436065,1,1,0,-0.112392142774952,NA
"Pla2g3",0.776719286381453,17,0.882352941176471,0,0.6643271436065,1,1,0,-0.112392142774952,NA
"Pla2g10",0.776719286381453,17,0.882352941176471,0,0.6643271436065,1,1,0,-0.112392142774952,NA
"Pla2g2e",0.776719286381453,17,0.882352941176471,0,0.6643271436065,1,1,0,-0.112392142774952,NA
"Pla2g2f",0.776719286381453,17,0.882352941176471,0,0.6643271436065,1,1,0,-0.112392142774952,NA
"Pla2g12a",0.776719286381453,17,0.882352941176471,0,0.6643271436065,1,1,0,-0.112392142774952,NA
"Pla2g1b",0.707482269835537,4,0.75,0,0.6643271436065,1,1,0,-0.0431551262290369,NA
"Pla2r1",0.707482269835537,4,0.75,0,0.6643271436065,1,1,0,-0.0431551262290369,NA
"Pla2g2a",0.707482269835537,4,0.75,0,0.6643271436065,1,1,0,-0.0431551262290369,NA
"Pla2g2d",0.707482269835537,4,0.75,0,0.6643271436065,1,1,0,-0.0431551262290369,NA
"Pla2g5",0.707482269835537,4,0.75,0,0.6643271436065,1,1,0,-0.0431551262290369,NA
"Pla2g10",0.707482269835537,4,0.75,0,0.6643271436065,1,1,0,-0.0431551262290369,NA
"Pla2g2e",0.707482269835537,4,0.75,0,0.6643271436065,1,1,0,-0.0431551262290369,NA
"Pla2g2f",0.707482269835537,4,0.75,0,0.6643271436065,1,1,0,-0.0431551262290369,NA
"Pla2g12a",0.707482269835537,4,0.75,0,0.6643271436065,1,1,0,-0.0431551262290369,NA
"Pla2g15",0.769848727248001,15,0.666666666666667,0,0.6643271436065,1,1,0,-0.105521583641501,NA
"Lpcat1",0.826234531188613,2,1,0,0.63744708536892,6,0.5,0.166666666666667,-0.188787445819693,NA
"Lpgat1",0.826234531188613,2,1,0,0.63744708536892,6,0.5,0.166666666666667,-0.188787445819693,NA
"Lpcat4",0.826234531188613,2,1,0,0.63744708536892,6,0.5,0.166666666666667,-0.188787445819693,NA
"Lpcat1",0.826234531188613,2,1,0,0.63744708536892,6,0.5,0.166666666666667,-0.188787445819693,NA
"Lpgat1",0.826234531188613,2,1,0,0.63744708536892,6,0.5,0.166666666666667,-0.188787445819693,NA
"Lpcat4",0.826234531188613,2,1,0,0.63744708536892,6,0.5,0.166666666666667,-0.188787445819693,NA
"Pla2g4b",0.63744708536892,6,0.5,0.166666666666667,0.826234531188613,2,1,0,0.188787445819693,NA
"Pla2g4f",0.63744708536892,6,0.5,0.166666666666667,0.826234531188613,2,1,0,0.188787445819693,NA
"Pla2g4d",0.63744708536892,6,0.5,0.166666666666667,0.826234531188613,2,1,0,0.188787445819693,NA
"Pla2g4b",0.63744708536892,6,0.5,0.166666666666667,0.6643271436065,1,1,0,0.02688005823758,NA
"Pla2g4f",0.63744708536892,6,0.5,0.166666666666667,0.6643271436065,1,1,0,0.02688005823758,NA
"Pla2g4d",0.63744708536892,6,0.5,0.166666666666667,0.6643271436065,1,1,0,0.02688005823758,NA
"Pla2g4b",0.63744708536892,6,0.5,0.166666666666667,0.826234531188613,2,1,0,0.188787445819693,NA
"Pla2g4f",0.63744708536892,6,0.5,0.166666666666667,0.826234531188613,2,1,0,0.188787445819693,NA
"Pla2g4d",0.63744708536892,6,0.5,0.166666666666667,0.826234531188613,2,1,0,0.188787445819693,NA
"Pla2g4b",0.63744708536892,6,0.5,0.166666666666667,0.6643271436065,1,1,0,0.02688005823758,NA
"Pla2g4f",0.63744708536892,6,0.5,0.166666666666667,0.6643271436065,1,1,0,0.02688005823758,NA
"Pla2g4d",0.63744708536892,6,0.5,0.166666666666667,0.6643271436065,1,1,0,0.02688005823758,NA
"Pla2g4a",0.672661147859733,16,0.75,0,0.223966450403142,3,0.333333333333333,0,-0.448694697456591,0.227658251865237
"Pla2g4f",0.672661147859733,16,0.75,0,0.223966450403142,3,0.333333333333333,0,-0.448694697456591,0.227658251865237
"Pla2g4d",0.672661147859733,16,0.75,0,0.223966450403142,3,0.333333333333333,0,-0.448694697456591,0.227658251865237
"Pla2g4a",0.672661147859733,16,0.75,0,0.6643271436065,1,1,0,-0.00833400425323239,NA
"Pla2g4f",0.672661147859733,16,0.75,0,0.6643271436065,1,1,0,-0.00833400425323239,NA
"Pla2g4d",0.672661147859733,16,0.75,0,0.6643271436065,1,1,0,-0.00833400425323239,NA
"Pla2g4f",0.63744708536892,6,0.5,0.166666666666667,0.826234531188613,2,1,0,0.188787445819693,NA
"Pla2g4d",0.63744708536892,6,0.5,0.166666666666667,0.826234531188613,2,1,0,0.188787445819693,NA
"Pla2g4f",0.63744708536892,6,0.5,0.166666666666667,0.6643271436065,1,1,0,0.02688005823758,NA
"Pla2g4d",0.63744708536892,6,0.5,0.166666666666667,0.6643271436065,1,1,0,0.02688005823758,NA
"Sgms1",0.776719286381453,17,0.882352941176471,0,0.850354569747929,15,0.733333333333333,0,0.0736352833664764,0.457443462849271
"Pla2g4a",0.707482269835537,4,0.75,0,0.6643271436065,1,1,0,-0.0431551262290369,NA
"Pla2g4b",0.707482269835537,4,0.75,0,0.6643271436065,1,1,0,-0.0431551262290369,NA
"Pla2g2f",0.707482269835537,4,0.75,0,0.6643271436065,1,1,0,-0.0431551262290369,NA
"Pla2g4d",0.707482269835537,4,0.75,0,0.6643271436065,1,1,0,-0.0431551262290369,NA
"Pla2g4a",0.707482269835537,4,0.75,0,0.6643271436065,1,1,0,-0.0431551262290369,NA
"Pla2g4b",0.707482269835537,4,0.75,0,0.6643271436065,1,1,0,-0.0431551262290369,NA
"Pla2g2f",0.707482269835537,4,0.75,0,0.6643271436065,1,1,0,-0.0431551262290369,NA
"Pla2g4d",0.707482269835537,4,0.75,0,0.6643271436065,1,1,0,-0.0431551262290369,NA
"Pla2g4a",0.63744708536892,6,0.5,0.166666666666667,0.826234531188613,2,1,0,0.188787445819693,NA
"Pla2g4b",0.63744708536892,6,0.5,0.166666666666667,0.826234531188613,2,1,0,0.188787445819693,NA
"Pla2g2f",0.63744708536892,6,0.5,0.166666666666667,0.826234531188613,2,1,0,0.188787445819693,NA
"Pla2g4d",0.63744708536892,6,0.5,0.166666666666667,0.826234531188613,2,1,0,0.188787445819693,NA
