"subclass","COS7OA_1","COS7OA_2","COS7OA_3","COSOADGAT2i_1","COSOADGAT2i_2","COSOADGAT2i_3"
"SM(44:4)",4425346.411,5363026.202,12100000,6174696.246,9404287.549,14800000
"SM(44:5)",9624260.426,7633038.549,11700000,7127580.885,13800000,15400000
"SM(44:6)",48600000,65100000,1.1e+08,60500000,1.38e+08,1.59e+08
"SM(44:7)",12400000,1322114.828,2954445.916,546089.522,2474869.193,1994587.498
"SPH(16:0)",4.15e+08,2.91e+08,4.47e+08,5.25e+08,6.74e+08,6.75e+08
"SPH(16:1)",35500000,21800000,18600000,12900000,14300000,9543792.827
"SPH(18:0)",163700000,99875022.337,180900000,202621897.063,2.59e+08,240400000
"SPH(18:1)",14800000,9209775.627,7724662.154,4554238.18,6271872.443,2964372.931
"SPH(20:0)",77300000,49900000,78700000,94100000,1.18e+08,1.04e+08
"SPH(20:1)",16651147.204,14559209.562,11422440.075,6718775.2839,9614625.922,8718699.72
"SPH(20:2)",1229071.48,1000855.954,1114154.665,924336.209,21372.294,830148.949
"SPH(22:0)",3.6e+08,1.97e+08,2.51e+08,2.48e+08,4.45e+08,2.18e+08
"SPH(22:2)",7291124.31,4246903.196,6031221.842,6239897.46,7187466.643,5465378.934
"SPH(24:0)",4973213.785,717796.517,1073404.488,521941.7,791909.556,622932.642
"TG(24:0)",21600000,18700000,2345915.75,89531.5572,4707119.71,112178.5911
"TG(26:0)",16251152.539,294291.345,6596940.4837,361703.7519,579694.34,252159.8196
"TG(32:0)",19300000,444875.457,542634.353,74297.199,73393.305,95740.0161
"TG(32:1)",26800000,NA,138217.913,0.018,NA,NA
"TG(34:0)",37400000,21140.8638,146798.4798,31847.19,NA,NA
"TG(34:1)",27425375.708,1214375.4,6540302.332,324559.226,446996.564,291316.912
"TG(34:2)",38821794.0225,1633992.111,16904490.406,288169.1936,2878829.674,3877703.383
"TG(34:3)",13400000,0.307,139285.766,NA,NA,NA
"TG(36:0)",27629759.962,11097358.706,21247220.816,10675300.836,12859276.514,7228555.561
"TG(36:1)",100752172.495,1050622.5804,15133019.9817,67451.827,268810.064,303441.6126
"TG(36:2)",19100000,NA,102878.38,NA,NA,NA
"TG(38:0)",11200000,8343965.574,9682214.301,12300000,7730359.308,6609545.598
"TG(38:2)",13100000,10600000,16400000,14800000,25600000,29600000
"TG(38:4)",17800000,15700000,2e+07,16700000,24700000,2.9e+07
"TG(38:5)",58600000,45900000,69300000,5.3e+07,84300000,1.26e+08
"TG(38:6)",4039042.668,2337125.925,1197178.739,1924270.322,2467989.188,2789106.357
"TG(40:0)",39900000,25354136.299,32500000,18019651.825,14991467.218,14732844.73
"TG(40:1)",12800000,1337432.715,1803909.872,1027373.936,1215409.738,834427.545
"TG(40:2)",9242252.188,13500000,2.1e+07,16300000,28600000,34100000
"TG(40:4)",6723944.279,4111517.808,6591451.145,3776413.327,7557823.495,8113801.429
"TG(40:5)",20100000,15600000,25500000,1.8e+07,29200000,34400000
"TG(40:6)",2.4e+07,17600000,27100000,1.9e+07,33100000,39700000
"TG(40:7)",47800000,45900000,69400000,48700000,84300000,1.05e+08
"TG(42:0)",31800000,24600000,19600000,27300000,22200000,21900000
"TG(42:1)",4.7e+07,9272301.829,1.6e+07,11100000,14800000,2e+07
"TG(42:2)",12600000,5942100.232,11600000,7057659.783,13100000,1.8e+07
"TG(42:4)",1592464.729,1143191.65,2811222.215,1383458.479,2526096.794,3085878.671
"TG(42:5)",11100000,9419589.18,14400000,10300000,15300000,16800000
"TG(42:6)",2e+07,16500000,27400000,15800000,3.1e+07,36100000
"TG(44:0)",43900000,55200000,30800000,50300000,25400000,46600000
"TG(44:1)",32100000,23700000,25500000,24200000,28600000,33700000
"TG(44:2)",2441687.565,9993624.721,14900000,1.1e+07,16700000,21500000
"TG(44:5)",970321.128,2904396.976,2704470.816,1879693.938,2794272.039,3205940.01
"TG(44:6)",16700000,732757.827,2300985.312,1417558.117,2300282.394,3179246.091
"TG(44:8)",262833.67,400522.583,823183.055,600382.137,505393.175,883376.052
"TG(46:0)",1.67e+08,66200000,70300000,71200000,52500000,50900000
"TG(46:1)",1.16e+08,6.3e+07,83800000,78900000,89300000,98900000
"TG(46:2)",65800000,53400000,73200000,58700000,82800000,1.03e+08
"TG(48:0)",62500000,181060.8792,690277.4184,256498.2765,120082.2714,392240.7795
"TG(48:1)",6.67e+08,2.37e+08,3.15e+08,2.48e+08,3.51e+08,3.92e+08
"TG(48:2)",308500000,210200000,305600000,234400000,290500000,391800000
"TG(48:3)",44200000,39600000,4.6e+07,4e+07,61100000,7.2e+07
"TG(50:0)",2.86e+08,9.3e+07,9.8e+07,86800000,92700000,98600000
"TG(50:1)",2602100000,617500000,849500000,6.8e+08,874500000,1096300000
"TG(50:2)",3214932221.629,1806781377.0976,2512579963.7239,1936658789.78,2730079293.1564,3139568502.26
"TG(50:3)",538100000,376198748.235,577108297.305,419985766.2169,627577324.27,810952704.1277
"TG(50:4)",67900000,85400000,113900000,84200000,129800000,166200000
"TG(50:5)",11200000,15700000,28300000,17100000,25100000,66200000
"TG(52:0)",11900000,4.5e+07,14500000,516099.5709,15300000,15500000
"TG(52:1)",1183900000,389800000,578700000,452380753.115,629900000,799700000
"TG(52:2)",8.115e+09,4.857e+09,5.82e+09,5.067e+09,6.583e+09,7.88e+09
"TG(52:3)",4912200000,4678180925.945,6158113830.077,4948804982.59,6956382226.6108,7962327970.145
"TG(52:4)",629100000,437705841.0144,529892569.948,464342582.945,566013198.515,714963539.0487
"TG(52:5)",388200000,368900000,499600000,462200000,555500000,640700000
"TG(52:6)",48156881.372,64793421.11,99040844.768,78830032.307,120965059.827,147854472.081
"TG(52:7)",4936556.479,13500000,20300000,14400000,26100000,31700000
"TG(54:0)",24100000,51200000,28200000,26100000,27300000,28400000
"TG(54:1)",3312591.762,13100000,966268.4382,645577.4268,1467914.526,4834639.153
"TG(54:2)",4.46e+09,4.2e+09,5.64e+09,4.52e+09,6.71e+09,8.02e+09
"TG(54:3)",41185700000,44877000017.226,54229175843.95,4.5169e+10,6.1326e+10,6.4366e+10
"TG(54:4)",5147030096.123,5431300000,7352600000,5828100000,8303500000,9509189610.817
"TG(54:5)",1660400000,1619400000,1969814437.5368,1762700000,1756100000,3045800000
"TG(54:6)",351100000,6.17e+08,9.38e+08,6.92e+08,1.036e+09,1116500000
"TG(54:7)",82200000,105749776.268,208100000,115428069.084,235100000,218600000
"TG(54:8)",22300000,30318618.0475,51082153.68,37221809.183,57842628.9114,75257237.977
"TG(56:1)",4387205.598,16800000,757574.3568,892133.535,312946.8825,32900000
"TG(56:10)",5701895.462,11300000,14900000,14400000,21600000,23100000
"TG(56:2)",2.64e+08,2.12e+08,2.98e+08,1.88e+08,4.23e+08,4.76e+08
"TG(56:3)",7301984.562,4667630.566,13200000,7981500.969,11800000,9448195.528
"TG(56:4)",1081400000,1.284e+09,1592500000,1.27e+09,1.792e+09,1831200000
"TG(56:5)",4582400000,4705800000,6057900000,5507700000,7200700000,7735700000
"TG(56:6)",8244400000,7.844e+09,9872600000,8886600000,1.193e+10,1.2871e+10
"TG(56:7)",2.406e+09,2.886e+09,3.96e+09,3.337e+09,4.63e+09,5.22e+09
"TG(56:8)",3.99e+08,4.75e+08,6.95e+08,5.28e+08,8.62e+08,9.91e+08
"TG(56:9)",32600000,39700000,53900000,47300000,73900000,80700000
"TG(58:10)",1.06e+08,1.28e+08,1.77e+08,1.6e+08,2.29e+08,2.66e+08
"TG(58:11)",62300000,66199166.846,93600000,8.2e+07,127500000,116391240.4726
"TG(58:2)",59200000,149400000,1.45e+08,23898342.562,154400000,3.04e+08
"TG(58:3)",2.18e+09,2.41e+09,3.75e+09,2.5e+09,4.48e+09,5.14e+09
"TG(58:4)",5.27e+08,5.67e+08,7.65e+08,5.96e+08,9.19e+08,1.05e+09
"TG(58:5)",1256500000,1639100000,2254100000,1808800000,2.77e+09,2742900000
"TG(58:6)",4019100000,4204900000,5423200000,4746500000,6677600000,6978500000
"TG(58:7)",5123900000,5589800000,6893300000,6332600000,8.422e+09,9.016e+09
"TG(58:8)",782857.3653,2418016.282,3943206.203,1610299.616,1804304.63,2237488.969
"TG(58:9)",5.62e+08,8e+08,1.08e+09,7.59e+08,1.35e+09,1.2e+09
"TG(60:10)",618400000,741700000,1023200000,8.84e+08,1240300000,1363100000
"TG(60:11)",5.75e+08,5.33e+08,9.39e+08,6.49e+08,9.72e+08,1.11e+09
"TG(60:12)",8.1e+07,85100000,1.54e+08,1.07e+08,1.79e+08,1.87e+08
"TG(60:2)",32762598.239,56900000,52400000,2510425.5558,70100000,66900000
"TG(60:3)",1844903.678,52800000,44800000,658602.1575,71800000,1.24e+08
"TG(60:4)",24600000,16700000,44700000,19200000,30600000,33700000
"TG(60:5)",3.1e+08,3.29e+08,5.47e+08,3.84e+08,5.93e+08,8.03e+08
"TG(60:6)",1.75e+09,1.98e+09,2.7e+09,2.25e+09,3.38e+09,3.98e+09
"TG(60:7)",4e+09,4.53e+09,6.17e+09,5.09e+09,7.19e+09,8.11e+09
"TG(60:8)",7.11e+08,8.12e+08,1.094e+09,1.114e+09,1.616e+09,1.61e+09
"TG(60:9)",3.47e+08,5.99e+08,9.62e+08,8.64e+08,1.191e+09,1.151e+09
"TG(62:10)",3.38e+08,3.53e+08,4.64e+08,4.15e+08,5.97e+08,5.84e+08
"TG(62:11)",2.3e+08,2.73e+08,3.45e+08,3.31e+08,4.62e+08,5.02e+08
"TG(62:12)",2.37e+08,2.98e+08,4.28e+08,4.03e+08,5.96e+08,6.54e+08
"TG(62:13)",1.59e+08,1.92e+08,2.6e+08,2.33e+08,3.54e+08,3.81e+08
"TG(62:3)",38900000,1.9e+08,2.03e+08,2168994.915,2.16e+08,3.84e+08
"TG(62:4)",24200000,72600000,74600000,2548818.6128,44631688.041,159400000
"TG(62:5)",36700000,41800000,57700000,26900000,47400000,60500000
"TG(62:6)",330400000,366500000,519400000,4.07e+08,667500000,7.79e+08
"TG(62:7)",581228267.398,645219538.02,995679933.179,7.47e+08,1197100000,1.416e+09
"TG(62:8)",2.1e+08,2.53e+08,3.55e+08,3.01e+08,4.33e+08,4.31e+08
"TG(62:9)",1.87e+08,2.24e+08,2.81e+08,1.74e+08,4.49e+08,4.59e+08
"TG(64:10)",1.01e+08,1.04e+08,1.45e+08,1.3e+08,1.78e+08,2.49e+08
"TG(64:11)",68500000,96900000,1.12e+08,1.15e+08,1.37e+08,1.47e+08
"TG(64:12)",1.33e+08,1.73e+08,2.33e+08,2.01e+08,2.84e+08,3.07e+08
"TG(64:3)",NA,5341847.699,4215088.295,NA,4881097.208,1.3e+07
"TG(64:7)",1.02e+08,89500000,1.74e+08,99900000,1.65e+08,2.05e+08
"TG(64:8)",48900000,60100000,66800000,65600000,9.9e+07,1.16e+08
"TG(64:9)",21400000,23400000,27600000,32500000,45200000,23100000
"TG(66:12)",9393251.264,7222084.023,13800000,1.4e+07,15200000,17300000
"TG(66:8)",13600000,1.7e+07,27400000,672679.2225,30700000,35600000
"TG(66:9)",16200000,17500000,24400000,21400000,30400000,41200000
