"subclass","COS7OA_1","COS7OA_2","COS7OA_3","COSOADGAT1i_1","COSOADGAT1i_2","COSOADGAT1i_3"
"Cer(44:1)",770539.012,355853.0334,1588674.1524,653273.6729,1658126.2607,47595694.9775
"Cer(44:2)",50568008.643,52684408.1967,77959155.727,30478961.4949,15803430.5048,42677915.718
"Cer(44:3)",18446994.844,26519775.954,41046445.779,12852510.105,14055612.181,12218023.817
"Cer(44:5)",264333.333,233828.8164,400234.0458,2585751.717,5077914.234,3103413.186
"Cer(44:6)",515621.579,678803.685,858063.23,4497917.049,9579947.707,4699416.497
"Cer(46:0)",2318169.143,2196870.105,1621597.789,2030374.828,2190972.383,2906012.723
"ChE(0:0)",29400000,334519.8615,919964.724,824093.7975,460599.957,306611.0886
"ChE(20:4)",26900000,26500000,36900000,11200000,13900000,14900000
"ChE(20:5)",14900000,1.3e+07,17300000,6674257.593,12400000,8133489.237
"ChE(22:5)",20500000,18100000,28900000,10900000,13100000,12300000
"ChE(22:6)",50300000,53600000,62100000,44700000,6.4e+07,50800000
"DG(32:0)",77900000,15300000,24900000,23500000,4.4e+07,16400000
"DG(32:1)",3.6e+07,3392156.586,5867782.28,6030497.518,22400000,5715761.864
"DG(34:0)",1.81e+08,62800000,2.85e+08,95900000,3.11e+08,83300000
"DG(34:1)",7.62e+08,60900000,92100000,1.01e+08,2.58e+08,1.01e+08
"DG(34:2)",91700000,5504316.843,8179258.6323,16100000,816998.6325,2490443.095
"DG(34:3)",583379.08,107778.99,274563.155,656436.94,14400000,733339.471
"DG(36:0)",4.13e+08,1.28e+08,1.35e+09,2.51e+08,1.12e+09,1.54e+08
"DG(36:1)",3.28e+08,2.69e+08,3.63e+08,1.63e+08,4.68e+08,1.83e+08
"DG(36:2)",1082310958.41,803100000,1.203e+09,1596900000,4.515e+09,1670862911.105
"DG(36:3)",37830171.271,24556243.41,36913309.928,42586584.615,312400000,41307491.022
"DG(36:4)",5834047.574,5033497.723,7031261.533,6740073.253,82500000,6030126.7059
"DG(36:5)",167472.9529,1058119.726,426746.217,550378.959,65200000,205797.596
"DG(38:0)",11600000,5385974.059,27700000,10300000,6976817.091,7101687.313
"DG(38:1)",14200000,6154783.18,10600000,8939221.925,19700000,9355165.462
"DG(38:2)",96875501.187,125055180.737,193475882.193,240860277.169,408700000,233359288.362
"DG(38:3)",2.7e+07,28400000,4e+07,33939647.247,99200000,30931948.764
"DG(38:4)",118800000,117300000,1.62e+08,98500000,2.87e+08,97800000
"DG(38:5)",58600000,45900000,69200000,90200000,3.26e+08,93400000
"DG(38:6)",2671686.918,2297331.779,2130477.095,6749848.701,25500000,8655806.536
"DG(40:2)",26800000,30502169.63,47200000,71469016.2935,112778175.768,68359515.0609
"DG(40:4)",8479493.526,5535004.95,8939553.405,14116857.162,30960126.628,14490290.693
"DG(40:5)",31300000,24710112.777,39700000,87115456.773,329200000,98347774.938
"DG(40:6)",32284294.832,24947382.135,3.8e+07,61139525.884,220100000,63398263.878
"DG(40:7)",47800000,45900000,69400000,88600000,2.59e+08,88500000
"DG(42:2)",7970834.871,11700000,20600000,6845646.935,9098024.042,6440736.193
"LPC(14:0)",6866427.247,2700369.782,3487795.143,3225886.872,293317.1958,NA
"LPC(16:0)",3504100000,113197562.602,857200000,236162872.206,6.63e+08,186817793.243
"LPC(16:1)",38600000,16508432.255,26585960.689,12934826.8157,22302004.5324,16304828.925
"LPC(18:0)",1845300000,159567343.958,606760095.636,259087275.179,651348824.099,316241820.816
"LPC(18:1)",182500000,107100000,169700000,211500000,391300000,260800000
"LPC(18:2)",6611794.1184,3406580.9016,5125913.1802,3196458.9769,6370311.607,3662397.3342
"LPC(20:0)",23394001.0175,5664056.0285,10631664.2708,8022496.4535,20354463.87,10984667.98
"LPC(20:1)",14853315.716,8673534.166,14040499.765,10959929.471,21605213.627,13148227.574
"LPC(20:3)",1312410.633,3444089.492,3826492.708,4040032.153,8042640.712,5090691.748
"LPC(20:4)",22800000,16200000,24700000,21600000,39200000,28700000
"LPC(20:5)",1448935.512,1397053.967,2253985.359,2961157.718,5199478.319,NA
"LPC(22:0)",21700000,1475201.96,6529739.978,1917128.223,11100000,2934388.366
"LPC(22:1)",4454805.026,2177717.086,4408972.899,5514386.737,10900000,4717559.334
"LPC(22:5)",2774369.803,8601664.357,1190663.938,4807173.428,2886739.889,15100000
"LPC(22:6)",4902186.712,7629013.119,1110321.799,9952216.3,17600000,11600000
"LPC(24:0)",25456.665,73890.7227,115302.583,106886.083,32948.703,87327.679
"LPC(24:1)",1547213.741,274432.681,2220872.487,1147123.61,666337.9251,321279.2775
"LPC(28:0)",23600000,14800000,22300000,25400000,35600000,30100000
"LPC(28:1)",5017172.86,1182092.526,2134919.242,1330116.468,2518546.347,1217708.588
"LPC(32:1)",21500000,18500000,31100000,19500000,33800000,19300000
"LPC(34:1)",74700000,60600000,1.24e+08,69200000,1.16e+08,77400000
"LPE(16:0)",6045390.745,3806722.206,7289170.34,6359496.954,10200000,8976036.394
"LPE(16:1)",1744984.123,3314493.505,3794483.105,2965521.393,1540562.411,3176506.86
"LPE(18:0)",30900000,5075462.623,13900000,7539809.474,13900000,9553315.549
"LPE(18:1)",20400000,17300000,30300000,35300000,61100000,42200000
"LPE(20:3)",3714.1548,938877.99,1223416.306,1505993.774,433455.444,1225845.075
"LPE(20:4)",1.7e+07,35400000,40800000,45900000,18200000,38200000
"LPE(20:5)",1400551.999,2927832.743,3314195.851,4559733.894,1608246.827,4456356.95
"LPE(22:4)",4442302.269,3777701.69,6613896.389,5158985.867,10400000,7282282.7
"LPE(22:5)",17500000,14200000,25200000,21800000,4.5e+07,25400000
"LPE(22:6)",6145012.201,13300000,14400000,11500000,5157927.838,10800000
"LPG(16:0)",19704.449,14874.427,3595.4055,14657.421,8587.7952,83681.5875
"LPG(18:1)",26659.7568,1128754.562,950915.62,1218185.303,1130931.295,1602483.492
"MG(18:0)",8873594.144,1045044.923,7509021.918,7395530.515,3882995.462,2444011.209
"MG(18:3)",100045.02,1362702.67,62134.7313,54547.8909,13200000,52691.7882
"PA(38:5)",4.23e+08,4.29e+08,6.2e+08,4.24e+08,6.7e+08,4.79e+08
"PC(16:0)",3499637.716,3472064.237,2366189.826,4834314.999,3656314.911,9689881.153
"PC(18:0)",34700000,71037.7656,1064645.899,98472.791,342412.8378,40794.9669
"PC(18:1)",61300000,41247.585,542420.781,NA,3461102.94,NA
"PC(20:0)",15600000,813985.551,6074039.476,1469210.449,2529441.392,92751.517
"PC(20:1)",3211060.699,3019896.303,3544172.363,10500000,24200000,16700000
"PC(24:0)",28200000,2949797.342,10400000,4408081.053,9186492.145,1644611.635
"PC(24:1)",3.2e+07,706100.023,3269257.801,322778.873,6922243.122,752270.233
"PC(26:0)",4805040.251,761765.898,2990159.191,562744.048,2320480.37,188870.942
"PC(26:1)",414044.7552,38797.974,272987.931,NA,254618.205,125335.545
"PC(28:0)",51100000,2.7e+07,4.1e+07,39200000,62600000,42700000
"PC(30:0)",1128018470.849,813200000,1236800000,856200000,1301990629.323,842600000
"PC(30:1)",140217171.8832,126056858.7874,192710374.9205,146143439.7014,242619936.8781,150191747.844
"PC(32:0)",6004300000,4944800000,6731500000,4811200000,6448700000,4.814e+09
"PC(32:1)",3120277684.227,2865442176.3537,4486021374.8894,2967838980.801,4953532995.3508,2891464255.417
"PC(32:2)",87990878.762,78842761.155,116903162.64,1.73e+08,344932290.969,133700000
"PC(32:3)",863066.805,771569.956,1094119.371,5854719.359,4458025.161,7599549.027
"PC(32:4)",6153177.151,2952878.411,4549150.958,4257275.007,8357282.183,4361945.514
"PC(34:0)",324802615.6,456200000.238,532676735.377,363787021.601,374913235.306,476223215.748
"PC(34:1)",21039700000,19656600000,2.5057e+10,20231200000,2.6735e+10,21472400000
"PC(34:2)",6.163e+09,5.838e+09,7.116e+09,6.743e+09,9678600000,6.704e+09
"PC(34:3)",2.3e+08,200300000,266300000,267800000,424300000,351200000
"PC(34:4)",58600000,50100000,74300000,87300000,168300000,9.4e+07
"PC(34:5)",17271324.893,11766297.929,17482776.154,14764871.857,31300000,15843757.557
"PC(34:6)",2.7e+07,31500000,54100000,30200000,4.5e+07,2.5e+07
"PC(36:0)",103090743.448,66600000,97745503.018,60885478.25,160200000,64600000
"PC(36:1)",4510519876.13,3500100000,5550100000,4017800000,8199963246.378,4281500000
"PC(36:2)",5235861270.0102,7335701258.6983,8584434304.8606,6886617443.63,5197572406.6125,7069039112.749
"PC(36:3)",2862800000,3135200000,5048800000,3050100000,5093200000,3060400000
"PC(36:4)",1902149801.468,1850257270.952,2376393487.205,1680787667.9818,2.738e+09,1885251580.529
"PC(36:5)",789600000,680800000,895400000,720526249.895,1131900000,718200000
"PC(36:6)",1675842807.757,1462755299.522,1852400000,1457800000,2822063478.465,1528100000
"PC(36:7)",5573010.939,3009730.556,6182416.115,5765210.843,10794071.53,5467987.151
"PC(38:0)",1650675.48,1216413.061,1876588.653,3723992.268,9022399.473,4462743.161
"PC(38:1)",87819412.77,89451599.196,120287980.292,58310554.907,318896956.7598,163702674.4193
"PC(38:2)",1.51e+09,1177600000,2.341e+09,1325900000,3466700000,1149700000
"PC(38:3)",419802021.196,443033405.887,706920594.506,548603577.117,963682623.291,567372237.337
"PC(38:4)",1115600000,1112800000,1.59e+09,1072600000,1835300000,1.285e+09
"PC(38:5)",2453100000,2227500000,3459847232.37,2798400000,6019600000,3159500000
"PC(38:6)",679182585.963,6.55e+08,981800000,659069384.65,1302042985.765,670355961.185
"PC(38:7)",269600000,285400000,441700000,185700000,343614490.441,167600000
"PC(38:8)",2246120.681,2401087.374,4009230.824,4363962.064,5650627.018,5238254.807
"PC(40:1)",1278427.382,27400000,47100000,18500000,17100000,2.5e+07
"PC(40:10)",19800000,NA,1824197.658,180664.06,811479.4635,NA
"PC(40:2)",277617630.942,246401421.24,398254482.408,304812881.712,740418907.458,293033766.389
"PC(40:3)",30200000,27600000,52200000,42500000,97100000,36200000
"PC(40:4)",76660371.203,7.9e+07,110300000,90800000,212993515.945,111900000
"PC(40:5)",453900000,426800000,695400000,747400000,1570800000,8.14e+08
"PC(40:6)",484200000,507400000,760500000,896400000,1645700000,946700000
"PC(40:7)",650600000,543400000,898900000,1210200000,2620400000,1249700000
"PC(40:8)",128500000,116500000,198800000,110800000,224800000,98700000
"PC(40:9)",1121895.564,762072.436,1218570.029,3625282.729,9142321.206,3980076.381
"PC(42:10)",15300000,11100000,1.8e+07,3.5e+07,69500000,3.6e+07
"PC(42:11)",626602.456,690326.067,782717.074,3820953.803,9038232.691,4839596.598
"PC(42:2)",72800000,112800000,158800000,49200000,57986866.874,51800000
"PC(42:3)",8038663.412,15800000,25500000,16700000,33400000,3754542.149
"PC(42:4)",33904529.851,31828874.848,56300000,39100000,1.02e+08,43600000
"PC(42:5)",71300000,61300000,1.07e+08,171900000,442800000,161538078.271
"PC(42:6)",168717608.246,153302573.596,2.52e+08,355600000,774600000,353100000
"PC(42:7)",25700000,21159988.608,3.4e+07,17842281.895,45400000,16457767.895
"PC(42:8)",NA,260610.198,993632.2071,180279.5112,1761841.515,510127.3092
"PC(42:9)",6832452.743,5163916.18,9203474.934,12200000,46400000,16800000
"PC(44:10)",1368686.276,884539.225,1507861.18,3307569.153,9183040.703,3635476.731
"PC(44:11)",3742431.711,2604714.059,3835293.843,7321192.79,14400000,5996593.941
"PC(44:12)",1832794.325,1679858.787,3025757.482,4082360.589,7533305.439,3238152.165
"PC(44:4)",486695.218,1444982.626,1775154.774,6141664.021,8764935.564,2712996.367
"PC(44:5)",7230672.966,6086707.185,9127732.731,21100000,62300000,21500000
"PC(44:6)",19152380.867,18088808.031,2.9e+07,26873044.183,57386203.433,22696157.381
"PC(44:8)",544097.477,1805136.504,2651992.346,8034021.948,24800000,8420187.529
"PC(44:9)",38100000,28700000,53400000,78300000,1e+08,86200000
"PE(20:3)",12400000,8272440.584,13300000,7031664.711,12800000,8284058.581
"PE(30:0)",3220874.538,4677647.64,4643529.322,4260377.043,2153497.881,3020509.595
"PE(32:0)",71739499.414,58527936.648,84167707.896,64167167.647,98057532.027,63794798.182
"PE(32:1)",83666777.581,47969701.564,121433447.27,96114424.956,115073986.245,63798306.822
"PE(32:2)",12266522.896,15390250.398,19723737.566,16569072.213,22037827.3902,15502644.86
"PE(34:0)",44821514.709,45253993.806,62988824.557,47838675.152,68095859.424,52187368.516
"PE(34:1)",814444510.5688,916727580.015,1248700000,877844844.051,1491886362.393,924448445.551
"PE(34:2)",241362872.018,264528308.81,290726479.696,298279896.996,302387888.377,266358129.372
"PE(34:3)",10352297.659,12406532.611,16928306.852,13405106.687,14615699.809,14440671.85
"PE(34:4)",606152.084,575841.288,860110.153,1134836.353,3931809.901,1376286.102
"PE(34:5)",2001669.911,3617572.657,3696295.056,3662759.661,1551626.183,3924563.07
"PE(36:0)",18018221.617,16417413.823,24708664.083,15822537.018,33759142.831,17905421.179
"PE(36:1)",1044288417.521,995571464.754,1486548184.842,922752836.172,2131171180.427,1040048104.985
"PE(36:2)",2203862499.1459,2227971113.8187,3540216272.3745,1700931542.8519,3759524649.7132,1920944368.721
"PE(36:3)",222666717.589,300737365.963,377420663.89,210494263.4321,340546870.583,241668402.979
"PE(36:4)",810996985.535,771608211.3002,1175183028.237,788278800.386,1438357800.579,785939536.5259
"PE(36:5)",313063097.416,486638684.155,562718228.336,461043164.219,238165341.182,452093843.494
"PE(36:6)",28587980.487,46332666.205,50458036.01,50461399.79,26713174.134,51685293.942
"PE(36:7)",758332.909,1322930.673,1646219.6,1023332.558,275160.599,1069941.368
"PE(38:1)",39238044.781,57567726.271,31352711.289,21085515.83,8524519.976,19875659.678
"PE(38:2)",371623591.171,386759126.553,557553076.241,354349919.78,831084182.597,387000803.801
"PE(38:3)",334556352.966,396370591.825,591500000,450913908.698,682105446.979,464441183.826
"PE(38:4)",1516166414.047,1379677946.586,2101255937.71,1319753381.457,3195242542.108,1326411248.183
"PE(38:5)",1842969647.838,1992030741.4062,2884283704.452,1942761575.5896,2985037399.829,1926621347.154
"PE(38:6)",686748060.258,844352776.154,1064917353.171,806337309.724,837566568.379,744593980.4618
"PE(38:7)",107300225.797,156941858.263,190068326.068,123888085.486,51670290.652,131897450.744
"PE(38:8)",287784.1983,1222322.249,1209031.859,NA,NA,480185.1699
"PE(40:1)",1719412.77,2975038.144,3119495.172,80516.3721,750818.5098,39192.7302
"PE(40:2)",104900000,106700000,146900000,58674179.39,110325410.905,67774908.756
"PE(40:3)",17947791.339,22045437.669,33348922.767,24665739.031,48537438.016,25175514.069
"PE(40:4)",104224933.983,97327733.695,153874855.157,110658992.458,291481939.293,125022734.609
"PE(40:5)",443954955.601,474072695.618,637507767.156,510551111.278,1044295930.892,497976391.693
"PE(40:6)",823600000,909700000,1331500000,9.53e+08,1654500000,947300000
"PE(40:7)",721167313.581,817301150.3393,1145116059.5343,619285238.306,1042749155.978,596120995.927
"PE(40:8)",126696419.501,214853042.851,250341798.104,93952010.84,55208517.585,97179072.008
"PE(42:1)",8718799.531,9971455.602,1.6e+07,4422054.229,2442381.764,7572302.068
"PE(42:10)",2738114.907,4628161.6,4684787.309,6061077.277,2674911.539,7431724.84
"PE(42:2)",23800000,32500000,37900000,11300000,5697051.268,7235582.752
"PE(42:3)",4631299.421,8946803.823,8434128.674,3119156.935,2402812.39,2913573.57
"PE(42:4)",2617589.2072,3597906.019,5224483.524,4060161.333,1465967.7944,4800669.6572
"PE(42:5)",12193873.746,17099290.935,25243713.086,20675799.221,32369032.047,17226402.546
"PE(42:6)",13908847.843,19575763.47,29315737.439,26831464.14,32793493.294,27880972.786
"PE(42:7)",32106312.046,37086515.892,53530307.649,34187095.8145,55243610.056,32162814.7494
"PE(42:8)",50374.1667,62126.7204,32099.9109,2369276.03,760267.495,2075167.2
"PE(42:9)",1316654.505,2414141.226,2473091.469,5801923.757,2451269.347,6328359.16
"PE(44:12)",168734.689,374957.868,454825.302,680685.5688,391163.857,924235.189
"PE(44:2)",2311043.72,3244344.571,3755008.811,1849010.145,803213.104,411960.84
"PE(44:4)",992786.844,1995352.971,1727480.326,1916079.159,745202.313,1141777.282
"PE(44:5)",2054463.1,3084398.22,3391588.338,2372467.913,1368386.298,3591908.825
"PE(44:6)",2316589.018,4635561.049,5407038.911,1925630.143,812211.072,1911234.576
"PE(44:7)",2357130.672,4820963.141,5364720.181,1946383.82,850312.525,1817537.342
"PE(46:7)",1025772.5,1773136.297,2030357.206,237164.474,65752.821,392256.43
"PG(30:0)",2700439.005,3969482.685,5258693.592,7719851.554,4455657.115,4392598.807
"PG(32:0)",25900000,28300000,44300000,73100000,42100000,27700000
"PG(32:1)",4432501.217,8278948.0465,10885059.9251,17179912.0953,8802894.9025,8559983.9564
"PG(34:0)",1958492.015,1734303.18,3655425.271,5388894.423,2920944.773,1727362.147
"PG(34:1)",152700000,231700000,294600000,286900000,156700000,190600000
"PG(34:2)",1822648.368,3908573.22,5509946.702,5489179.569,2733166.461,4236675.06
"PG(36:1)",23900000,39600000,40600000,30600000,12500000,23400000
"PG(36:2)",143500000,182700000,230600000,120007938.527,77500000,125200000
"PG(36:3)",7333089.849,13400000,17900000,7470511.686,3521400.514,8042983.579
"PG(38:2)",1731459.939,3029914.402,3552876.554,4574815.318,802349.9727,2303733.587
"PG(38:4)",3977264.238,9299714.556,11600000,7716192.138,3337052.684,9722841.573
"PG(38:5)",2.7e+07,2.8e+07,33100000,10800000,14300000,9424356.901
"PG(38:6)",2827000.818,5113464.369,6257279.992,8123173.408,3637126.134,10099971.012
"PG(40:5)",3916821.257,6322679.662,1e+07,1.2e+07,5199426.093,11100000
"PG(40:6)",8047656.851,6798046.385,12800000,12600000,2.8e+07,13800000
"PG(40:7)",53029342.6396,93096104.327,124039725.9478,113939638.2071,55740389.872,142339409.902
"PG(40:8)",2012918.792,1991677.569,3104196.489,4485800.095,19700000,4920185.845
"PG(40:9)",90180.088,256734.667,75552.7164,1006242.204,556060.149,1331444.737
"PG(42:10)",4470861.467,3963315.849,5536788.856,13300000,37100000,11900000
"PG(42:11)",328440.854,590700.833,766655.508,3251245.953,8218839.418,2986327.018
"PG(42:8)",541983.746,1299567.925,2048054.023,4385957.263,1932606.5371,4957385.181
"PG(42:9)",2864368.62,1692264.683,2457440.742,4993352.289,12800000,3981344.176
"PG(44:10)",1007444.68,1294494.61,2736443.309,8896407.12,6276968.332,10943727.458
"PG(44:11)",2722777.39,2296986.624,3134131.802,8884327.675,23100000,9817298.704
"PG(44:12)",1.3e+07,25800000,3.1e+07,7.5e+07,23600000,1.91e+08
"PG(44:9)",65025.254,185232.382,332762.153,1403741.737,626870.774,1810720.045
"PI(32:3)",511405.407,1037411.941,242652.5991,1480134.603,762666.537,479567.2761
"PI(34:1)",4597537.29,6192618.89,9445028.037,28058717.4549,7794023.4611,4123673.125
"PI(34:2)",605249.058,826072.391,1545206.079,5008639.94,976573.168,291257.031
"PI(36:1)",38100000,39900000,73800000,1.57e+08,65600000,11700000
"PI(36:2)",5666968.648,6771872.0015,6668277.933,25385567.1873,9661398.9256,2254257.2684
"PI(36:3)",4531838.368,7221225.888,7847146.653,25904009.732,16154386.123,20987778.309
"PI(36:4)",2515796.799,3306336.362,4998042.315,12400000,4920136.722,2393073.216
"PI(38:1)",NA,21041.73,114065.241,1210595.381,357648.1794,NA
"PI(38:2)",1103544.612,1321481.492,2467523.238,11500000,3836768.448,362866.396
"PI(38:3)",4636913.941,6752181.289,8857628.373,14015131.733,5550574.1743,2260499.496
"PI(38:4)",73283221.075,85103819.2142,141070768.785,198150793.5994,82070095.8804,35942488.3711
"PI(38:5)",70200000,89900000,109800000,301486477.556,139900000,106700000
"PI(38:6)",3050621.216,3694910.346,6056700.507,18956857.117,8823002.097,7946767.91
"PI(40:4)",436538.004,567221.117,625919.6199,1442273.927,980428.936,319451.2575
"PI(40:5)",6685152.939,8964002.4162,13009499.903,26013394.983,10361288.735,4343945.8955
"PI(40:6)",6432082.125,12378118.527,11158236.728,19343381.065,6601362.391,6571334.628
"PI(40:7)",2866899.388,3426418.556,5319648.008,8340161.847,3372167.468,2900260.295
"PI(40:9)",2395923.079,3651025.01,3356953.314,3516448.7,1689535.66,2829083.529
"PS(22:0)",340618.809,781109.598,491093.446,510620.633,133062.873,NA
"PS(24:1)",20836.752,19724.3016,16862.742,60112.3482,15658.4886,62238.6189
"PS(26:0)",NA,4642.4202,19389.1932,67635.967,6922.2258,NA
"PS(26:1)",4519808.202,8521678.285,7827756.491,6741764.164,4476956.903,2688342.748
"PS(26:2)",4638303.387,10100000,9885774.408,8784401.972,6980937.425,3117022.073
"PS(28:0)",NA,15027.2688,NA,28515.6192,5256.147,NA
"PS(34:2)",2411102.055,2556519.032,3421536.704,3116953.595,1773443.762,2621410.115
"PS(36:1)",564148.356,921833.603,1461718.297,3763972.584,1661448.255,5066920.986
"PS(36:2)",4626339.804,4943883.3875,11719651.134,27011456.433,4646191.3894,3391031.8411
"PS(36:3)",38648061.614,47713716.083,51647003.135,48700071.396,34189497.423,37901435.196
"PS(36:4)",9755169.438,16100000,17100000,1.7e+07,7778644.551,14800000
"PS(38:1)",42272497.14,76770045.603,94445116.59,77360820.451,39312734.694,85833830.219
"PS(38:3)",70400000,1.02e+08,1.08e+08,1.02e+08,58100000,72900000
"PS(38:4)",132748633.433,153826694.662,163704354.76,129386022.125,92758665.675,133762427.243
"PS(38:5)",12022975.919,20231359.555,23502723.318,16773073.658,5689785.6025,13890683.432
"PS(38:6)",6428743.981,11300000,12800000,11300000,5289017.792,11900000
"PS(38:7)",24300000,34700000,36800000,31800000,15600000,32900000
"PS(40:1)",18200000,33800000,38700000,2.6e+07,1.3e+07,2.9e+07
"PS(40:4)",15939117.111,24427070.362,27951755.022,21618811.382,10700178.165,19306415.721
"PS(40:6)",60062533.947,81477996.483,89809382.872,88824871.478,48159502.3764,74445005.0181
"PS(40:7)",30114624.1746,52204532.1507,56992115.4275,55104005.878,23708612.5186,5.2e+07
"PS(40:8)",33936159.183,47439203.133,53432443.533,44243119.838,21932392.141,46840193.235
"PS(40:9)",7575467.186,11500000,12500000,7526625.559,3326846.903,7934657.306
"PS(42:10)",7903464.487,12500000,13700000,5285678.59,2175718.808,5594132.877
"PS(42:6)",2499419.356,4238888.009,4990197.231,6092209.572,2699295.434,4292442.046
"PS(42:7)",8411023.343,14300000,15100000,15200000,8283256.622,13700000
"PS(42:8)",12861411.692,22210660.424,24400000,22799233.215,10607267.53,24021833.986
"PS(42:9)",23585549.095,36300000,35200000,27800000,14017140.245,31200000
"PS(44:8)",1442232.038,1054895.126,1871731.301,4889537.954,10900000,4880113.302
"SM(30:1)",3167490.204,3107325.203,4336974.113,3291746.219,9197097.837,4142807.632
"SM(32:0)",34400000,26300000,39100000,26600000,5.4e+07,30700000
"SM(32:1)",325277036.279,306970672.246,407246542.741,315803580.978,626220032.525,305164176.976
"SM(32:2)",8240675.461,9149582.903,12800000,9182389.011,22500000,11300000
"SM(34:0)",4.84e+08,3.01e+08,4.86e+08,3.73e+08,7.46e+08,4.19e+08
"SM(34:1)",8207500000,7032185224.933,10555427384.447,7201903739.968,11481929476.564,7922047895.232
"SM(34:2)",378045563.053,326119117.436,353960538.669,343484787.601,799800000,307846220.668
"SM(34:5)",704600.408,365922.725,330619.898,2165358.669,1376957.361,382815.288
"SM(36:0)",25300000,13600000,23300000,16600000,34600000,16300000
"SM(36:1)",6.08e+08,3.87e+08,7.15e+08,4.29e+08,6.97e+08,4.61e+08
"SM(36:2)",3.26e+08,3.36e+08,66200000,3.9e+08,7.14e+08,4.23e+08
"SM(36:3)",3639312.701,8718369.29,1.1e+07,13900000,31100000,13100000
"SM(36:5)",9579141.652,7283628.825,488868.3663,8078603.215,12100000,8532860.484
"SM(38:1)",83600000,53100000,99300000,47700000,1.16e+08,53600000
"SM(38:2)",41300000,39500000,72200000,23500000,63100000,2.7e+07
"SM(38:3)",6849348.784,10028714.132,14909422.148,8612850.4615,14059660.481,8245088.248
"SM(38:4)",28500000,38300000,42900000,38200000,33900000,38300000
"SM(40:1)",4.27e+08,3.26e+08,4.47e+08,2.53e+08,3.27e+08,2.8e+08
"SM(40:2)",2.29e+08,1.87e+08,3.29e+08,1.27e+08,3.34e+08,1.38e+08
"SM(40:3)",23700000,30300000,52400000,2.4e+07,60100000,25700000
"SM(42:1)",3.34e+08,3.09e+08,4.66e+08,2.83e+08,2.26e+08,2.69e+08
"SM(42:2)",3.493e+09,4.48e+09,6.4e+09,1.604e+09,2.476e+09,2.15e+09
"SM(42:3)",5.07e+08,4.43e+08,7.9e+08,2.74e+08,8.26e+08,3.02e+08
"SM(42:4)",24800000,21600000,32400000,26400000,81300000,28500000
"SM(42:5)",33600000,22600000,40600000,75900000,2.15e+08,79400000
"SM(42:6)",40500000,20200000,34300000,7.8e+07,1.93e+08,81200000
"SM(44:2)",66200000,65400000,89100000,40719653.443,61400000,42089981.955
"SM(44:3)",1.04e+08,1.03e+08,1.67e+08,30200000,50500000,33600000
"SM(44:4)",4425346.411,5363026.202,12100000,6159596.098,19100000,6485512.069
"SM(44:5)",9624260.426,7633038.549,11700000,12400000,3.2e+07,13500000
"SM(44:6)",48600000,65100000,1.1e+08,38100000,58900000,34200000
"SM(44:7)",12400000,1322114.828,2954445.916,5812668.585,1.3e+07,6181264.896
"SPH(16:0)",4.15e+08,2.91e+08,4.47e+08,3.6e+08,4.8e+08,4.34e+08
