"subclass","DGAT_1i_001","DGAT_1i_002","DGAT_1i_003","OA_001","OA_002","OA_003"
"DG(38:1)",1.5e+07,14500000,9101846.659,5.6e+07,43200000,50300000
"DG(38:2)",120800000,121100000,133300000,3.4e+08,304800000,3.35e+08
"DG(38:3)",23993166.942,21018115.587,22555307.962,66800000,52900000,62800000
"DG(38:4)",90700000,108300000,102300000,128200000,118100000,144700000
"DG(38:5)",66500000,73800000,78700000,1.53e+08,1.41e+08,1.64e+08
"DG(38:6)",2700652.8114,9428717.395,2256574.0704,4693748.9876,5386541.633,19138688.202
"DG(40:1)",4148926.191,3550076.077,2762728.035,12500000,10700000,13800000
"DG(40:2)",22500000,22547300.238,17711301.482,77400000,58100000,65100000
"DG(40:3)",1210246.107,369961.8753,2108988.986,437954.4318,198938.046,3135303.563
"DG(40:4)",4101744.9696,5632453.272,5112162.5698,5621434.5507,9166200.514,20044437.028
"DG(40:5)",57500000,74200000,73500000,96500000,91600000,112800000
"DG(40:6)",75323971.602,90801533.213,97858112.855,174300000,152291539.123,182400000
"DG(40:7)",6.3e+07,73300000,81700000,1.29e+08,1.26e+08,1.51e+08
"DG(42:2)",4145408.014,3669057.74,2447635.934,14200000,1.3e+07,11200000
"LPC(14:0)",159715.9989,169802.1471,49257.588,425633.0169,537501.288,370557.4752
"LPC(14:1)",2188449.997,2004616.979,2867869.71,559991.0928,2833446.179,21428.9535
"LPC(16:0)",32035050.567,36181219.027,42081750.913,52424265.405,55611564.791,57869605.018
"LPC(16:1)",37334081.292,43322641.173,48336661.601,41177959.453,44698982.268,39736964.788
"LPC(16:2)",97656.548,40935.683,42400.5942,58572.2658,93199.377,153015.7437
"LPC(18:0)",43208458.802,44447758.92,57668068.984,59548281.91,69301291.265,61370189.9
"LPC(18:1)",120600000,143500000,147700000,164100000,183900000,181600000
"LPC(18:2)",7353921.398,10614721.559,9848986.397,9177921.946,10289724.967,9876440.596
"LPC(20:0)",1513241.161,2077503.545,2127740.522,2272472.792,2664686.459,1384645.24
"LPC(20:1)",6166182.492,6520402.65,8123556.874,6863703.573,7764270.962,8867587.235
"LPC(20:2)",NA,37999.6308,76954.8909,127197.4572,NA,105098.731
"LPC(20:3)",NA,9027.767,3961.67,NA,NA,7169.555
"LPC(20:4)",NA,13251.1761,10861.4982,47798.008,25790.0331,17817.477
"LPC(20:5)",NA,NA,NA,21045.9201,20038.104,39554.529
"LPC(22:1)",1344318.397,1561778.092,1689044.423,1261190.492,1353906.263,1432675.457
"LPC(22:5)",61840.606,58047.2568,127550.829,NA,156820.441,542542.175
"LPC(22:6)",161.612,NA,13376.078,152.2719,2085.2859,150.657
"LPC(26:0)",3137109.444,3486193.803,2923772.651,2769676.477,2741745.244,2111307.23
"LPC(28:0)",65600000,60700000,83300000,49900000,45300000,52700000
"LPC(28:1)",5935494.289,7264538.795,4808243.945,5873599.504,6471595.243,6196333.003
"LPC(30:1)",7663409.717,7359456.351,6583333.778,6106682.741,6078470.712,4786637.505
"LPC(32:0)",58400000,66100000,70700000,52100000,51400000,54800000
"LPC(32:1)",57900000,6.5e+07,6.8e+07,56300000,58400000,56600000
"LPC(34:0)",8619149.377,9509796.088,10500000,5567469.681,5204951.596,4578621.959
"LPC(34:1)",1.82e+08,2.03e+08,2.1e+08,1.66e+08,1.78e+08,1.7e+08
"LPC(36:0)",1533991.866,3978763.819,5032384.925,849003.0267,213308.2233,1312613.465
"LPE(16:0)",2068579.438,1776632.882,2224827.691,2663786.346,2969744.668,3835939.099
"LPE(16:1)",3697374.187,4747760.226,5064863.786,3791613.315,4101331.522,4193445.739
"LPE(18:0)",8862412.582,11500000,11300000,14700000,1.4e+07,16800000
"LPE(18:1)",14126456.973,16251865.842,20945009.922,18503801.867,18389353.343,22853698.166
"LPE(18:2)",3377221.871,4184540.73,4503007.493,3309259.809,4116631.272,4183748.503
"LPE(20:1)",6381095.113,7106221.2282,8343321.34,5390672.95,6762463.811,6315720.863
"LPE(20:4)",1622892.419,1766456.945,2082444.42,4013023.057,3933099.584,4388494.598
"LPE(20:5)",22530.462,101506.314,183437.39,334328.462,353299.811,499795.867
"LPE(22:1)",10469.2848,322617.379,378494.329,276974.127,468175.891,363705.096
"LPE(22:5)",943981.535,937328.123,1194186.29,1013596.629,1234257.272,64142.0451
"LPE(22:6)",689444.841,2185551.166,2959866.956,2816093.736,2593182.592,3296944.087
"LPG(18:1)",626277.333,643102.414,860961.08,450285.59,568956.285,547577.317
"LPI(18:0)",7497.3606,57989.3661,314554.239,111165.3978,297876.06,158074.2864
"LPI(18:1)",46496.6394,5578.4247,34026.3147,4908.7803,289052.633,1628.1282
"PA(36:1)",1005888.579,1004712.238,1254722.95,1402152.234,1183747.738,1439106.964
"PA(36:2)",178748.2737,12542.5065,323084.309,66742.3293,180837.961,136824.076
"PA(38:1)",6540.657,235055.22,3147.8019,86442.5061,565188.3594,1031238.9
"PC(28:0)",2307509.626,1793664.396,3025284.316,1148323.302,1041279.627,1777984.946
"PC(28:1)",9525862.775,213280.5513,1.1e+07,440541.5496,963320.6088,615205.8393
"PC(30:0)",29400000,36100000,41400000,44400000,4.7e+07,40900000
"PC(30:1)",37279878.41,40087735.886,55386017.985,31290856.105,31563403.273,32715946.05
"PC(30:2)",495166.2501,1275595.051,1968509.688,500625.958,1420513.79,706572.56
"PC(32:0)",259600000,261400000,324400000,324200000,290200000,3.26e+08
"PC(32:1)",181600000,202700000,217700000,204800000,299946770.037,3.01e+08
"PC(32:2)",52582045.28,48487132.782,66072976.219,25542779.878,33588219.963,33222688.536
"PC(32:3)",431207.048,123775.533,1412820.367,703753.488,960621.755,13912.1421
"PC(32:4)",113657.1678,504751.331,835016.787,478222.878,399254.131,345206.355
"PC(32:5)",128174.2218,2337928.05,1887514.659,3422592.079,707563.7526,7762914.633
"PC(34:0)",155500000,161600000,217500000,178900000,170800000,168700000
"PC(34:1)",1085294148.604,1101295548.938,1363808171.487,1196918438.0822,1242544056.9636,1360025401.049
"PC(34:2)",634673382.633,577459251.819,636014058.216,402928330.054,416125091.448,444438329.728
"PC(34:3)",11585138.978,13933720.288,14439586.441,6883834.2417,12840354.207,8845481.782
"PC(34:4)",918933.095,671597.9962,1145085.183,1226581.745,1112543.419,1097183.5596
"PC(34:5)",640800.184,554130.291,823160.653,900132.973,927483.441,763489.187
"PC(34:6)",7761365.7098,10702620.3347,9529161.0695,12736428.0358,13096868.1604,14032888.1321
"PC(34:7)",1812842.737,3641956.11,1565532.208,1321026.348,1950529.424,24281.919
"PC(36:0)",12534434.392,14111539.792,19045965.021,16199463.152,15293198.922,15703236.516
"PC(36:1)",204541643.216,233935529.243,306938040.831,221361781.8685,277342310.591,269780674.54
"PC(36:2)",280455184.926,223304583.8545,412522253.5894,298602703.4721,310921967.87,307412636.297
"PC(36:3)",140821339.207,140595555.6855,172720152.1081,145202152.365,166127481.211,157849599.263
"PC(36:4)",19475393.912,24111505.467,28660937.432,39072503.425,45556638.885,39380649.594
"PC(36:5)",57885412.082,63939531.211,48210676.607,61567905.261,58454428.218,52377439.084
"PC(36:6)",10972454.9248,12762180.723,14495206.9572,15114168.6962,13310563.0803,14018407.7487
"PC(36:7)",20900000,23600000,27500000,23300000,27600000,22300000
"PC(38:1)",7281826.065,8413657.434,14700349.653,7977173.458,9336175.149,8862029.726
"PC(38:2)",143459589.1085,164802761.5123,180065594.367,116655295.5164,120375162.5522,119074512.815
"PC(38:3)",16780554.931,18906920.742,18419457.33,16244312.857,17887884.694,20700000
"PC(38:4)",112101616.46,125795650.794,143499262.711,117998750.2872,132821679.1969,135569833.0888
"PC(38:5)",125094269.301,145057034.611,149240579.1788,138098484.3646,142298021.4861,142821389.0537
"PC(38:6)",43265028.8827,55878139.8383,59047493.6952,51888100.4162,56530817.4145,53266323.934
"PC(38:7)",20076534.663,22640176.486,25072063.423,20909687.493,21411628.363,20833097.697
"PC(38:8)",168590.661,49598.8242,148600.5258,227018.2995,105128.757,198601.794
"PC(40:1)",317527.2422,271404.6252,702523.635,911140.999,950387.244,644200.2965
"PC(40:2)",5368869.473,5654380.283,7482326.058,4213216.814,5328099.014,5033436.778
"PC(40:3)",594432.736,371315.726,647931.59,799716.195,41956.2516,946302.181
"PC(40:4)",9354931.4139,11170226.402,13715287.955,10006360.2323,11635062.933,11923132.0031
"PC(40:5)",30454160.075,34189171.6662,36784243.2388,19496078.512,16439861.3758,21995813.1936
"PC(40:6)",56328607.581,68935637.831,71686649.946,60186219.968,63303373.144,60435649.49
"PC(40:7)",52533047.992,61644910.006,68354075.9019,47408148.7513,54043310.951,56720294.9657
"PC(40:8)",7314277.726,8101447.7167,11277625.174,6859172.41,8231041.177,7669255.96
"PC(40:9)",3783594.241,8969284.546,4350857.36,3723018.747,6245450.237,5434815.199
"PC(42:10)",1013369.71,1373656.67,1382629.145,1677498.658,1834571.956,1659216.156
"PC(42:2)",86124.7758,51106.8093,78615.557,86649.6612,150567.1992,11984.1624
"PC(42:3)",NA,91701.117,191926.877,102908.179,58899.8,29982.308
"PC(42:5)",1551833.894,1642978.695,2543169.513,1310272.238,1973057.709,2049584.504
"PC(42:6)",3393874.554,3326577.518,4110694.027,3556516.402,3993622.634,3896187.797
"PC(42:7)",203907.364,252035.782,358506.243,632680.033,405049.046,349124.548
"PC(42:9)",424836.304,336694.591,650441.942,844315.894,936119.162,1135718.904
"PC(44:10)",24683.4048,78689.076,224909.309,72282.9552,153048.7527,29907.4749
"PC(44:11)",138469.644,183834.611,222276.859,314083.46,185766.767,169050.193
"PC(44:12)",151121.646,28584.2523,247704.235,302412.644,475300.402,29079.8502
"PE(28:1)",763315.595,691397.215,1235267.706,749755.677,607954.573,702902.011
"PE(30:0)",4396217.191,4633714.3195,6035940.939,5822603.214,4959317.1507,5417762.658
"PE(30:1)",3273.2022,4246.2216,104566.4355,1768.164,26002.302,2880.3423
"PE(30:2)",1171722.415,1128019.719,1588597.931,424532.492,910172.679,886174.948
"PE(32:0)",116286040.983,125453849.643,153982262.26,148228703.024,158501433.341,152276530.839
"PE(32:1)",153419485.8507,163084852.2938,220698372.6073,134800970.7481,209249864.9159,187899010.6363
"PE(32:2)",7918118.5114,9104471.7158,7546840.319,9361173.2317,5006224.6634,8484762.7309
"PE(32:4)",2418100.806,2332209.069,3355421.543,2669935.103,2836595.648,2704935.161
"PE(32:5)",1196583.912,1054816.32,1515457.365,990412.347,575463.9891,840461.629
"PE(34:0)",77025858.177,84665436.46,99792664.517,71423606.985,80055269.199,89574848.869
"PE(34:1)",1441867735.3739,1574032836.2425,1798193222.3487,2021611403.745,2209030054.826,2124563858.2948
"PE(34:2)",274715567.985,297014019.2246,495601568.3396,403820054.873,350350311.5421,441986944.9663
"PE(34:3)",8956724.5785,10356213.631,12244904.698,12069625.446,9465856.99,11127360.177
"PE(34:4)",7980213.3576,10328677.9485,10962110.334,9785775.8556,10061452.2647,10557837.7856
"PE(34:5)",3153597.88,3882335.622,3610128.981,2986225.153,2961925.588,3320222.459
"PE(34:6)",2354312.0906,2070593.7977,3040716.338,1749116.792,1560637,1555329.43
"PE(34:7)",5046.0717,289276.547,2916.3126,117185.563,99305.099,77209.137
"PE(36:0)",10648977.3405,36235898.665,43649799.77,37047346.969,36746691.655,39739261.323
"PE(36:1)",1263003630.409,1387043537.3145,1700801342.8285,1327475164.231,1620438853.642,1579874008.43
"PE(36:2)",5672975281.716,6242548654.3732,7572865716.6935,6213755388.273,7545541977.9308,7452965253.932
"PE(36:3)",168369421.1356,193819536.3224,261962704.9631,123729960.684,193278394.5023,117492888.3907
"PE(36:4)",1081617860.295,1275917331.514,1349771555.768,1478788736.493,1624173701.028,1492053264.959
"PE(36:5)",451093876.68,565144009.8323,487102394.603,662049582.344,520214261.49,707926058.89
"PE(36:6)",71562229.79,75573114.368,86867018.2826,80242602.6353,84519280.474,79607765.7683
"PE(36:7)",2173167.153,1476112,2363385.771,728714.043,1094344.702,1766811.545
"PE(38:0)",132515.7774,505587.329,632542.704,18712.0173,248683.5747,351809.865
"PE(38:1)",40958760.046,45183456.676,57721543.189,49675582.075,59775042.381,58030231.06
"PE(38:2)",234969287.4332,265907127.5533,319384482.888,215567175.2459,246239162.3061,270120861.5058
"PE(38:3)",41893477.032,63115550.8818,76497463.8955,69224721.5871,73331675.2438,70669200.5496
"PE(38:4)",417094067.0387,476863484.2574,532576036.8161,544194552.049,605957911.977,589463662.8009
"PE(38:5)",1647956337.3492,1889139193.5918,2151435229.9723,2297091112.3445,2447274419.196,2338545979.9625
"PE(38:6)",1459482626.634,1567411098.564,1757922804.461,1748137462.119,1809867101.6685,1344231930.908
"PE(38:7)",259007375.7634,287361031.704,211063646.52,239711644.5854,266258639.728,215888992.8432
"PE(38:8)",1601063.722,1849307.989,2534827.11,1437516.918,1449285.94,1680315.821
"PE(40:1)",6066161.793,7317241.195,9359973,5010207.219,5950428.989,7214884.065
"PE(40:2)",37177977.697,41912285.66,54235484.3258,44485004.94,52622997.026,53867149.269
"PE(40:3)",2523152.8632,3138702.7797,4343394.3264,4288394.9468,5349570.74,5544340.0197
"PE(40:4)",30134903.0208,35240899.513,45483607.5379,35368624.255,40844146.6045,41871065.4391
"PE(40:5)",524638466.8239,620766674.7288,711715866.9409,680685895.705,741460915.8385,694248139.0484
"PE(40:6)",1245071859.966,1431107241.039,1611891810.316,1643151950.8414,1864688153.708,1693445674.0676
"PE(40:7)",1339285075.383,1474337648.715,1575119645.3061,1855631824.441,1962454548.967,1819402147.773
"PE(40:8)",187037817.16,196280235.41,221301308.434,171462977.759,187021431.819,177271255.557
"PE(40:9)",699085.413,792384.213,814348.148,374359.214,913957.84,503111.743
"PE(42:1)",266069.644,357921.298,627497.618,236509.72,148068.2895,397017.93
"PE(42:10)",11600000,10200000,12200000,18700000,18500000,17600000
"PE(42:11)",298256.4261,499059.217,538255.7,1266708.714,1089194.293,995622.253
"PE(42:2)",501558.396,386163.715,666946.145,176805.0294,691663.666,732490.387
"PE(42:4)",285445.798,286735.233,510006.16,396621.927,380047.2687,349832.7795
"PE(42:5)",8668215.169,9326980.982,10800000,8567073.914,8982222.163,8151567.291
"PE(42:6)",20492040.213,23242670.5385,29957430.55,19209383.932,21141353.8471,21027689.2526
"PE(42:7)",6659945.804,9220753.5748,9877007.866,6926486.6874,8410058.2648,7390500.3139
"PE(42:8)",1217237.561,1314479.347,781713.16,1340874.501,1249815.172,1446565.521
"PE(42:9)",3359004.238,4494747.543,4547135.12,7464156.92,7043973.423,6750078.831
"PE(44:11)",140686.03,1299.2187,67061.525,19307.0664,223016.568,266740.374
"PE(44:12)",553852.833,62628.4845,250446.811,628093.819,530875.983,607721.279
"PE(50:2)",177369.144,211671.964,345240.641,97665.37,161960.262,359138.103
"PG(28:0)",364645.238,274761.123,545911.552,366881.018,367567.998,610113.613
"PG(30:0)",3644919.272,2046711.062,5396395.624,2036770.142,2322498.45,4235612.205
"PG(32:0)",28100000,24200000,4.6e+07,31800000,29900000,35100000
"PG(32:1)",6010584.1521,7434640.2146,17400096.911,11002761.486,10564261.495,13404696.261
"PG(34:1)",2.16e+08,2.19e+08,2.96e+08,2.3e+08,2.51e+08,2.27e+08
"PG(34:2)",1.2e+07,13100000,20200000,13100000,13500000,14200000
"PG(36:1)",55200000,23700000,2085.4098,62700000,57600000,66800000
"PG(36:2)",1.36e+08,1.46e+08,1.94e+08,1.39e+08,1.5e+08,1.47e+08
"PG(36:3)",1866445.169,1827480.949,2809623.119,3775567.904,3909915.924,4309620.356
"PG(36:4)",462039.8224,594689.201,846263.824,1043104.623,1213969.1132,1081350.09
"PG(38:1)",3383008.188,3723684.342,3850269.376,3015256.034,3332954.051,3143651.48
"PG(38:2)",1229892.315,1037789.12,812765.837,1234308.203,1382445.289,1397020.424
"PG(38:3)",4448243.458,4769361.387,5131350.691,4574698.874,4592737.762,4448588.627
"PG(38:4)",1502455.522,1649752.896,2413266.8526,1252410.96,1755452.637,1810123.384
"PG(38:5)",9275098.08,7320699.547,1.6e+07,8309751.176,12100000,12200000
"PG(38:6)",4566655.2383,4927703.382,5817636.2853,3364281.4657,4840481.716,4107932.5015
"PG(38:7)",81513.45,48815.9463,56806.2,477577.337,195942.1557,502595.053
"PG(40:5)",2723884.944,2906789.91,3852922.807,2231211.987,2172974.815,2356345.736
"PG(40:6)",5387686.763,6357052.262,8400526.475,7155531.924,6832438.413,8647332.921
"PG(40:7)",49919326.8868,65707492.983,81110369.185,59012513.892,56668817.03,51721485.1204
"PG(40:8)",2736440.4456,3002267.645,2845207.409,2128920.063,2421864.152,1386009.0285
"PG(40:9)",285768.818,274794.798,516613.998,136536.22,125418.583,137835.232
"PG(42:10)",3932408.333,5037481.9874,4923321.766,2509414.019,2659546.5268,1748856.1282
"PG(42:11)",1312248.607,1254359.63,2028078.421,806798.806,662208.458,610633.656
"PG(42:8)",252914.5929,402723.916,350554.9203,106281.361,83590.3716,82864.6518
"PG(42:9)",368234.5248,863836.642,874320.2679,176005.2382,149325.422,NA
"PG(44:10)",1136645.443,1321575.981,1788420.236,812690.6597,704778.456,842327.095
"PG(44:11)",2634850.18,2843360.606,2766460.763,1518708.634,1919638.416,1659980.211
"PG(44:12)",1.4e+07,15800000,20900000,10800000,11200000,10500000
"PG(44:9)",128734.98,126173.9637,99629.6655,40085.2353,10263.441,3482.2416
"PG(50:1)",1206870.004,9271921.151,11400000,15300000,16300000,1.5e+07
"PI(32:1)",472108.1788,123931.4427,1319680.3156,317020.0349,736801.1348,645437.9226
"PI(32:2)",752422.862,586594.967,1469010.013,154801.1043,230891.172,465183.828
"PI(34:1)",7986577.545,13876179.773,23686884.72,19886521.68,20139395.071,41893749.823
"PI(34:2)",4362768.637,5163745.262,9539286.989,6062281.707,5605712.74,10500000
"PI(36:1)",1.59e+08,1.3e+08,3.94e+08,2.02e+08,1.78e+08,5.06e+08
"PI(36:2)",6897627.797,4588686.0326,18849633.0292,7646394.5737,9268729.7045,18876420.1646
"PI(36:3)",5547420.433,4433244.763,11300000,6681078.526,7031129.804,11300000
"PI(36:4)",3636985.273,2355599.745,6675241.895,3013437.4224,3293286.044,8295129.3527
"PI(36:5)",945070.012,248311.1412,1098714.561,463944.4287,119642.4951,400528.0485
"PI(38:1)",345828.631,31905.1461,492290.5041,689682.693,873308.503,1884548.26
"PI(38:2)",4582559.015,3719186.328,6925097.345,7294873.846,6238402.587,13968173.308
"PI(38:3)",20767.7232,29090.2644,62583.6849,26041.8996,96098.193,37894.7409
"PI(38:4)",349391283.1286,256918354.3625,521061684.4194,308504101.2906,314239710.6372,446506017.842
"PI(38:5)",68700000,59445532.222,153400000,92100000,8.3e+07,156500000
"PI(38:6)",3251926.994,2580139.282,6125854.102,2698037.955,2895758.523,5528439.571
"PI(40:3)",38437.5405,135318.5841,1045295.022,486957.361,412660.011,1214962.064
"PI(40:4)",5546372.7617,4724459.539,11443512.029,7119218.6671,6493404.428,12731794.185
"PI(40:5)",20512295.913,12764611.568,37183293.714,24036874.17,21377453.806,37873631.845
"PI(40:6)",6659900.351,4766196.953,14614270.701,7220217.325,9499569.108,15462355.069
"PI(40:7)",18474.0309,8336.874,40410.102,5368.138,11603.978,9902.52
"PI(40:8)",107605.1319,30531.9615,253319.185,149675.653,158866.9638,308425.306
"PS(34:1)",NA,433904.236,1750689.426,1404249.498,1515563.229,10600000
"PS(34:2)",1299023.1942,1448758.208,1495975.0911,1693073.959,1544318.3724,2000781.7499
"PS(36:1)",157174.094,2464885.029,12400000,6453146.329,7795119.671,71100000
"PS(36:2)",190878.9018,237760.6417,1208781.4474,478083.5712,492277.0854,7358261.2111
"PS(36:3)",1404576.995,1180728.829,1198217.34,1061158.441,1045345.531,990488.85
"PS(38:3)",49314.7833,28159.2552,46969.3068,45537.7674,31664.5512,35783.7936
"PS(38:4)",4647024.137,5174253.766,4381112.068,5425298.119,3892491.036,6189592.165
"PS(38:5)",67425.1248,520058.783,1694949.927,540808.777,673343.6988,1681474.152
"PS(40:5)",569244.356,1060081.55,6469919.879,3800504.804,4058920.589,29100000
"PS(40:6)",NA,87761.4,1978599.007,919970.787,338380.487,3809524.477
"PS(40:7)",342070.808,205247.546,3088289.19,1783325.638,916093.0224,8327628.418
"PS(42:10)",105092.0313,211940.0637,359207.467,24738.2067,36891.1662,269812.164
"PS(42:8)",2027801.394,1801782.73,2181761.059,2457010.504,2160802.008,2358303
"PS(44:12)",120415.755,90603.8541,242854.104,206280.7221,395203.858,303516.1806
"SM(36:2)",4441552.408,1918926.1357,3393794.8171,1122907.427,1241872.5114,2876386.7769
"SM(36:3)",27300000,27600000,36600000,21400000,18900000,20200000
"SM(40:1)",59700000,66300000,79700000,37700000,37100000,44300000
"SM(40:2)",262328.1141,632038.224,265062.9885,NA,158784.0528,85678.0773
"SM(42:5)",66600000,69500000,71900000,65700000,66400000,67800000
"SM(42:6)",850671.011,952092.538,876933.9408,1655101.811,1004146.16,867091.1139
"TG(22:4)",NA,NA,913213.959,9719808.616,6547062.416,3728458.419
"TG(24:0)",298521.733,166060.789,171487.5996,3379145.828,1227469.54,1594301.926
"TG(24:7)",593075.97,793863.863,816142.933,2711468.507,3331873.01,3518485.455
"TG(26:0)",1380872.684,1044055.345,549814.463,10400000,3610816.033,4036671.713
"TG(28:0)",940036.273,579677.42,277861.207,8971748.124,3266717.943,3137996.779
"TG(34:0)",1.8e+07,18500000,16200000,21400000,29100000,40200000
"TG(34:1)",77600000,10500000,16900000,1.8e+07,13600000,35500000
"TG(34:2)",3248617.866,1934062.512,1056812.091,6802313.635,6065380.886,148968.8388
"TG(36:0)",7621650.4296,7487818.009,6344197.3257,7024742.698,10233555.513,14977348.815
"TG(36:1)",283820044.817,141116586.867,154248498.052,242877275.232,172103369.648,263768264.73
"TG(36:2)",82500000,96300000,95800000,1.6e+08,1.65e+08,1.94e+08
"TG(36:3)",39800000,38600000,31400000,135300000,104800000,139100000
"TG(36:4)",21977640.743,18151016.263,11257878.663,255310634.95,102701416.429,187088173.498
"TG(36:5)",11100000,9437970.033,6997906.459,79100000,51200000,54800000
"TG(38:0)",10375508.401,13616125.64,7451743.783,7039446.159,10702653.109,11685784.728
"TG(38:1)",159194827.583,27545212.965,46501143.227,32589264.98,22687561.627,54925394.497
"TG(38:2)",48505845.744,47135555.582,62400000,76991270.608,71439772.015,85651095.178
"TG(38:3)",2948678.542,3016003.504,2881473.633,17500000,13700000,4862006.991
"TG(38:4)",101817718.4624,118013718.401,108730213.899,208276823.128,157520387.382,195536592.037
