"subclass","OA_01","OA_02","OA_03","X1i_2i_01","X1i_2i_02","X1i_2i_03"
"LPE(44:7)",15963244,15985427,14915724,11589831,19497732,13675701
"LPE(44:8)",1811543,1420547,1326268,6117778,3163774,1542461
"LPE(44:9)",4362760,2133728,2407127,4529072,5563094,3115598
"LPG(10:0)",4819626,6171409,5309062,3278883,5194053,4756688
"LPG(14:1)",1717225,1870975,2188097,1958316,1901312,1907683
"LPG(16:1)",1192418,1298744,997765,1585818,11083,1484653
"LPG(18:1)",1317382,3566456,3009776,3223337,2835451,4614732
"LPG(18:3)",188214,611450,306653,NA,61920,433656
"LPG(20:1)",5263496,6979362,3311978,5921366,4640948,9927071
"LPG(20:4)",2539110,4083760,3187445,3184573,3476995,4064112
"LPG(22:0)",15797,27122,43635,87400,36407,16533
"LPG(22:1)",2950314,5022099,2387483,2966125,4598949,2372762
"LPG(22:3)",615253,1004620,1245746,191780,209993,424213
"LPG(22:4)",935188,866975,956491,68854,406524,634708
"LPG(22:6)",2750844,2914434,3139272,1950767,2962675,3053116
"LPG(26:1)",22071,30474,28321,32523,21703,11738
"LPG(26:2)",663612,544955,618473,396735,680640,588279
"LPG(4:0)",618494,670330,303887,740804,253328,169929
"LPG(8:0)",5103488,5288070,5797686,3687152,4818826,3784614
"LPI(14:0)",11223136,11390704,9571992,8123768,10611522,9838910
"LPI(16:1)",1647721,805982,1129022,869517,945677,1026574
"LPI(16:4)",1421391,1601617,1808250,1531406,1764377,1193769
"LPI(18:0)",1253064,1607794,3188965,808799,2935339,1939886
"LPI(18:1)",689902,795555,1098747,302417,791337,464049
"LPI(18:4)",10880017,6722891,6867288,7863537,6939228,8052561
"LPI(20:1)",985576,905897,1021470,284076,394633,188090
"LPI(20:3)",1263372,1255799,1241996,291285,114333,488943
"LPI(22:0)",2106467,3526246,3748778,1063815,821057,911805
"LPI(22:1)",447177,1057835,1265602,198421,139223,197397
"LPI(26:0)",211674,327508,491016,NA,189180,137216
"LPI(6:0)",1219402,1312064,1004734,134973,872074,1015877
"LPI(8:0)",1161412,1724305,1558222,445692,1093757,2130672
"LPS(18:1)",397984,980796,911975,511987,1111742,569245
"LPS(18:2)",391806,259408,326654,54502,617963,180662
"LPS(18:3)",12110425,12582604,13096440,14030224,12171518,13859792
"LPS(18:4)",142788,235126,212305,402013,235906,462749
"LPS(20:2)",2584087,2507295,3053092,1008052,1926901,1382722
"LPS(20:3)",3212830,2775443,4138482,2120325,3975529,3128753
"LPS(20:4)",30781150,33628128,37521328,32404704,37312904,37439616
"LPS(20:5)",1343725,1211441,1365094,1611127,1225731,956463
"LPS(22:6)",335188,807143,378555,6211,935290,418717
"LPS(26:0)",1118970,815813,831977,265494,153749,424406
"LPS(26:2)",178833,115159,235713,421768,347397,1456197
"MG(16:2)",25450460,23086052,25204472,18922328,23824800,25143566
"MG(18:1)",15063899,14292707,12532818,13785979,13790648,11725970
"MG(18:2)",51096252,216165312,123562848,16391183,100432504,79178016
"MG(18:3)",9364157440,8900473856,9185333248,8058648064,8989822976,9017025536
"MG(18:4)",30650402,31020400,29881268,26299290,29838068,26861702
"MG(18:5)",69738688,39804808,57627696,10225831,21077102,47899284
"MG(20:2)",18875764,24211778,16114650,30825786,33730224,32144596
"MG(20:3)",608480640,540738048,672013760,346214656,746059072,643915328
"MG(20:4)",1102103,2091142,1244429,2924567,1788117,1830756
"MG(22:2)",21309602,23236630,16114271,28227446,34181316,31203316
"MG(22:3)",290143008,357268032,225636032,682535808,824244672,755063104
"MG(26:4)",98569760,48458404,52145176,13577242,56560244,62931152
"PA(10:0)",1698323,1282749,1384736.5,539054,710880.5,874349.5
"PA(12:0)",1976363.5,1409997,1307707.5,1103186,1497381,1642648.5
"PA(14:0)",1485938.5,837027.5,1181663.5,2021988,1493387,900714.5
"PA(14:1)",4601071,5509087.5,6340101.5,1827949.5,3668370.5,7426780.5
"PA(16:0)",108828.5,309407,272419.5,30409.5,618486,82345.5
"PA(16:1)",17196202,16556668.5,16699694.5,13681109,12652489,14939838
"PA(16:2)",3309993,3946234,5260678,4806163.5,2321154,4740079
"PA(16:3)",1539160.5,2306094,2081860,602749.5,1339680,2159720
"PA(16:4)",853209.5,1089750.5,197512.5,NA,446658.5,2158217
"PA(18:0)",9746462,6915197,7056966,3059630.5,6802659,5239909
"PA(18:1)",21586460.5,22402472,21537403.5,22054700,27222435.5,27021810
"PA(18:2)",21298621,22520917,19391221.5,5780060.5,17782455,24762004
"PA(18:3)",4473853.5,5218794.5,5526458.5,6282753,6067000,7263811
"PA(18:4)",8369141,7748565,8013155.5,7343733.5,7927596.5,6727169.5
"PA(2:0)",133769524,146169986,142640162.5,125185371,138122906,164787620.5
"PA(20:0)",10045470,7606858.5,7243352,7212840,8535642,7914167
"PA(20:1)",12898903,12090258,11004275.5,8895076,15188820.5,14719533.5
"PA(20:2)",1361836,1620438,1320938,431591,461183,1473865.5
"PA(20:3)",30193030,31695034,30474402,29409874,33026872,30439770
"PA(20:4)",501514,530923,636839,348482,716949.5,513690
"PA(20:5)",4566292.5,5335880,5126805.5,3314088.5,6280744,4795183
"PA(22:0)",346501.5,201522,354139,15739.5,222531,132376
"PA(22:1)",22679743,27766575.5,27519608.5,26329756,25734372,27400491.5
"PA(22:2)",1025143.5,1440410,1058830,1046411.5,2246915,2267677
"PA(22:3)",9521949,9038169,10684541.5,10867670,12152055.5,11086058
"PA(22:4)",107402950,105831089.5,102163986,91770175.5,99714231.5,121206585.5
"PA(22:5)",5125253.5,7618555.5,4950878,9198676,9957431.5,10190047.5
"PA(22:6)",6515557.5,6990002.5,6608750.5,3230130.5,4401057.5,5260382.5
"PA(24:0)",8318,94331,17153.5,42063,96190,86733.5
"PA(24:1)",17701012,18795461.5,18659274.5,18944860,20840969,19936462
"PA(24:2)",380173,325043.5,234259,281048.5,322424.5,409118
"PA(24:4)",2715651,2299561.5,2105921,5441587,6055190.5,4966448.5
"PA(26:1)",3591915,4123439.5,2684444.5,2045961.5,2333289,2190681
"PA(26:2)",9302896,7211720.5,8114497,12666776,9086379.5,6137054
"PA(26:4)",322489045.5,262970133.5,202472663.5,166467155,250436666.5,326889677.5
"PA(4:0)",1995689.5,1447361,1983179,804213,1416872.5,1076730.5
"PA(6:0)",29378,143601,297652,152033.5,136231.5,168154.5
"PA(8:0)",471279,677232,274259.5,214730.5,447675.5,665260
"PC(14:0)",6658994980.5,7005531116.5,6902366666.5,7391507575.5,7678077742,7692584792
"PC(14:1)",10136790,8940483,8843762.5,7798242.5,9512894,16198972.5
"PC(16:0)",97911592584.5,108512456005.5,100289879352.5,84036503211,94096934050,91358955022.5
"PC(16:1)",35295092358.5,37855634357,37336418349.5,43463165529.5,48919540795.5,45874602003
"PC(16:2)",166957808,261144004,254833276,307665434,329580728,329690032
"PC(16:3)",148652255,144996532.5,159155274.5,184927154,203017417,195638900
"PC(16:4)",18665231.5,21689996.5,22703848,23149711,24787181,21512800
"PC(18:0)",21822408455.5,23318025808.5,22772484668,21372119693.5,26046390835.5,23910834977
"PC(18:1)",358791114647.5,387064547755,368840777635.5,424401437368.5,457862122989,430600339287
"PC(18:2)",5959293071.5,6757454010,6492836623.5,7684354970.5,8204043577,7484049876
"PC(18:3)",161872101,125439659,115140539,381152012,487358131,386112900
"PC(18:4)",154890399,173499223,138559882.5,169869764.5,164301529.5,153771608
"PC(18:5)",28113045.5,26861313,28295846.5,25255054,28596661.5,26623106.5
"PC(20:0)",150328371,147467145,139710517.5,191133766.5,232763042,231773207
"PC(20:1)",5133116504.5,5815470570,5398793372,12121091920.5,13585030249,11963149258.5
"PC(20:2)",975085160.5,1073707254.5,1065848728.5,1974891461,2177294498.5,1943293321
"PC(20:3)",2169842816.5,2452525692,2462949711.5,3441620677.5,4292912041.5,3802502401
"PC(20:4)",9312590979,9846519126.5,9523288342.5,6583076176.5,10958918057,10432368554
"PC(20:5)",975267282,1037870123,1034076295.5,1343713277,1744893092,1523282860
"PC(22:0)",41225419,40278087,42961571,42334202,56863894,50984742
"PC(22:1)",210958698.5,240101799.5,222740366.5,771527585,847445575,755511545.5
"PC(22:2)",39543565,41763531,45638906,140979550,135121809,117863358
"PC(22:3)",68477672,78522712,79029304,261307168,310255520,268028080
"PC(22:4)",748811476.5,819244337.5,831635204,4127404793,4785637666,4079650951
"PC(22:5)",2862952337,2939453502.5,3111660744,5086361131.5,5891289111.5,5389059278
"PC(22:6)",3241456079,3735580940.5,3611139007.5,6622815379,7658056926,7013812900.5
"PC(24:0)",689189952,798409962,664416018.5,548344859,617126789,570754949.5
"PC(24:1)",86402665,99231843,85332968,69461560,75308336,75896398
"PC(24:2)",93345684.5,98442374.5,101448303.5,87629832,118420204,104289031
"PC(24:3)",56025061.5,45689585.5,24941879.5,44761809,64678271.5,87939735.5
"PC(24:4)",25242422.5,30303940.5,25557261.5,223652443,261827318,218624649.5
"PC(24:5)",40394988,60254012,25075440.5,149106123.5,173175750,155110814.5
"PC(24:6)",27335625,28960988.5,31310046,99134470.5,112967874,92439836
"PC(26:0)",18475424,19264326,19178256,21407314,25077758,23195864
"PC(26:1)",9084761,4028513,7298459.5,15879701,14575320,15218059
"PC(26:2)",51653604,54550352,48888636,115221776,114622696,138866528
"PC(26:3)",10135178,11941419,11637314,13571121,17332402,16794582
"PC(26:4)",13908339.5,8277237.5,3525021,7002137,7687435.5,7893478
"PC(26:5)",4136348,11936769,4899354,15601553.5,18571426.5,17655486
"PC(26:7)",5344003,6246477.5,5305491,7656494,8518584.5,7226110.5
"PC(28:1)",1936486,3156518,2415517.5,1539905,2223388,4148100.5
"PC(28:2)",2303999744,4806006272,4757047808,5311775744,5598192640,5165506048
"PC(28:3)",26362623,12799897.5,19459480,11808073,25147235.5,20623008.5
"PC(28:4)",134875330,136588651,129037430.5,110019568,162803502,124429662
"PC(28:5)",48748148,53666095,40610824.5,100657016,127348886,114789482
"PC(28:7)",13184380,4488087,2293853,2459869.5,6248771,5424867
"PC(30:0)",890684,1044482,1025817,787631.5,920469,895596
"PC(30:1)",1900384,2783052,1238405,2480702.5,2644310.5,13869601
"PC(30:2)",65077020,40001300,23018328,12449689,25266306,41790068
"PC(30:3)",16314723,14693181,17778162,13704224,16203864,13020620
"PC(30:4)",39253508,42776356,39980448,82266192,86587088,85611128
"PC(30:5)",174632288,184420592,179385968,232793776,257499152,238868848
"PC(30:6)",23435566,29340594,24748480,38953164,39115716,35937324
"PC(30:7)",90955,391626.5,268354,416858.5,271889.5,91463.5
"PC(30:8)",18943695,17659168.5,17314242.5,25671512.5,37858407.5,38546905
"PC(32:1)",12359.5,1867529.5,628543.5,1805637,4114518,1693124
"PC(32:3)",3715459,5383392.5,4551031.5,6014939,7223155,5045765.5
"PC(32:4)",10971401,15789022,20107650,11249073,12911974,15520262
"PC(32:5)",20208284,13474755,11952347.5,52535341,50343171,64632362
"PC(32:6)",62586784,66859056,64479616,137884064,148984176,139951344
"PC(32:7)",52806267,89158180.5,88457718.5,236428119,260545651,241925478
"PC(32:8)",2578663,3610402,3601418,2506795,1301305,3331225
"PC(32:9)",37157363,24797322,16004752.5,13435590.5,24951384,35665428.5
"PC(34:1)",39221,127657.5,7023.5,215653,243257.5,104616.5
"PC(34:3)",639964,420723,293678,916595.5,931169.5,786920.5
"PC(34:4)",6912478.5,5147981,2578041.5,2650607,3953787,5113698.5
"PC(34:5)",762913,700217,756970.5,1028506,1233267,1390187.5
"PC(34:6)",20924886,21236116,21372448,34268688,41413572,37075984
"PC(34:7)",49594184,43845638,21557799.5,18754128,36085109.5,39794792
"PC(34:8)",1266175,990105.5,2931415.5,725014.5,2374576,1093206
"PC(34:9)",63644.5,165653.5,249282.5,243220.5,273076.5,269683
"PC(36:10)",1719802.5,1873786.5,1639505,597899.5,2907702,2703369
"PC(36:5)",2956172,1968477,2323779.5,2018851.5,2008937,2849391
"PC(36:6)",2779467,2637544,3170670,3114315.5,4315563.5,4350983.5
"PC(36:7)",2695582.5,3119393.5,3028956,7583893.5,7949651,7395906.5
"PC(38:10)",1631552.5,1923579,1220417,1853352.5,2844522,3106126.5
"PC(38:2)",153093,85282.5,NA,NA,NA,317386.5
"PC(38:6)",1821079.5,1871692.5,1949215.5,2687637,3182581,2860072
"PC(38:7)",712791.5,298448.5,626059.5,1911435.5,2561456.5,2113737.5
"PC(40:1)",11509,8150,21613.5,99245,32574.5,63137
"PC(40:10)",347022,543262.5,111096.5,62891,1294584,206901
"PC(40:11)",4137593.5,5740886,6136417.5,4961700,6946774,6814371.5
"PC(40:2)",137761,103651,92908.5,161092,69592,181182.5
"PC(40:6)",9026011,9319405,9416329,11466257,14528546,14053537
"PC(40:7)",13530753,13357409,12796546,10192209,20690728,18785284
"PC(42:10)",597264,253424,344938.5,886886,1317537.5,881268.5
"PC(42:12)",846287,727899,796783,494432.5,1091859.5,1512807.5
"PC(42:3)",1912555.5,1771820.5,1668484.5,390296.5,967865,1635162
"PC(42:6)",6876150.5,6582694,6470734.5,9948505,15329119,13460697
"PC(42:7)",23301046,34651396,39473164,28836536,39937148,37731692
"PC(42:8)",89561960,58871336,47348960,17541574,29173684,13360402
"PC(44:1)",19531520,19529898,4118994.5,11440731,5183813,7816517.5
"PC(44:10)",204560,417590.5,279996.5,399336.5,294331.5,395348.5
"PC(44:11)",1648363.5,762796,2209534,560669.5,3014603,2346901.5
"PC(44:12)",12371835.5,10155643.5,12107524,12129769.5,13333577,15331768
"PC(44:3)",1030599.5,1681022,1668680.5,373837,1311048.5,1929783.5
"PC(44:4)",1070851,876277,1079540.5,215757.5,479487.5,826791
"PC(44:5)",1866218.5,1854616,1719033,308444,1027574,1926715.5
"PC(44:7)",285090.5,289883,261963,390823,573238.5,366041
"PC(8:0)",4034566456.5,6710513608.5,6477676629.5,7268004724,7845532990,7330100161
"PE(10:0)",29004405,27537723,27968391,15508365.5,28404087,28911478.5
"PE(12:0)",2261754.5,1761790,2685119.5,838390,2266779.5,1248471
"PE(14:0)",23131325,24473147.5,19126690,14338780.5,17230475.5,17690749.5
"PE(16:0)",4295682148,4758887959.5,4509868890.5,2882286057,3907466661.5,3225747446.5
"PE(16:1)",558333166,644829902.5,623420332,528118451,620661273,566103866.5
"PE(16:2)",690320.5,719294.5,960924,NA,867608,5842156.5
"PE(16:3)",9575316.5,10709758,11494449,7954364,9687958.5,10012810.5
"PE(16:4)",40304378.5,38035557,45998823,21633335,38916100,39048915.5
"PE(18:0)",6750195061,7333018169.5,7043410676,4605189131.5,6356395721.5,4980671127.5
"PE(18:1)",31036467479.5,33447383956.5,32171388195,27847079076,38315537430.5,31834157991.5
"PE(18:2)",524621519,554959844.5,517414508,457577005.5,578358659.5,515374745.5
"PE(18:3)",52152422,51816355.5,48472542,29199265.5,41911346,38597931.5
"PE(18:4)",24818630,17601876,15337336,6238892.5,19563242,80024632
"PE(18:5)",6229685,6458304,5430667.5,7256827,7671169,7409782
"PE(20:0)",25767885.5,29288816.5,27890850,22276451.5,33765676.5,25118803.5
"PE(20:1)",557244317.5,619410818.5,655401684,822377047.5,1156248668,979604461
"PE(20:2)",135444586.5,138394007.5,128685448,121399549,150696381,129776861
"PE(20:3)",124219793,121382553,126814707,103075893,124914381.5,117940300
"PE(20:4)",4618383137,4981861858.5,4799502666,2844889632.5,3804260642,3061043262.5
"PE(20:5)",233955389.5,263136448.5,251841182,170134863.5,222220881,181110182
"PE(22:0)",15312490.5,17430755,19979295.5,15886247.5,21484496,14275548
"PE(22:1)",147346114,163489639,174463173,96377722.5,158418059,123228141
"PE(22:2)",1879735,1549732,1646609.5,831642,2349650,1261840.5
"PE(22:3)",1641097,2455257.5,1662451,1381744,3339850,2631270
"PE(22:4)",89102125.5,96524583,92084006,94178635.5,133877177.5,99348278
"PE(22:5)",956703141.5,1137422991,1099091192.5,976321354,1201377384.5,1051102573.5
"PE(22:6)",1146697060,1280803804.5,1189355944,814860782,1006418268.5,895752365.5
"PE(24:0)",2902094.5,2757735,3249868.5,1259161,2121353,2021891.5
"PE(24:2)",595134.5,634089.5,590058.5,648602.5,979999,615865.5
"PE(24:3)",785282,523132,625392.5,42318,379451.5,501765
"PE(24:4)",5213650,887678,846207,514224,3101844.5,22830648
"PE(24:5)",3231580,3716104.5,1321835,6515589.5,6801186.5,6685469
"PE(24:6)",147775895,186047557,186554490.5,63544245,83447447,93382031
"PE(26:0)",639427.5,892482,684270.5,592992,470231.5,746576.5
"PE(26:1)",3511.5,393436.5,4922,57410,345745,308472
"PE(26:2)",1004888,279053,987480.5,403314,875580.5,1087445
"PE(26:3)",1405674.5,1264680,980834.5,907922.5,1415300,867560
"PE(26:4)",33095,6828,4641,117362,554844,346446
"PE(26:5)",2136034,2525346,1257034.5,1136382.5,1131661,1913714
"PE(26:7)",8072854,9441381.5,8707031,4086759.5,9649392.5,8184679
"PE(28:0)",983505.5,884633,797033,592150,1149022.5,999977
"PE(28:1)",321480,705348.5,454740,396009,727582,366382.5
"PE(28:2)",431529.5,469376,89313,298336,305767.5,669612.5
"PE(28:4)",704814,1347934,861854,NA,261438.5,524373
"PE(28:5)",13499695,10928369,5861170,10491061,15881745,23071962
"PE(28:7)",1286226.5,944789.5,837887,1371697,1015479.5,1089434
"PE(30:0)",172908.5,232501.5,815480.5,971151.5,256026.5,540369
"PE(30:1)",1033692,942273.5,743148,1736188,1965979.5,1866350.5
"PE(30:2)",5242693,6336793.5,5233329,16709472,18468384,18412370
"PE(30:5)",6575596.5,3625302,5925969.5,4610951,5134515,5623931.5
"PE(30:8)",3670037,2527910,5293026,4410001.5,3815010.5,4582914
"PE(32:1)",720310,660461.5,768125.5,426943,1011859,597700.5
"PE(32:3)",1126765.5,945566.5,1048403.5,751424.5,1390971,997042.5
"PE(32:4)",2582756,2604907,2447049,4987962.5,5072479.5,5106985
"PE(32:5)",17998020,19400630,18750486,11507338,14906617,11906756
"PE(32:6)",266535,815431,1088496.5,212360,3009193,528953
"PE(32:7)",243493.5,120570,425431.5,30334,588738,237485
"PE(32:8)",1245016,610863,1926704.5,136147.5,2108645,897275.5
"PE(32:9)",5910859,4726059,6594173,6119268,4149153.5,5092345.5
"PE(34:1)",1263198,1054336.5,2084212,906426,1701886.5,868128.5
"PE(34:2)",2733862,2467997.5,3700540.5,1468670,3160183.5,2419894
"PE(34:3)",821698,776984,783856.5,1430575,1226489.5,1306024
"PE(34:5)",520742,702693,551521,882139,1334255,1396913.5
"PE(34:6)",2884012,3069630,3022300,6304144.5,6596093.5,6140681
"PE(34:7)",321940,374222,307227.5,987434.5,732597.5,577406
"PE(34:8)",5424801,5039138,6761457.5,5471412,6826243,4526933
"PE(34:9)",1705858.5,2073672.5,1369203.5,3208103,3033754.5,2694790.5
"PE(36:1)",32841760,33773008,33890560,33118406,41744280,41272832
"PE(36:10)",430224.5,630124,680331,291218.5,335121.5,392545.5
"PE(36:4)",98699,66080,220497.5,666353,422938.5,111553
"PE(36:6)",215838.5,320735.5,310049.5,400543.5,599906,586485
"PE(38:10)",933061.5,1019467,3181273,2022309.5,2212890.5,1963984
"PE(38:2)",1793127,2270772,2053862,1416244.5,2161685,2062107
"PE(38:7)",1109149,965473,1476314,1058307.5,1201586,1005834
"PE(38:9)",1625324.5,1636355,1639305.5,2384966,1536923,1849945.5
"PE(40:10)",1600322,1736862.5,1954423.5,128436.5,1679707,1354446.5
"PE(40:11)",NA,NA,NA,2208928.5,148470.5,436396.5
"PE(40:5)",2211739.5,1878060.5,2186450,712971,960659,2437038
"PE(40:6)",639677.5,1033296,1153937.5,116294,582036,786746
"PE(40:8)",2945778,2850987,2130122.5,1128307.5,2198757,2558319
"PE(42:12)",3960599,3775680,3400837.5,4496654,4875699.5,9979133.5
"PE(42:2)",160796,274257.5,566045,149477,546586,178037
"PE(42:7)",189231,673936.5,507535,374461,210186,360369
"PE(42:9)",1338396,1961823,1633623,585964.5,868272,2552967
"PE(44:1)",8399.5,NA,50840,8994,NA,NA
"PE(44:10)",1215133.5,1441241,625464,527633,883510,1583855
"PE(44:11)",1611078,2011913,1400723.5,578446.5,1555034.5,1815085
"PE(44:12)",522860722.5,601786845.5,589991381.5,428228912,561216742,536642063
"PE(44:2)",NA,21800,35423,116747.5,NA,NA
"PE(44:6)",923509.5,711894.5,1196173,366502,887049.5,1265501
"PE(44:7)",1451435.5,1184005,2004525,486395.5,1345388.5,633806.5
"PE(44:8)",710792.5,380136.5,854642,302349,550582,814243.5
"PE(44:9)",1046154,1559017.5,1230718,343241.5,527622,1759202
"PE(8:0)",257079814.5,297175510,303616715.5,164132608,212499611.5,220231570.5
"PG(10:0)",11541483.5,11016578,10985848,23088413,25315220.5,24162578
"PG(12:0)",60681887.5,52889633.5,45306355.5,39807701.5,47975222,51549986.5
"PG(14:0)",35118318.5,36162778.5,45943307,22355475,33666994,33328572.5
"PG(14:1)",34445986.5,47317807,46839873,44868641.5,49384171.5,47101808
"PG(16:0)",597500963.5,609152725.5,630839894,432486699.5,601763859,584016803.5
"PG(16:1)",48706592.5,44712435.5,46117787.5,29464594.5,46767678.5,41824872
"PG(16:2)",2149290,2420688.5,2015868,2351248.5,1323179,986320.5
"PG(16:3)",2392811,2515075.5,2296811,2416902.5,2396025,2876085
"PG(16:4)",15307377.5,23671077.5,21209266.5,14267986,25130394.5,24379644.5
"PG(18:0)",42426124,47924305,46252635,27356931.5,42363259,42699695
"PG(18:1)",1266842662,1334589621.5,1333532493.5,1052109357,1386790431,1283237571
"PG(18:2)",25546255.5,31095260,28616056.5,8854729,16904287,26061753
"PG(18:3)",23126469,21620762,21707374.5,29306505,27674488,23719580.5
"PG(18:4)",1667778,1411150,1341238.5,1433327.5,1223570,1529113.5
"PG(18:5)",1501410.5,1440333,1511606,1307736.5,879489.5,1393745.5
"PG(2:0)",54798940,46194357.5,45188444,38003839,38982489.5,49484534.5
"PG(20:0)",13058163,12212419,12114535,12806953,21367374,16594906
"PG(20:1)",3611182,3111466.5,3744594.5,3214356,3117851,2998738.5
"PG(20:2)",24405965,25946431.5,21564478,15692842.5,20735208,25621968
"PG(20:3)",3115353.5,3392721.5,3774630,3392458,4104117,3761710.5
"PG(20:4)",40308937.5,50686015.5,46789713.5,74021981.5,76062169,79192071.5
"PG(20:5)",20351134,18717763,19105854.5,22012146,22035455,21123229
"PG(22:0)",13929017,11885257,11974445,6293822.5,8624255,15829577
"PG(22:1)",43108124,51219276,41069372,45256648,55368872,54518488
"PG(22:2)",28735582,32317006,27037201,15595713.5,54893517,58153990
"PG(22:3)",4208256.5,4640839.5,4185945.5,10871526,12217011.5,12045154
"PG(22:4)",8399108.5,10224868.5,9407835.5,18192300,19610792.5,21113165
"PG(22:5)",77163106,75003013,70492140,92629713,111004675.5,108191817
"PG(22:6)",229440516,234252295.5,223944467.5,305273276.5,360495775.5,327193680
"PG(24:0)",41907042.5,44673306,36784033,6188756.5,16128584.5,15313058
"PG(24:1)",2065734,1895299.5,2251066,1652429,1688160.5,1793765.5
"PG(24:2)",34194902.5,47122786,45862566,44655022,48800576.5,46792504
"PG(24:4)",8119116.5,8057344.5,8104599,24554642.5,22655072.5,18680989
"PG(26:0)",127646,225560.5,114026,451893.5,90611.5,260818
"PG(26:1)",60937259.5,71801797.5,61272429,22949003.5,37355756,42728999.5
"PG(26:2)",51616127.5,68124955,55377584,32009586.5,39928789.5,48500931
"PG(26:4)",136006252.5,160640923.5,142727619.5,129955207,164348620,172513497.5
"PG(4:0)",10601856,7917893,10073461,7676357.5,10474150.5,14775171.5
"PG(6:0)",1402762,2041453,2405261,11031784.5,9378338.5,9094673
"PG(8:0)",1236096.5,1755576.5,2207557,8188995.5,9500037,8766493
"PI(10:0)",4902454,4804964.5,5076088,5045155.5,4768562,4792638
"PI(12:0)",251280.5,891795.5,484469.5,315278.5,1440323.5,1210561
"PI(14:0)",5420718.5,4056224.5,7117421,3736230,4088631,2943932.5
"PI(14:1)",4363338.5,3908949.5,4928576.5,2344414,6010867.5,4631485
"PI(16:0)",38329148.5,39867428,83089235,15163709,35343052,19052750.5
"PI(16:1)",15043854.5,13396430.5,23522032,6649083,17571587,11241406.5
"PI(16:2)",531945,565257,1114980.5,636733.5,875610.5,717891.5
"PI(16:3)",2528219,2719585.5,2220731.5,2175103,2015612.5,1787659
"PI(16:4)",4757298.5,4572614,5145795,3052468.5,3137222,3190882
"PI(18:0)",1097207044,1039634927.5,2052255695,622650217.5,1721564302,943151092.5
"PI(18:1)",1427025622.5,1372921073.5,2686258661.5,754322871.5,2172391927.5,1179304865
"PI(18:2)",30000442.5,33411771,60092044.5,15705881.5,65251758,31738857.5
"PI(18:3)",192992,293409,565602.5,266175,241318.5,180746
"PI(18:5)",3753607.5,3509355,8052035.5,2421954,6371021,3147842.5
"PI(2:0)",13325069.5,20859920,21252200.5,22747489.5,23750325,24026259
"PI(20:0)",438599.5,300519,993324,223116.5,1230773.5,437790
"PI(20:1)",10113762,9634283.5,23691897,5259074,15912541,8385608
"PI(20:2)",12763285.5,11913345.5,17461703.5,9069954.5,13697460,9659319.5
"PI(20:3)",49453994.5,48229566,88175042,31584157.5,85979988.5,51165035.5
"PI(20:4)",705630128.5,688430805,1087781393.5,441672198,1084488890,668199387.5
"PI(20:5)",39604115.5,36856410.5,49910441,30400092.5,64134653,37031423
"PI(22:0)",NA,NA,NA,113184,102369.5,NA
"PI(22:1)",88734,120512.5,113008.5,308645,910667,536762
"PI(22:2)",90871.5,412340,272832,76637,139660,179056.5
"PI(22:3)",4355919.5,2456783.5,6991262,2629123.5,5208586,2499657
"PI(22:4)",20716525.5,19879769.5,34534343,16336499,40329063,25162531.5
"PI(22:5)",47190684,46211734,72028278.5,26859078.5,66663765.5,42214430
"PI(22:6)",34108073,37098136.5,51673717.5,20384405.5,45010685,28281896
"PI(24:2)",NA,9205.5,8668.5,75903,270309,186517.5
"PI(24:4)",1260106,1997068.5,1481691,940391.5,1573424,1948432.5
"PI(26:1)",8156816,8756697,16423729,4568580,12267645.5,7393913
"PI(26:2)",14367684.5,13278824,13748093.5,10701896.5,12390005,11884215.5
"PI(26:4)",48553279.5,42820012.5,44500153.5,26558778.5,39635360.5,32445068
"PI(4:0)",10405859,16620442.5,18173718.5,20564060.5,20856437,19412519.5
"PI(6:0)",4501311.5,5173936.5,4089303.5,1662192,3574889,4659580
"PI(8:0)",9033250.5,9262817,17113903.5,5576951.5,12369744,7183993
"PS(10:0)",1833457.5,2143369,1957228,156057.5,1250137,2376564.5
"PS(14:1)",4561462,2464622,2344448,1300477.5,3446911,3851458
"PS(16:0)",3061236.5,3379229,26329628,45712,4613592.5,1357003
"PS(16:1)",1359527.5,2164782,4477999.5,854579.5,1620852.5,851565
"PS(16:3)",17113628.5,18534168,18865553,17116772,18397528,16263932.5
"PS(16:4)",11327544,12753750,11430965.5,11921379,12346204,11067636.5
"PS(18:0)",10015186,12340149,111049656,64044.5,34045701,6572897.5
"PS(18:1)",64656643,69463317.5,412514248,12311399.5,116463417,36321199
"PS(18:3)",432283.5,367016.5,501283.5,386306,466861.5,439697.5
"PS(18:4)",587075,527018,924519,722365,1752356,1468037
"PS(18:5)",16060555,16652658.5,16860603.5,14495443,13833680,12618645
"PS(2:0)",16007773.5,14458166.5,13559202.5,7592841.5,19608244.5,15260878
"PS(20:0)",546479.5,325413,670811,602185,1372830,1365476.5
"PS(20:2)",966828,894252.5,882863,211943.5,2071035.5,696077
"PS(20:3)",6365287.5,5892227.5,8925866,5293237.5,7398575.5,3726115
"PS(20:4)",1335347,2021694,1815417,841777,2764358.5,1426232
"PS(20:5)",3097642.5,3146720.5,3652933,4237365.5,2658893,4264603.5
"PS(22:2)",932825,970405,788256.5,579025,3365933,815719
"PS(22:3)",4703099.5,4263131.5,3795259,2620764,5046471,3622597.5
"PS(22:4)",739295,854795.5,1095047.5,1201253,2140800.5,1236844
