"subclass","OA_01","OA_02","OA_03","X2i_01","X2i_02","X2i_03"
"LPG(18:3)",188214,611450,306653,NA,43252,70441
"LPG(20:1)",5263496,6979362,3311978,7963172,7864488,10152435
"LPG(20:4)",2539110,4083760,3187445,3558492,2552986,3119551
"LPG(22:0)",15797,27122,43635,20893,37709,NA
"LPG(22:1)",2950314,5022099,2387483,2454716,1935178,2736880
"LPG(22:3)",615253,1004620,1245746,731707,359048,645996
"LPG(22:4)",935188,866975,956491,431913,558814,610229
"LPG(22:6)",2750844,2914434,3139272,2133719,3630356,1429546
"LPG(26:1)",22071,30474,28321,27709,11301,19642
"LPG(26:2)",663612,544955,618473,620730,512501,467659
"LPG(4:0)",618494,670330,303887,1120858,448208,780613
"LPG(8:0)",5103488,5288070,5797686,4372530,4497290,4659928
"LPI(14:0)",11223136,11390704,9571992,8982568,12973630,9112488
"LPI(16:1)",1647721,805982,1129022,1872595,1883562,1720011
"LPI(16:4)",1421391,1601617,1808250,1648094,1802616,1465804
"LPI(18:0)",1253064,1607794,3188965,1859612,2684368,2959328
"LPI(18:1)",689902,795555,1098747,1451162,1820871,1352513
"LPI(18:4)",10880017,6722891,6867288,13019336,12562700,11813752
"LPI(20:1)",985576,905897,1021470,879100,784146,831195
"LPI(20:3)",1263372,1255799,1241996,1094383,1162423,999233
"LPI(22:0)",2106467,3526246,3748778,1929806,1497457,1401168
"LPI(22:1)",447177,1057835,1265602,451680,314003,246316
"LPI(26:0)",211674,327508,491016,82832,NA,NA
"LPI(6:0)",1219402,1312064,1004734,184946,384422,564789
"LPI(8:0)",1161412,1724305,1558222,1214218,1170129,1755533
"LPS(18:1)",397984,980796,911975,535757,547316,482489
"LPS(18:2)",391806,259408,326654,479235,514676,470546
"LPS(18:3)",12110425,12582604,13096440,11841008,17594292,12590311
"LPS(18:4)",142788,235126,212305,383648,344935,386925
"LPS(20:2)",2584087,2507295,3053092,2936014,3183470,2897532
"LPS(20:3)",3212830,2775443,4138482,3242818,3111294,4598236
"LPS(20:4)",30781150,33628128,37521328,29565378,33492682,36405152
"LPS(20:5)",1343725,1211441,1365094,1276292,2219999,1180073
"LPS(22:6)",335188,807143,378555,486976,706675,368599
"LPS(26:0)",1118970,815813,831977,104642,1027408,644347
"LPS(26:2)",178833,115159,235713,127597,251597,245941
"MG(16:2)",25450460,23086052,25204472,22557632,23738578,22702480
"MG(18:1)",15063899,14292707,12532818,15184559,11908419,13568688
"MG(18:2)",51096252,216165312,123562848,59126244,209981776,52004428
"MG(18:3)",9364157440,8900473856,9185333248,9023740928,9121432576,8923457536
"MG(18:4)",30650402,31020400,29881268,31115728,22476476,23317068
"MG(18:5)",69738688,39804808,57627696,24449260,27916196,34183612
"MG(20:2)",18875764,24211778,16114650,18956914,22637176,21971390
"MG(20:3)",608480640,540738048,672013760,689075904,692253440,742709504
"MG(20:4)",1102103,2091142,1244429,750779,1755305,2238194
"MG(22:2)",21309602,23236630,16114271,21348414,23369636,19980202
"MG(22:3)",290143008,357268032,225636032,270117952,335134400,337070048
"MG(26:4)",98569760,48458404,52145176,41410508,37590536,28834890
"PA(14:0)",2627010,1128424,1249600,596155,458375,870683
"PA(16:1)",722066,483398,NA,202567,633392,635633
"PA(18:1)",1323851,1352978,1069422,1114120,1611243,1322152
"PA(18:4)",1706419,2179501,395025,143169,935738,604721
"PA(20:0)",2677117,1900687,2043783,441054,409163,903274
"PA(20:1)",9619118,13222921,11911976,8885159,12761537,10639608
"PA(20:2)",7140054,2779902,2396475,3066654,3959056,3646394
"PA(22:1)",7153748,4681222,5401555,4215746,4052636,4837836
"PA(22:4)",568372,625709,962836,1120481,308106,749627
"PA(24:1)",27454128,37456808,34191212,32855932,35718652,36261528
"PA(24:2)",238735,704434,996021,1026013,771908,729362
"PA(24:3)",7543166,7433218,9460038,11252466,8755709,8056559
"PA(24:4)",149793008,163739552,165386768,130577744,198506624,155925968
"PA(24:5)",4300120,7043516,4746100,4804140,6363162,7954062
"PA(26:1)",34603476,36419424,36038936,34103072,36863488,37824548
"PA(26:3)",3916772,2781860,3923968,2593625,2283771,2226653
"PA(26:4)",763236,571787,1145481,809080,949403,430379
"PA(28:1)",7183830,8246879,5368889,4762865,5088263,5064751
"PA(28:4)",2121594,2369612,2516208,3006486,3619298,2454327
"PA(30:4)",74607,112862,42390,78495,93149,65392
"PA(32:4)",58756,287202,595304,149065,106454,7063
"PA(32:6)",2194618,1817986,1900594,1793125,1484654,1388570
"PA(34:4)",942558,1354464,548519,692220,645182,1834962
"PA(34:5)",77115,337517,198514,941945,731785,8280
"PA(36:2)",431405,702212,506394,822823,578914,773303
"PA(36:3)",NA,NA,68849,267981,134017,NA
"PA(36:4)",1202028,747512,868879,505787,953976,394568
"PA(36:7)",6682946,8527840,8462384,3053988,4886736,6477532
"PA(36:8)",3035541,4566442,3958618,956649,2708728,3562931
"PA(38:1)",11385975,8765851,5746547,1284243,7112538,6387278
"PA(38:2)",14370560,14661618,14881875,14225746,20747468,18011782
"PA(38:3)",760346,650087,468518,886075,422541,901998
"PA(38:4)",1248602,1354053,1167301,1181483,1316531,1089858
"PA(40:2)",2971877,1674055,2294478,3036871,2799353,2333800
"PA(40:5)",1036784,1356850,3749301,1270296,1925739,2653418
"PA(42:10)",434656,436137,310842,375788,529878,362703
"PA(42:3)",12741679,9178117,11542383,14231749,13823504,11327761
"PA(42:4)",12624274,10997293,10662194,12589358,12662575,11131333
"PA(42:5)",20326874,22582242,20787584,11493635,15698482,17868840
"PA(42:6)",6619986,7892468,10521356,8665472,8538573,7417274
"PA(42:7)",42780,45746,205102,87132,124689,121567
"PA(44:3)",2176253,2331733,1533208,2441794,1252883,1738097
"PA(44:4)",13114155,7999094,10692951,14999592,14016417,11432316
"PA(44:5)",19397072,17624842,21461670,19012884,19629538,18703844
"PA(44:6)",35457188,42261932,36385968,10032116,11764032,35592832
"PA(44:7)",8947707,10437589,11052917,13819447,12649894,10033118
"PA(44:8)",16738282,15497130,16026311,15598029,16954762,14162698
"PA(46:10)",1254957,1115242,129195,338543,345178,467327
"PA(46:3)",571846,907063,347923,852789,650337,222511
"PA(46:6)",2723672,3240876,2641876,3071717,3353410,3225842
"PA(46:7)",60386060,63390068,60948804,65975596,63709988,63055972
"PA(46:9)",6097044,6105318,6294993,5579588,5488580,4349740
"PA(48:10)",2463938,2082800,2414486,2673396,2598936,2388542
"PA(48:3)",144137,332473,511002,476940,525424,370338
"PA(48:4)",693003,403044,708278,42470,295569,668465
"PA(48:5)",6824006,8468038,8240944,3644671,7517846,6456236
"PA(48:6)",1811552,2176386,1121639,2513898,2445672,1619454
"PA(48:7)",7583960,7861260,7916228,9581481,9853265,8115119
"PA(48:8)",41669060,28268316,16727790,12554725,16328218,21575676
"PA(48:9)",5873272,7856078,4957142,5759018,6448828,5591292
"PA(50:4)",16636,188662,34307,224174,55794,170013
"PA(50:5)",798548,1171499,1279613,59451,516168,789778
"PA(50:8)",3413109,2912094,2937166,2498857,3592983,2590168
"PA(52:8)",194007408,134274624,81825760,31519100,84448544,101833480
"PC(24:1)",10815723,9299458,10521526,8693485,11573006,9525371
"PC(24:4)",4397208,5897168,5871188,4797910,4449468,4799694
"PC(26:1)",52738460,58462284,63544656,51908552,61348980,63570676
"PC(26:2)",131084,78063,132021,129271,155084,408491
"PC(26:4)",363772,260025,432397,287613,202118,135339
"PC(28:0)",60363758,74487400,68508701,60559067,67822477,62229715
"PC(28:2)",26774420,22966738,23490892,21510370,20425072,18413364
"PC(30:0)",4600916434,4883516870,4658657518,4597426190,4651142898,4160874760
"PC(30:1)",434285134,480691229,452832416,449947866,470114170,415372422
"PC(30:2)",1483372,1859728,4122860,3542985,3383256,4839577
"PC(32:0)",29041561568,31671350816,29463290048,30130182944,30471688608,27368730240
"PC(32:1)",23886710263,25871391650,24729972598,24719075065,25977658626,23125075500
"PC(32:2)",1216124773,1224279719,1323208311,1214358478,1240173572,1166031350
"PC(32:3)",128960310,148935383,148254507,127833314,141077204,143762945
"PC(32:4)",19769080,25784121,21704073,25112276,23149479,22835839
"PC(32:5)",574170,235360,790666,633169,479272,390824
"PC(34:0)",15151811328,15394105036,15223407328,15008254448,14501797652,13783217380
"PC(34:1)",101081945842,114883370818,104425389751,107608887726,112043172724,103470254426
"PC(34:2)",52019202824,55438044960,55528499576,55126238976,58397416072,42753680568
"PC(34:3)",634093016,984017538,934354110,951318522,1023351274,891088084
"PC(34:4)",726746329,785787749,782579593,804091275,842196181,810311257
"PC(34:5)",7690804,23305710,9430505,28157470,10844374,12489632
"PC(34:7)",6802,768476,17012,1863483,33497,286021
"PC(36:0)",753599684,772438382,771757778,748494630,732044582,617933216
"PC(36:1)",22516080460,24746719948,23547755131,24021524017,24669438636,23198252780
"PC(36:2)",248884537778,269765328507,258310267212,271815462388,286884853051,263708517943
"PC(36:3)",11579280338,13036417164,12521695194,13817462999,14434112316,12397693256
"PC(36:4)",4710268376,4920093112,4520830808,4612076880,4684222856,4237313648
"PC(36:5)",959023549,933799603,995029331,804324088,1018488991,759681980
"PC(36:6)",194862790,184157041,186348533,178856734,185129396,170111972
"PC(36:8)",30367476,17292324,26860254,31614780,29401168,29034532
"PC(36:9)",4695214,4697542,5199044,5476324,5480776,4372624
"PC(38:0)",67932920,66491253,68210771,64594150,64166392,56596802
"PC(38:1)",469242874,555693891,553388038,485627342,509777033,444994635
"PC(38:10)",7669878,5079969,6182668,10387927,2749191,1367147
"PC(38:2)",10315203736,11609235080,10716133424,10986650228,12136162094,11502577940
"PC(38:3)",2927243314,3246769334,3421583114,3134245670,3422597980,3171046178
"PC(38:4)",4858636456,5424802112,5312284456,4802639632,5220191712,4882288096
"PC(38:5)",11145593797,11985217294,11520818973,11702305008,12103623260,10996839421
"PC(38:6)",2800543946,3182958879,3057060639,2914471851,3226470760,2868568340
"PC(38:7)",312802041,347372026,316701749,319980463,342096199,318514400
"PC(38:8)",50918388,54880372,48245321,46628548,51459639,49601554
"PC(38:9)",48373076,40848044,48889384,52886956,51166024,49483744
"PC(40:0)",26371,273736,9296,NA,514888,NA
"PC(40:1)",110786341,142175823,126760539,73212606,71020382,72200603
"PC(40:10)",18335958,16650233,18455994,19339798,20160054,18146676
"PC(40:11)",21702418,21556684,20123820,23091950,21950420,22327886
"PC(40:2)",400579247,457675460,423620551,410603363,443522882,417123801
"PC(40:3)",328352544,363678999,320604899,338549260,352377645,264856622
"PC(40:4)",303123854,346247949,373843358,316354409,343903179,311754840
"PC(40:5)",2459128778,2604863709,2740757018,2636769854,2896127488,2569162344
"PC(40:6)",5433437997,5700504492,6003675570,5628657085,5895241819,5335681864
"PC(40:7)",3947570968,4554761890,4390856617,4473281135,4890488996,4568093109
"PC(40:8)",294924806,306773311,308414831,332311691,336423634,347269280
"PC(40:9)",93968286,106563728,102812034,99179034,99216808,96889520
"PC(42:1)",39701054,56275831,42272031,6274176,21832143,29726114
"PC(42:10)",168930134,187236355,172891991,155773472,167976835,167466248
"PC(42:11)",38237407,39517065,41913480,35673382,37276080,35858660
"PC(42:2)",23218214,24484026,19841228,23198138,21251434,21358302
"PC(42:3)",44902697,37580729,49499639,44312218,52938381,34643132
"PC(42:4)",61649573,66796229,57929924,59433891,60528710,48707822
"PC(42:5)",45398094,54682770,49647984,52553879,58677903,52594046
"PC(42:6)",194963739,232054738,170111717,182780304,185859788,171863651
"PC(42:7)",131004720,163002287,192353173,139229613,172262435,164913267
"PC(42:8)",42885540,48098917,40132311,42292704,46261495,46251047
"PC(42:9)",101086384,107126267,136567038,97952241,99246722,93711546
"PC(44:10)",73233705,56185314,37142950,34716998,32501163,36086518
"PC(44:11)",45012179,52864565,47984519,46681257,46644352,45864784
"PC(44:12)",34162222,36468216,36300984,37116548,35415813,34582122
"PC(44:3)",107582674,84925710,57094890,59578084,53314440,62718088
"PC(44:4)",9697694,23157416,12272464,12306548,11286575,8610738
"PC(44:5)",22204927,17883265,7532442,15804649,10570021,15206928
"PC(44:6)",5558934,5275088,6341340,6786945,7519052,5014354
"PC(44:7)",18928207,18584151,16433271,18770272,16348874,17732121
"PC(44:9)",69789304,71357320,62366620,64609340,55691516,64234784
"PC(46:0)",224522176,145515440,52377000,64187684,130001848,163980368
"PC(46:10)",2256355122,1424133621,547378434,277037155,205462478,398080991
"PC(46:11)",377053824,384951392,216611136,57256220,70089664,67872600
"PC(46:12)",10003448,22369642,20070788,2610826,7700592,1909716
"PC(46:2)",306186,170565,NA,NA,116308,NA
"PC(46:4)",174545090,190209229,164465138,169912016,165358703,162720074
"PC(46:6)",8188159,9703813,11470747,9651360,12913687,7212920
"PC(46:7)",1425583,596897,1252119,1522561,1959365,901649
"PC(48:1)",23018,16300,43227,46699,71818,99390
"PC(48:10)",694044,1086525,222193,1461933,1444891,1753174
"PC(48:11)",1500202,1249013,748230,712946,822341,534600
"PC(48:13)",NA,109262,NA,97147,149130,142287
"PC(48:2)",275522,207302,185817,66011,319755,619859
"PC(48:3)",108958528,104460845,138988524,126235530,137903373,129018581
"PC(48:4)",446315712,520721152,468351008,501693984,478774400,428764320
"PC(48:5)",46582348,67312376,47131976,51097440,48041352,49740284
"PC(48:6)",169765306,190013930,186986202,209846228,241455248,200400096
"PC(48:7)",93784914,108096202,105299188,106042340,120433844,112380596
"PC(50:10)",2326766,1110048,1092227,1032184,372283,484637
"PC(50:3)",3825111,3543641,3336969,724704,1649304,2016453
"PC(50:5)",469482208,287407232,120540720,136139392,178495056,235372736
"PC(50:6)",36440735,37286880,42984733,53745228,64469834,54936136
"PC(50:7)",46602092,69302792,78946328,50623900,78637512,55833392
"PC(50:8)",179123920,117742672,94697920,90046904,58767048,105580584
"PC(50:9)",17812122,7640206,813005,252711,4488486,8002719
"PC(52:1)",33891520,30186872,25737038,17781980,15360059,16645707
"PC(52:10)",18875126,17842993,8290535,11834111,8098370,3569854
"PC(52:11)",98971967,61173804,20615134,34049806,36151762,46769834
"PC(52:12)",14432238,16691465,15501357,6554444,9073205,7487930
"PC(52:13)",10799143,12665396,11264634,11683002,11111105,8534658
"PC(52:14)",4038782,685617,448815,5493810,3644519,2326270
"PC(52:3)",1518350,2765078,2773836,668393,1227999,582542
"PC(52:4)",2141702,1752554,2159081,393310,1073296,1254974
"PC(52:5)",2861050,2823642,2589280,509317,2294818,1828644
"PC(52:7)",570181,579766,523926,912598,1052048,460522
"PC(52:9)",11506227,11984879,14370406,13003263,4946696,6935238
"PC(54:10)",121797070,104044746,55706786,46034230,57360242,91990904
"PC(54:11)",26368760,8976174,4587706,3676901,5676588,7863794
"PC(54:13)",24205928,24673312,30192876,31831554,48314644,31592616
"PC(54:14)",1687887,1886209,2086656,2638033,2896531,2404322
"PC(54:15)",3439605,3564868,3124942,3324932,4072168,3638607
"PC(54:6)",110517624,64051024,45845360,52288172,84180544,104939808
"PC(54:8)",143749584,109237432,171003904,160620448,46917744,63186264
"PC(54:9)",1053195686,902107593,665265345,724120919,496822298,382546702
"PC(56:13)",1218435,711466,536370,659526,987434,562655
"PC(56:15)",6774985,10232759,11524605,7826984,11709030,8363648
"PC(56:9)",31562460,20039222,15753677,16369384,50706060,20698036
"PC(58:12)",2740879,2030616,2695233,2824960,429104,968423
"PC(58:13)",9112041,5187500,6585174,8988961,3003172,4359844
"PC(58:3)",542849,596966,563525,46027,271947,304443
"PC(58:5)",871387,885590,848786,163958,376457,384981
"PC(60:10)",9657860,5114502,1832878,1531366,919637,3826704
"PC(60:13)",6763817,7400834,8318226,7996130,7946862,12022173
"PC(60:14)",44212496,61325012,57889600,47704072,52233660,52981072
"PC(60:15)",3115737,4752795,4709988,4333970,5827596,5823452
"PC(60:16)",144271,96253,2158160,218498,3549336,425050
"PC(60:17)",474139,744332,1057196,634374,329605,531696
"PC(62:13)",45689,453487,1047399,1326494,1999449,1347419
"PC(62:14)",7791600,11880083,10026469,8698871,11852552,8837658
"PC(62:16)",2189226,2163684,2751930,3410894,5130390,5411558
"PC(62:17)",15900312,30166794,40089841,32482557,35330589,37564176
"PC(64:16)",45390,311259,292201,254519,353374,486401
"PC(64:17)",2860521,4371743,4422384,3100162,5297771,6376825
"PC(68:1)",39063040,39059796,8237989,19291560,23683344,39511060
"PC(70:10)",81277904,94827640,22521372,37508356,47871256,62859696
"PC(72:10)",29174976,27044918,8466046,14576553,23386344,25883716
"PE(20:0)",349633,316898,810858,343091,195262,343155
"PE(22:0)",1111294,1405820,688276,1869158,1934380,2624448
"PE(22:1)",11483871,7368490,11187640,13646475,13477141,18313958
"PE(24:2)",532592,1575000,1574291,833619,1772399,3243234
"PE(24:3)",4520271,2932981,4227344,5253941,6688924,7508040
"PE(28:3)",55222158,50286690,53309170,42743713,27894784,27914725
"PE(30:0)",44587424,46434836,36720312,50258304,39203396,41470900
"PE(30:1)",244568,638742,542485,457636,336201,399355
"PE(30:3)",1270046,1334012,439883,1755886,437278,705444
"PE(32:0)",368936652,388318884,388042496,391143240,378955816,363432336
"PE(32:1)",461668879,573624032,545285438,555460375,517639051,538479537
"PE(32:2)",3436180,4712137,3986063,5288848,4622559,3978618
"PE(32:3)",1570564,1046264,1250785,924651,957404,790353
"PE(32:5)",842354,859093,687461,595608,367405,156094
"PE(32:6)",318195902,396750008,381894619,376955232,410512188,181260304
"PE(32:7)",112872,NA,43832,59634,1739,3623
"PE(32:8)",223916,184620,72784,97758,221946,187991
"PE(34:0)",279291864,302859072,334165553,326567373,335096940,321735740
"PE(34:1)",5790739231,6392708003,5976904026,5779103128,5610481068,5425184339
"PE(34:2)",614319054,669066394,665895575,676096432,735697170,667508189
"PE(34:3)",10999336,12299583,10646758,11718638,11646907,9978932
"PE(34:4)",46976406,50178852,42407798,51922093,45515477,48288200
"PE(34:5)",4272068,5050692,2514069,2709741,2984304,2747295
"PE(36:0)",54843954,51018216,48914920,45429019,46746182,41654888
"PE(36:1)",6086201296,6668540819,6446480078,6148697519,6163236032,6137714382
"PE(36:2)",23171535939,24610274000,23773210706,22519611568,22653799882,21419387620
"PE(36:3)",829451879,910341614,800856585,858175344,790331349,759145925
"PE(36:4)",1553204388,1689206412,1636739636,1615048532,1626567472,1500817248
"PE(36:5)",67162278,75340016,71870320,74238794,72713128,68716912
"PE(36:8)",5915496,9671142,8269274,5994333,5618748,7498973
"PE(36:9)",1694028,3459612,2737272,619889,1351248,1838822
"PE(38:0)",2164849,1975959,3157522,1883224,1662986,1973536
"PE(38:1)",187742944,204014395,205762274,176025137,182372460,180289805
"PE(38:10)",9692081,7859555,5545812,2435228,5627014,5469676
"PE(38:2)",1075069406,1215130736,1311690751,1497950871,1186000132,1491273017
"PE(38:3)",230600820,229557592,241116292,231915828,226899564,212353052
"PE(38:4)",5343396210,5775647973,5510242452,5012077497,4943791687,4615908171
"PE(38:5)",2779276369,2897500779,2869103025,2750023816,2716908156,2461079852
"PE(38:6)",296416345,315962487,312576806,310082003,297387175,296438086
"PE(38:7)",5528851,7176981,6496127,6660747,6540190,6589943
"PE(38:8)",3008497,1677436,7626696,9354860,8519549,5972575
"PE(40:1)",25261418,30519256,34047838,29276000,32315879,33117824
"PE(40:2)",209002203,244205721,247325910,206296853,209341862,215046021
"PE(40:3)",8179677,8775917,8239105,8051723,8445992,6926198
"PE(40:4)",200877046,223111521,197821004,196672405,198171010,207326593
"PE(40:5)",444153488,447492932,450585322,491146750,460684188,435830624
"PE(40:6)",2632309354,3071797562,2827543198,2549390328,2609711992,2369888578
"PE(40:7)",928887738,987886142,884142442,940077879,857394980,850160135
"PE(40:8)",96123543,91726896,77828611,87284468,76610484,65964419
"PE(40:9)",50192652,31579452,35274930,12921394,13185533,10286697
"PE(42:1)",823573,858433,1349419,927873,696329,994086
"PE(42:10)",81119327,85783147,79055889,84882862,80881286,74482545
"PE(42:11)",7976196,9001243,8929427,8414825,9984641,9981924
"PE(42:2)",5320615,4968597,5531579,1079819,2402582,3517489
"PE(42:3)",1643396,1553968,1567713,2076780,2237153,1444276
"PE(42:4)",1473650,1701237,1896709,1518803,1622324,1462770
"PE(42:5)",1629898,1651368,1703238,1123520,1019952,1167838
"PE(42:6)",11388830,12712376,8000809,14092965,13111111,11073038
"PE(42:7)",8601815,9331409,9252502,10983679,5030217,5413150
"PE(42:8)",10849602,10078276,13522915,9654124,11043119,12315068
"PE(42:9)",34400379,33708782,33194046,36535406,38354773,28219156
"PE(44:1)",65683520,67546016,67781120,78416840,81849448,68158696
"PE(44:11)",7826088,8788111,8476009,7837614,9707458,6948019
"PE(44:12)",9646775,10412145,9101326,9759136,9946437,10027634
"PE(44:4)",197398,132160,440995,609493,441910,295278
"PE(44:6)",2871170,3215571,4066339,675577,2606544,3639346
"PE(46:10)",14757272,19768976,14188304,13678325,5809131,9171706
"PE(46:11)",4331577,3378384,2959356,3851196,3962234,2895024
"PE(46:2)",3586254,4541544,4107724,3865902,4063425,3501990
"PE(46:7)",2218298,1930946,2952628,1628216,3712547,3104534
"PE(46:9)",3250649,3272710,3278611,3344803,3144405,3112024
"PE(48:10)",3200644,3473725,3908847,3188061,3265167,3696018
"PE(48:12)",6598602,6585894,7087916,7449424,7810084,7226824
"PE(48:5)",4423479,3756121,4372900,1608085,2204465,4443392
"PE(48:6)",1279355,2066592,2307875,557101,1267065,936602
"PE(48:8)",5891556,5701974,4260245,1786744,3164733,3867213
"PE(50:10)",26769994,21646758,10939934,3904935,11236011,15105487
"PE(50:13)",2991521,3086261,2168119,3615298,3522540,3115191
"PE(50:2)",321592,548515,1132090,317448,979875,985973
"PE(50:7)",378462,1347873,1015070,1075355,1159294,790480
"PE(50:9)",2676792,3923646,3267246,941631,1678464,2114078
"PE(52:1)",16799,NA,101680,245989,242398,NA
"PE(52:10)",2430267,2882482,1250928,165008,1704248,1502972
"PE(52:12)",19070198,17496172,12340401,11988839,12898362,11504722
"PE(52:13)",27666896,22314304,25199567,20466503,22511725,20883650
"PE(52:14)",6708163,8318436,7129268,6198140,4834822,4468992
"PE(52:3)",774365,781779,1910693,782158,1773147,1538589
"PE(52:5)",1440620,1320923,1536251,1021902,1922502,1781546
"PE(52:6)",506936,39200,781552,803208,103610,85970
"PE(52:9)",2092308,3118035,2461436,314592,1145228,1809942
"PE(54:11)",1903764,3097376,2725619,673142,1503175,1875199
"PE(54:12)",448847,742851,612278,938030,1150519,933004
"PE(54:13)",34505715,35370474,40402226,35608235,36335386,31914270
"PE(54:15)",19037,110328,628865,141059,71581,941380
"PE(54:2)",NA,43600,70846,NA,NA,43855
"PE(54:5)",1096746,1047438,1932639,958106,1728435,1663388
"PE(54:6)",3240016,2799490,3715710,2498184,3944584,3096563
"PE(54:7)",682449,645195,838936,436521,1121661,798954
"PE(56:11)",1318392,926450,75828,135695,886353,516593
"PE(56:13)",442067840,433999072,441632608,428324768,437770848,367325440
"PE(56:14)",18515328,21609988,18856546,18587056,19386798,15513454
"PE(56:6)",1429650,1061235,2235785,1180114,2092618,1976093
"PE(56:7)",3673765,3077541,4944792,2674655,5432029,5051901
"PE(56:8)",635062,557417,1313439,547840,1536601,983492
"PE(58:12)",378431,717322,83603,1985,288650,235684
"PE(58:14)",101347673,109528237,105976560,93846609,92905575,76118640
"PE(58:15)",939614,1133504,1235041,937985,1982302,733652
"PE(58:16)",227161024,258462240,254778624,245534880,272630112,251545664
"PE(58:3)",821930624,919915328,177977728,241406784,740452160,477154656
"PE(58:6)",185501,388317,761189,63900,157896,92419
"PE(60:14)",60188524,58020892,53254508,54352956,55168220,51120736
"PE(60:16)",33030787,35767755,33924678,43652973,46606311,46632412
"PE(60:17)",53698854,55016050,50139974,47612112,55009067,49915760
"PE(62:15)",18511220,23069470,17295780,19294496,18784430,16381918
"PE(62:16)",58175913,43720258,39273283,41042279,23894161,29844452
"PE(62:17)",30836107,31460532,27591916,33205813,28516283,31733648
"PE(64:15)",123057152,146277184,126557936,119134000,122353672,109947496
"PE(64:16)",26116260,24739792,31917800,36896317,37221885,43189662
"PE(64:17)",532447568,595902624,566840192,535414208,518313936,510701456
"PE(64:18)",5388344,5088605,7125703,6353963,6451508,6018153
"PE(64:6)",722986,679364,519687,NA,355407,520417
"PE(66:15)",4669370,9021636,5769766,5985726,5028896,5534958
"PE(66:16)",10673552,7401150,14580375,12370846,13259598,19290347
"PE(66:17)",823769360,1005097728,1018005376,948474384,936104896,984823936
"PE(66:18)",66915434,81147707,76333160,70803122,76966278,80690352
"PE(66:6)",431596,316908,329918,52403,170160,262494
"PE(66:8)",786523,202856,395845,40258,181798,446736
"PE(68:14)",242541,95370,277717,67063,191646,131256
"PE(68:16)",10427300,1775356,1692414,4009006,NA,NA
"PE(68:17)",321907,NA,957063,249064,951525,2700919
"PE(80:17)",21400138,6278734,2428821,5453094,2587573,8861093
"PE(82:22)",25174192,31712014,33131620,26036180,29943282,28225952
"PG(12:0)",6003076,7124867,5306426,1030144,3527717,2127314
"PG(14:0)",30675788,21552182,22326816,21043956,29100192,27467160
"PG(16:0)",10963262,6118079,10584192,5059879,3580231,3238517
"PG(18:0)",465083,432577,273758,468327,108470,1785
"PG(18:1)",35020696,22633518,22584456,22066064,17299296,12072542
"PG(18:3)",58170,43301,NA,27395,NA,24429
"PG(20:5)",900870,726507,690069,825217,902494,1453126
"PG(22:4)",670241,995434,661086,643082,839120,712803
"PG(22:5)",1902398,1295496,1347847,1411748,1363397,1740429
"PG(24:4)",4042095,7493932,5271493,5883000,10235092,7052340
"PG(26:1)",957185,799080,1539395,697715,926813,1126060
"PG(26:4)",9723939,7215213,11113669,6980804,11771557,12417896
"PG(28:2)",5252864,7546679,1944621,7018696,8523214,13478566
"PG(28:4)",2356095,6802746,4910334,1507165,1726384,5208494
"PG(28:5)",1205496,1697734,1541022,753991,786206,971680
"PG(30:0)",8757369,9114544,16662154,8953728,8412712,10128220
"PG(30:1)",1266209,1416510,1428881,2023251,2174867,1092692
"PG(30:2)",6156746,4493570,6022796,5633634,7195614,5202052
"PG(30:3)",772949,1244115,897509,887840,1233298,1039926
"PG(30:4)",13780757,9925706,12695245,8656679,10683825,8804683
"PG(30:5)",228050,285914,222698,378464,272609,356023
"PG(32:0)",120354936,113849256,135788816,98616376,95115728,95516872
"PG(32:1)",40991364,40937843,47750920,37881227,39703272,41461996
"PG(32:4)",993910,776068,1446774,1083373,1148594,1931715
"PG(32:5)",3037864,2778318,3358230,3029976,2953741,2178630
"PG(32:7)",1654281,982618,691489,1621360,1967658,2121486
"PG(32:8)",1416659,524068,2331464,4257688,2035431,1709428
"PG(34:1)",909903166,934422756,934414079,844627122,836241939,859529420
"PG(34:2)",49651312,52825692,54678304,48912936,55899653,49851123
"PG(34:3)",270112,129514,176012,125577,273522,146608
"PG(34:5)",42017608,32178596,17376650,16984852,25327216,15536164
"PG(34:6)",1957852,2260460,2557960,984795,2015692,1738312
"PG(34:8)",1829680,1527205,1585666,1163070,1091494,1000021
"PG(36:1)",47115026,47739004,50235690,48083502,45017258,45017137
"PG(36:2)",511461372,553441126,550530678,544479550,529241461,509267137
"PG(36:3)",21326571,23145026,23942980,22436727,22514545,17530002
"PG(36:4)",45738242,45099343,44585558,47798480,50794947,42613279
"PG(38:1)",13319720,12666672,16424957,16455356,15657624,14104523
"PG(38:2)",36061848,38470128,33827956,18313069,33729624,38843302
"PG(38:3)",87063553,110170132,110159130,117624506,119916866,47517147
"PG(38:4)",6060689,6776253,7700175,6876195,6827023,5728253
"PG(38:5)",52975962,66776368,65676768,59752928,65175384,54159181
"PG(38:6)",16023796,16111695,13067348,17421720,15928569,14361035
"PG(38:7)",1695879,2017821,3492562,1103459,1797763,1355314
"PG(38:8)",1940654,2970330,1933952,1477082,2723810,2269202
"PG(40:2)",12202172,19418076,20524758,11229289,17791778,18705368
"PG(40:3)",1930741,1569598,2125018,2338760,1755574,1209175
"PG(40:5)",34871093,34269949,35675283,33521401,33715282,33303234
