"subclass","OA_01","OA_02","OA_03","X1i_01","X1i_02","X1i_03"
"LPG(18:3)",188214,611450,306653,NA,NA,NA
"LPG(20:1)",5263496,6979362,3311978,7734084,6864850,9990686
"LPG(20:4)",2539110,4083760,3187445,2628760,3348296,1972001
"LPG(22:0)",15797,27122,43635,41348,22294,12674
"LPG(22:1)",2950314,5022099,2387483,3017014,3185210,3097757
"LPG(22:3)",615253,1004620,1245746,NA,246629,60114
"LPG(22:4)",935188,866975,956491,20142,26140,NA
"LPG(22:6)",2750844,2914434,3139272,3011487,2620938,3512780
"LPG(26:1)",22071,30474,28321,496550,546043,823786
"LPG(26:2)",663612,544955,618473,382581,495655,663622
"LPG(4:0)",618494,670330,303887,155669,472608,53798
"LPG(8:0)",5103488,5288070,5797686,3397997,3256492,3059927
"LPI(14:0)",11223136,11390704,9571992,6667966,6794824,6613686
"LPI(16:1)",1647721,805982,1129022,618146,1181029,1421738
"LPI(16:4)",1421391,1601617,1808250,1084597,1438078,1625734
"LPI(18:0)",1253064,1607794,3188965,724136,1043492,1717747
"LPI(18:1)",689902,795555,1098747,858335,833276,684829
"LPI(18:4)",10880017,6722891,6867288,8122752,9182376,8706177
"LPI(20:1)",985576,905897,1021470,153843,160350,340542
"LPI(20:3)",1263372,1255799,1241996,283423,306961,525410
"LPI(22:0)",2106467,3526246,3748778,422206,792022,354857
"LPI(22:1)",447177,1057835,1265602,49344,102686,18719
"LPI(26:0)",211674,327508,491016,123639,511422,NA
"LPI(6:0)",1219402,1312064,1004734,4028,83876,186087
"LPI(8:0)",1161412,1724305,1558222,663842,126775,1610241
"LPS(18:1)",397984,980796,911975,487142,1005043,613182
"LPS(18:2)",391806,259408,326654,148605,180329,213688
"LPS(18:3)",12110425,12582604,13096440,10324719,12281665,13297787
"LPS(18:4)",142788,235126,212305,419928,328178,326418
"LPS(20:2)",2584087,2507295,3053092,1337220,1761833,2390068
"LPS(20:3)",3212830,2775443,4138482,2352220,2460830,2992274
"LPS(20:4)",30781150,33628128,37521328,23248356,40642764,32142154
"LPS(20:5)",1343725,1211441,1365094,1036678,1396761,2235252
"LPS(22:6)",335188,807143,378555,51665,173076,109545
"LPS(26:0)",1118970,815813,831977,12771,78478,NA
"LPS(26:2)",178833,115159,235713,226935,180488,740218
"MG(16:2)",25450460,23086052,25204472,14704553,16983678,15310928
"MG(18:1)",15063899,14292707,12532818,12302716,11526300,10908943
"MG(18:2)",51096252,216165312,123562848,31081004,12408617,20485040
"MG(18:3)",9364157440,8900473856,9185333248,7857197568,8469554688,8530318336
"MG(18:4)",30650402,31020400,29881268,19948960,27015216,28759598
"MG(18:5)",69738688,39804808,57627696,5464282,2083644,3800458
"MG(20:2)",18875764,24211778,16114650,35979812,36809260,45586536
"MG(20:3)",608480640,540738048,672013760,720429056,789934080,800580288
"MG(20:4)",1102103,2091142,1244429,2282298,1933785,2435652
"MG(22:2)",21309602,23236630,16114271,35833308,37843644,40894056
"MG(22:3)",290143008,357268032,225636032,680259520,677696832,811662528
"MG(26:4)",98569760,48458404,52145176,10076234,8212542,4432734
"PA(14:0)",2627010,1128424,1249600,NA,25132,NA
"PA(16:1)",722066,483398,NA,NA,NA,NA
"PA(18:1)",1323851,1352978,1069422,657021,2264768,2532144
"PA(18:4)",1706419,2179501,395025,NA,NA,NA
"PA(20:0)",2677117,1900687,2043783,NA,NA,27138
"PA(20:1)",9619118,13222921,11911976,11378138,11375787,11005266
"PA(20:2)",7140054,2779902,2396475,136113,491812,275173
"PA(22:1)",7153748,4681222,5401555,3454506,2573908,4809860
"PA(22:4)",568372,625709,962836,1098242,346806,969652
"PA(24:1)",27454128,37456808,34191212,30797352,31344490,40893212
"PA(24:2)",238735,704434,996021,924634,1804983,1498255
"PA(24:3)",7543166,7433218,9460038,5355887,5216482,4867412
"PA(24:4)",149793008,163739552,165386768,132674848,212861088,225642784
"PA(24:5)",4300120,7043516,4746100,3135462,6208970,7518474
"PA(26:1)",34603476,36419424,36038936,31973026,26983660,41776832
"PA(26:3)",3916772,2781860,3923968,1267179,1027897,1432526
"PA(26:4)",763236,571787,1145481,564709,625727,1093670
"PA(28:1)",7183830,8246879,5368889,5003721,8725772,5361606
"PA(28:4)",2121594,2369612,2516208,1289526,2682776,2661544
"PA(30:4)",74607,112862,42390,133206,149652,199277
"PA(32:4)",58756,287202,595304,231558,263040,197026
"PA(32:6)",2194618,1817986,1900594,762617,603861,1040638
"PA(34:4)",942558,1354464,548519,356260,614033,1671588
"PA(34:5)",77115,337517,198514,683102,284821,338733
"PA(36:2)",431405,702212,506394,1451188,1256631,1211367
"PA(36:3)",NA,NA,68849,227230,450956,350142
"PA(36:4)",1202028,747512,868879,428208,148148,377906
"PA(36:7)",6682946,8527840,8462384,1451407,659668,1232026
"PA(36:8)",3035541,4566442,3958618,123559,10497,376117
"PA(38:1)",11385975,8765851,5746547,494212,778146,972459
"PA(38:2)",14370560,14661618,14881875,14564886,19278644,20000876
"PA(38:3)",760346,650087,468518,830118,648093,1070692
"PA(38:4)",1248602,1354053,1167301,1003176,1158840,1304412
"PA(38:9)",NA,NA,NA,130837,30830,398462
"PA(40:2)",2971877,1674055,2294478,2817840,1821993,312867
"PA(40:5)",1036784,1356850,3749301,128188,130101,56199
"PA(42:10)",434656,436137,310842,422815,644945,965689
"PA(42:3)",12741679,9178117,11542383,14074542,8970000,1351366
"PA(42:4)",12624274,10997293,10662194,9641730,9635991,6693113
"PA(42:5)",20326874,22582242,20787584,4966496,5288604,2594511
"PA(42:6)",6619986,7892468,10521356,5661524,5761464,7364850
"PA(42:7)",42780,45746,205102,119788,328804,581823
"PA(44:3)",2176253,2331733,1533208,2041819,1947448,2964269
"PA(44:4)",13114155,7999094,10692951,12362004,8125834,1305176
"PA(44:5)",19397072,17624842,21461670,16880157,17434172,13468496
"PA(44:6)",35457188,42261932,36385968,8444457,9347659,10882990
"PA(44:7)",8947707,10437589,11052917,12873664,13484927,16471382
"PA(44:8)",16738282,15497130,16026311,8009837,7871288,7262570
"PA(46:10)",1254957,1115242,129195,98109,165932,403785
"PA(46:3)",571846,907063,347923,707645,532502,1230712
"PA(46:6)",2723672,3240876,2641876,1983733,861220,671062
"PA(46:7)",60386060,63390068,60948804,48509136,53541960,68194760
"PA(46:9)",6097044,6105318,6294993,3774687,3827288,5952552
"PA(48:10)",2463938,2082800,2414486,2754143,2835569,2244609
"PA(48:3)",144137,332473,511002,524695,557452,785474
"PA(48:4)",693003,403044,708278,25799,NA,NA
"PA(48:5)",6824006,8468038,8240944,5307273,6233413,8604914
"PA(48:6)",1811552,2176386,1121639,2385324,739458,277488
"PA(48:7)",7583960,7861260,7916228,10621259,12133520,13549300
"PA(48:8)",41669060,28268316,16727790,8104531,8553362,10112013
"PA(48:9)",5873272,7856078,4957142,5770005,5813345,9658629
"PA(50:4)",16636,188662,34307,179588,272886,250795
"PA(50:5)",798548,1171499,1279613,404479,364324,1034198
"PA(50:8)",3413109,2912094,2937166,2401465,2543702,3087750
"PA(52:8)",194007408,134274624,81825760,10164331,10980215,17021152
"PC(24:1)",10815723,9299458,10521526,11382459,12603495,16820854
"PC(24:4)",4397208,5897168,5871188,4143483,3473542,5873602
"PC(26:1)",52738460,58462284,63544656,22290410,15142630,16251898
"PC(26:2)",131084,78063,132021,318481,334914,1074710
"PC(26:4)",363772,260025,432397,225623,357979,186988
"PC(28:0)",60363758,74487400,68508701,51322331,54769409,72250435
"PC(28:2)",26774420,22966738,23490892,111464912,121922888,124354112
"PC(30:0)",4600916434,4883516870,4658657518,3083315060,3193349282,3899990036
"PC(30:1)",434285134,480691229,452832416,401495352,453446454,583580886
"PC(30:2)",1483372,1859728,4122860,14201673,17343928,17510638
"PC(30:6)",NA,NA,NA,572599,350547,627223
"PC(32:0)",29041561568,31671350816,29463290048,20895212992,23014302016,27389390848
"PC(32:1)",23886710263,25871391650,24729972598,17999096454,19784989856,23209355710
"PC(32:2)",1216124773,1224279719,1323208311,1552165088,1790182288,2141102164
"PC(32:3)",128960310,148935383,148254507,100296349,103060696,116309331
"PC(32:4)",19769080,25784121,21704073,23408361,27684788,33588233
"PC(32:5)",574170,235360,790666,704689,1008132,350269
"PC(34:0)",15151811328,15394105036,15223407328,13482429180,14108313300,18581196436
"PC(34:1)",101081945842,114883370818,104425389751,81029519084,89414136576,96732169436
"PC(34:2)",52019202824,55438044960,55528499576,58617270176,64677394288,71657488112
"PC(34:3)",634093016,984017538,934354110,904464896,1049898736,1257075498
"PC(34:4)",726746329,785787749,782579593,630497023,688102068,760601385
"PC(34:5)",7690804,23305710,9430505,27684918,30330816,42061224
"PC(34:7)",6802,768476,17012,2127850,2084720,3259375
"PC(36:0)",753599684,772438382,771757778,667522734,741675584,911331164
"PC(36:1)",22516080460,24746719948,23547755131,19916053396,22821700863,26588999915
"PC(36:2)",248884537778,269765328507,258310267212,250768546410,281681881961,309387420990
"PC(36:3)",11579280338,13036417164,12521695194,10651546028,12282134900,14839393199
"PC(36:4)",4710268376,4920093112,4520830808,2115354488,2396281992,2758582672
"PC(36:5)",959023549,933799603,995029331,612585382,710359221,854097484
"PC(36:6)",194862790,184157041,186348533,132872975,141911480,161579977
"PC(36:8)",30367476,17292324,26860254,28910296,32386280,24308298
"PC(36:9)",4695214,4697542,5199044,5109261,5515382,4257516
"PC(38:0)",67932920,66491253,68210771,64237145,71345688,91413202
"PC(38:1)",469242874,555693891,553388038,359665085,414225746,510278532
"PC(38:10)",7669878,5079969,6182668,1466420,1524943,1854944
"PC(38:2)",10315203736,11609235080,10716133424,13254621976,14782431496,15699486296
"PC(38:3)",2927243314,3246769334,3421583114,3049575266,3574973248,4131751228
"PC(38:4)",4858636456,5424802112,5312284456,4069661648,4488951168,5303493680
"PC(38:5)",11145593797,11985217294,11520818973,7322212305,8253155365,9524948153
"PC(38:6)",2800543946,3182958879,3057060639,1576613979,2320426299,2294246902
"PC(38:7)",312802041,347372026,316701749,256238225,274025981,323254328
"PC(38:8)",50918388,54880372,48245321,47840548,50766205,55328738
"PC(38:9)",48373076,40848044,48889384,49707888,55658540,45351160
"PC(40:0)",26371,273736,9296,222555,240434,591590
"PC(40:1)",110786341,142175823,126760539,53208418,55800827,70431285
"PC(40:10)",18335958,16650233,18455994,21533054,19963322,18995936
"PC(40:11)",21702418,21556684,20123820,25179220,26435360,22463152
"PC(40:2)",400579247,457675460,423620551,467223678,554171716,599780262
"PC(40:3)",328352544,363678999,320604899,332793076,362813901,434207949
"PC(40:4)",303123854,346247949,373843358,248891610,352332274,407470879
"PC(40:5)",2459128778,2604863709,2740757018,3252369512,3897119852,4486657546
"PC(40:6)",5433437997,5700504492,6003675570,5030478869,5854690014,6662481186
"PC(40:7)",3947570968,4554761890,4390856617,3562174456,2465859657,2949588208
"PC(40:8)",294924806,306773311,308414831,244176335,252256251,308868586
"PC(40:9)",93968286,106563728,102812034,65497746,71145418,88417506
"PC(42:1)",39701054,56275831,42272031,985755,442485,498824
"PC(42:10)",168930134,187236355,172891991,78400425,87264845,109665654
"PC(42:11)",38237407,39517065,41913480,34263526,31728055,30682653
"PC(42:2)",23218214,24484026,19841228,17857214,19788740,21418322
"PC(42:3)",44902697,37580729,49499639,56269796,60835247,71734148
"PC(42:4)",61649573,66796229,57929924,57831567,67218292,79610054
"PC(42:5)",45398094,54682770,49647984,94888943,119887653,132618479
"PC(42:6)",194963739,232054738,170111717,217135239,264427273,301043548
"PC(42:7)",131004720,163002287,192353173,138694810,156706328,202220296
"PC(42:8)",42885540,48098917,40132311,31261693,34067338,48815700
"PC(42:9)",101086384,107126267,136567038,66329445,78785461,80178424
"PC(44:10)",73233705,56185314,37142950,23391329,26257106,34573336
"PC(44:11)",45012179,52864565,47984519,25289431,26580784,39803108
"PC(44:12)",34162222,36468216,36300984,15155198,17234563,24052196
"PC(44:3)",107582674,84925710,57094890,37983060,47121418,41154584
"PC(44:4)",9697694,23157416,12272464,11666703,11205743,19597568
"PC(44:5)",22204927,17883265,7532442,9472775,12782352,5673469
"PC(44:6)",5558934,5275088,6341340,8669670,11152617,13535894
"PC(44:7)",18928207,18584151,16433271,32460138,39550155,39520172
"PC(44:9)",69789304,71357320,62366620,87735968,95369800,89642912
"PC(46:0)",224522176,145515440,52377000,43357376,83735272,65722976
"PC(46:10)",2256355122,1424133621,547378434,21082121,27903140,20424414
"PC(46:11)",377053824,384951392,216611136,4395664,4133609,5063728
"PC(46:12)",10003448,22369642,20070788,NA,NA,193155
"PC(46:2)",306186,170565,NA,NA,NA,NA
"PC(46:4)",174545090,190209229,164465138,172025986,197937585,235975968
"PC(46:6)",8188159,9703813,11470747,16862800,20447615,23275250
"PC(46:7)",1425583,596897,1252119,3123659,3023156,4221436
"PC(48:1)",23018,16300,43227,328145,107114,80785
"PC(48:10)",694044,1086525,222193,515866,433815,922471
"PC(48:11)",1500202,1249013,748230,210210,1119287,1098222
"PC(48:13)",NA,109262,NA,594576,328904,944141
"PC(48:2)",275522,207302,185817,826122,311605,1054050
"PC(48:3)",108958528,104460845,138988524,141798390,149129294,179175276
"PC(48:4)",446315712,520721152,468351008,400412064,455459520,541248000
"PC(48:5)",46582348,67312376,47131976,37085672,50304492,50859160
"PC(48:6)",169765306,190013930,186986202,238821374,277710114,314381352
"PC(48:7)",93784914,108096202,105299188,167489542,184475184,208024900
"PC(48:8)",NA,NA,NA,4080932,2215264,6660104
"PC(50:10)",2326766,1110048,1092227,23152555,32147010,32250415
"PC(50:3)",3825111,3543641,3336969,544224,84543,202563
"PC(50:5)",469482208,287407232,120540720,63765272,91591024,56329392
"PC(50:6)",36440735,37286880,42984733,91394720,97559848,120089464
"PC(50:7)",46602092,69302792,78946328,57786776,66590108,105485912
"PC(50:8)",179123920,117742672,94697920,27747108,27937712,25152922
"PC(50:9)",17812122,7640206,813005,NA,3944040,383154
"PC(52:1)",33891520,30186872,25737038,9657139,8544682,4657526
"PC(52:10)",18875126,17842993,8290535,1383794,1799695,1330167
"PC(52:11)",98971967,61173804,20615134,35112408,46795742,44223511
"PC(52:12)",14432238,16691465,15501357,1729891,2004350,752475
"PC(52:13)",10799143,12665396,11264634,10333623,12836394,14256002
"PC(52:14)",4038782,685617,448815,36478754,46855344,37007058
"PC(52:3)",1518350,2765078,2773836,528568,259040,270989
"PC(52:4)",2141702,1752554,2159081,54444,80094,NA
"PC(52:5)",2861050,2823642,2589280,NA,7421,59487
"PC(52:7)",570181,579766,523926,672494,642369,995009
"PC(52:9)",11506227,11984879,14370406,1387865,158882,555917
"PC(54:10)",121797070,104044746,55706786,42492248,41113128,43647512
"PC(54:11)",26368760,8976174,4587706,721233,1451119,231779
"PC(54:13)",24205928,24673312,30192876,49502988,54639508,60476788
"PC(54:14)",1687887,1886209,2086656,3238213,3426925,4277132
"PC(54:15)",3439605,3564868,3124942,4318850,4771098,6006445
"PC(54:6)",110517624,64051024,45845360,33260194,27896870,26031686
"PC(54:8)",143749584,109237432,171003904,43252196,16599991,18327668
"PC(54:9)",1053195686,902107593,665265345,186000722,97206924,104559689
"PC(56:13)",1218435,711466,536370,119739,188472,102959
"PC(56:15)",6774985,10232759,11524605,9828485,11741111,16471381
"PC(56:9)",31562460,20039222,15753677,9314976,9469346,11572931
"PC(58:12)",2740879,2030616,2695233,992955,129955,117786
"PC(58:13)",9112041,5187500,6585174,5632671,5073662,6288566
"PC(58:3)",542849,596966,563525,84025,NA,14563
"PC(58:5)",871387,885590,848786,75534,NA,59373
"PC(60:10)",9657860,5114502,1832878,1262255,2082651,1434170
"PC(60:13)",6763817,7400834,8318226,18881672,22581100,20685128
"PC(60:14)",44212496,61325012,57889600,49575084,52463448,60867316
"PC(60:15)",3115737,4752795,4709988,4633996,3761595,4168260
"PC(60:16)",144271,96253,2158160,1755651,6899171,5979894
"PC(60:17)",474139,744332,1057196,292996,343946,315434
"PC(62:13)",45689,453487,1047399,3870551,4258932,4618460
"PC(62:14)",7791600,11880083,10026469,9815484,10752488,10794198
"PC(62:16)",2189226,2163684,2751930,13715195,15870548,13652067
"PC(62:17)",15900312,30166794,40089841,38294314,42388444,46081294
"PC(64:16)",45390,311259,292201,385849,260590,476378
"PC(64:17)",2860521,4371743,4422384,5610051,7152473,7519300
"PC(68:1)",39063040,39059796,8237989,13045341,10425700,12952672
"PC(70:10)",81277904,94827640,22521372,15657790,20172202,12202753
"PC(72:10)",29174976,27044918,8466046,5037852,6895746,3051552
"PE(20:0)",349633,316898,810858,284132,254123,238950
"PE(22:0)",1111294,1405820,688276,829779,1440622,1399991
"PE(22:1)",11483871,7368490,11187640,12766600,12953249,22916492
"PE(24:2)",532592,1575000,1574291,1363100,3461001,8628198
"PE(24:3)",4520271,2932981,4227344,4971650,5255664,11183708
"PE(28:3)",55222158,50286690,53309170,6772247,4609387,3500148
"PE(30:0)",44587424,46434836,36720312,13687928,20208566,23528148
"PE(30:1)",244568,638742,542485,593552,578631,585254
"PE(30:3)",1270046,1334012,439883,15289620,16564313,17379834
"PE(32:0)",368936652,388318884,388042496,259312576,291317272,317238580
"PE(32:1)",461668879,573624032,545285438,397748798,430076136,533206839
"PE(32:2)",3436180,4712137,3986063,3079437,4250795,7097805
"PE(32:3)",1570564,1046264,1250785,185271,222189,1068522
"PE(32:5)",842354,859093,687461,120346,241623,325768
"PE(32:6)",318195902,396750008,381894619,366702332,161104624,158834368
"PE(32:7)",112872,NA,43832,22151,107570,82273
"PE(32:8)",223916,184620,72784,225505,107279,22148
"PE(34:0)",279291864,302859072,334165553,282753527,305589880,360324891
"PE(34:1)",5790739231,6392708003,5976904026,4070919385,4346920935,5074245146
"PE(34:2)",614319054,669066394,665895575,635398046,664550837,762904030
"PE(34:3)",10999336,12299583,10646758,8541758,11877759,15276719
"PE(34:4)",46976406,50178852,42407798,42236245,43193681,44707455
"PE(34:5)",4272068,5050692,2514069,3021134,2689024,4111683
"PE(34:8)",NA,NA,NA,1760579,1483140,1683038
"PE(36:0)",54843954,51018216,48914920,41843380,44708686,60297342
"PE(36:1)",6086201296,6668540819,6446480078,5403525961,5946224586,7227767967
"PE(36:2)",23171535939,24610274000,23773210706,21413199902,23666456540,26655400109
"PE(36:3)",829451879,910341614,800856585,715935620,799627552,865758367
"PE(36:4)",1553204388,1689206412,1636739636,979135616,1141963288,1183674136
"PE(36:5)",67162278,75340016,71870320,48482360,55283326,63119124
"PE(36:8)",5915496,9671142,8269274,5318831,5807634,6520455
"PE(36:9)",1694028,3459612,2737272,80223,NA,36865
"PE(38:0)",2164849,1975959,3157522,1752179,2456069,3575858
"PE(38:1)",187742944,204014395,205762274,145497896,167927019,206812538
"PE(38:10)",9692081,7859555,5545812,284063,2045172,1004718
"PE(38:2)",1075069406,1215130736,1311690751,1311458601,1482456148,1778290825
"PE(38:3)",230600820,229557592,241116292,172804048,198672508,283260116
"PE(38:4)",5343396210,5775647973,5510242452,3031126528,3578602712,3924185710
"PE(38:5)",2779276369,2897500779,2869103025,1749982083,2054049690,2269857571
"PE(38:6)",296416345,315962487,312576806,270716740,288861652,332002416
"PE(38:7)",5528851,7176981,6496127,4928363,4865840,7065304
"PE(38:8)",3008497,1677436,7626696,8285688,8359244,5216154
"PE(40:1)",25261418,30519256,34047838,28520050,33173402,43382022
"PE(40:2)",209002203,244205721,247325910,194414389,220027780,277397632
"PE(40:3)",8179677,8775917,8239105,7044840,8012737,10005942
"PE(40:4)",200877046,223111521,197821004,153671663,184122125,191590390
"PE(40:5)",444153488,447492932,450585322,454100073,509626506,526706964
"PE(40:6)",2632309354,3071797562,2827543198,2013197343,2329293490,2465753185
"PE(40:7)",928887738,987886142,884142442,868554237,958466213,1016927158
"PE(40:8)",96123543,91726896,77828611,50817278,59891087,69723491
"PE(40:9)",50192652,31579452,35274930,10566866,10830645,10658560
"PE(42:1)",823573,858433,1349419,1527618,1307877,2174879
"PE(42:10)",81119327,85783147,79055889,45233965,48685402,60036553
"PE(42:11)",7976196,9001243,8929427,8679022,9185329,8833467
"PE(42:2)",5320615,4968597,5531579,1455588,864941,1426939
"PE(42:3)",1643396,1553968,1567713,1937844,2645459,2659166
"PE(42:4)",1473650,1701237,1896709,1284132,1204386,1776605
"PE(42:5)",1629898,1651368,1703238,1960250,2360927,2190767
"PE(42:6)",11388830,12712376,8000809,12419843,14562998,16058906
"PE(42:7)",8601815,9331409,9252502,10751116,11619950,17535427
"PE(42:8)",10849602,10078276,13522915,11897682,12438640,7529608
"PE(42:9)",34400379,33708782,33194046,18699441,24580082,24670766
"PE(44:1)",65683520,67546016,67781120,48781036,55662268,69740384
"PE(44:11)",7826088,8788111,8476009,6268546,6319034,6733888
"PE(44:12)",9646775,10412145,9101326,6273584,6871288,8159547
"PE(44:4)",197398,132160,440995,336707,188124,935125
"PE(44:6)",2871170,3215571,4066339,828572,2206575,1276315
"PE(46:10)",14757272,19768976,14188304,4553082,1859336,3309740
"PE(46:11)",4331577,3378384,2959356,3197051,4090382,3194505
"PE(46:2)",3586254,4541544,4107724,2196308,2027054,3572744
"PE(46:7)",2218298,1930946,2952628,2724910,3150914,3629217
"PE(46:9)",3250649,3272710,3278611,3622256,3270721,2575560
"PE(48:10)",3200644,3473725,3908847,301288,275846,3775350
"PE(48:12)",6598602,6585894,7087916,7384734,7846279,7879526
"PE(48:5)",4423479,3756121,4372900,948057,555997,429828
"PE(48:6)",1279355,2066592,2307875,136460,164927,165208
"PE(48:8)",5891556,5701974,4260245,688321,1054138,530491
"PE(50:10)",26769994,21646758,10939934,1102014,7359144,2918300
"PE(50:13)",2991521,3086261,2168119,3485860,4556868,3540178
"PE(50:2)",321592,548515,1132090,576692,741998,1082138
"PE(50:7)",378462,1347873,1015070,546823,599874,833007
"PE(50:9)",2676792,3923646,3267246,1120440,1514468,1538713
"PE(52:1)",16799,NA,101680,735750,24833,62347
"PE(52:10)",2430267,2882482,1250928,NA,NA,149134
"PE(52:12)",19070198,17496172,12340401,99770659,109761092,111701819
"PE(52:13)",27666896,22314304,25199567,160683381,171096466,184239010
"PE(52:14)",6708163,8318436,7129268,35755472,45668800,45946956
"PE(52:3)",774365,781779,1910693,909528,634556,1670219
"PE(52:5)",1440620,1320923,1536251,676584,824904,1144143
"PE(52:6)",506936,39200,781552,759357,1254258,826848
"PE(52:9)",2092308,3118035,2461436,NA,45670,136415
"PE(54:11)",1903764,3097376,2725619,207978,42926,134502
"PE(54:12)",448847,742851,612278,853800,908532,1180277
"PE(54:13)",34505715,35370474,40402226,30542487,30836994,38766802
"PE(54:15)",19037,110328,628865,481399,562264,298733
"PE(54:2)",NA,43600,70846,279505,250742,372071
"PE(54:5)",1096746,1047438,1932639,1414180,771525,2319584
"PE(54:6)",3240016,2799490,3715710,726796,1284046,2000855
"PE(54:7)",682449,645195,838936,553934,463648,650999
"PE(56:11)",1318392,926450,75828,58207,37086,20562
"PE(56:13)",442067840,433999072,441632608,462520992,513222656,571602112
"PE(56:14)",18515328,21609988,18856546,27018530,26967030,28383660
"PE(56:15)",NA,NA,NA,3545140,4060552,1181847
"PE(56:6)",1429650,1061235,2235785,1761504,1414699,2652703
"PE(56:7)",3673765,3077541,4944792,1672196,2130253,2344479
"PE(56:8)",635062,557417,1313439,220240,214747,612641
"PE(58:12)",378431,717322,83603,66036,5703,59249
"PE(58:14)",101347673,109528237,105976560,102527923,104096000,121758840
"PE(58:15)",939614,1133504,1235041,1776372,2416024,2961948
"PE(58:16)",227161024,258462240,254778624,316350592,330594944,386603104
"PE(58:3)",821930624,919915328,177977728,65941248,94706984,62004764
"PE(58:6)",185501,388317,761189,NA,NA,NA
"PE(60:14)",60188524,58020892,53254508,50882300,63165252,59991604
"PE(60:16)",33030787,35767755,33924678,61372417,66227990,60016505
"PE(60:17)",53698854,55016050,50139974,68882088,73716242,83430632
"PE(62:15)",18511220,23069470,17295780,14032523,12759070,16459966
"PE(62:16)",58175913,43720258,39273283,34444739,32012502,32240430
"PE(62:17)",30836107,31460532,27591916,42050739,41148028,40599859
"PE(64:15)",123057152,146277184,126557936,95302784,104792304,110707280
"PE(64:16)",26116260,24739792,31917800,84201240,96746039,92170353
"PE(64:17)",532447568,595902624,566840192,506024048,551072528,562716240
"PE(64:18)",5388344,5088605,7125703,10616849,10236313,11178192
"PE(64:6)",722986,679364,519687,38662,NA,NA
"PE(66:15)",4669370,9021636,5769766,3970394,3842413,3751759
"PE(66:16)",10673552,7401150,14580375,49009882,53610121,40848588
"PE(66:17)",823769360,1005097728,1018005376,926049696,988346528,1037238368
"PE(66:18)",66915434,81147707,76333160,81428840,95136256,100795189
"PE(66:6)",431596,316908,329918,30396,NA,16986
"PE(66:8)",786523,202856,395845,NA,NA,NA
"PE(68:14)",242541,95370,277717,NA,NA,NA
"PE(68:16)",10427300,1775356,1692414,861431,NA,NA
"PE(68:17)",321907,NA,957063,3204090,3729065,4117336
"PE(80:17)",21400138,6278734,2428821,241623,1705022,1431669
"PE(82:22)",25174192,31712014,33131620,27172476,36375536,28816928
"PG(12:0)",6003076,7124867,5306426,116016,23044,510033
"PG(14:0)",30675788,21552182,22326816,26015028,28939236,31952812
"PG(16:0)",10963262,6118079,10584192,37078,171018,333211
"PG(18:0)",465083,432577,273758,NA,NA,39266
"PG(18:1)",35020696,22633518,22584456,3693506,2774856,3734782
"PG(18:3)",58170,43301,NA,NA,NA,NA
"PG(20:5)",900870,726507,690069,195777,986205,1358170
"PG(22:4)",670241,995434,661086,570621,859080,1041208
"PG(22:5)",1902398,1295496,1347847,1822927,2026050,2404238
"PG(24:4)",4042095,7493932,5271493,7839010,4108642,7300664
"PG(26:1)",957185,799080,1539395,217586,135679,519810
"PG(26:4)",9723939,7215213,11113669,4886248,8070146,7522686
"PG(28:2)",5252864,7546679,1944621,21297336,14632941,22808776
"PG(28:4)",2356095,6802746,4910334,1279012,2413723,1116226
"PG(28:5)",1205496,1697734,1541022,NA,NA,NA
"PG(30:0)",8757369,9114544,16662154,12291314,8356569,20860736
"PG(30:1)",1266209,1416510,1428881,4495172,5723870,7073414
"PG(30:2)",6156746,4493570,6022796,7225246,6972083,10238571
"PG(30:3)",772949,1244115,897509,10390936,12241701,12812627
"PG(30:4)",13780757,9925706,12695245,3713590,1360634,2188680
"PG(30:5)",228050,285914,222698,684302,486722,436551
"PG(32:0)",120354936,113849256,135788816,109853480,95705168,178014272
"PG(32:1)",40991364,40937843,47750920,31815565,30466568,62448472
"PG(32:4)",993910,776068,1446774,23548762,21621722,21994192
"PG(32:5)",3037864,2778318,3358230,30393326,34378044,33743076
"PG(32:7)",1654281,982618,691489,852272,1454103,628596
"PG(32:8)",1416659,524068,2331464,668320,2698610,2639417
"PG(34:1)",909903166,934422756,934414079,821865227,831900468,1161906566
"PG(34:2)",49651312,52825692,54678304,48945044,52059928,77012680
"PG(34:3)",270112,129514,176012,111543,109044,259982
"PG(34:5)",42017608,32178596,17376650,2488512,1699711,2610281
"PG(34:6)",1957852,2260460,2557960,757457,1636868,1525566
"PG(34:8)",1829680,1527205,1585666,684137,782376,936268
"PG(36:1)",47115026,47739004,50235690,42383506,46117928,67583696
"PG(36:2)",511461372,553441126,550530678,529142244,572323050,750722654
"PG(36:3)",21326571,23145026,23942980,12421228,12967789,20230834
"PG(36:4)",45738242,45099343,44585558,51052717,56146406,70494646
"PG(38:1)",13319720,12666672,16424957,16619238,21204298,28120518
"PG(38:2)",36061848,38470128,33827956,24207979,24667170,31574731
"PG(38:3)",87063553,110170132,110159130,117562421,50242489,142460537
"PG(38:4)",6060689,6776253,7700175,5680704,6112458,9119856
"PG(38:5)",52975962,66776368,65676768,54840842,52712540,89622420
"PG(38:6)",16023796,16111695,13067348,15449765,20716377,20596732
"PG(38:7)",1695879,2017821,3492562,2051111,3877406,5051092
"PG(38:8)",1940654,2970330,1933952,1642187,1774624,2361196
